mes,fund_name,cnpj,classe,class_macro,saldo_base,dias_corridos,dias_uteis,custo_programado_bruto,spread_cdi_plus_aa,taxa_total_aa
2025-01,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,22,3604471.47,0.0115,0.1514364
2025-02,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,28,20,3274955.59,0.0115,0.1514364
2025-03,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,19,3110335.89,0.0115,0.1514364
2025-04,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,30,20,3274955.59,0.0115,0.1514364
2025-05,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,21,3439667.44,0.0115,0.1514364
2025-06,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,30,20,3274955.59,0.0115,0.1514364
2025-07,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,23,3769367.75,0.0115,0.1514364
2025-08,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,21,3439667.44,0.0115,0.1514364
2025-09,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,26,20,3274955.59,0.0115,0.1514364
2025-09,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,266750000.0,4,2,298694.67,0.0115,0.1514364
2025-10,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,266750000.0,26,18,2700324.26,0.0115,0.1514364
2025-10,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,242500000.0,5,5,679421.73,0.0115,0.1514364
2025-11,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,242500000.0,26,17,2317810.59,0.0115,0.1514364
2025-11,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,218250000.0,4,2,244386.55,0.0115,0.1514364
2025-12,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,218250000.0,26,18,2209356.21,0.0115,0.1514364
2025-12,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,194000000.0,5,2,217232.49,0.0115,0.1514364
2025-01,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,22,6189411.85,0.0114,0.1513364
2025-02,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,28,20,5623586.19,0.0114,0.1513364
2025-03,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,19,5340910.59,0.0114,0.1513364
2025-04,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,20,5623586.19,0.0114,0.1513364
2025-05,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,21,5906419.92,0.0114,0.1513364
2025-06,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,20,5623586.19,0.0114,0.1513364
2025-07,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,23,6472562.09,0.0114,0.1513364
2025-08,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,21,5906419.92,0.0114,0.1513364
2025-09,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,22,6189411.85,0.0114,0.1513364
2025-10,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,23,6472562.09,0.0114,0.1513364
2025-11,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,19,5340910.59,0.0114,0.1513364
2025-12,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,20,5623586.19,0.0114,0.1513364
2025-01,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,0.0,31,22,0.0,0.0135,0.1534364
2025-02,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,0.0,26,18,0.0,0.0135,0.1534364
2025-02,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,0.0,1,1,0.0,0.0135,0.1534364
2025-02,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,1,1,713930.49,0.0135,0.1534364
2025-03,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,16,11471558.93,0.0135,0.1534364
2025-03,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,5,3,2143005.25,0.0135,0.1534364
2025-04,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,17,12191989.34,0.0135,0.1534364
2025-04,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,4,3,2143005.25,0.0135,0.1534364
2025-05,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,17,12191989.34,0.0135,0.1534364
2025-05,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,5,4,2858149.99,0.0135,0.1534364
2025-06,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,18,12912827.95,0.0135,0.1534364
2025-06,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,4,2,1428265.5,0.0135,0.1534364
2025-07,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,19,13634074.99,0.0135,0.1534364
2025-07,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,5,4,2858149.99,0.0135,0.1534364
2025-08,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1260000000.0,26,18,12912827.95,0.0135,0.1534364
2025-08,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1019970000.0,5,3,1734762.75,0.0135,0.1534364
2025-09,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,1019970000.0,26,20,11620964.0,0.0135,0.1534364
2025-09,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,779971059.0,4,2,884131.55,0.0135,0.1534364
2025-10,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,779971059.0,26,18,7993358.8,0.0135,0.1534364
2025-10,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,539973964.15,5,5,1531511.84,0.0135,0.1534364
2025-11,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,539973964.15,26,17,5224886.36,0.0135,0.1534364
2025-11,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,300009534.48,4,2,340074.02,0.0135,0.1534364
2025-12,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,300009534.48,26,18,3074580.56,0.0135,0.1534364
2025-12,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,60001906.9,5,2,68014.8,0.0135,0.1534364
2025-01,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª série sênior,senior,877500000.0,31,22,10902824.94,0.012,0.1519364
2025-02,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª série sênior,senior,877500000.0,28,20,9906086.39,0.012,0.1519364
2025-03,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª série sênior,senior,877500000.0,31,19,9408136.55,0.012,0.1519364
