competencia,segmento,nivel,valor
2020-11,Financeiro: credito pessoal,sub,261117976.74
2020-11,Financeiro: consignado,sub,8679126090.09
2020-11,Financeiro: credito corporativo,sub,4827804203.83
2020-11,Financeiro: middle market,sub,866355182.4200001
2020-11,Financeiro: veiculos,sub,367792839.95
2020-11,Financeiro: imobiliario empresarial,sub,87126068.77
2020-11,Financeiro: imobiliario residencial,sub,617637571.36
2020-11,Financeiro: outros,sub,30906476934.16
2020-12,Industrial,top,16035929265.279999
2020-12,Imobiliario,top,1947408873.9099998
2020-12,Comercial,top,32758026331.22
2020-12,Servicos,top,24022587781.16
2020-12,Agronegocio,top,12237558067.890001
2020-12,Financeiro,top,45886312519.130005
2020-12,Cartao de credito,top,27354699363.75
2020-12,Factoring,top,64663051.10999999
2020-12,Setor publico,top,10224248016.810001
2020-12,Acoes judiciais,top,6507326131.879999
2020-12,Marcas e patentes,top,0.0
2020-12,Financeiro: credito pessoal,sub,425742096.62
2020-12,Financeiro: consignado,sub,8508421205.32
2020-12,Financeiro: credito corporativo,sub,5205450683.77
2020-12,Financeiro: middle market,sub,865408686.92
2020-12,Financeiro: veiculos,sub,370049119.91999996
2020-12,Financeiro: imobiliario empresarial,sub,88101764.75
2020-12,Financeiro: imobiliario residencial,sub,458283446.45
2020-12,Financeiro: outros,sub,29964855515.379997
2021-01,Industrial,top,28219469173.760002
2021-01,Imobiliario,top,2248376019.4300003
2021-01,Comercial,top,48588648784.96001
2021-01,Servicos,top,22805887232.870003
2021-01,Agronegocio,top,4483035531.72
2021-01,Financeiro,top,48354291691.8
2021-01,Cartao de credito,top,27545999466.159996
2021-01,Factoring,top,65172713.42
2021-01,Setor publico,top,10022813008.429998
2021-01,Acoes judiciais,top,6908432067.1
2021-01,Marcas e patentes,top,0.0
2021-01,Financeiro: credito pessoal,sub,284624806.98
2021-01,Financeiro: consignado,sub,8077150059.69
2021-01,Financeiro: credito corporativo,sub,5005909195.97
2021-01,Financeiro: middle market,sub,865321858.05
2021-01,Financeiro: veiculos,sub,347319767.04
2021-01,Financeiro: imobiliario empresarial,sub,105405557.11
2021-01,Financeiro: imobiliario residencial,sub,454585337.62
2021-01,Financeiro: outros,sub,33213975109.34
2021-02,Industrial,top,23897219411.900005
2021-02,Imobiliario,top,2150791172.01
2021-02,Comercial,top,51692732627.600006
2021-02,Servicos,top,22090577462.12
2021-02,Agronegocio,top,4644499430.280001
2021-02,Financeiro,top,47152982830.26
2021-02,Cartao de credito,top,28621723603.820004
2021-02,Factoring,top,71780343.38000001
2021-02,Setor publico,top,9578906875.380001
2021-02,Acoes judiciais,top,7952414502.55
2021-02,Marcas e patentes,top,0.0
2021-02,Financeiro: credito pessoal,sub,320680186.18
2021-02,Financeiro: consignado,sub,8067988469.990001
2021-02,Financeiro: credito corporativo,sub,4988883824.190001
2021-02,Financeiro: middle market,sub,927649287.61
2021-02,Financeiro: veiculos,sub,330279596.49
2021-02,Financeiro: imobiliario empresarial,sub,86280934.42
2021-02,Financeiro: imobiliario residencial,sub,405167079.01000005
2021-02,Financeiro: outros,sub,32026053452.370003
2021-03,Industrial,top,27359176858.68
2021-03,Imobiliario,top,1983732367.6599998
2021-03,Comercial,top,51845172396.21999
2021-03,Servicos,top,21969563760.25
2021-03,Agronegocio,top,4594584063.960001
2021-03,Financeiro,top,54777408977.81
2021-03,Cartao de credito,top,32142477758.22
2021-03,Factoring,top,78410736.58000001
2021-03,Setor publico,top,9552685595.07
2021-03,Acoes judiciais,top,7644690547.25
2021-03,Marcas e patentes,top,0.0
2021-03,Financeiro: credito pessoal,sub,273318760.11
2021-03,Financeiro: consignado,sub,7990365737.43
2021-03,Financeiro: credito corporativo,sub,5532282349.5199995
2021-03,Financeiro: middle market,sub,853609445.51
2021-03,Financeiro: veiculos,sub,320725866.77
2021-03,Financeiro: imobiliario empresarial,sub,103845625.72999999
2021-03,Financeiro: imobiliario residencial,sub,406263252.44000006
2021-03,Financeiro: outros,sub,39296997940.3
2021-04,Industrial,top,51646490087.43999
2021-04,Imobiliario,top,1986325237.67
2021-04,Comercial,top,52670608031.64
2021-04,Servicos,top,22220059385.559998
2021-04,Agronegocio,top,4429741790.1
2021-04,Financeiro,top,59095626625.78999
2021-04,Cartao de credito,top,30452388715.93
2021-04,Factoring,top,78261921.91999999
2021-04,Setor publico,top,9265049723.41
2021-04,Acoes judiciais,top,6663860445.030001
2021-04,Marcas e patentes,top,0.0
2021-04,Financeiro: credito pessoal,sub,460439413.12
2021-04,Financeiro: consignado,sub,7888841664.559999
2021-04,Financeiro: credito corporativo,sub,5349421394.080001
2021-04,Financeiro: middle market,sub,825552262.5699999
2021-04,Financeiro: veiculos,sub,302141004.21000004
2021-04,Financeiro: imobiliario empresarial,sub,86808051.58
2021-04,Financeiro: imobiliario residencial,sub,443646963.18
2021-04,Financeiro: outros,sub,43738775872.49
2021-05,Industrial,top,45737692676.37
2021-05,Imobiliario,top,1996348969.99
2021-05,Comercial,top,50634425451.21001
2021-05,Servicos,top,22144646519.83
2021-05,Agronegocio,top,4079314770.0399995
2021-05,Financeiro,top,61411781030.06999
2021-05,Cartao de credito,top,30627849796.329998
2021-05,Factoring,top,81727083.82000001
2021-05,Setor publico,top,9538374610.09
2021-05,Acoes judiciais,top,6726121491.469999
2021-05,Marcas e patentes,top,0.0
2021-05,Financeiro: credito pessoal,sub,292381840.1
2021-05,Financeiro: consignado,sub,7667527396.95
2021-05,Financeiro: credito corporativo,sub,4874500155.74
2021-05,Financeiro: middle market,sub,883828981.99
2021-05,Financeiro: veiculos,sub,975805590.45
2021-05,Financeiro: imobiliario empresarial,sub,65874326.71
2021-05,Financeiro: imobiliario residencial,sub,445720243.95
2021-05,Financeiro: outros,sub,46206142494.17999
2021-06,Industrial,top,61280269368.37999
2021-06,Imobiliario,top,1965223272.87
2021-06,Comercial,top,51907978667.5
2021-06,Servicos,top,23092676293.86
2021-06,Agronegocio,top,4615329798.31
2021-06,Financeiro,top,62831568972.57
2021-06,Cartao de credito,top,31887631155.58
2021-06,Factoring,top,79248012.52000001
2021-06,Setor publico,top,10381661137.2
2021-06,Acoes judiciais,top,5918406492.01
2021-06,Marcas e patentes,top,0.0
2021-06,Financeiro: credito pessoal,sub,489897309.33
2021-06,Financeiro: consignado,sub,7725102905.599999
2021-06,Financeiro: credito corporativo,sub,4766520427.610001
2021-06,Financeiro: middle market,sub,882540938.5600001
2021-06,Financeiro: veiculos,sub,2238596623.49
2021-06,Financeiro: imobiliario empresarial,sub,76795975.86
2021-06,Financeiro: imobiliario residencial,sub,691162231.8199999
2021-06,Financeiro: outros,sub,45960952560.299995
2021-07,Industrial,top,56445344348.28
2021-07,Imobiliario,top,1959531665.3500001
2021-07,Comercial,top,52016751141.229996
2021-07,Servicos,top,22742546245.86
2021-07,Agronegocio,top,2389764879.41
2021-07,Financeiro,top,49768937418.869995
2021-07,Cartao de credito,top,39209254947.9
2021-07,Factoring,top,81482802.56
2021-07,Setor publico,top,10548426150.779999
2021-07,Acoes judiciais,top,6163817131.48
2021-07,Marcas e patentes,top,0.0
2021-07,Financeiro: credito pessoal,sub,503101933.52
2021-07,Financeiro: consignado,sub,7277230070.01
2021-07,Financeiro: credito corporativo,sub,1771211891.46
2021-07,Financeiro: middle market,sub,821369969.5600001
2021-07,Financeiro: veiculos,sub,2641298608.62
2021-07,Financeiro: imobiliario empresarial,sub,122295211.80999999
2021-07,Financeiro: imobiliario residencial,sub,491462871.28000003
2021-07,Financeiro: outros,sub,36140966862.61
2021-08,Industrial,top,50581057037.91
2021-08,Imobiliario,top,2013379811.78
2021-08,Comercial,top,54738603206.32
2021-08,Servicos,top,22392920168.850002
2021-08,Agronegocio,top,4256663281.22
2021-08,Financeiro,top,62308061585.8
2021-08,Cartao de credito,top,36641378098.479996
2021-08,Factoring,top,84666533.21000001
2021-08,Setor publico,top,10171803401.63
2021-08,Acoes judiciais,top,9940953349.42
2021-08,Marcas e patentes,top,0.0
2021-08,Financeiro: credito pessoal,sub,200213725.29
2021-08,Financeiro: consignado,sub,7974131027.99
2021-08,Financeiro: credito corporativo,sub,2441276301.74
2021-08,Financeiro: middle market,sub,840543240.4000001
2021-08,Financeiro: veiculos,sub,2510375903.0
2021-08,Financeiro: imobiliario empresarial,sub,123981924.5
2021-08,Financeiro: imobiliario residencial,sub,481918478.45000005
2021-08,Financeiro: outros,sub,47735620984.43
2021-09,Industrial,top,45971063107.59
2021-09,Imobiliario,top,1945557080.98
2021-09,Comercial,top,56860727246.68
2021-09,Servicos,top,22272150683.6
2021-09,Agronegocio,top,5406282287.92
2021-09,Financeiro,top,64696335621.91
2021-09,Cartao de credito,top,39047091288.21
2021-09,Factoring,top,82016241.25
2021-09,Setor publico,top,10900989157.570002
2021-09,Acoes judiciais,top,12504356889.1
2021-09,Marcas e patentes,top,0.0
2021-09,Financeiro: credito pessoal,sub,206199133.35
2021-09,Financeiro: consignado,sub,7843888977.9
2021-09,Financeiro: credito corporativo,sub,2269112398.1099997
2021-09,Financeiro: middle market,sub,899205650.62
2021-09,Financeiro: veiculos,sub,2406463112.64
2021-09,Financeiro: imobiliario empresarial,sub,113320011.84
2021-09,Financeiro: imobiliario residencial,sub,442757031.1
2021-09,Financeiro: outros,sub,50515389306.35
2021-10,Industrial,top,63134961985.99
2021-10,Imobiliario,top,1750424300.0
2021-10,Comercial,top,58149895986.63999
2021-10,Servicos,top,22558785233.32
2021-10,Agronegocio,top,5893677841.12
2021-10,Financeiro,top,55689310404.81
2021-10,Cartao de credito,top,38553075313.91
2021-10,Factoring,top,86260239.51
2021-10,Setor publico,top,10900310231.73
2021-10,Acoes judiciais,top,12641787393.220001
2021-10,Marcas e patentes,top,0.0
2021-10,Financeiro: credito pessoal,sub,213158345.51
2021-10,Financeiro: consignado,sub,8027082700.6
2021-10,Financeiro: credito corporativo,sub,2267340110.04
2021-10,Financeiro: middle market,sub,899079760.8100001
2021-10,Financeiro: veiculos,sub,2211716721.56
2021-10,Financeiro: imobiliario empresarial,sub,124634256.40999998
2021-10,Financeiro: imobiliario residencial,sub,443209889.74000007
2021-10,Financeiro: outros,sub,41503088620.14
2021-11,Industrial,top,69573156434.98
2021-11,Imobiliario,top,1712100202.92
2021-11,Comercial,top,60357139098.14001
2021-11,Servicos,top,18597405151.79
2021-11,Agronegocio,top,6324533060.33
2021-11,Financeiro,top,58619836908.130005
2021-11,Cartao de credito,top,37800959473.41
2021-11,Factoring,top,90705604.53999999
2021-11,Setor publico,top,13011650253.560001
2021-11,Acoes judiciais,top,13533305356.880001
2021-11,Marcas e patentes,top,0.0
2021-11,Financeiro: credito pessoal,sub,436395122.35
2021-11,Financeiro: consignado,sub,8013515453.959999
2021-11,Financeiro: credito corporativo,sub,1913066260.1899998
2021-11,Financeiro: middle market,sub,899197138.71
2021-11,Financeiro: veiculos,sub,3118250968.08
2021-11,Financeiro: imobiliario empresarial,sub,121488158.44
2021-11,Financeiro: imobiliario residencial,sub,440462698.4600001
2021-11,Financeiro: outros,sub,43677461107.94
2021-12,Industrial,top,64979427395.979996
2021-12,Imobiliario,top,2731062951.6899996
2021-12,Comercial,top,66206129641.75001
2021-12,Servicos,top,19411550398.29
2021-12,Agronegocio,top,6961481478.33
2021-12,Financeiro,top,60539585283.67
2021-12,Cartao de credito,top,41261579073.31
2021-12,Factoring,top,90604005.16
2021-12,Setor publico,top,13520778571.79
2021-12,Acoes judiciais,top,12705807700.33
2021-12,Marcas e patentes,top,7817238.62
2021-12,Financeiro: credito pessoal,sub,347613449.08
2021-12,Financeiro: consignado,sub,8106293540.24
2021-12,Financeiro: credito corporativo,sub,2529249871.7
2021-12,Financeiro: middle market,sub,879168395.6800001
2021-12,Financeiro: veiculos,sub,2848840104.71
2021-12,Financeiro: imobiliario empresarial,sub,220529306.05999997
2021-12,Financeiro: imobiliario residencial,sub,469666147.63
2021-12,Financeiro: outros,sub,45138224468.57
2022-01,Industrial,top,60680936681.369995
2022-01,Imobiliario,top,2695885692.32
2022-01,Comercial,top,67279466877.31001
2022-01,Servicos,top,18418370733.809998
2022-01,Agronegocio,top,6975765874.18
2022-01,Financeiro,top,66895547850.77
2022-01,Cartao de credito,top,39148372984.51
2022-01,Factoring,top,91835517.35999998
2022-01,Setor publico,top,13481761983.95
2022-01,Acoes judiciais,top,11523141989.510002
2022-01,Marcas e patentes,top,7817238.62
2022-01,Financeiro: credito pessoal,sub,431280644.48
2022-01,Financeiro: consignado,sub,8246402238.299999
2022-01,Financeiro: credito corporativo,sub,2870667047.0299997
2022-01,Financeiro: middle market,sub,878752261.35
2022-01,Financeiro: veiculos,sub,2732020195.67
2022-01,Financeiro: imobiliario empresarial,sub,232554062.29
2022-01,Financeiro: imobiliario residencial,sub,467205196.39000005
2022-01,Financeiro: outros,sub,51036666205.26
2022-02,Industrial,top,56701394801.07
2022-02,Imobiliario,top,2694320798.23
2022-02,Comercial,top,70159135260.92
2022-02,Servicos,top,18703435390.41
2022-02,Agronegocio,top,7997448509.260001
2022-02,Financeiro,top,71830874860.03
2022-02,Cartao de credito,top,42307828917.29
2022-02,Factoring,top,96505724.55000001
2022-02,Setor publico,top,12579931716.13
2022-02,Acoes judiciais,top,10437694631.05
2022-02,Marcas e patentes,top,7907944.87
2022-02,Financeiro: credito pessoal,sub,563759978.59
2022-02,Financeiro: consignado,sub,8430478017.32
2022-02,Financeiro: credito corporativo,sub,2452593923.35
2022-02,Financeiro: middle market,sub,871011290.32
2022-02,Financeiro: veiculos,sub,2736768707.6800003
2022-02,Financeiro: imobiliario empresarial,sub,230865117.44000003
2022-02,Financeiro: imobiliario residencial,sub,466535409.83000004
2022-02,Financeiro: outros,sub,56078862415.5
2022-03,Industrial,top,52140350808.820015
2022-03,Imobiliario,top,2745917693.96
2022-03,Comercial,top,71048444092.0
2022-03,Servicos,top,18231080494.9
2022-03,Agronegocio,top,7873448498.54
2022-03,Financeiro,top,69180543837.89
2022-03,Cartao de credito,top,43814056685.79
2022-03,Factoring,top,101122121.45
2022-03,Setor publico,top,13300364147.7
2022-03,Acoes judiciais,top,11424601973.16
2022-03,Marcas e patentes,top,7923870.57
2022-03,Financeiro: credito pessoal,sub,741205086.89
2022-03,Financeiro: consignado,sub,8282502253.440001
2022-03,Financeiro: credito corporativo,sub,2622212641.57
2022-03,Financeiro: middle market,sub,844467469.57
2022-03,Financeiro: veiculos,sub,2820965314.96
2022-03,Financeiro: imobiliario empresarial,sub,294797487.02
2022-03,Financeiro: imobiliario residencial,sub,539922304.64
2022-03,Financeiro: outros,sub,53034471279.8
2022-04,Industrial,top,79148188844.61
2022-04,Imobiliario,top,2842776567.0499997
2022-04,Comercial,top,68448626545.87999
2022-04,Servicos,top,17829003828.559998
2022-04,Agronegocio,top,7936489978.950001
2022-04,Financeiro,top,73332587469.39
2022-04,Cartao de credito,top,44740432729.15
2022-04,Factoring,top,99690785.15
2022-04,Setor publico,top,12529698381.8
2022-04,Acoes judiciais,top,14401274442.349998
2022-04,Marcas e patentes,top,7916439.42
2022-04,Financeiro: credito pessoal,sub,888924288.8499999
2022-04,Financeiro: consignado,sub,8421305990.379999
2022-04,Financeiro: credito corporativo,sub,1929900062.75
2022-04,Financeiro: middle market,sub,845040137.0
2022-04,Financeiro: veiculos,sub,3663294656.4000006
2022-04,Financeiro: imobiliario empresarial,sub,297021023.46
2022-04,Financeiro: imobiliario residencial,sub,546312147.03
2022-04,Financeiro: outros,sub,56740789163.520004
2022-05,Industrial,top,72325793292.35
2022-05,Imobiliario,top,2599888387.37
2022-05,Comercial,top,72554390817.08002
2022-05,Servicos,top,17711218992.66
2022-05,Agronegocio,top,6975351069.9800005
2022-05,Financeiro,top,74797293315.57
2022-05,Cartao de credito,top,46618192417.42
2022-05,Factoring,top,98645345.77999999
2022-05,Setor publico,top,12837812140.97
2022-05,Acoes judiciais,top,10511908543.85
2022-05,Marcas e patentes,top,7925214.84
2022-05,Financeiro: credito pessoal,sub,1010076224.49
2022-05,Financeiro: consignado,sub,8320690385.67
2022-05,Financeiro: credito corporativo,sub,2209454457.0
2022-05,Financeiro: middle market,sub,835987688.61
2022-05,Financeiro: veiculos,sub,4177292602.79
2022-05,Financeiro: imobiliario empresarial,sub,333576077.22999996
2022-05,Financeiro: imobiliario residencial,sub,527330847.74
2022-05,Financeiro: outros,sub,57382885032.04
2022-06,Industrial,top,66207663980.829994
2022-06,Imobiliario,top,2288430355.63
2022-06,Comercial,top,74357310680.24
2022-06,Servicos,top,17650612996.87
2022-06,Agronegocio,top,7227655984.73
2022-06,Financeiro,top,77775251232.3
2022-06,Cartao de credito,top,48828118678.79001
2022-06,Factoring,top,100091305.76
2022-06,Setor publico,top,13092141375.900002
2022-06,Acoes judiciais,top,10893471309.17
2022-06,Marcas e patentes,top,7798005.96
2022-06,Financeiro: credito pessoal,sub,1145403371.09
2022-06,Financeiro: consignado,sub,8266489395.059999
2022-06,Financeiro: credito corporativo,sub,2861816894.1000004
2022-06,Financeiro: middle market,sub,821634036.78
2022-06,Financeiro: veiculos,sub,4386315631.440001
2022-06,Financeiro: imobiliario empresarial,sub,337027269.02000004
2022-06,Financeiro: imobiliario residencial,sub,536421730.78000003
2022-06,Financeiro: outros,sub,59420142904.03
2022-07,Industrial,top,60840538673.770004
2022-07,Imobiliario,top,2241941083.08
2022-07,Comercial,top,76042361595.1
2022-07,Servicos,top,17486395750.56
2022-07,Agronegocio,top,7607000480.33
2022-07,Financeiro,top,79745151119.29
2022-07,Cartao de credito,top,49619715459.09
2022-07,Factoring,top,100611530.57000001
2022-07,Setor publico,top,13423262008.89
2022-07,Acoes judiciais,top,14336893081.400002
2022-07,Marcas e patentes,top,7794378.38
2022-07,Financeiro: credito pessoal,sub,1374587612.0
2022-07,Financeiro: consignado,sub,8218250894.87
2022-07,Financeiro: credito corporativo,sub,2946994870.7
2022-07,Financeiro: middle market,sub,821854247.0699999
2022-07,Financeiro: veiculos,sub,4986778117.21
2022-07,Financeiro: imobiliario empresarial,sub,341930904.62999994
2022-07,Financeiro: imobiliario residencial,sub,494158078.8300001
2022-07,Financeiro: outros,sub,60560596393.979996
2022-08,Industrial,top,52976967079.81001
2022-08,Imobiliario,top,2246044203.08
2022-08,Comercial,top,77759289093.91
2022-08,Servicos,top,20196606499.989998
2022-08,Agronegocio,top,8137900155.0
2022-08,Financeiro,top,81652927379.01
2022-08,Cartao de credito,top,50539959435.54
2022-08,Factoring,top,105850790.65
2022-08,Setor publico,top,14015518253.73
2022-08,Acoes judiciais,top,14874658432.85
2022-08,Marcas e patentes,top,7794378.38
2022-08,Financeiro: credito pessoal,sub,1547381140.39
2022-08,Financeiro: consignado,sub,7824075899.559999
2022-08,Financeiro: credito corporativo,sub,3044612371.88
2022-08,Financeiro: middle market,sub,821277267.88
2022-08,Financeiro: veiculos,sub,4292289171.07
2022-08,Financeiro: imobiliario empresarial,sub,326651114.73
2022-08,Financeiro: imobiliario residencial,sub,489245593.6
2022-08,Financeiro: outros,sub,63307394819.899994
2022-09,Industrial,top,56902522985.78001
2022-09,Imobiliario,top,2233542161.27
2022-09,Comercial,top,81355859768.57999
2022-09,Servicos,top,19788142376.85
2022-09,Agronegocio,top,9255355149.41
2022-09,Financeiro,top,81833002699.71
2022-09,Cartao de credito,top,53242363541.090004
2022-09,Factoring,top,108038392.48
2022-09,Setor publico,top,14924398905.41
2022-09,Acoes judiciais,top,14596820579.73
2022-09,Marcas e patentes,top,7798005.96
2022-09,Financeiro: credito pessoal,sub,1975596468.3400002
2022-09,Financeiro: consignado,sub,7510587162.93
2022-09,Financeiro: credito corporativo,sub,1535384771.06
2022-09,Financeiro: middle market,sub,821259866.8299999
2022-09,Financeiro: veiculos,sub,4411035895.44
2022-09,Financeiro: imobiliario empresarial,sub,338019629.11999995
2022-09,Financeiro: imobiliario residencial,sub,494393195.16
2022-09,Financeiro: outros,sub,64746725710.83
2022-10,Industrial,top,50684295334.090004
2022-10,Imobiliario,top,2250026986.49
2022-10,Comercial,top,82464768657.13
2022-10,Servicos,top,19237435810.079998
2022-10,Agronegocio,top,10368459939.1
2022-10,Financeiro,top,84897053258.38998
2022-10,Cartao de credito,top,51661170835.45
2022-10,Factoring,top,107222306.43
2022-10,Setor publico,top,14907805282.220001
2022-10,Acoes judiciais,top,11537387325.029999
2022-10,Marcas e patentes,top,7801635.22
2022-10,Financeiro: credito pessoal,sub,1807037492.4999998
2022-10,Financeiro: consignado,sub,7655786203.809999
2022-10,Financeiro: credito corporativo,sub,1700093761.04
2022-10,Financeiro: middle market,sub,818588734.81
2022-10,Financeiro: veiculos,sub,4764498302.03
2022-10,Financeiro: imobiliario empresarial,sub,356011513.46000004
2022-10,Financeiro: imobiliario residencial,sub,488894090.05
2022-10,Financeiro: outros,sub,67306143160.69
2022-11,Industrial,top,44363354487.840004
2022-11,Imobiliario,top,2245190690.2299995
2022-11,Comercial,top,86100473359.77002
2022-11,Servicos,top,18573648795.64
2022-11,Agronegocio,top,11680340841.09
2022-11,Financeiro,top,85340994459.95
2022-11,Cartao de credito,top,53407538383.69
2022-11,Factoring,top,108158715.47999999
2022-11,Setor publico,top,15708103270.509998
2022-11,Acoes judiciais,top,11398496120.189999
2022-11,Marcas e patentes,top,7794378.38
2022-11,Financeiro: credito pessoal,sub,1964488371.8700001
2022-11,Financeiro: consignado,sub,7400469848.12
2022-11,Financeiro: credito corporativo,sub,1799517325.98
2022-11,Financeiro: middle market,sub,818511395.6599998
2022-11,Financeiro: veiculos,sub,4564908433.74
2022-11,Financeiro: imobiliario empresarial,sub,352164480.36999995
2022-11,Financeiro: imobiliario residencial,sub,381841295.66
2022-11,Financeiro: outros,sub,68059093308.55
2022-12,Industrial,top,45129976726.68999
2022-12,Imobiliario,top,2152278948.08
2022-12,Comercial,top,90246570063.28
2022-12,Servicos,top,18819737047.940002
2022-12,Agronegocio,top,13803802482.57
2022-12,Financeiro,top,97642343676.89
2022-12,Cartao de credito,top,58136336951.26001
2022-12,Factoring,top,136017589.71
2022-12,Setor publico,top,15972512508.330002
2022-12,Acoes judiciais,top,12724684731.970001
2022-12,Marcas e patentes,top,7798005.96
2022-12,Financeiro: credito pessoal,sub,2068266204.4900002
2022-12,Financeiro: consignado,sub,7492700330.719999
2022-12,Financeiro: credito corporativo,sub,2275315243.29
2022-12,Financeiro: middle market,sub,819814543.1600001
2022-12,Financeiro: veiculos,sub,4302984601.190001
2022-12,Financeiro: imobiliario empresarial,sub,353396109.55
2022-12,Financeiro: imobiliario residencial,sub,353490468.13
2022-12,Financeiro: outros,sub,79976376176.36
2023-01,Industrial,top,50568433303.68001
2023-01,Imobiliario,top,2145255586.3000002
2023-01,Comercial,top,88667874990.24998
2023-01,Servicos,top,18736424748.04
2023-01,Agronegocio,top,14687643616.01
2023-01,Financeiro,top,98722374399.58
2023-01,Cartao de credito,top,57272906700.38
2023-01,Factoring,top,126473118.92
2023-01,Setor publico,top,16225413587.77
2023-01,Acoes judiciais,top,12963707019.349998
2023-01,Marcas e patentes,top,7801635.22
2023-01,Financeiro: credito pessoal,sub,2420820963.2000003
2023-01,Financeiro: consignado,sub,7542188133.599999
2023-01,Financeiro: credito corporativo,sub,2994593246.72
2023-01,Financeiro: middle market,sub,818898670.8499999
2023-01,Financeiro: veiculos,sub,4027563226.2799997
2023-01,Financeiro: imobiliario empresarial,sub,456526640.63
2023-01,Financeiro: imobiliario residencial,sub,355217126.00000006
2023-01,Financeiro: outros,sub,80106566392.29999
2023-02,Industrial,top,44838980161.08001
2023-02,Imobiliario,top,2002204175.0300002
2023-02,Comercial,top,90767872122.6
2023-02,Servicos,top,17679108565.11
2023-02,Agronegocio,top,14821508391.689999
2023-02,Financeiro,top,101359452352.09
2023-02,Cartao de credito,top,58348830389.28
2023-02,Factoring,top,132107053.43999998
2023-02,Setor publico,top,16332520707.309998
2023-02,Acoes judiciais,top,15518298434.8
2023-02,Marcas e patentes,top,7783505.75
2023-02,Financeiro: credito pessoal,sub,3011531552.17
2023-02,Financeiro: consignado,sub,7553931316.34
2023-02,Financeiro: credito corporativo,sub,3336210273.25
2023-02,Financeiro: middle market,sub,818214140.45
2023-02,Financeiro: veiculos,sub,4121835611.12
2023-02,Financeiro: imobiliario empresarial,sub,424828342.08
2023-02,Financeiro: imobiliario residencial,sub,354999633.99
2023-02,Financeiro: outros,sub,81737901482.69
2023-03,Industrial,top,40073721478.0
2023-03,Imobiliario,top,1989909727.28
2023-03,Comercial,top,93156111023.87001
2023-03,Servicos,top,19944047025.09
2023-03,Agronegocio,top,15038176562.939999
2023-03,Financeiro,top,102868212481.64
2023-03,Cartao de credito,top,59509942770.39
2023-03,Factoring,top,156427898.71
2023-03,Setor publico,top,16346474864.699999
2023-03,Acoes judiciais,top,15506057282.49
2023-03,Marcas e patentes,top,7801635.22
2023-03,Financeiro: credito pessoal,sub,3077204942.83
2023-03,Financeiro: consignado,sub,8908010325.060001
2023-03,Financeiro: credito corporativo,sub,2754344741.35
2023-03,Financeiro: middle market,sub,813339611.3100001
2023-03,Financeiro: veiculos,sub,3666893708.25
2023-03,Financeiro: imobiliario empresarial,sub,402929901.56000006
2023-03,Financeiro: imobiliario residencial,sub,355075943.90000004
2023-03,Financeiro: outros,sub,82890413307.38
2023-04,Industrial,top,51465533756.36
2023-04,Imobiliario,top,2008790151.87
2023-04,Comercial,top,93680335203.64
2023-04,Servicos,top,19711413235.649998
2023-04,Agronegocio,top,15025842373.3
2023-04,Financeiro,top,107861215902.92
2023-04,Cartao de credito,top,59303041767.46999
2023-04,Factoring,top,148931345.04999998
2023-04,Setor publico,top,15788915748.86
2023-04,Acoes judiciais,top,12930975169.52
2023-04,Marcas e patentes,top,0.0
2023-04,Financeiro: credito pessoal,sub,3348858133.97
2023-04,Financeiro: consignado,sub,9973486619.23
2023-04,Financeiro: credito corporativo,sub,3980823461.06
2023-04,Financeiro: middle market,sub,811828027.29
2023-04,Financeiro: veiculos,sub,3758502070.33
2023-04,Financeiro: imobiliario empresarial,sub,390269990.48999995
2023-04,Financeiro: imobiliario residencial,sub,355187636.80999994
2023-04,Financeiro: outros,sub,85242259963.73999
2023-05,Industrial,top,47151038550.47
2023-05,Imobiliario,top,1965953554.0800002
2023-05,Comercial,top,95896380219.74002
2023-05,Servicos,top,18419728887.8
2023-05,Agronegocio,top,12776708080.84
2023-05,Financeiro,top,106359049783.51
2023-05,Cartao de credito,top,62256156937.41
2023-05,Factoring,top,144438663.97
2023-05,Setor publico,top,15063155141.169998
2023-05,Acoes judiciais,top,12819056601.05
2023-05,Marcas e patentes,top,0.0
2023-05,Financeiro: credito pessoal,sub,3553852419.33
2023-05,Financeiro: consignado,sub,8518490133.889999
2023-05,Financeiro: credito corporativo,sub,4022704467.1400003
2023-05,Financeiro: middle market,sub,810688546.26
2023-05,Financeiro: veiculos,sub,3333152710.37
2023-05,Financeiro: imobiliario empresarial,sub,393641223.94
2023-05,Financeiro: imobiliario residencial,sub,353304733.52
2023-05,Financeiro: outros,sub,85373215549.06
2023-06,Industrial,top,44536344116.689995
2023-06,Imobiliario,top,1994561947.2
2023-06,Comercial,top,107673531993.45
2023-06,Servicos,top,19145826217.309998
2023-06,Agronegocio,top,11945226519.48
2023-06,Financeiro,top,106996139108.73
2023-06,Cartao de credito,top,63692355984.75
2023-06,Factoring,top,141565252.73999998
2023-06,Setor publico,top,15440520844.240002
2023-06,Acoes judiciais,top,13713856083.88
2023-06,Marcas e patentes,top,0.0
2023-06,Financeiro: credito pessoal,sub,3717598588.73
2023-06,Financeiro: consignado,sub,7451177544.559999
2023-06,Financeiro: credito corporativo,sub,3729447887.29
2023-06,Financeiro: middle market,sub,795716193.6400001
2023-06,Financeiro: veiculos,sub,2891348982.77
2023-06,Financeiro: imobiliario empresarial,sub,374071189.68000007
