cnpj_fundo,denominacao,pl_max,competencia_pl_max,competencias_observadas,anbima_tipo,anbima_foco,is_np
33447973000122,LEGACY A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61472510.91,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
57377862000155,AEDGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,61470952.09,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
13401155000181,IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61434681.22,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
26452257000178,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61376674.17,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
59700632000100,HALFDOME II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61290583.54,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57740051000177,CHAVANTES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61272462.62,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
22588302000165,ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,61271721.38,2023-12,"2024-12, 2023-12",Outros,Multicarteira Outros,True
42867211000176,CW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,61180784.17,2024-12,"2024-12, 2023-12",Outros,Multicarteira Outros,True
61134294000139,SANTA CLARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,60924845.12,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
60858457000163,TRAGER FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,60792354.58,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
23033577000103,ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60767216.37,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
66282853000171,BTG LEGATO CW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60617803.21,2026-06,2026-06,N/D,N/D,False
56780221000184,CLASSE ÚNICA DE COTAS DO ST 1014 FIDC RESPONSABILIDADE LIMITADA,60586284.82,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
57752893000149,MINEO FIDC RESPONSABILIDADE LIMITADA,60558921.17,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
28549975000192,AGHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,60378597.83,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
31847511000177,EXITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59959601.97,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
61068908000121,TAXATION MIND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59882283.74,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
43140980000130,SERRAMBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59835063.54,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
39737206000134,QG DISTRESSED II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,59662765.1,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
49024937000196,OVERFLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,59652306.72,2023-12,2023-12,Outros,N/D,True
46929994000126,GRATIAM FLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,59617032.03,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
13990000000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA,59586252.16,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
45144657000160,VECTIS PRO SOLUTTI CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,59578656.53,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
61289877000139,ORRAM ALOCAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITIDA,59539407.76,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
49460350000120,WCAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59491519.16,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
50462226000182,PENSILVANIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,58732454.89,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
46098515000177,RVC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,58607821.35,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
55064095000107,PACKERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58532151.27,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
57417371000190,BRAIN ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,58517691.72,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
60373177000165,PLGN K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58473354.95,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57679175000194,ZANDVOORT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,57633768.23,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
31159172000136,VALORA CAPITAL PARTNERS HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57409035.04,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
55051705000120,REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57332412.5,2026-06,"2026-06, 2025-12, 2024-12",Outros,Poder Público,False
54856185000160,FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57206280.3,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
61670371000175,PBL CREDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,56958667.15,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
63395355000147,FUNDO DE INVESTIMENTO EM COTAS DOTZ NOVERDE DE FIDC - RESPONSABILIDADE LIMITADA,56928183.71,2026-06,"2026-06, 2025-12",N/D,N/D,False
59870750000167,ALOHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56908094.5,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
56971420000170,ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,56848650.4,2025-12,"2025-12, 2024-12",Outros,Multicarteira Outros,False
30332581000120,QUATA ARCEL NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS,56797747.09,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
60721343000177,NTZ ATHENA FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LTDA,56683633.87,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
47293897000152,SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56682853.24,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
34691408000179,BRIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56665580.94,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
42867116000172,DUBLIN FUNDO INVESTIMENTO EM DIREITOS CREDITÓRIOS,56447545.18,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
54994858000148,MILÊNIO PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,56445681.28,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
35138047000109,NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56443601.21,2023-12,"2024-12, 2023-12",Outros,Multicarteira Outros,False
61135235000185,AURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,56425378.94,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
67233079000171,BTG PACTUAL STRIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56388021.51,2026-06,2026-06,N/D,N/D,False
36566311000160,OBSIDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,56353920.16,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
41075407000165,JGP ESTRUTURADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,56217146.81,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
48963423000133,PINTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,56215450.35,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
44479980000122,SOLIS 051 FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56201486.7,2024-12,"2025-12, 2024-12",Outros,Multicarteira Outros,False
57584525000139,ST 1015 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56185012.94,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
54083491000100,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS GCB CRÉDITO MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,56164343.78,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
45019002000160,WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56142194.26,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
44698045000157,ALGARVE MEDITERRÂNEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,56072048.44,2023-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
47425691000139,INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55976597.06,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
57334752000106,DOLPHIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55768807.85,2025-12,"2026-06, 2025-12, 2024-12",Outros,Recuperação,False
57340272000158,ESTÍMULO RETOMADA RIO GRANDE DO SUL FIDC IS DE RESPONSABILIDADE LIMITADA,55749563.99,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
58114311000161,CORAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55744095.7,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
45899460000131,VOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,55674822.99,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
54794448000153,FUJI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55599211.4,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
63987794000149,MARISA FUNDO DE INVESTIMENTO EM COTAS DE FIDC COMERCIAIS DE RESPONSABILIDADE LIMITADA,55579847.74,2026-06,"2026-06, 2025-12",N/D,N/D,False
50107049000116,SIG VII FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55528218.59,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
66856459000108,ABSOLUTE CIVITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55487471.25,2026-06,2026-06,N/D,N/D,False
51497411000175,ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55453988.64,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
61559078000135,MARSHALL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55430742.62,2025-12,2025-12,Outros,Multicarteira Outros,False
44900271000179,DVNP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA,55287261.96,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
42500440000158,STEP-UP XX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55202100.39,2025-12,2025-12,N/D,N/D,False
56938161000185,PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55160027.48,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
46322877000108,AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55118374.46,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
62309202000177,ROOT CAPITAL HIGH YIELD RADICE T180 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55075967.41,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
46073588000104,NANBAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55073782.32,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
47410122000110,MÖBIUS VD TOTAL RETURN 1 - FIDC MULTICARTEIRA OUTROS - RESP LIMITADA,54861108.26,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
58488141000185,CLASSE ÚNICA DE COTAS DO ST 1016 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,54856425.63,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
49161166000189,DSL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54837637.94,2025-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53622208000109,IC PRECATÓRIOS ESTADUAIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESP LTDA,54799680.22,2025-12,"2026-06, 2025-12, 2024-12",Outros,Poder Público,False
50041351000119,FIDC RECUPERADOS QUESTÕES GLOBAIS RESPONSABILIDADE LIMITADA,54721747.46,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
47167977000161,FMD INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54706193.6,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
24773662000162,GUAPORÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA,54579637.79,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
66685178000121,JGP SPECIAL SITUATIONS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54575368.23,2026-06,2026-06,Outros,Poder Público,False
58506369000150,ESTALEIRO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54453114.34,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
58507210000150,ESTALEIRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54452550.15,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
55559261000138,ITAPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54368147.46,2026-06,"2026-06, 2025-12, 2024-12",Outros,Poder Público,False
55686549000173,ARC LF FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,54273299.97,2024-12,2024-12,N/D,N/D,False
14038410000136,G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,54262054.78,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
62351597000176,LIVRAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54161293.81,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
63884724000165,3HM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54096177.19,2026-06,2026-06,N/D,N/D,False
35138063000193,ITAPUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54041954.15,2024-12,"2024-12, 2023-12",Outros,N/D,False
53272346000105,BURJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53930197.33,2023-12,2023-12,Outros,N/D,False
27538324000134,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DB CRÉDITO GLOBAL,53877274.09,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55249383000128,ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53764563.22,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
44173399000188,H2 ISP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53654748.24,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54875483000105,CHIMERA ALTERNATIVE ASSETS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP LIMITADA,53640789.96,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
55466785000184,RM 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,53328292.99,2026-06,"2026-06, 2025-12",Outros,Recuperação,True
55768038000109,ST 1011 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53224662.2,2024-12,2024-12,Outros,N/D,False
41557609000143,SUN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,53180978.26,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
64113643000124,PLANNER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52900035.87,2026-06,"2026-06, 2025-12",Outros,Recuperação,False
41184889000191,GREENBUSH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52892664.23,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
60869787000154,VRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52808893.65,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
48213143000108,AXIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP - RESPONSABILIDADE LIMITADA,52791311.04,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
35179032000180,SEQUOIA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,52765673.07,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53996774000180,FICRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52696510.0,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
51139857000128,ZEFIROS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,52658706.2,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
43619145000188,QI QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52445218.13,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54048775000166,LOGIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52396773.41,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
60736775000151,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52120538.31,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
58426775000103,CVPAR NC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51990254.18,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
51769350000158,WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,51887902.58,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53129205000138,INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,51733947.37,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
56834392000149,RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51707937.07,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
47117821000176,B33 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,51591707.25,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
39617894000107,CANAL 78 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,51543021.0,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
62696791000193,BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,51506431.05,2025-12,2025-12,Outros,Multicarteira Outros,False
59092306000168,AMYX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51398371.75,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
37703020000139,VIOLIN 8432 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51384156.97,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
40617721000160,MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,51344434.65,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
54105228000175,ERGA OMNES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,51296794.93,2026-06,"2026-06, 2024-12",Outros,Poder Público,True
52258572000179,ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51272578.61,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
65534981000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NPL - ATIVOS I,51085055.35,2026-06,2026-06,N/D,N/D,False
58407746000102,VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51071417.54,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
54049164000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TAG SSI RESPONSABILIDADE LIMITADA,51058341.08,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
42265317000108,ATACADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51035551.43,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
50149859000135,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO,50930749.01,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
42288547000184,JGP ESTRUTURADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50853588.57,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
40754316000193,NPL BRASIL I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50753772.09,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
57547806000111,PLGN PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50713260.01,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
32156003000105,ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,50487103.09,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
49839322000118,ERGA OMNES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,50400435.78,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
66614411000185,MARGEM FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,50203404.28,2026-06,2026-06,N/D,N/D,False
66733060000121,MARGEM MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,50202448.6,2026-06,2026-06,Outros,Recuperação,False
37720148000100,VIOLIN 8432 (2) CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50057977.72,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
39611075000144,AUGME VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50047968.67,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
30808087000199,JIVE PRECATÓRIOS SELECIONADOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,49965730.8,2023-12,2023-12,Outros,N/D,True
35688153000158,MAGALU I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49952817.23,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
32511681000149,BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49733902.75,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
56935925000189,JGP CRÉDITO HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49565061.02,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
