competencia,cnpj,tp_registro,denominacao,pl,tab4_source_rows,tab4_duplicate_rows_dropped,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_selection_rule,tab4_source_types,tab4_pl_values,tab4_warning,is_fic_fidc,admin_nome,admin_cnpj,condominio,exclusivo,carteira_dc,dc_inadimplentes,reports_tab_i,reports_carteira_dc,reports_dc_inadimplentes,report_flag_source,segmento_principal,cotistas,publico_alvo,classificacao_anbima,custodiante_nome,custodiante_cnpj,cnpj_fundo,gestor_nome,gestor_cnpj,inad_pct
2026-06,53286391000119,Classe,CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,194128409.97,1,0,False,False,False,registro_unico,Classe,194128409.97,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,190120633.09,2663.54,True,True,True,campo_bruto_CVM,Financeiro,49,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,53286391000119,BRZ GESTÃO DE RECURSOS LTDA.,14209785000111,1.4009736643045595e-05
2026-06,37970369000137,Classe,MHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,193956289.94,1,0,False,False,False,registro_unico,Classe,193956289.94,,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,522,Qualificado,,BANCO BTG PACTUAL S/A,30306294000145,37970369000137,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,0.0
2026-06,50988212000105,Classe,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,193612039.06,1,0,False,False,False,registro_unico,Classe,193612039.06,,False,OLIVEIRA TRUST DTVM S.A.,36113876000191,FECHADO,N,174122010.64,3787427.57,True,True,True,campo_bruto_CVM,Cartao de credito,3,,,OLIVEIRA TRUST DTVM S.A.,36113876000191,50988212000105,OLIVEIRA TRUST SERVICER S/A,02150453000120,0.021751572682161168
2026-06,53867074000196,Classe,SOLIS MCMS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,193446872.45,1,0,False,False,False,registro_unico,Classe,193446872.45,,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,16,,,BANCO BTG PACTUAL S/A,30306294000145,53867074000196,SOLIS INVESTIMENTOS S A,17254708000171,0.0
2026-06,43143480000152,Classe,FIDC DE RESP LIMITADA REDE DE POSTOS MONTE CARLO,193232912.13,1,0,False,False,False,registro_unico,Classe,193232912.13,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,192558261.89,0.0,True,True,True,campo_bruto_CVM,Setor publico,46,,,BANCO DAYCOVAL S.A.,62232889000190,43143480000152,JIVE HIGH YIELD GESTÃO DE RECURSOS LTDA.,07170960000149,0.0
2026-06,63070011000168,Classe,FIONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192413380.92,1,0,False,False,False,registro_unico,Classe,192413380.92,,False,OLIVEIRA TRUST DTVM S.A.,36113876000191,FECHADO,N,120833780.9,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,OLIVEIRA TRUST DTVM S.A.,36113876000191,63070011000168,SUESTE CAPITAL GESTÃO DE RECURSOS LTDA,29036872000191,0.0
2026-06,57823707000115,Classe,ICRED INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192256772.17,1,0,False,False,False,registro_unico,Classe,192256772.17,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,192378705.95,5291.0,True,True,True,campo_bruto_CVM,Financeiro,77,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,57823707000115,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,31636333000135,2.750304392511691e-05
2026-06,59900616000161,Classe,GALAPAGOS SANTA HELENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192123071.5,1,0,False,False,False,registro_unico,Classe,192123071.5,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,FECHADO,N,192310324.61,0.0,True,True,True,campo_bruto_CVM,Setor publico,13,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,59900616000161,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,32706879000188,0.0
2026-06,29720582000162,Classe,SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191641668.27,1,0,False,False,False,registro_unico,Classe,191641668.27,,False,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101,FECHADO,N,173614744.92,13415271.64,True,True,True,campo_bruto_CVM,Servicos,55,,,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101,29720582000162,SOLIS INVESTIMENTOS S A,17254708000171,0.07727034732091234
2026-06,13327334000116,Classe,UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191404975.74,1,0,False,False,False,registro_unico,Classe,191404975.74,,False,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172,FECHADO,N,188353701.32,19532400.279999997,True,True,True,campo_bruto_CVM,Industrial,6,,,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172,13327334000116,UNAVANTI INVESTIMENTOS LTDA.,58899508000153,0.10370064481406602
2026-06,25167283000191,Classe,KRIPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191330728.55,1,0,False,False,False,registro_unico,Classe,191330728.55,,False,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,44782130000107,FECHADO,N,85614414.03,0.0,True,True,True,campo_bruto_CVM,Comercial,1,,,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,25167283000191,SZ CAPITAL LTDA.,63178448000110,0.0
2026-06,40753151000135,Classe,JP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,191042749.24,1,0,False,False,False,registro_unico,Classe,191042749.24,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,141375144.91,37584276.68,True,True,True,campo_bruto_CVM,Comercial,47,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,40753151000135,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,13557425000148,0.26584783841548887
2026-06,36655893000150,Classe,XP CRÉDITO ESTRUTURADO 360 PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,190660747.68,1,0,False,False,False,registro_unico,Classe,190660747.68,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,ABERTO,N,92179963.28,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,36655893000150,XP VISTA ASSET MANAGEMENT LTDA.,16789525000198,0.0
2026-06,63784711000114,Classe,DGV FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,190544148.53,1,0,False,False,False,registro_unico,Classe,190544148.53,,False,LASTRO RDV DTVM LTDA,71590442000183,FECHADO,N,170523907.67,0.0,True,True,True,campo_bruto_CVM,Financeiro,3,,,LASTRO RDV DTVM LTDA,71590442000183,63784711000114,VESTRA GESTORA DE RECURSOS LTDA,51303875000101,0.0
2026-06,41341126000107,Classe,STARKE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,190014670.48,1,0,False,False,False,registro_unico,Classe,190014670.48,,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,83,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,41341126000107,TERCON INVESTIMENTOS S.A.,09121454000195,0.0
2026-06,22802113000143,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MUSTANG MULTICARTEIRA - RESPONSABILIDADE LIMITADA,189997633.62,1,0,False,False,False,registro_unico,Classe,189997633.62,,False,OLIVEIRA TRUST DTVM S.A.,36113876000191,FECHADO,N,187405033.28,0.0,True,True,True,campo_bruto_CVM,Setor publico,1,,,OLIVEIRA TRUST DTVM S.A.,36113876000191,22802113000143,OLIVEIRA TRUST SERVICER S/A,02150453000120,0.0
2026-06,09104359000183,Classe,DETOMASO FIDC-NP MULTISSETORIAL,189647469.18,1,0,False,False,False,registro_unico,Classe,189647469.18,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,149657406.13,2222179.29,True,True,True,campo_bruto_CVM,Comercial,4,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,09104359000183,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,44696473000140,0.014848441834343317
2026-06,53880657000157,Classe,G5 F GJS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,189618047.66,1,0,False,False,False,registro_unico,Classe,189618047.66,,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,69,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,53880657000157,G5 ADMINISTRADORA DE RECURSOS LTDA.,09446129000100,0.0
2026-06,52155823000190,Classe,CHIMERA NPL & SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILI,189586594.69,1,0,False,False,False,registro_unico,Classe,189586594.69,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,FECHADO,N,124083732.88,4803.68,True,True,True,campo_bruto_CVM,Financeiro,3,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,52155823000190,CHIMERA CAPITAL ASSET MANAGEMENT LTDA.,37332689000161,3.871321315458478e-05
2026-06,43722605000107,Classe,EDENTOURMALINE HAN FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,189504761.29,1,0,False,False,False,registro_unico,Classe,189504761.29,,False,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,27652684000162,FECHADO,N,172518269.09,0.0,True,True,True,campo_bruto_CVM,Cartao de credito,21,,,BANCO GENIAL S.A.,45246410000155,43722605000107,GENIAL GESTÃO LTDA.,22119959000183,0.0
2026-06,10269029000127,Classe,AJAXJUD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,189279045.29,1,0,False,False,False,registro_unico,Classe,189279045.29,,False,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101,FECHADO,N,144315959.32,37768357.56,True,True,True,campo_bruto_CVM,Servicos,3,,,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101,10269029000127,SOLIS INVESTIMENTOS S A,17254708000171,0.26170603540980575
2026-06,31608972000197,Classe,GAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,189073282.29,1,0,False,False,False,registro_unico,Classe,189073282.29,,False,PLANNER CORRETORA DE VALORES S.A.,00806535000154,ABERTO,N,181950809.05,66747305.839999996,True,True,True,campo_bruto_CVM,Financeiro,29,,,PLANNER CORRETORA DE VALORES S.A.,00806535000154,31608972000197,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,0.3668425888760839
2026-06,21081952000157,Classe,FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA,188782589.3,1,0,False,False,False,registro_unico,Classe,188782589.3,,False,OLIVEIRA TRUST DTVM S.A.,36113876000191,FECHADO,N,180033582.74,13026945.87,True,True,True,campo_bruto_CVM,Servicos,4,,,OLIVEIRA TRUST DTVM S.A.,36113876000191,21081952000157,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,31636333000135,0.0723584215330158
2026-06,61085704000107,Classe,CHIMERA ALTERNATIVE ASSETS XII SR FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LIMITADA,188317873.48,1,0,False,False,False,registro_unico,Classe,188317873.48,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,64,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,61085704000107,CHIMERA CAPITAL ASSET MANAGEMENT LTDA.,37332689000161,0.0
2026-06,58561243000189,Classe,F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,188024680.81,1,0,False,False,False,registro_unico,Classe,188024680.81,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,FECHADO,N,160160915.75,17306171.85,True,True,True,campo_bruto_CVM,Financeiro,33,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,58561243000189,F3 ROCK GESTÃO DE RECURSOS LTDA,26602733000190,0.10805490071631288
2026-06,32274571000100,Classe,V11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PRECATÓRIOS,186955374.54,1,0,False,False,False,registro_unico,Classe,186955374.54,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,181942337.72,0.0,True,True,True,campo_bruto_CVM,Setor publico,1,,,BANCO BTG PACTUAL S/A,30306294000145,32274571000100,VISION BRAZIL GESTÃO DE INVESTIMENTOS E PARTICIPAÇÕES LTDA,07793323000129,0.0
2026-06,45521649000196,Classe,FIDC SINAI MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO RESP LIMITADA,186688047.62,1,0,False,False,False,registro_unico,Classe,186688047.62,,False,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,FECHADO,N,120807346.44,4703176.27,True,True,True,campo_bruto_CVM,Financeiro,6,,,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,45521649000196,SINAI ASSET BRASIL LTDA.,58251046000163,0.038931210796322495
2026-06,55768379000176,Classe,FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,186681156.87,1,0,False,False,False,registro_unico,Classe,186681156.87,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,183235927.69,4818.97,True,True,True,campo_bruto_CVM,Financeiro,7,,,BANCO DAYCOVAL S.A.,62232889000190,55768379000176,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,09452272000105,2.629926380023448e-05
2026-06,18563847000140,Classe,LIBRA II NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,186648500.21,1,0,False,False,False,registro_unico,Classe,186648500.21,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,178853944.34,11106426.08,True,True,True,campo_bruto_CVM,Comercial,59,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,18563847000140,TERCON INVESTIMENTOS S.A.,09121454000195,0.062097741936777015
2026-06,49007595000104,Classe,SP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,186388901.69,1,0,False,False,False,registro_unico,Classe,186388901.69,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,159166795.01000002,30237908.03,True,True,True,campo_bruto_CVM,Financeiro,50,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,49007595000104,TERCON INVESTIMENTOS S.A.,09121454000195,0.1899762323423063
2026-06,41114564000132,Classe,LARCA MULTIPLICA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,186148756.93,1,0,False,False,False,registro_unico,Classe,186148756.93,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,160826987.44,28719482.63,True,True,True,campo_bruto_CVM,Financeiro,65,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,41114564000132,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,0.17857377724440948
2026-06,24220859000174,Classe,DIP FINANCING 11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,185864324.86,1,0,False,False,False,registro_unico,Classe,185864324.86,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,168989107.04000002,11786699.21,True,True,True,campo_bruto_CVM,Financeiro,54,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,24220859000174,M8 PARTNERS GESTORA DE RECURSOS LTDA.,18038439000179,0.06974827795977447
2026-06,35157905000154,Classe,LUNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,185749798.75,1,0,False,False,False,registro_unico,Classe,185749798.75,,False,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,ABERTO,N,582162002.1,99455569.09,True,True,True,campo_bruto_CVM,Financeiro,3,,,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,35157905000154,BLUE SOLUTIONS ASSET MANAGEMENT LTDA.,02622448000172,0.17083830399655003
2026-06,42067134000170,Classe,BANQI EP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,185616518.04,1,0,False,False,False,registro_unico,Classe,185616518.04,,False,BANCO GENIAL S.A.,45246410000155,FECHADO,N,183351322.88,55205042.19,True,True,True,campo_bruto_CVM,Financeiro,17,,,BANCO GENIAL S.A.,45246410000155,42067134000170,POLÍGONO CAPITAL LTDA,43241789000185,0.3010888676605331
2026-06,44395203000108,Classe,DOMINÓ CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,185249032.55,1,0,False,False,False,registro_unico,Classe,185249032.55,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,216106072.56,0.0,True,True,True,campo_bruto_CVM,Servicos,3,,,BANCO BTG PACTUAL S/A,30306294000145,44395203000108,LASS CAPITAL GESTÃO DE RECURSOS LTDA,23455855000102,0.0
2026-06,55235473000160,Classe,PMFO M8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,185200115.87,1,0,False,False,False,registro_unico,Classe,185200115.87,,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,26,,,BANCO BTG PACTUAL S/A,30306294000145,55235473000160,M8 PARTNERS GESTORA DE RECURSOS LTDA.,18038439000179,0.0
2026-06,52918480000178,Classe,AMC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,184119304.38,1,0,False,False,False,registro_unico,Classe,184119304.38,,False,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160,FECHADO,N,136914939.37,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160,52918480000178,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,09630188000126,0.0
2026-06,42747344000109,Classe,MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,184106558.17,1,0,False,False,False,registro_unico,Classe,184106558.17,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,4315,,,BANCO BTG PACTUAL S/A,30306294000145,42747344000109,EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA,32288914000196,0.0
2026-06,50996316000153,Classe,OCEANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,183654673.46,1,0,False,False,False,registro_unico,Classe,183654673.46,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,181490646.67,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,30,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,50996316000153,GV ATACAMA CAPITAL LTDA.,40888143000104,0.0
2026-06,53783414000109,Classe,PRIME AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,183629370.23,1,0,False,False,False,registro_unico,Classe,183629370.23,,False,BANCO DAYCOVAL S.A.,62232889000190,ABERTO,N,181342331.15,64158904.17,True,True,True,campo_bruto_CVM,Financeiro,6,,,BANCO DAYCOVAL S.A.,62232889000190,53783414000109,CATÁLISE INVESTIMENTOS LTDA.,18223260000191,0.35379993056850034
2026-06,32316940000180,Classe,FINANZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,183539705.5,1,0,False,False,False,registro_unico,Classe,183539705.5,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,172589671.7,32147669.91,True,True,True,campo_bruto_CVM,Comercial,7,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,32316940000180,TERCON INVESTIMENTOS S.A.,09121454000195,0.18626647581716213
2026-06,30590978000111,Classe,AUTOMOTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,183510468.34,1,0,False,False,False,registro_unico,Classe,183510468.34,,False,OLIVEIRA TRUST DTVM S.A.,36113876000191,FECHADO,N,171345583.02,0.0,True,True,True,campo_bruto_CVM,Financeiro,56,,,OLIVEIRA TRUST DTVM S.A.,36113876000191,30590978000111,OLIVEIRA TRUST SERVICER S/A,02150453000120,0.0
2026-06,45721977000136,Classe,MONARCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,183428652.55,1,0,False,False,False,registro_unico,Classe,183428652.55,,True,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,6,,,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,45721977000136,OURO PRETO GESTÃO DE RECURSOS S.A.,11916849000126,0.0
2026-06,51689378000185,Classe,ARTESANAL CRÉDITO ESTRUTURADO FIC FIDC DE RESPONSABILIDADE LIMITADA,183098373.84,1,0,False,False,False,registro_unico,Classe,183098373.84,,True,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,3,,,BANCO DAYCOVAL S.A.,62232889000190,51689378000185,ARTESANAL INVESTIMENTOS LTDA,03084098000109,0.0
2026-06,62160076000131,Classe,TKO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,182963544.47,1,0,False,False,False,registro_unico,Classe,182963544.47,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,182273445.4,2499.0,True,True,True,campo_bruto_CVM,Financeiro,12,,,BANCO DAYCOVAL S.A.,62232889000190,62160076000131,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,09452272000105,1.3710170422882674e-05
2026-06,65924624000140,Classe,DIFAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,182374743.99,1,0,False,False,False,registro_unico,Classe,182374743.99,,False,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,FECHADO,N,182768220.52,0.0,True,True,True,campo_bruto_CVM,Financeiro,4,,,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,65924624000140,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,12600032000107,0.0
2026-06,55251884000149,Classe,JAZZ CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,182190597.93,1,0,False,False,False,registro_unico,Classe,182190597.93,,False,BANCO DAYCOVAL S.A.,62232889000190,ABERTO,N,107369520.98,0.0,True,True,True,campo_bruto_CVM,Financeiro,8,,,BANCO DAYCOVAL S.A.,62232889000190,55251884000149,URCA GESTÃO DE RECURSOS LTDA.,31818879000107,0.0
2026-06,37720328000192,Classe,C3E CRÉDITOS JUDICIAIS FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,182115254.85,1,0,False,False,False,registro_unico,Classe,182115254.85,,False,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36864992000142,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,3,,,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36864992000142,37720328000192,IRON CAPITAL GESTÃO DE RECURSOS LTDA.,19807499000171,0.0
2026-06,14042458000118,Classe,FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,182114438.32,1,0,False,False,False,registro_unico,Classe,182114438.32,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,183932986.77,0.0,True,True,True,campo_bruto_CVM,Financeiro,13,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,14042458000118,CARPA GESTORA DE RECURSOS LTDA.,22792979000110,0.0
2026-06,29077751000198,Classe,PREGUINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,181904257.37,1,0,False,False,False,registro_unico,Classe,181904257.37,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,1,,,BANCO DAYCOVAL S.A.,62232889000190,29077751000198,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,72027832000102,0.0
