ordem,cnpj,nome_fundo,status_scan,fontes_consultadas,status_online,erros_scan,originador,originador_status,originador_natureza,originador_fonte,originador_data,originador_pagina,originador_link,originador_camada,cedente,cedente_status,cedente_natureza,cedente_fonte,cedente_data,cedente_pagina,cedente_link,cedente_camada,sacado_devedor,sacado_devedor_status,sacado_devedor_natureza,sacado_devedor_fonte,sacado_devedor_data,sacado_devedor_pagina,sacado_devedor_link,sacado_devedor_camada,tipo_recebivel,tipo_recebivel_status,tipo_recebivel_natureza,tipo_recebivel_fonte,tipo_recebivel_data,tipo_recebivel_pagina,tipo_recebivel_link,tipo_recebivel_camada,minimo_junior,minimo_junior_status,minimo_junior_natureza,minimo_junior_fonte,minimo_junior_data,minimo_junior_pagina,minimo_junior_link,minimo_junior_camada,minimo_estrutural_total,minimo_estrutural_total_status,minimo_estrutural_total_natureza,minimo_estrutural_total_fonte,minimo_estrutural_total_data,minimo_estrutural_total_pagina,minimo_estrutural_total_link,minimo_estrutural_total_camada,natureza_indice,natureza_indice_status,natureza_indice_natureza,natureza_indice_fonte,natureza_indice_data,natureza_indice_pagina,natureza_indice_link,natureza_indice_camada
53,42154687000160,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,13,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Multicedentes & Multisacados,aceito_payload,,IMG_8705.JPG,2026-06-08,54,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,FIDC MultiCedente / Multisacado,aceito_payload,,IMG_8705.JPG,2026-06-08,54,,planilha_manual,20%,aceito_payload,junior_pl,1223029,2026-06-08,54,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1223029,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1223029,2026-06-08,54,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1223029,payload_documental
54,48946335000123,NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Multicedentes,aceito_payload,,IMG_8705.JPG,2025-09-29,57,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,10%,aceito_payload,junior_pl,1000248,2025-09-29,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000248,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1000248,2025-09-29,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000248,payload_documental
55,55374251000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Azul,aceito_payload,,IMG_8705.JPG,2024-06-25,61,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Debênture,aceito_payload,,IMG_8705.JPG,2024-06-25,61,,planilha_manual,5%,aceito_payload,junior_pl,686750,2024-06-25,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=686750,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,686750,2024-06-25,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=686750,payload_documental
56,35868110000154,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Banco Votorantim,aceito_payload,,IMG_8705.JPG,2024-11-27,48,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Carteira Veículos com coobrigação BV,aceito_payload,,IMG_8705.JPG,2024-11-27,48,,planilha_manual,25%,aceito_payload,junior_pl,792021,2024-11-27,48,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=792021,payload_documental,25%,aceito_payload,suporte_total_pl,792021,2024-11-27,48,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=792021,payload_documental,junior_pl,aceito_payload,junior_pl,792021,2024-11-27,48,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=792021,payload_documental
57,48953864000154,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ASAAS II - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"o ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTOS S.A. , sociedade anônima, com sede na Cidade de Joinville, Estado de Santa Catarina, na Avenida Rolf Wiest, n.º 277, Sala 820, Bom Retiro, CEP 89227-971, inscrita no CNPJ/MF sob o n.º 19.540.550/0001 -21, que atua como Subcredenciadora, nos termos dos Contratos de Credenciamento",encontrado_explicito,,473796,01/06/2023,7,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=473796,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios constituídos, conforme artigo 2º, inciso II da Resolução CMN 4.734, organizados e formalizados em formato de UR registrada no Sistema de Registro, que são, de tempos em tempos, detidos pela Cedente em face de cada Devedora, nos termos do respectivo Acordo de Parceria, decorrentes de Transações de Pagamento, presenciais e n ão presenciais, na modalidade “crédito”, realizadas pelos Usuários com a utilização de Instrumentos de Pagamentos para a aquisição de bens ou serviços junto aos Recebedores Credenciados, equivalentes ao valor atualizado remanescente das",encontrado_explicito,,473796,01/06/2023,11,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=473796,regulamento,15%,aceito_payload,junior_pl,774314,2024-11-05,33; 107,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=774314,payload_documental,15%,aceito_payload,suporte_total_pl,774314,2024-11-05,33; 107,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=774314,payload_documental,junior_pl,aceito_payload,junior_pl,774314,2024-11-05,33; 107,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=774314,payload_documental
58,65976848000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK II RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,5%,aceito_payload,junior_pl,1239452,2026-06-22,35,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239452,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1239452,2026-06-22,35,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239452,payload_documental
59,50536324000117,MAQNELSON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Maqnelson,aceito_payload,,IMG_8706.JPG,2025-06-04,111,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios performados originados da venda a prazo de Bens, representados pelos Documentos Comprobatórios, conforme o caso, detidas pelas Cedentes contra as Devedoras",encontrado_explicito,,918862,2025-06-04,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=918862,regulamento,50%,aceito_payload,junior_pl,918862,2025-06-04,111,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=918862,payload_documental,50%,aceito_payload,suporte_total_pl,918862,2025-06-04,111,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=918862,payload_documental,junior_pl,aceito_payload,junior_pl,918862,2025-06-04,111,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=918862,payload_documental
60,57816252000100,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Natura &CO Pay Sociedade de Crédito Direto S.A.,aceito_payload,,IMG_8706.JPG,2026-05-07,28; 68,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os recebíveis alienados pela Endossante à Classe, originados no âmbito de operações de financiamentos concedidos pela Natura SCD às Devedoras, mediante a emissão de CCB em favor da Natura SCD",encontrado_explicito,,1182394,07/05/2026,65,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182394,regulamento,25.26%,aceito_payload,junior_pl,1182394,2026-05-07,28; 68,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182394,payload_documental,25.26%,aceito_payload,suporte_total_pl,1182394,2026-05-07,28; 68,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182394,payload_documental,junior_pl,aceito_payload,junior_pl,1182394,2026-05-07,28; 68,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1182394,payload_documental
61,50473039000102,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,concluído,11,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os Estabelecimentos Comerciais (com relação aos Direitos Creditórios dos Estabelecimentos Comerciais) e o Mercado Crédito (com relação aos Direitos Creditórios do Mercado Crédito) que, nos termos do respectivo Contrato de Cessão, cedem a totalidade ou parte de seus respectivos Direitos Creditórios ao Fundo e, para tanto, tenham realizado",encontrado_explicito,,790777,28/11/2024,35,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=790777,regulamento,"o MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA., sociedade limitada, com sede na Avenida das Nações Unidas, nº 3.003, Parte E, Bonfim, no Município de Osasco, Estado de São Paulo, CEP 06.233-903, inscrita no CNPJ sob o nº 10.573.521/0001-91",encontrado_explicito,,790777,28/11/2024,40,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=790777,regulamento,"os Direitos Creditórios dos Estabelecimentos Comerciais e os Direitos Creditórios do Mercado Crédito quando referidos em co njunto ou de forma indistinta, conforme aplicável",encontrado_explicito,,467929,nan,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=467929,assembleia,10%,aceito_payload,junior_pl,909547,2025-05-19,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=909547,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,909547,2025-05-19,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=909547,payload_documental
62,62588266000154,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Facta,aceito_payload,,IMG_8706.JPG,2025-09-29,35,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito INSS,aceito_payload,,IMG_8706.JPG,2025-09-29,35,,planilha_manual,5%,aceito_payload,junior_pl,1002580,2025-09-29,35,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1002580,payload_documental,15%,encontrado_explicito,suporte_total_pl,1002580,2025-09-29,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1002580,regulamento,junior_pl,aceito_payload,junior_pl,1002580,2025-09-29,35,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1002580,payload_documental
63,50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Supplier,aceito_payload,,IMG_8706.JPG,2024-11-14,29; 62,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito Curto Prazo com o segurado; Crédito PME,aceito_payload,,IMG_8706.JPG,2024-11-14,29; 62,,planilha_manual,4.5%,aceito_payload,junior_pl_ajustado,1013021,2024-11-14,29; 62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1013021,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl_ajustado,aceito_payload,junior_pl_ajustado,1013021,2024-11-14,29; 62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1013021,payload_documental
64,58476088000100,SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,concluído,4,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Saga Brasil,aceito_payload,,IMG_8706.JPG,2025-02-25,18,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios originados das Notas Comerciais emitidas pelos Devedores, representados pelos Documentos Comprobatórios, conforme o caso, detidas pela Fundo contra os Devedores",encontrado_explicito,,852325,25/02/2025,15,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,regulamento,33.33%,aceito_payload,junior_pl,852325,2025-02-25,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,payload_documental,33.33%,aceito_payload,suporte_total_pl,852325,2025-02-25,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,payload_documental,junior_pl,aceito_payload,junior_pl,852325,2025-02-25,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=852325,payload_documental
65,58349979000198,VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA., sociedade empresária, com sede na cidade de São Bernardo do Campo, Estado de São Paulo, na Estrada Marginal da Via Anchieta, s/n, Km 23,5, CEP 09823-901, inscrita no CNPJ sob",encontrado_explicito,,826212,28/01/2025,88,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826212,regulamento,"os clientes da Cedente que tenham adquirido Produtos e sejam devedores dos Direitos Creditórios , compostos por Devedores Concentrados e Devedores Pulverizados",encontrado_explicito,,826212,28/01/2025,91,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826212,regulamento,Direitos creditórios,aceito_payload,,IMG_8706.JPG,2025-01-28,94,,planilha_manual,25%,aceito_payload,junior_pl,826213,2025-01-28,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826213,payload_documental,25%,aceito_payload,suporte_total_pl,826213,2025-01-28,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826213,payload_documental,junior_pl,aceito_payload,junior_pl,826213,2025-01-28,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=826213,payload_documental
66,54559035000194,ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Banco IBM,aceito_payload,,IMG_8706.JPG,2024-04-05,50,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios consubstanciados nos Certificados de Depósito Bancário Vinculados , bem como todos e quaisquer outros encargos devidos por força dos Certificados de Depósito Bancário Vinculados , incluindo a totalidade dos respectivos acessórios, tais como encargos moratórios, multas, penalidades, indenizações, despesas, custas, honorários e demais encargos contratuais e legais previstos e relacionados nos Certificados de Depósito Bancário Vinculados , observado que o pagamento dos Certificados de Depósito Bancário Vinculados fica sujeito ao recebimento, pelo Banco IBM, dos valores devidos ao Banco IBM sob os Contratos de Leasing",encontrado_explicito,,634437,2024-04-05,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=634437,regulamento,10%,aceito_payload,junior_pl,634463,2024-04-05,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=634463,payload_documental,10%,aceito_payload,suporte_total_pl,634463,2024-04-05,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=634463,payload_documental,junior_pl,aceito_payload,junior_pl,634463,2024-04-05,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=634463,payload_documental
67,55070804000159,ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"o IBM BRASIL - INDÚSTRIA, MÁQUINAS, E SERVIÇOS LTDA. , sociedade limitada, com sede na Cidade do Rio de Janeiro , Estado d o Rio de Janeiro , na Avenida República do Chile, nº 330, 11º e 12º andares , CEP 20.031-170, inscrita no CNPJ/MF sob o nº 33.372.251/0001-56",encontrado_explicito,,667195,2024-05-22,48,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios consubstanciados nos Certificados de Depósito Bancário Vinculados , bem como todos e quaisquer outros encargos devidos por força dos Certificados de Depósito Bancário Vinculados, incluindo a totalidade dos respectivos acessórios, tais como encargos moratórios, multas, penalidades, indenizações, despesas, custas, honorários e demais encargos contratuais e legais previstos e relacionados n os Certificados de Depós ito Bancário Vinculados , observado que o pagamento dos Certificados de Depósito Bancário Vinculados fica sujeito ao recebimento, pelo Banco IBM, dos valores devidos ao Banco IBM sob os Contratos de Leasing",encontrado_explicito,,667195,2024-05-22,52,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,regulamento,10%,aceito_payload,junior_pl,667195,2024-05-22,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,payload_documental,10%,aceito_payload,suporte_total_pl,667195,2024-05-22,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,payload_documental,junior_pl,aceito_payload,junior_pl,667195,2024-05-22,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=667195,payload_documental
68,43866348000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,concluído,8,consultado,,a Sumitomo,encontrado_explicito,,741138,17/09/2024,79,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138,regulamento,"(i) a Sumitomo, cujas cessões não contarão com coobrigação",encontrado_explicito,,741138,17/09/2024,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os recebíveis provenientes de (i) Notas Promissórias a serem emitidas por Distribuidores de Insumos; (ii) CPR-F a serem emitidas por Produtores, Cooperativas ou, ainda, Distribuidores, nos termos da legislação aplicável; (iii) CDCA a serem emitidos por Distribuidores",encontrado_explicito,,741138,17/09/2024,70,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138,regulamento,5%,aceito_payload,junior_pl,741139,2024-09-17,81,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741139,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,741139,2024-09-17,81,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741139,payload_documental
69,47936340000192,FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,BASF,aceito_payload,,IMG_8706.JPG,2025-03-11,4,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Insumos Agrícolas - prazo Safra,aceito_payload,,IMG_8706.JPG,2025-03-11,4,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,25%,aceito_payload,suporte_total_pl,801978,2025-03-11,4,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=801978,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,801978,2025-03-11,4,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=801978,payload_documental
70,58291962000127,HELM FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a HELM DO BRASIL MERCANTIL LTDA. , sociedade empresária de responsabilidade limitada, com sede na",encontrado_explicito,,957854,2025-07-30,45,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=957854,regulamento,"qualquer cliente da Cedente cujos Direitos Creditórios venham a ser cedidos ao Fundo, observadas as características e condições descritas neste Anexo Descritivo , e que estejam de acordo com a Política de Crédito e Originação",encontrado_explicito,,957854,2025-07-30,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=957854,regulamento,"os direitos creditórios cedidos pela Cedente , representados pelos Documentos Comprobatórios, detidos pela Cedente contra os Devedores",encontrado_explicito,,957854,2025-07-30,51,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=957854,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,suporte_total_pl,957854,2025-07-30,99–100,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=957854,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,957854,2025-07-30,99–100,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=957854,payload_documental
71,57259989000170,TRÊS TENTOS FIAGRO RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Tres Tentos,aceito_payload,,IMG_8706.JPG,2025-10-16,104,,planilha_manual,"qualquer cliente das Cedentes, atuantes no segmento",encontrado_explicito,,1016583,2025-10-16,55,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016583,regulamento,"os direitos creditórios originados pelas Cedentes, representados pelos Documentos Comprobatórios, detidos pelas Cedentes contra os Devedores, os quais incluem os Direitos Creditórios CPR",encontrado_explicito,,1016583,2025-10-16,56,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016583,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,suporte_total_pl,1016583,2025-10-16,104,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016583,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,1016583,2025-10-16,104,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016583,payload_documental
72,58171340000165,FRIMESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a FRIMESA COOPERATIVA CENTRAL, com sede na cidade de Medianeira, Estado do Paraná, na Rua Bahia, nº 159, CEP 85723-006, inscrita no CNPJ sob o nº 77.595.395/0001-47, inclusive por meio de suas filiais",encontrado_explicito,,861191,2025-03-13,42,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=861191,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,recebíveis supermercados,aceito_payload,,IMG_8706.JPG,2025-03-13,51,,planilha_manual,1%,aceito_payload,junior_pl,861191,2025-03-13,51,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=861191,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,861191,2025-03-13,51,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=861191,payload_documental
73,51554551000138,CLASSE ÚNICA DO FIDC CRÉDITO NITRO AGRO - RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a COMPANHIA NITRO QUÍMICA BRASILEIRA, com sede na cidade de São Paulo, Estado de São Paulo, na Avenida Doutor José Artur Nova, nº 951, São Miguel Paulista, CEP 08090-000, inscrita no CNPJ sob o nº 61.150.348/0001-50, cujas cessões não contarão com coobrigação",encontrado_explicito,,1261911,18/06/2026,63,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1261911,regulamento,"os produtores rurais, pessoas físicas e/ou jurídicas, cooperativas de produtores rurais, bem como outras pessoas jurídicas que exerçam a atividade de distribuição dos referidos Insumos, na qualidade de devedores dos Direitos Creditórios originados pelo Cedente e previamente aprovados pelo Gestor",encontrado_explicito,,1261911,18/06/2026,68,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1261911,regulamento,"os direitos creditórios do agronegócio performados, vincendos, existentes, livres e desimpedidos de quaisquer ônus ou gravame, de titularidade do Cedente, originados no âmbito de operações de compra e venda mercantil a prazo de Insumos representados por notas fiscais eletrônicas (consubstanciados em arquivos XML certificados digitalmente das notas fiscais de remessa dos Insumos, que se encontrem registradas eletronicamente em sistema próprio da Secretaria da Fazenda Estadual e Receita Federal, nos termos da legislação vigente, e títulos a elas relacionados, representativos de operações de compra e venda a prazo de Insumos, detidos contra os Devedores, que sejam cedidos pelo Cedente nos termo",encontrado_explicito,,1261911,18/06/2026,15,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1261911,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,25%,aceito_payload,suporte_combinado_pl,1261911,2026-06-18,71,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1261911,payload_documental,suporte_combinado_pl,aceito_payload,suporte_combinado_pl,1261911,2026-06-18,71,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1261911,payload_documental
74,57752597000148,AGROMERCANTIL CRÉDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,AGROMERCANTIL,aceito_payload,,IMG_8706.JPG,2026-05-21,44,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Comercializadora de grãos,aceito_payload,,IMG_8706.JPG,2026-05-21,44,,planilha_manual,30%,aceito_payload,junior_pl,1200681,2026-05-21,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1200681,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1200681,2026-05-21,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1200681,payload_documental
