ordem,cnpj,nome_fundo,status_scan,fontes_consultadas,status_online,erros_scan,originador,originador_status,originador_natureza,originador_fonte,originador_data,originador_pagina,originador_link,originador_camada,cedente,cedente_status,cedente_natureza,cedente_fonte,cedente_data,cedente_pagina,cedente_link,cedente_camada,sacado_devedor,sacado_devedor_status,sacado_devedor_natureza,sacado_devedor_fonte,sacado_devedor_data,sacado_devedor_pagina,sacado_devedor_link,sacado_devedor_camada,tipo_recebivel,tipo_recebivel_status,tipo_recebivel_natureza,tipo_recebivel_fonte,tipo_recebivel_data,tipo_recebivel_pagina,tipo_recebivel_link,tipo_recebivel_camada,minimo_junior,minimo_junior_status,minimo_junior_natureza,minimo_junior_fonte,minimo_junior_data,minimo_junior_pagina,minimo_junior_link,minimo_junior_camada,minimo_estrutural_total,minimo_estrutural_total_status,minimo_estrutural_total_natureza,minimo_estrutural_total_fonte,minimo_estrutural_total_data,minimo_estrutural_total_pagina,minimo_estrutural_total_link,minimo_estrutural_total_camada,natureza_indice,natureza_indice_status,natureza_indice_natureza,natureza_indice_fonte,natureza_indice_data,natureza_indice_pagina,natureza_indice_link,natureza_indice_camada
1,42462306000100,IS GREEN SOLFÁCIL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,concluído,6,consultado,,Solfácil Energia,encontrado_explicito,rótulo explícito de participante v2,1023995,30/10/2025,6,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023995,rating_report,Solfácil,aceito_payload,,IMG_8704.JPG,2025-05-05,12,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,créditos originados para securitização posterior em CRIs,aceito_payload,,IMG_8704.JPG,2025-05-05,12,,planilha_manual,4.5%,aceito_payload,junior_pl,896879,2025-05-05,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=896879,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,896879,2025-05-05,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=896879,payload_documental
2,54810968000102,ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,BMG,aceito_payload,,IMG_8704.JPG,2025-04-22,16,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito FGTS,aceito_payload,,IMG_8704.JPG,2025-04-22,16,,planilha_manual,5%,aceito_payload,junior_pl,937760,2025-04-22,16,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=937760,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,937760,2025-04-22,16,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=937760,payload_documental
3,53270983000142,ANGÁ FGTS +AG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,QI Tech,aceito_payload,,IMG_8704.JPG,2025-04-03,14,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,8%,aceito_payload,junior_pl,881263,2025-04-03,14,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=881263,payload_documental,20%,encontrado_explicito,suporte_total_pl,881263,03/04/2025,14,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=881263,regulamento,junior_pl,aceito_payload,junior_pl,881263,2025-04-03,14,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=881263,payload_documental
4,52968533000165,MCPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a MAQCAMPO SOLUÇÕES AGRÍCOLAS S.A. , sociedade por ações, com sede na cidade de Brasília, Distrito Federal, no Docusign Envelope ID: 5A498997-5E9C-4FDB-AAA6-D7EDA05D2564",encontrado_explicito,,1049185,14/10/2025,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1049185,regulamento,"qualquer cliente da Cedente cujos Direitos Creditórios venham a ser cedidos ao Fundo, observadas as características e condições descritas neste Anexo Descritivo",encontrado_explicito,,1049185,14/10/2025,63,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1049185,regulamento,"os direitos creditórios performados originados da venda a prazo de Bens, assim como da prestação dos Serviços pela Cedente, representados pelos Documentos Comprobatórios, conforme o caso, detidas pela Cedente contra os Devedores",encontrado_explicito,,994391,06/08/2025,63,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994391,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,suporte_total_pl,1049185,2025-10-14,72,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1049185,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,1049185,2025-10-14,72,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1049185,payload_documental
5,52100879000147,SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,5,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a Sotreq e a Somov, na qualidade de cedentes de Direitos Creditórios, por meio de sua matriz ou de suas filiais. - 9 -",encontrado_explicito,,740367,17/09/2024,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=740367,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,25%,aceito_payload,suporte_total_pl,1117315,2026-02-06,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1117315,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,1117315,2026-02-06,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1117315,payload_documental
6,53662209000187,PNEUCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA - RESP LTDA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Cantu Store,aceito_payload,,IMG_8704.JPG,2026-06-30,49,,planilha_manual,"os devedores (sacados), pessoas físicas ou jurídicas, que tenham estabelecido relação de consumo dos Direitos Creditórios com as Cedentes",encontrado_explicito,,1239751,30/06/2026,7,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239751,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,suporte_total_pl,1239751,2026-06-30,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239751,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,1239751,2026-06-30,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1239751,payload_documental
7,53577135000180,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,QI Tech,aceito_payload,,IMG_8704.JPG,2026-06-18,17,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito FGTS,aceito_payload,,IMG_8704.JPG,2026-06-18,17,,planilha_manual,15%,aceito_payload,junior_pl,1224059,2026-06-18,17,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1224059,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1224059,2026-06-18,17,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1224059,payload_documental
8,62626887000185,SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a SUMUP INSTITUIÇÃO DE PAGAMENTO BRASIL LTDA., sociedade limitada com sede na Cidade e Estado de São Paulo, na Rua Gilberto Sabino, nº 215, 10º andar, Pinheiros, CEP: 05425-020, inscrita no CNPJ/MF sob o nº 16.668.076/0001-20",encontrado_explicito,,1152823,2026-03-31,89,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1152823,regulamento,os Emissores,encontrado_explicito,,1152823,2026-03-31,92,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1152823,regulamento,"os direitos creditórios de tempos em tempos detidos pelo Cedente em face dos Devedores, conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários-Finais com a utilização de Instrumentos de Pagamento das Bandeiras, operacionalizadas pelo Sistema SumUp, para a aquisição de bens ou serviços nos Estabelecimentos Comerciais",encontrado_explicito,,1152823,2026-03-31,93,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1152823,regulamento,2.9%,aceito_payload,junior_pl,1152823,2026-03-31,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1152823,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1152823,2026-03-31,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1152823,payload_documental
9,50098465000103,CHEMICAL XIII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,concluído,8,consultado,,Braskem S .A.,encontrado_explicito,rótulo explícito de participante v2,903310,31/03/2025,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=903310,rating_report,Braskem,aceito_payload,,IMG_8704.JPG,2024-07-01,15,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,9.2%,aceito_payload,suporte_combinado_pl,690567,2024-07-01,15,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=690567,payload_documental,suporte_combinado_pl,aceito_payload,suporte_combinado_pl,690567,2024-07-01,15,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=690567,payload_documental
10,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Soulpay Soluções de Pagamentos,aceito_payload,,IMG_8704.JPG,2024-11-22,82,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,5%,aceito_payload,junior_pl,785770,2024-11-22,82,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=785770,payload_documental,5%,aceito_payload,suporte_total_pl,785770,2024-11-22,82,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=785770,payload_documental,junior_pl,aceito_payload,junior_pl,785770,2024-11-22,82,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=785770,payload_documental
11,37645417000111,UBYFOL AGRO III FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESP LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Uby Agroquímica,encontrado_explicito,rótulo explícito de participante v2,779236,14/11/2024,2,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=779236,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Insumos Agrícolas - prazo Safra,aceito_payload,,IMG_8704.JPG,2025-10-16,12,,planilha_manual,10%,aceito_payload,junior_pl,1016909,2025-10-16,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016909,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1016909,2025-10-16,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1016909,payload_documental
12,50832746000130,BOASAFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Boasafra,encontrado_explicito,rótulo explícito de participante v2,932142,16/06/2025,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=932142,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Insumos Agrícolas - prazo Safra,aceito_payload,,IMG_8704.JPG,2024-11-28,44,,planilha_manual,20%,aceito_payload,junior_pl,791780,2024-11-28,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791780,payload_documental,30%,aceito_payload,suporte_total_pl,791780,2024-11-28,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791780,payload_documental,junior_pl,aceito_payload,junior_pl,791780,2024-11-28,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791780,payload_documental
13,33076242000118,WORKCAP AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Albaugh Agro,encontrado_explicito,rótulo explícito de participante v2,978141,22/08/2025,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=978141,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,junior_pl,1060211,2025-12-12,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1060211,payload_documental,20%,aceito_payload,suporte_total_pl,1060211,2025-12-12,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1060211,payload_documental,junior_pl,aceito_payload,junior_pl,1060211,2025-12-12,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1060211,payload_documental
14,44173467000109,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Parati,aceito_payload,,IMG_8704.JPG,2024-11-28,19,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito consignado INSS,aceito_payload,,IMG_8704.JPG,2024-11-28,19,,planilha_manual,1%,aceito_payload,junior_pl_calculado,791513,2024-11-28,19,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791513,payload_documental,10%,aceito_payload,suporte_total_pl,791513,2024-11-28,19,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791513,payload_documental,junior_pl_calculado,aceito_payload,junior_pl_calculado,791513,2024-11-28,19,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=791513,payload_documental
15,54252144000164,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,concluído,10,consultado,,GRANDINO LTDA.,encontrado_explicito,rótulo explícito de participante v2,990257,30/06/2025,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=990257,rating_report,"a J17 e, apenas para a s Aquisições Iniciais, o Metropolitana FIDC-NP",encontrado_explicito,,1072289,2025-12-29,47,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,regulamento,"pessoas físicas titulares de contas vinculadas do FGTS e que estejam com a opção da modalidade de Saque Aniversário vigente na data da contratação do empréstimo e emissão de CCBs, e que figurem na qualidade de devedores dos Direitos Creditórios",encontrado_explicito,,1072289,2025-12-29,52,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,regulamento,"aos direitos creditórios performados oriundos de operações de empréstimo pessoal, formalizadas por CCBs emitidas por Devedores em favor do Credor Original, e garantidas por cessão fiduciária da totalidade ou de parte dos direitos do Devedor aos Saques Aniversário, nos termos da Lei 8.036 e da Resolução CCFGTS 958 ou qualquer outro normativo que venha a substituí-la",encontrado_explicito,,1072289,2025-12-29,52,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,regulamento,5%,aceito_payload,junior_pl,1223382,2026-06-08,109,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1223382,payload_documental,15%,encontrado_explicito,suporte_total_pl,1072289,2025-12-29,111,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,regulamento,junior_pl,aceito_payload,junior_pl,1223382,2026-06-08,109,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1223382,payload_documental
16,48313595000161,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,4,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"as sociedades, identificadas nos respectivos Contratos de Cessão, que cedem, em caráter irrevogável e irretratável, os Direitos Creditórios Adquiridos listados nos respectivos Contratos de Cessão e Termos de Cessão, conforme aplicável, observados os requisitos da Política de Concessão de Créditos",encontrado_explicito,,976737,22/08/2025,14,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=976737,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,sem_indice,aceito_payload,sem_indice,976737,2025-08-22,42,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=976737,payload_documental
17,32526025000110,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,75%,aceito_payload,junior_pl,1186789,2026-05-12,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1186789,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1186789,2026-05-12,57,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1186789,payload_documental
18,45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Vixtra Tecnologia e Serviços Financeiros,aceito_payload,,IMG_8704.JPG,2025-10-30,26,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,FIDC Trading,aceito_payload,,IMG_8704.JPG,2025-10-30,26,,planilha_manual,10%,aceito_payload,junior_pl,1024756,2025-10-30,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1024756,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1024756,2025-10-30,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1024756,payload_documental
19,54083697000130,PERNAMBUCANAS FIDC DE RESPONSABILIDADE LIMITADA,concluído,0,consultado,Falha de rede ao acessar pesquisarGerenciadorDocumentosDados: The read operation timed out,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a ARTHUR LUNDGREN TECIDOS S.A CASAS PERNAMBUCANAS, sociedade anônima, sem registro de companhia aberta perante à CVM, com sede na Cidade de São Paulo, Estado de São Paulo, na Rua da Consolação, 2.411, 2387, Consolação, CEP 01301-100, inscrita no CNPJ sob o nº 61.09 9.834/0001-90, sendo certo que transações realizadas sob o CNPJ de quaisquer filiais estão abrangidas nesta definição",encontrado_explicito,,628851,27/03/2024,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=628851,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,10%,aceito_payload,junior_pl,640301,2024-04-12,84,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=640301,payload_documental,10%,aceito_payload,suporte_total_pl,640301,2024-04-12,84,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=640301,payload_documental,junior_pl,aceito_payload,junior_pl,640301,2024-04-12,84,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=640301,payload_documental
20,56936116000191,FATOR TARKEN FIAGRO,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"um titular de Direitos Creditórios , que realiza transferência do referido Direito Creditório ao Fundo",encontrado_explicito,,950915,22/07/2025,4,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=950915,regulamento,os devedores dos Direitos Creditórios,encontrado_explicito,,950915,22/07/2025,7,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=950915,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,3%,aceito_payload,junior_pl,1023213,2025-10-27,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023213,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1023213,2025-10-27,61,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023213,payload_documental
21,50089559000108,AGRICONNECTION FIAGRO,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a Agriconnection e, as Empresas do Grupo Econômico da Agriconnection, os Cedentes Parceiros A e os Cedentes Parceiros B quando mencionados em conjunto",encontrado_explicito,,882388,03/02/2025,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=882388,rating_report,"os devedores dos Direitos Creditórios, os quais são clientes de uma das Cedentes",encontrado_explicito,,999633,26/09/2025,47,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999633,regulamento,Insumos Agrícolas - prazo Safra,aceito_payload,,IMG_8704.JPG,2025-09-26,52,,planilha_manual,15%,aceito_payload,junior_pl,999633,2025-09-26,52,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999633,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,999633,2025-09-26,52,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999633,payload_documental
