priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal,cnpj,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,setor_n1_document,setor_n2_document,setor_n1_final,setor_n2_final,feature_hits_count,feature_hits_share,subordination_main_pct,monocedente_or_multicedente,concentrated_or_pulverized_debtors,manual_review_status
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63662224000189,4.0,8.0,data/raw/63662224000189/1059307_regulamento_regulamento_1059307_2025-12-10_2025-12-10.pdf,2025-12-10,cache,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
444,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,62453870000173,OTMOW I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,43000000.0,43000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62453870000173,4.0,11.0,data/raw/62453870000173/1132224_regulamento_regulamento_1132224_2026-03-05_2026-03-05.pdf,2026-03-05,ok,Crédito PJ,CCB/Notas comerciais/Capital de giro,Crédito PJ,CCB/Notas comerciais/Capital de giro,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
445,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,62541630000120,DAYCOVAL D313 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,43000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62541630000120,5.0,7.0,data/raw/62541630000120/1200205_regulamento_regulamento_1200205_2026-05-20_2026-05-20.pdf,2026-05-20,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
446,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,35138000000137,CONTAÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,4,42000000.09,27000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,35138000000137,14.0,18.0,data/raw/35138000000137/1184570_regulamento_regulamento_1184570_2026-05-08_2026-05-08.pdf,2026-05-08,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,10.0,0.7142857142857143,,indeterminado,concentrado,triagem_documental_forte
447,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,59224026000166,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,42000000.0,42000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,59224026000166,4.0,15.0,data/raw/59224026000166/868981_regulamento_regulamento_868981_2025-03-25_2025-03-25.pdf,2025-03-25,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
448,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,42866998000151,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,5,41500000.0,41500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,42866998000151,9.0,11.0,data/raw/42866998000151/760982_regulamento_regulamento_760982_2024-10-18_2024-10-18.pdf,2024-10-18,ok,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,10.0,0.7142857142857143,,multicedente,indeterminado,triagem_documental_forte
449,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58088190000120,MAIS TODOS PF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,8,41100000.0,11100000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58088190000120,6.0,18.0,data/raw/58088190000120/1140256_regulamento_regulamento_1140256_2026-03-06_2026-03-06.pdf,2026-03-06,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,13.0,0.9285714285714286,,cedente_nomeado,indeterminado,triagem_documental_forte
450,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,57182384000128,DAYCOVAL D175 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,41000000.0,41000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57182384000128,3.0,8.0,data/raw/57182384000128/1066974_regulamento_regulamento_1066974_2025-12-19_2025-12-19.pdf,2025-12-19,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
451,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,56886293000100,ATHENAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,3,40500000.0,10500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,56886293000100,0.0,1.0,,,sem_regulamento,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,sem_documento_local
452,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58407746000102,VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,40060000.0,40060000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58407746000102,0.0,3.0,,,sem_regulamento,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,sem_documento_local
453,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,19153705000177,CREDERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,3,40000000.13,10000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,19153705000177,6.0,18.0,data/raw/19153705000177/1206615_regulamento_regulamento_1206615_2026-05-28_2026-05-28.pdf,2026-05-28,ok,Meios de Pagamento e Cartões,Bancos Emissores,Meios de Pagamento e Cartões,Bancos Emissores,11.0,0.7857142857142857,,indeterminado,indeterminado,triagem_documental_forte
454,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,35138028000174,JIF CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO,Não classificado,Revisar manualmente,baixa,1,40000000.06,40000000.06,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,35138028000174,13.0,18.0,data/raw/35138028000174/994643_regulamento_regulamento_994643_2025-09-17_2025-09-17.pdf,2025-09-17,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,indeterminado,concentrado,regulamento_lido_heuristico
455,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,62540865000106,BARAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,40000000.010000005,20000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62540865000106,4.0,8.0,data/raw/62540865000106/1128487_regulamento_regulamento_1128487_2026-03-04_2026-03-04.pdf,2026-03-04,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
456,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58137246000190,PERCAPITAL OCTANTE RN CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58137246000190,7.0,18.0,data/raw/58137246000190/1093897_regulamento_regulamento_1093897_2026-01-23_2026-01-23.pdf,2026-01-23,ok,Meios de Pagamento e Cartões,Bancos Emissores,Meios de Pagamento e Cartões,Bancos Emissores,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
457,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,64191668000146,CONCORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,40000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,64191668000146,4.0,7.0,data/raw/64191668000146/1095694_regulamento_regulamento_1095694_2026-01-29_2026-01-29.pdf,2026-01-29,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
458,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,63985864000120,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REV FINANCEIRO RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,40000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63985864000120,5.0,8.0,data/raw/63985864000120/1067315_regulamento_regulamento_1067315_2025-12-19_2025-12-19.pdf,2025-12-19,ok,Infra/Energia,Energia/infra,Infra/Energia,Energia/infra,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
459,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,62124934000192,SERENNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,40000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62124934000192,1.0,2.0,data/raw/62124934000192/1099031_regulamento_regulamento_1099031_2026-01-26_2026-01-26.pdf,2026-01-26,ok,Meios de Pagamento e Cartões,Bancos Emissores,Meios de Pagamento e Cartões,Bancos Emissores,9.0,0.6428571428571429,,cedente_nomeado,indeterminado,regulamento_lido_heuristico
460,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,59701895000134,MV I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,2,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,59701895000134,1.0,7.0,data/raw/59701895000134/853223_regulamento_regulamento_853223_2025-02-27_2025-02-27.pdf,2025-02-27,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
461,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58880077000183,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DTBR RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58880077000183,2.0,9.0,data/raw/58880077000183/942716_regulamento_regulamento_942716_2025-07-08_2025-07-08.pdf,2025-07-08,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
462,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58423669000176,CHIMERA ALTERNATIVE ASSETS XI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,Não classificado,Revisar manualmente,baixa,2,40000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58423669000176,3.0,8.0,data/raw/58423669000176/1026414_regulamento_regulamento_1026414_2025-10-29_2025-10-29.pdf,2025-10-29,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
463,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,51027087000121,NAVESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,51027087000121,5.0,8.0,data/raw/51027087000121/991222_regulamento_regulamento_991222_2025-09-15_2025-09-15.pdf,2025-09-15,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
464,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,57922500000106,AGGA PROSPERITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57922500000106,4.0,5.0,data/raw/57922500000106/873279_regulamento_regulamento_873279_2025-04-04_2025-04-04.pdf,2025-04-04,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
465,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55445774000118,FRAGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,40000000.0,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55445774000118,7.0,18.0,data/raw/55445774000118/1118440_regulamento_regulamento_1118440_2026-02-13_2026-02-13.pdf,2026-02-13,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,10.0,0.7142857142857143,,cedente_nomeado,indeterminado,triagem_documental_forte
