cnpj,nome,priority_rank,status,erro,documentos_listados,documentos_selecionados,documentos_baixados
55912292000120,FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS SRM EXODUS - RESPONSABILIDADE LIMITADA,103,ok,,78,18,18
57400405000134,SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,104,ok,,27,6,6
59942929000182,COTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,105,ok,,79,18,18
60676622000166,EUROCHEM FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO DE RESP LTDA,106,ok,,2,2,2
41687404000182,CASH PLUS LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRI,107,ok,,154,18,18
59116601000107,ARTESANAL BTG CDI+ FIC DE FI EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,108,ok,,41,5,5
51928470000150,CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,109,ok,,83,18,18
60275910000109,ARC DEB I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,110,ok,,27,10,10
47425841000104,CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,111,ok,,137,18,18
53286391000119,CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,112,ok,,77,18,18
44002535000177,BEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,113,ok,,153,18,18
47240173000140,BRZ AKRK CONSIGNADOS I FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS,114,ok,,142,18,18
48905593000161,PÁTRIA INFRA CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,115,ok,,118,18,18
55144736000125,RENOVAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,116,ok,,54,18,18
62014120000103,ITAÚ CRÉDITO ESTRUTURADO ALPES III CHAMADA DE CAPITAL FIDC RESPONSABILIDADE LIMITADA,117,ok,,19,8,8
55686549000173,ARC LF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,118,ok,,21,3,3
63168433000170,LARCA AURORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO DE RESPONSABILIDADE LIMITADA,119,ok,,26,12,12
55859549000128,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZETA,120,ok,,51,8,8
54639537000125,GAVEA REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,121,ok,,58,18,18
49815200000191,MULTIPLICA SUPERBAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,122,ok,,100,18,18
20460014000103,FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,123,ok,,129,10,10
31368761000124,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,124,ok,,179,18,18
63934300000168,DAYCOVAL D369 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,125,ok,,14,7,7
57777919000103,SPFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,126,ok,,56,14,14
59258058000182,AUDAX AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,127,ok,,68,18,18
22945783000119,LEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,128,ok,,184,18,18
66334710000166,CREDITO PLUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIROS DE RESP LIMITADA,129,ok,,6,5,5
19424642000146,LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,130,ok,,240,18,18
60742201000196,FGCB III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MULTICARTEIRA - RESP LIMITADA,131,ok,,23,10,10
60761394000122,FGCB II FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,132,ok,,5,5,5
57088244000195,CENTRO SUL CONCESSOES FIDC DE RESPONSABILIDADE LIMITADA,133,ok,,35,8,8
57259989000170,TRES TENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO RESPONSABILIDADE LIMITADA,134,ok,,49,18,18
58171340000165,FRIMESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,135,ok,,46,18,18
58036896000149,ORIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,136,ok,,64,18,18
36703167000166,YAALEH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,137,ok,,186,18,18
55469182000136,SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,138,ok,,52,16,16
55768379000176,FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,139,ok,,26,10,10
57283589000108,AXIOS NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,140,ok,,57,18,18
52304780000167,STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP,141,ok,,75,18,18
28472392000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS UPL 1,142,ok,,169,18,18
55711648000168,RIO BRAVO INLIRA STEFANINI CONSORCIO FIDC DE RESPONSABILIDADE LIMITADA,143,ok,,73,18,18
39769235000188,CUPERTINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,145,ok,,141,18,18
47117622000168,MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA,146,ok,,134,18,18
62359143000141,XP VINTAGE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA OUTROS RL,147,ok,,23,10,10
54559035000194,ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,148,ok,,43,7,7
53662209000187,PNEUCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA - RESP LTDA,149,ok,,75,18,18
63032712000102,IORQ FREDERIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,150,ok,,18,8,8
63679105000139,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RIZA SRM - RESPONSAB,151,ok,,17,4,4
62014262000162,ITAÚ CRÉDITO ESTRUTURADO ALPES III UPFRONT FIDC RESPONSABILIDADE LIMITADA,152,ok,,29,15,15
66935232000140,PATRIMONIAL TIGNES FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,153,ok,,2,2,2
66578726000114,DAYCOVAL D435 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,154,ok,,5,5,5
54871427000194,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,155,ok,,53,13,13
62017163000134,ARTESANAL CDI + FIDC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,156,ok,,19,7,7
61885788000155,ITAU CREDITO ESTRUTURADO ADVISORY ALPES III FIDC RESPONSABILIDADE LIMITADA,157,ok,,26,12,12
58152340000118,MONEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,158,ok,,30,13,13
55486394000121,CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,159,ok,,41,12,12
62729814000119,DIRECIONAL RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESP LTDA,160,ok,,20,7,7
50995214000113,ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONDABILIDADE LIMITADA,161,ok,,76,18,18
65788078000168,NXFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,162,ok,,15,14,14
61753072000102,SOSU OPPORTUNITIES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,163,ok,,25,12,12
55020611000193,LCM MOJAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,164,ok,,36,4,4
60327212000100,MTR CRÉDITOS SELECIONADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITA,165,ok,,49,18,18
66745267000116,ARC SPECIAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,166,ok,,5,5,5
42513856000100,STEP-UP XIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,167,ok,,20,6,6
57182268000109,GG 8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,169,ok,,56,18,18
42336323000109,CERES CONFINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,170,ok,,140,18,18
63503400000130,CHIMERA ALTERNATIVE ASSETS XIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA,171,ok,,15,5,5
53109903000171,DAYCOVAL D66 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,172,ok,,57,17,17
43143480000152,FIDC DE RESPONSABILIDADE LIMITADA REDE DE POSTOS MONTE CARLO,173,ok,,129,18,18
58561243000189,CLASSE ÚNICA - F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,174,ok,,52,18,18
65924624000140,DIFAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,175,ok,,14,10,10
26756137000164,BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,176,ok,,296,18,18
32969429000188,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SANTA CRUZ CAPITAL,177,ok,,203,18,18
62015452000102,JC CARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,178,ok,,20,7,7
34691362000198,ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,179,ok,,136,13,13
56135992000119,ARC LF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,180,ok,,24,11,11
59511264000152,FLOW CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,181,ok,,32,12,12
62160076000131,DAYCOVAL D310 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,182,ok,,20,9,9
42513808000112,STEP-UP XVIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,183,ok,,6,4,4
60058603000176,IATROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,184,ok,,24,8,8
60869078000179,MAVERICKS CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,185,ok,,33,16,16
53601640000113,ECO MULTI HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,186,ok,,59,18,18
55507846000104,WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,187,ok,,68,14,14
57555376000180,ARTESANAL CDI+ FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS I - RESPONSABILIDADE LIMITADA,188,ok,,52,5,5
58442833000192,FARM M IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,189,ok,,30,4,4
58486398000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BB CONSORCIOS RESPONSABILIDADE LIMITADA,190,ok,,30,8,8
60447905000136,ÉXES SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,191,ok,,26,6,6
62107005000175,MARIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192,ok,,17,5,5
63565094000166,Algarve Gama Fundo de Investimento em Direitos Creditórios Responsabilidade Limitada,193,ok,,19,14,14
65836995000170,DAYCOVAL D410 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,194,ok,,8,8,8
34850033000142,AGROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,195,ok,,144,18,18
29957532000101,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,196,ok,,197,18,18
37035970000132,CD BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,197,ok,,119,18,18
58893878000183,UP.P III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,198,ok,,43,18,18
47425750000179,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,199,ok,,107,18,18
55013574000196,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS YELLOWSTONE - RESPONSABILIDADE LIMITADA,200,ok,,63,18,18
57213492000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS CONSORCIEI III RESPONSABILIDADE LIMITADA,201,ok,,60,18,18
62715592000185,CLASSE A DO PÁTRIA CRÉDITO DESENVOLVIMENTO AMAZÔNIA FIDC - RESP. LIMITADA,202,ok,,12,12,12
60315773000199,ST 1018 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,203,ok,,22,5,5
61374410000197,NEO CRÉDITO SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,204,ok,,26,12,12
64156218000112,ESTANHO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA,205,ok,,15,12,12
47758232000177,SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,206,ok,,118,18,18
60741672000180,DLAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,208,ok,,29,11,11
62604155000194,DAYCOVAL D321 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,209,ok,,13,5,5
55565510000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TM4,210,ok,,64,18,18
57056989000172,LIFT SO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,211,ok,,16,7,7
37484246000196,STEP-UP XV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,212,ok,,26,8,8
56780135000171,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PRATA DIGITAL IV,213,ok,,42,12,12
55125894000138,MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,214,ok,,59,18,18
58533096000133,RAYO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,215,ok,,38,13,13
53109835000140,ALGARVE COFFEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,216,ok,,43,12,12
54705382000188,CASHGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,217,ok,,67,18,18
45121220000101,MAIS TODOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,218,ok,,142,18,18
46390255000109,CULTURA AGROMAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,219,ok,,115,18,18
54773936000184,TALO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,220,ok,,37,15,15
58557938000197,JVD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,221,ok,,17,2,2
63863686000164,ORIZ JURI LC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,222,ok,,33,18,18
63428693000138,AVEIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,223,ok,,12,2,2
63212950000108,GENIAL SPECIAL SITUATIONS I CLASSE DE NVESTIMENTOS EM DIREITOS CREDITÓRIOS,224,ok,,3,3,3
61995584000177,ARTESANAL EB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,225,ok,,21,9,9
61709339000156,FIDC MDR II HIGH GRADE RECEBIVEIS DE CREDENCIADORAS RESPONSABILIDADE LIMITADA,226,ok,,26,7,7
60647052000186,NEW TRADE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,227,ok,,26,13,13
60775422000160,SANTOS DUMONT REAL ESTATE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,228,ok,,38,7,7
59900616000161,GALAPAGOS SANTA HELENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,229,ok,,35,11,11
58901484000120,KOVR ASSISTENCIA FINANCEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,230,ok,,14,9,9
56265097000119,ORIZ JUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,231,ok,,28,9,9
55198653000119,DAYCOVAL D123 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,232,ok,,45,11,11
34508357000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IRON CAPITAL - MEUCASHCARD,233,ok,,154,18,18
60761580000161,FGCB I FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,234,ok,,6,6,6
63066147000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS INCLUSAO CREDIARIA RESPONSABILIDADE LIMITADA,235,ok,,18,12,12
60010893000188,SIMPALA ÁRTICO FEDERAL FIDC FINANCEIRO RESPONSABILIDADE LIMITADA,236,ok,,36,18,18
38314663000153,EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,237,ok,,69,18,18
59400657000199,DAYCOVAL D232 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,238,ok,,23,14,14
55685665000178,IRONWOOD CONSIG MULTI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,239,ok,,53,18,18
61631300000163,ORIZ JUS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,240,ok,,28,14,14
29242926000175,CONSIGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,241,ok,,171,18,18
42174080000141,RAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,242,ok,,133,18,18
51155531000194,G5 SPECIAL F SEN IPCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,243,ok,,59,8,8
