setor_n1,setor_n2,role,participant,cnpjs_unicos,linhas,volume_brl,rank_no_setor_role
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VALORA RENDA FIXA ESTRUTURADOS LTDA,1,1,220000000.0,20.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,SARFATY ASSET GESTAO DE RECURSOS LTDA,1,3,206000000.0,21.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,XP VISTA ASSET MANAGEMENT LTDA.,1,1,200000000.0,22.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VGR - VERONA GESTORA DE RECURSOS LTDA E SOLIS INVESTIMENTOS LTDA,1,5,182000984.55,23.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA,1,1,150000000.0,24.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,G5 Administradora de Recursos LTDA,1,1,150000000.0,25.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Riza Securitização e Carteiras Gestora de Recursos Ltda,1,2,144000007.82,26.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,MILENIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,1,2,117667000.0,27.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,MILENIO CAPITAL GESTAO DE INVESTIMENTOS LTDA.,1,3,117600000.0,28.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VALORA RENDA FIXA ESTRUTURADOS LTDA.,2,2,105125008.05,29.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BRAVE GESTORA DE RECURSOS LTDA.,1,2,102000000.0,30.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,PIER ASSET GESTÃO DE RECURSOS FINANCEIROS LTDA.,1,1,100000414.3,31.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Oliveira Trust Servicer S.A.,1,1,100000000.0,32.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VERT GESTORA DE RECURSOS FINANCEIROS LTDA,1,2,95200000.0,33.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VALORA RENDA FIXA Ltda,1,1,89999594.52,34.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,"VALORA RENDA FIXA LTDA,",1,1,80000000.0,35.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,NOVA SRM ADMINISTRAÇÃO DE RECURSOS S E FINANÇAS S/A,1,2,70000000.0,36.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,MILÊNIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA,1,1,63000000.0,37.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,VALORA GESTÃO DE INVESTIMENTOS RENDA FIXA LTDA.,1,2,56000000.010000005,38.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,D3 CAPITAL GESTORA DE RECURSOS LTDA.,1,2,51000000.0,39.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BTG Pactual Gestora de Investimentos Alternativos Ltda,1,1,50000000.0,40.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,EXT CAPITAL LTDA.,1,1,50000000.0,41.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,1,1,50000000.0,42.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Nebraska Capital Gestão De Recursos Ltda,1,1,50000000.0,43.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,1,1,50000000.0,44.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,SOLIS INVESTIMENTOS LTDA E ITER GESTORA DE RECURSOS LTDA,1,2,50000000.0,45.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,1,2,45000000.07,46.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BTG Pactual Asset Management S.A. DTVMMobiliários,1,1,45000000.0,47.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ÉXES GESTORA DE RECURSOS LTDA.,1,2,44000000.0,48.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ASSET BANK - ASSET MANAGEMENT LTDA,1,1,40000000.0,49.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,EMPÍRICA INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,1,1,40000000.0,50.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA,1,1,40000000.0,51.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,OURO PRETO GESTÃO DE RECURSOS S.A.,1,1,40000000.0,52.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,IRON CAPITAL GESTÃO DE RECURSOS LTDA.,1,4,37020000.0,53.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Valora Gestão de Investimentos Ltda.,1,1,35000000.1,54.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,OCTANTE GESTÃO DE RECURSOS LTDA.,1,2,33970000.0,55.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Octante Gestão de Recursos Ltda.,1,1,33300000.0,56.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,SARFATY ASSET GESTÃO DE RECURSOS LTDA,1,1,30000044.55,57.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,1,1,30000000.0,58.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,OURO PRETO GESTÃO DE RECURSOS S.A e OURO PRETO GESTÃO DE RECURSOS S.A,1,1,30000000.0,59.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,20000000.0,60.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,URBANO ADMINISTRAÇÃO DE RECURSOS LTDA. e OURO PRETO GESTÃO DE RECURSOS S.A,1,1,20000000.0,61.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ÉXES GESTORA DE RECURSOS LTDA,1,2,20000000.0,62.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BENAVENT ASSET LTDA,1,3,16000000.0,63.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,Baycap Gestão de Recursos LTDA,1,1,15000000.0,64.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,DOT INVESTIMENTOS LTDA,1,1,15000000.0,65.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,REDASSET GESTÃO DE RECURSOS LTDA.,1,2,15000000.0,66.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,OURO PRETO GESTÃO DE RECURSOS S.A,1,1,14268000.0,67.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,PRINZ GESTORA DE RECURSOS LTDA E MONETIZA INVESTIMENTOS LTDA,1,4,13000000.0,68.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BLUEWAVE ASSET,1,1,10000000.0,69.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BLUEWAVE ASSET LTDA,1,1,10000000.0,70.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BLUEWAVE ASSET LTDA.,1,1,10000000.0,71.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA,1,1,10000000.0,72.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,YARDS ASSET GESTORA DE RECURSOS LTDA.,1,1,8781000.0,73.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ASSET BANK MANAGEMENT LTDA.,1,2,6000000.0,74.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,"PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA,",1,1,5000000.0,75.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,1,1,3000000.0,76.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,GLOBAL GESTÃO E INVESTIMENTOS LTDA.,1,1,3000000.0,77.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,PLANNER CORRETORA DE VALORES S.A.,1,1,2500000.0,78.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,UTILITY GESTORA DE RECURSOS LTDA.,1,1,2000000.0,79.0
Crédito PJ,CCB/Notas comerciais/Capital de giro,gestor_oferta,ALAMEDA CAPITAL GESTORA DE INVESTIMENTOS LTDA,1,1,1200000.0,80.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,44,87,11279238852.19,1.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,4426956866.059999,2.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,3,6,3143241650.36,3.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,6,11,1573037505.6399999,4.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,1342127418.17,5.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,9,18,1073347204.34,6.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,8,930499751.93,7.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,OLIVEIRA TRUST DTVM S.A.,4,8,832411723.61,8.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,PLANNER CORRETORA DE VALORES S.A.,11,20,698242872.6,9.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,4,8,627207060.73,10.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,XP INVESTIMENTOS CCTVM S.A.,2,4,554002250.95,11.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,7,14,515321837.68,12.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1,2,462749804.15999997,13.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,4,8,395277626.72,14.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,BANCO DAYCOVAL S.A.,2,4,395204691.94,15.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,266661134.0,16.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,BANCO FINAXIS S.A.,1,1,223018116.61,17.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,4,56050580.91,18.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,3,6,31198849.52,19.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,28803111.9,20.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,12689348.98,21.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,5462714.8,22.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,4072284.5900000003,23.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_cvm,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,-32393.21,24.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,36,141,4410499946.31,1.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,4,6,1501503001.4099998,2.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,"XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",1,1,1000000000.0,3.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BEM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,720000000.0,4.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,QI CTVM,15,18,637000000.21,5.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,FINAXIS CORRETORA DE TITULOS E VALORES MOBILIÁRIOS S.A.,1,6,630000000.0,6.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,9,625000000.0,7.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,570000000.0,8.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BEM - Distribuidora de Títulos e Valores Mobiliários Ltda.,1,1,490000000.0,9.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2,2,425800000.0,10.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,7,25,400047884.0,11.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,8,9,352500000.0,12.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2,2,333810000.0,13.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,4,5,315000000.0,14.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,"XP Investimentos Corretora de Câmbio Títulos e Valores Mobiliários S.A.,",1,1,255000000.0,15.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BTG Pactual Serviços Financeiros S.A. DTVM,1,1,236000000.0,16.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BANVOX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,8,170998913.36,17.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BANCO DAYCOVAL S.A.,2,6,167000000.0,18.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,2,155000000.0,19.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Singulare DTVM,3,3,150000000.0,20.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,6,17,133999999.9,21.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,130000000.0,22.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Singulare DVTM,1,1,130000000.0,23.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,7,9,114000002.72,24.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,3,10,103000000.0,25.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,PLANNER CORRETORA DE VALORES S.A,5,6,94091291.14,26.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,CAPITAL MARKETS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,3,89000000.0,27.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Singulare CTVM,4,4,83599999.11,28.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,78500000.0,29.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,BANVOX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,66100000.0,30.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,60000000.0,31.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,2,57500071.0,32.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,1,1,50000000.0,33.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,3,50000000.0,34.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,PLANNER CORRETORA DE VALORES S/A.,2,3,40300000.0,35.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,3,40000010.19,36.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,30000000.0,37.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,3,3,30000000.0,38.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Singulare,1,1,30000000.0,39.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,INTEGRAL ACCESS DTVM LTDA.,1,1,25000000.0,40.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,PLANNER CORRETORA DE VALORES S.A.,2,2,22500000.0,41.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MONETAR DTVM LTDA,2,3,22100000.0,42.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,15000000.0,43.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,2,15000000.0,44.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,SOLIS INVESTIMENTOS LTDA,1,1,15000000.0,45.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,2,2,12000000.0,46.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,2,11000000.0,47.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,10000000.0,48.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Actual Distribuidora de Titulos e Valores Mobiliarios,1,2,7000000.0,49.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,"PLANNER CORRETORA DE VALORES S.A.,",2,2,7000000.0,50.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,Singulare Corretora de Títulos e Valores Mobiliários S.A.,2,2,7000000.0,51.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES S.A.,2,3,6559999.99,52.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES IMOBILIÁRIOS S.A.,1,2,6000000.0,53.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,5000000.0,54.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES,1,1,5000000.0,55.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,5000000.0,56.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MASTER CCTVM,3,6,3075000.0,57.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TITULOS E VALORES MOBILIÁRIOS S.A.,1,1,3000000.0,58.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,3000000.0,59.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,PLANNER CORRETORA DE VALORES S/A,1,1,2800000.0,60.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,2500004.0,61.0
Crédito PJ,Recebíveis comerciais/multissetorial,administrador_oferta,ID CORRETORA DE TÍTULO DE VALORES MOBILIÁRIOS S.A.,1,1,2000000.0,62.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,42,157,4848599945.42,1.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,XP INVESTIMENTOS CCTVM S.A.,4,5,2524703001.41,2.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,16,1305000000.0,3.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANCO BRADESCO BBI S.A.,2,3,945000000.0,4.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22,32,831000002.9300001,5.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANCO ITAU BBA S.A.,1,1,570000000.0,6.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,10,37,533047894.19,7.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANCO VOTORANTIM S.A.,4,4,510800000.0,8.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANCO SANTANDER (BRASIL) S.A.,1,1,490000000.0,9.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,284000000.0,10.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1,1,236000000.0,11.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,JGP FINANCIAL ADVISORY LTDA,1,1,210000000.0,12.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,7,28,206559999.89,13.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,ITAU BBA ASSESSORIA FINANCEIRA S.A,2,2,180000000.0,14.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA,1,9,176998913.36,15.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,BANCO DAYCOVAL S.A.,2,6,167000000.0,16.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,PLANNER CORRETORA DE VALORES S.A.,11,14,166691291.14,17.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",2,2,148810000.0,18.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,ARCHX CAPITAL,1,2,132800000.0,19.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2,3,115000000.0,20.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,3,6,103500000.0,21.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,CM CAPITAL MARKETS DTVM LTDA,1,3,89000000.0,22.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3,3,72000000.0,23.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,EMPIRICA INVESTIMENTOS GESTAO DE RECURSOS LTDA,1,1,60100000.0,24.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,57500071.0,25.0
Crédito PJ,Recebíveis comerciais/multissetorial,coordenador_lider,GLPG DTVM,1,1,40000000.0,26.0
