short_name,cnpj,fund_name,classe,tipo,class_key,source,status_evidencia,convention,warning,data_amortizacao,bucket,scheduled_original_amount,scheduled_original_share_remaining
Akira I,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1ª série sênior,Sênior,senior_1,966441_regulamento_regulamento_966441_2025-07-24.pdf · p.114-115 · ID 966441,"Datas de amortização confirmadas no apêndice consolidado; documento não informa percentuais, waterfall usa linearidade explícita com aviso.",incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-10-27,2026,41666666.66666667,0.12500000000000003
Akira I,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1ª série sênior,Sênior,senior_1,966441_regulamento_regulamento_966441_2025-07-24.pdf · p.114-115 · ID 966441,"Datas de amortização confirmadas no apêndice consolidado; documento não informa percentuais, waterfall usa linearidade explícita com aviso.",incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-11-27,2026,41666666.66666667,0.12500000000000003
Akira I,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1ª série sênior,Sênior,senior_1,966441_regulamento_regulamento_966441_2025-07-24.pdf · p.114-115 · ID 966441,"Datas de amortização confirmadas no apêndice consolidado; documento não informa percentuais, waterfall usa linearidade explícita com aviso.",incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-12-27,2026,41666666.66666667,0.12500000000000003
Akira I,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1ª série sênior,Sênior,senior_1,966441_regulamento_regulamento_966441_2025-07-24.pdf · p.114-115 · ID 966441,"Datas de amortização confirmadas no apêndice consolidado; documento não informa percentuais, waterfall usa linearidade explícita com aviso.",incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-01-27,2027,41666666.66666661,0.12499999999999985
Akira II,44124617000194,CLOUDWALK AKIRA II FIDC,1ª série sênior - rerratificação 2025,Sênior,senior_1,851797_assembleia_assembleia_851797_2025-02-28.pdf · p.4-5 · ID 851797,Cronograma de amortização por percentual do saldo extraído da rerratificação 2025; parser trata como percentual sobre saldo remanescente.,current_balance,,2026-03-27,2026,9999917.80326573,0.25
Akira II,44124617000194,CLOUDWALK AKIRA II FIDC,1ª série sênior - rerratificação 2025,Sênior,senior_1,851797_assembleia_assembleia_851797_2025-02-28.pdf · p.4-5 · ID 851797,Cronograma de amortização por percentual do saldo extraído da rerratificação 2025; parser trata como percentual sobre saldo remanescente.,current_balance,,2026-04-27,2026,9998917.811485402,0.24997499999999997
Akira II,44124617000194,CLOUDWALK AKIRA II FIDC,1ª série sênior - rerratificação 2025,Sênior,senior_1,851797_assembleia_assembleia_851797_2025-02-28.pdf · p.4-5 · ID 851797,Cronograma de amortização por percentual do saldo extraído da rerratificação 2025; parser trata como percentual sobre saldo remanescente.,current_balance,,2026-05-27,2026,10000417.799155893,0.25001249999999997
Akira II,44124617000194,CLOUDWALK AKIRA II FIDC,1ª série sênior - rerratificação 2025,Sênior,senior_1,851797_assembleia_assembleia_851797_2025-02-28.pdf · p.4-5 · ID 851797,Cronograma de amortização por percentual do saldo extraído da rerratificação 2025; parser trata como percentual sobre saldo remanescente.,current_balance,,2026-06-27,2026,10000417.799155893,0.25001249999999997
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-11-19,2026,146250000.00000003,0.1666666666666667
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-12-19,2026,146250000.00000003,0.1666666666666667
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-01-19,2027,146250000.00000003,0.1666666666666667
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-02-19,2027,146250000.00000003,0.1666666666666667
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-03-19,2027,146250000.00000003,0.1666666666666667
Big Picture I,54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622660_regulamento_regulamento_622660_2024-03-14.pdf · p.115-116 · ID 622660; 644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-04-19,2027,146249999.9999998,0.16666666666666644
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-11-19,2026,48500000.0,0.16666666666666666
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-12-19,2026,48500000.0,0.16666666666666666
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-01-19,2027,48500000.0,0.16666666666666666
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-02-19,2027,48500000.0,0.16666666666666666
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-03-19,2027,48500000.0,0.16666666666666666
Big Picture II,54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622662_regulamento_regulamento_622662_2024-03-14.pdf · p.116-117 · ID 622662; 644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-04-19,2027,48500000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-11-19,2026,23750000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-12-19,2026,23750000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-01-19,2027,23750000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-02-19,2027,23750000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-03-19,2027,23750000.0,0.16666666666666666
Big Picture III,54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622664_regulamento_regulamento_622664_2024-03-14.pdf · p.117-118 · ID 622664; 644983_emissao_emissao_644983_2024-04-25.pdf · ID 644983,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-04-19,2027,23750000.0,0.16666666666666666
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-11-19,2026,40000000.00000001,0.16666666666666669
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2026-12-19,2026,40000000.00000001,0.16666666666666669
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-01-19,2027,40000000.00000001,0.16666666666666669
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-02-19,2027,40000000.00000001,0.16666666666666669
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-03-19,2027,40000000.00000001,0.16666666666666669
Big Picture IV,54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,622677_regulamento_regulamento_622677_2024-03-14.pdf · p.119-120 · ID 622677; 644984_emissao_emissao_644984_2024-04-25.pdf · ID 644984,Apêndice documental lista seis datas de amortização sem percentuais; waterfall usa amortização linear entre as datas documentadas com aviso explícito.,incremental,Cronograma documental lista datas sem percentuais; waterfall usa amortização linear entre as datas documentadas.,2027-04-19,2027,39999999.99999995,0.16666666666666646
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-06-08,2027,280000559.99999994,0.16666699999999995
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-07-08,2027,279998880.00000006,0.16666600000000004
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-08-08,2027,280000559.99999994,0.16666699999999995
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-09-08,2027,280000560.0000001,0.16666700000000007
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-10-08,2027,279998879.9999998,0.1666659999999999
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série sênior,Sênior,senior_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.3-4 · ID 757906,Curadoria Cloudwalk; apêndice sênior completo; cronograma em percentuais acumulados,cumulative,,2027-11-08,2027,280000560.0000001,0.16666700000000007
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série mezanino,Mezanino,mezz_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.6-7 · ID 757906,Curadoria Cloudwalk; apêndice mezanino completo,linear_range,Cronograma documental informa intervalo de amortização sem percentuais; waterfall usa parcelas mensais lineares.,2027-06-08,2027,43333333.333333336,0.16666666666666669
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série mezanino,Mezanino,mezz_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.6-7 · ID 757906,Curadoria Cloudwalk; apêndice mezanino completo,linear_range,Cronograma documental informa intervalo de amortização sem percentuais; waterfall usa parcelas mensais lineares.,2027-07-08,2027,43333333.333333336,0.16666666666666669
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série mezanino,Mezanino,mezz_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.6-7 · ID 757906,Curadoria Cloudwalk; apêndice mezanino completo,linear_range,Cronograma documental informa intervalo de amortização sem percentuais; waterfall usa parcelas mensais lineares.,2027-08-08,2027,43333333.333333336,0.16666666666666669
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série mezanino,Mezanino,mezz_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.6-7 · ID 757906,Curadoria Cloudwalk; apêndice mezanino completo,linear_range,Cronograma documental informa intervalo de amortização sem percentuais; waterfall usa parcelas mensais lineares.,2027-09-08,2027,43333333.333333336,0.16666666666666669
Cloudwalk A.I.,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,1ª série mezanino,Mezanino,mezz_1,757906_regulamento_regulamento_757906_2024-10-14.pdf · p.6-7 · ID 757906,Curadoria Cloudwalk; apêndice mezanino completo,linear_range,Cronograma documental informa intervalo de amortização sem percentuais; waterfall usa parcelas mensais lineares.,2027-10-08,2027,43333333.333333336,0.16666666666666669
