fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Critérios de elegibilidade dos direitos creditórios,Critérios de elegibilidade dos direitos creditórios,—,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,—,1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,enquadramento,>=,10%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,enquadramento,>=,3%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,enquadramento,>=,20%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,enquadramento,>=,50%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,Cobertura mínima de PDD/provisão,—,3%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Cobertura mínima de PDD/provisão,Cobertura mínima de PDD/provisão,—,10%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Limite de recompra,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Limite de recompra,Limite de recompra,—,5%,monitoravel,Recompras / Crédito ou Recompras / PL,1090132_regulamento_regulamento_1090132_2026-01-15.pdf · ID 1090132 · 15/01/2026
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,"Troca de administrador, gestor ou prestador-chave",evento_de_avaliação_ou_liquidação,texto,—,nao_monitoravel,—,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,"Troca de administrador, gestor ou prestador-chave",evento_de_avaliação_ou_liquidação,texto,"0,20%",nao_monitoravel,—,1090132_regulamento_regulamento_1090132_2026-01-15.pdf
ALTOMAX SEGMENTO RECEBÍVEIS COMERCIA,58.288.437/0001-52,15/01/2026,Subordinação mínima,enquadramento,>=,25%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1090132_regulamento_regulamento_1090132_2026-01-15.pdf
