cnpj_fundo,veiculos_reportantes,cnpjs_reportantes,pl_brl,cnpj_fundo_14,diferenca_veiculos_menos_fundo,universo_veiculos,universo_fundos
59.710.430/0001-40,1,59.710.430/0001-40,12621710.62,59710430000140,0,4252,4247
64.087.936/0001-84,1,64.087.936/0001-84,12605944.24,64087936000184,0,4252,4247
52.997.521/0001-69,1,52.997.521/0001-69,12593432.56,52997521000169,0,4252,4247
59.657.112/0001-62,1,59.657.112/0001-62,12580161.86,59657112000162,0,4252,4247
61.561.993/0001-65,1,61.561.993/0001-65,12580092.24,61561993000165,0,4252,4247
54.619.680/0001-55,1,54.619.680/0001-55,12575064.33,54619680000155,0,4252,4247
60.531.763/0001-90,1,60.531.763/0001-90,12555404.68,60531763000190,0,4252,4247
45.908.269/0001-09,1,45.908.269/0001-09,12542051.95,45908269000109,0,4252,4247
64.669.281/0001-52,1,64.669.281/0001-52,12510940.26,64669281000152,0,4252,4247
64.151.892/0001-04,1,64.151.892/0001-04,12425982.87,64151892000104,0,4252,4247
61.386.705/0001-83,1,61.386.705/0001-83,12385785.06,61386705000183,0,4252,4247
61.925.720/0001-52,1,61.925.720/0001-52,12364226.73,61925720000152,0,4252,4247
61.622.111/0001-24,1,61.622.111/0001-24,12340136.56,61622111000124,0,4252,4247
56.912.548/0001-62,1,56.912.548/0001-62,12306179.86,56912548000162,0,4252,4247
63.903.879/0001-00,1,63.903.879/0001-00,12301564.35,63903879000100,0,4252,4247
49.617.028/0001-61,1,49.617.028/0001-61,12197382.83,49617028000161,0,4252,4247
59.283.314/0001-91,1,59.283.314/0001-91,12175366.91,59283314000191,0,4252,4247
10.772.734/0001-42,1,10.772.734/0001-42,12163636.59,10772734000142,0,4252,4247
54.003.830/0001-00,1,54.003.830/0001-00,12156876.93,54003830000100,0,4252,4247
60.490.269/0001-25,1,60.490.269/0001-25,12152926.55,60490269000125,0,4252,4247
62.527.939/0001-66,1,62.527.939/0001-66,12117937.4,62527939000166,0,4252,4247
64.510.628/0001-10,1,64.510.628/0001-10,12116309.47,64510628000110,0,4252,4247
58.223.796/0001-21,1,58.223.796/0001-21,12111160.17,58223796000121,0,4252,4247
58.441.334/0001-80,1,58.441.334/0001-80,12103445.34,58441334000180,0,4252,4247
61.734.134/0001-20,1,61.734.134/0001-20,12088490.52,61734134000120,0,4252,4247
61.601.122/0001-28,1,61.601.122/0001-28,12064143.1,61601122000128,0,4252,4247
57.341.862/0001-03,1,57.341.862/0001-03,11998812.01,57341862000103,0,4252,4247
53.926.245/0001-00,1,53.926.245/0001-00,11997823.34,53926245000100,0,4252,4247
64.436.459/0001-15,1,64.436.459/0001-15,11993215.51,64436459000115,0,4252,4247
57.821.748/0001-72,1,57.821.748/0001-72,11954687.87,57821748000172,0,4252,4247
61.226.894/0001-27,1,61.226.894/0001-27,11945630.17,61226894000127,0,4252,4247
38.181.581/0001-88,1,38.181.581/0001-88,11903049.55,38181581000188,0,4252,4247
45.810.162/0001-23,1,45.810.162/0001-23,11875673.31,45810162000123,0,4252,4247
26.677.268/0001-56,1,26.677.268/0001-56,11848634.95,26677268000156,0,4252,4247
63.947.177/0001-10,1,63.947.177/0001-10,11833210.84,63947177000110,0,4252,4247
63.672.361/0001-02,1,63.672.361/0001-02,11820515.5,63672361000102,0,4252,4247
62.951.957/0001-70,1,62.951.957/0001-70,11796608.64,62951957000170,0,4252,4247
43.806.680/0001-48,1,43.806.680/0001-48,11784018.73,43806680000148,0,4252,4247
66.598.676/0001-37,1,66.598.676/0001-37,11780272.66,66598676000137,0,4252,4247
43.122.353/0001-77,1,43.122.353/0001-77,11759416.63,43122353000177,0,4252,4247
34.691.300/0001-86,1,34.691.300/0001-86,11747740.57,34691300000186,0,4252,4247
54.480.590/0001-26,1,54.480.590/0001-26,11728512.7,54480590000126,0,4252,4247
42.627.753/0001-71,1,42.627.753/0001-71,11613731.97,42627753000171,0,4252,4247
53.765.941/0001-82,1,53.765.941/0001-82,11597177.36,53765941000182,0,4252,4247
43.917.239/0001-33,1,43.917.239/0001-33,11592364.34,43917239000133,0,4252,4247
55.651.473/0001-40,1,55.651.473/0001-40,11569301.92,55651473000140,0,4252,4247
51.250.816/0001-04,1,51.250.816/0001-04,11569273.13,51250816000104,0,4252,4247
62.083.078/0001-74,1,62.083.078/0001-74,11505837.7,62083078000174,0,4252,4247
41.124.590/0001-41,1,41.124.590/0001-41,11481896.42,41124590000141,0,4252,4247
63.974.821/0001-49,1,63.974.821/0001-49,11462847.77,63974821000149,0,4252,4247
63.975.281/0001-18,1,63.975.281/0001-18,11454756.79,63975281000118,0,4252,4247
31.368.761/0001-24,1,31.368.761/0001-24,11427278.28,31368761000124,0,4252,4247
21.605.486/0001-61,1,21.605.486/0001-61,11408433.14,21605486000161,0,4252,4247
60.021.572/0001-89,1,60.021.572/0001-89,11381399.71,60021572000189,0,4252,4247
37.720.148/0001-00,1,37.720.148/0001-00,11374508.5,37720148000100,0,4252,4247
56.822.599/0001-01,1,56.822.599/0001-01,11362515.24,56822599000101,0,4252,4247
26.558.776/0001-15,1,26.558.776/0001-15,11333181.3,26558776000115,0,4252,4247
54.519.663/0001-46,1,54.519.663/0001-46,11330611.66,54519663000146,0,4252,4247
57.937.985/0001-01,1,57.937.985/0001-01,11328064.96,57937985000101,0,4252,4247
62.682.937/0001-41,1,62.682.937/0001-41,11266088.1,62682937000141,0,4252,4247
36.412.972/0001-30,1,36.412.972/0001-30,11241234.75,36412972000130,0,4252,4247
63.385.567/0001-43,1,63.385.567/0001-43,11222075.07,63385567000143,0,4252,4247
35.178.750/0001-32,1,35.178.750/0001-32,11170610.54,35178750000132,0,4252,4247
64.157.229/0001-17,1,64.157.229/0001-17,11125307.3,64157229000117,0,4252,4247
58.364.147/0001-40,1,58.364.147/0001-40,11119346.66,58364147000140,0,4252,4247
63.429.748/0001-24,1,63.429.748/0001-24,11094060.48,63429748000124,0,4252,4247
58.312.065/0001-52,1,58.312.065/0001-52,11089655.42,58312065000152,0,4252,4247
63.358.336/0001-40,1,63.358.336/0001-40,11081930.71,63358336000140,0,4252,4247
60.550.625/0001-59,1,60.550.625/0001-59,11060364.94,60550625000159,0,4252,4247
60.315.951/0001-81,1,60.315.951/0001-81,11054504.41,60315951000181,0,4252,4247
52.531.368/0001-80,1,52.531.368/0001-80,11053707.58,52531368000180,0,4252,4247
60.421.627/0001-48,1,60.421.627/0001-48,11052560.52,60421627000148,0,4252,4247
37.484.372/0001-40,1,37.484.372/0001-40,11051363.86,37484372000140,0,4252,4247
42.518.335/0001-46,1,42.518.335/0001-46,11006726.19,42518335000146,0,4252,4247
59.035.976/0001-42,1,59.035.976/0001-42,11004577.19,59035976000142,0,4252,4247
58.137.246/0001-90,1,58.137.246/0001-90,11002874.06,58137246000190,0,4252,4247
47.240.716/0001-20,1,47.240.716/0001-20,10983998.9,47240716000120,0,4252,4247
65.930.239/0001-06,1,65.930.239/0001-06,10938140.1,65930239000106,0,4252,4247
62.803.136/0001-97,1,62.803.136/0001-97,10928536.8,62803136000197,0,4252,4247
61.872.284/0001-09,1,61.872.284/0001-09,10928450.82,61872284000109,0,4252,4247
45.145.516/0001-62,1,45.145.516/0001-62,10899197.93,45145516000162,0,4252,4247
62.917.185/0001-50,1,62.917.185/0001-50,10876586.11,62917185000150,0,4252,4247
66.572.273/0001-19,1,66.572.273/0001-19,10872098.17,66572273000119,0,4252,4247
58.003.612/0001-18,1,58.003.612/0001-18,10857987.06,58003612000118,0,4252,4247
32.525.711/0001-76,1,32.525.711/0001-76,10845384.46,32525711000176,0,4252,4247
57.570.843/0001-40,1,57.570.843/0001-40,10836566.83,57570843000140,0,4252,4247
66.687.599/0001-91,1,66.687.599/0001-91,10813271.44,66687599000191,0,4252,4247
52.259.737/0001-27,1,52.259.737/0001-27,10811809.94,52259737000127,0,4252,4247
60.252.007/0001-22,1,60.252.007/0001-22,10781743.25,60252007000122,0,4252,4247
59.677.032/0001-79,1,59.677.032/0001-79,10744563.49,59677032000179,0,4252,4247
63.453.654/0001-90,1,63.453.654/0001-90,10743224.69,63453654000190,0,4252,4247
61.969.359/0001-66,1,61.969.359/0001-66,10713278.0,61969359000166,0,4252,4247
53.190.018/0001-60,1,53.190.018/0001-60,10696902.12,53190018000160,0,4252,4247
63.670.894/0001-47,1,63.670.894/0001-47,10681843.6,63670894000147,0,4252,4247
36.232.996/0001-08,1,36.232.996/0001-08,10652712.29,36232996000108,0,4252,4247
65.229.170/0001-98,1,65.229.170/0001-98,10573146.23,65229170000198,0,4252,4247
27.938.258/0001-90,1,27.938.258/0001-90,10537158.22,27938258000190,0,4252,4247
65.276.225/0001-10,1,65.276.225/0001-10,10533243.08,65276225000110,0,4252,4247
51.768.553/0001-20,1,51.768.553/0001-20,10531865.3,51768553000120,0,4252,4247
20.147.269/0001-02,1,20.147.269/0001-02,10531282.17,20147269000102,0,4252,4247
63.834.653/0001-96,1,63.834.653/0001-96,10512600.75,63834653000196,0,4252,4247
62.144.317/0001-59,1,62.144.317/0001-59,10511096.03,62144317000159,0,4252,4247
53.505.712/0001-29,1,53.505.712/0001-29,10484431.47,53505712000129,0,4252,4247
62.881.088/0001-55,1,62.881.088/0001-55,10479958.75,62881088000155,0,4252,4247
51.901.421/0001-24,1,51.901.421/0001-24,10478235.81,51901421000124,0,4252,4247
60.707.702/0001-31,1,60.707.702/0001-31,10450722.15,60707702000131,0,4252,4247
60.358.670/0001-06,1,60.358.670/0001-06,10431841.67,60358670000106,0,4252,4247
63.114.707/0001-49,1,63.114.707/0001-49,10397612.63,63114707000149,0,4252,4247
34.027.549/0001-91,1,34.027.549/0001-91,10397082.63,34027549000191,0,4252,4247
64.633.435/0001-56,1,64.633.435/0001-56,10366775.35,64633435000156,0,4252,4247
59.388.724/0001-05,1,59.388.724/0001-05,10342072.19,59388724000105,0,4252,4247
43.164.614/0001-11,1,43.164.614/0001-11,10329436.86,43164614000111,0,4252,4247
63.190.032/0001-17,1,63.190.032/0001-17,10327356.78,63190032000117,0,4252,4247
37.654.045/0001-90,1,37.654.045/0001-90,10320525.96,37654045000190,0,4252,4247
50.013.376/0001-09,1,50.013.376/0001-09,10313907.05,50013376000109,0,4252,4247
59.151.364/0001-15,1,59.151.364/0001-15,10307772.38,59151364000115,0,4252,4247
51.781.164/0001-34,1,51.781.164/0001-34,10293223.8,51781164000134,0,4252,4247
61.432.659/0001-01,1,61.432.659/0001-01,10288255.85,61432659000101,0,4252,4247
32.969.493/0001-69,1,32.969.493/0001-69,10286538.34,32969493000169,0,4252,4247
26.704.185/0001-09,1,26.704.185/0001-09,10281201.19,26704185000109,0,4252,4247
29.550.273/0001-91,1,29.550.273/0001-91,10269090.05,29550273000191,0,4252,4247
48.982.247/0001-87,1,48.982.247/0001-87,10258596.15,48982247000187,0,4252,4247
65.343.982/0001-60,1,65.343.982/0001-60,10230926.52,65343982000160,0,4252,4247
65.619.110/0001-81,1,65.619.110/0001-81,10223427.38,65619110000181,0,4252,4247
57.620.020/0001-82,1,57.620.020/0001-82,10198775.16,57620020000182,0,4252,4247
64.171.337/0001-44,1,64.171.337/0001-44,10185974.95,64171337000144,0,4252,4247
59.827.367/0001-26,1,59.827.367/0001-26,10182056.72,59827367000126,0,4252,4247
55.471.175/0001-79,1,55.471.175/0001-79,10136817.94,55471175000179,0,4252,4247
65.424.072/0001-01,1,65.424.072/0001-01,10128616.91,65424072000101,0,4252,4247
63.951.472/0001-40,1,63.951.472/0001-40,10118164.95,63951472000140,0,4252,4247
42.196.361/0001-03,1,42.196.361/0001-03,10110104.76,42196361000103,0,4252,4247
58.114.784/0001-69,1,58.114.784/0001-69,10109647.41,58114784000169,0,4252,4247
54.229.058/0001-30,1,54.229.058/0001-30,10109054.42,54229058000130,0,4252,4247
66.039.743/0001-83,1,66.039.743/0001-83,10105258.81,66039743000183,0,4252,4247
61.350.212/0001-93,1,61.350.212/0001-93,10082534.85,61350212000193,0,4252,4247
61.896.279/0001-28,1,61.896.279/0001-28,10060684.52,61896279000128,0,4252,4247
64.145.940/0001-51,1,64.145.940/0001-51,10057435.9,64145940000151,0,4252,4247
41.341.232/0001-90,1,41.341.232/0001-90,10032658.15,41341232000190,0,4252,4247
60.499.242/0001-01,1,60.499.242/0001-01,9991597.59,60499242000101,0,4252,4247
66.733.422/0001-84,1,66.733.422/0001-84,9971736.03,66733422000184,0,4252,4247
67.228.182/0001-23,1,67.228.182/0001-23,9963830.64,67228182000123,0,4252,4247
59.656.036/0001-70,1,59.656.036/0001-70,9949036.05,59656036000170,0,4252,4247
18.593.058/0001-51,1,18.593.058/0001-51,9937104.63,18593058000151,0,4252,4247
63.757.872/0001-19,1,63.757.872/0001-19,9884999.38,63757872000119,0,4252,4247
58.493.475/0001-47,1,58.493.475/0001-47,9880932.9,58493475000147,0,4252,4247
28.536.554/0001-27,1,28.536.554/0001-27,9879439.6,28536554000127,0,4252,4247
14.038.410/0001-36,1,14.038.410/0001-36,9798564.87,14038410000136,0,4252,4247
61.747.497/0001-09,1,61.747.497/0001-09,9757005.15,61747497000109,0,4252,4247
58.528.148/0001-83,1,58.528.148/0001-83,9755252.75,58528148000183,0,4252,4247
65.343.842/0001-91,1,65.343.842/0001-91,9727905.03,65343842000191,0,4252,4247
52.315.385/0001-80,1,52.315.385/0001-80,9725700.45,52315385000180,0,4252,4247
65.953.609/0001-20,1,65.953.609/0001-20,9724797.08,65953609000120,0,4252,4247
43.023.990/0001-96,1,43.023.990/0001-96,9715915.59,43023990000196,0,4252,4247
51.290.276/0001-92,1,51.290.276/0001-92,9660950.56,51290276000192,0,4252,4247
42.196.346/0001-57,1,42.196.346/0001-57,9654195.96,42196346000157,0,4252,4247
26.689.692/0001-10,1,26.689.692/0001-10,9621345.99,26689692000110,0,4252,4247
42.299.351/0001-95,1,42.299.351/0001-95,9582642.62,42299351000195,0,4252,4247
38.315.067/0001-98,1,38.315.067/0001-98,9538410.36,38315067000198,0,4252,4247
26.861.630/0001-44,1,26.861.630/0001-44,9514464.38,26861630000144,0,4252,4247
59.891.249/0001-87,1,59.891.249/0001-87,9510489.76,59891249000187,0,4252,4247
48.327.323/0001-10,1,48.327.323/0001-10,9497506.86,48327323000110,0,4252,4247
41.755.724/0001-22,1,41.755.724/0001-22,9486590.13,41755724000122,0,4252,4247
66.931.093/0001-86,1,66.931.093/0001-86,9481938.72,66931093000186,0,4252,4247
55.609.516/0001-20,1,55.609.516/0001-20,9480719.24,55609516000120,0,4252,4247
40.211.684/0001-95,1,40.211.684/0001-95,9445782.23,40211684000195,0,4252,4247
63.398.882/0001-05,1,63.398.882/0001-05,9433863.0,63398882000105,0,4252,4247
49.000.918/0001-20,1,49.000.918/0001-20,9426720.98,49000918000120,0,4252,4247
36.517.586/0001-03,1,36.517.586/0001-03,9402563.58,36517586000103,0,4252,4247
47.151.680/0001-08,1,47.151.680/0001-08,9399387.71,47151680000108,0,4252,4247
38.075.044/0001-53,1,38.075.044/0001-53,9392841.39,38075044000153,0,4252,4247
66.587.464/0001-54,1,66.587.464/0001-54,9381044.91,66587464000154,0,4252,4247
61.955.311/0001-07,1,61.955.311/0001-07,9356450.29,61955311000107,0,4252,4247
63.823.888/0001-82,1,63.823.888/0001-82,9343871.55,63823888000182,0,4252,4247
23.293.595/0001-16,1,23.293.595/0001-16,9334089.39,23293595000116,0,4252,4247
50.555.970/0001-21,1,50.555.970/0001-21,9297263.66,50555970000121,0,4252,4247
63.393.491/0001-06,1,63.393.491/0001-06,9282501.89,63393491000106,0,4252,4247
35.265.104/0001-02,1,35.265.104/0001-02,9281337.15,35265104000102,0,4252,4247
47.968.593/0001-48,1,47.968.593/0001-48,9266146.58,47968593000148,0,4252,4247
62.194.613/0001-64,1,62.194.613/0001-64,9254177.64,62194613000164,0,4252,4247
67.056.152/0001-87,1,67.056.152/0001-87,9241722.0,67056152000187,0,4252,4247
58.238.421/0001-35,1,58.238.421/0001-35,9234188.59,58238421000135,0,4252,4247
45.829.761/0001-99,1,45.829.761/0001-99,9199901.9,45829761000199,0,4252,4247
57.025.352/0001-19,1,57.025.352/0001-19,9197449.54,57025352000119,0,4252,4247
64.191.668/0001-46,1,64.191.668/0001-46,9185888.76,64191668000146,0,4252,4247
56.944.509/0001-47,1,56.944.509/0001-47,9184152.03,56944509000147,0,4252,4247
51.920.831/0001-12,1,51.920.831/0001-12,9170322.0,51920831000112,0,4252,4247
66.831.288/0001-54,1,66.831.288/0001-54,9108694.7,66831288000154,0,4252,4247
52.363.837/0001-07,1,52.363.837/0001-07,8994320.41,52363837000107,0,4252,4247
39.851.520/0001-43,1,39.851.520/0001-43,8990118.46,39851520000143,0,4252,4247
65.303.945/0001-28,1,65.303.945/0001-28,8983362.5,65303945000128,0,4252,4247
57.074.057/0001-52,1,57.074.057/0001-52,8982384.83,57074057000152,0,4252,4247
64.656.407/0001-54,1,64.656.407/0001-54,8961875.05,64656407000154,0,4252,4247
59.815.957/0001-39,1,59.815.957/0001-39,8938486.84,59815957000139,0,4252,4247
51.477.774/0001-49,1,51.477.774/0001-49,8916832.04,51477774000149,0,4252,4247
58.902.072/0001-04,1,58.902.072/0001-04,8911165.47,58902072000104,0,4252,4247
53.033.766/0001-39,1,53.033.766/0001-39,8907561.54,53033766000139,0,4252,4247
59.744.260/0001-14,1,59.744.260/0001-14,8893864.74,59744260000114,0,4252,4247
20.997.818/0001-38,1,20.997.818/0001-38,8891960.55,20997818000138,0,4252,4247
59.903.473/0001-41,1,59.903.473/0001-41,8883278.92,59903473000141,0,4252,4247
53.271.925/0001-33,1,53.271.925/0001-33,8864475.21,53271925000133,0,4252,4247
53.314.685/0001-07,1,53.314.685/0001-07,8852771.16,53314685000107,0,4252,4247
44.173.345/0001-12,1,44.173.345/0001-12,8825947.95,44173345000112,0,4252,4247
61.385.760/0001-59,1,61.385.760/0001-59,8813482.14,61385760000159,0,4252,4247
59.695.914/0001-67,1,59.695.914/0001-67,8810854.93,59695914000167,0,4252,4247
29.292.189/0001-15,1,29.292.189/0001-15,8755587.75,29292189000115,0,4252,4247
23.884.789/0001-96,1,23.884.789/0001-96,8749676.22,23884789000196,0,4252,4247
17.043.211/0001-04,1,17.043.211/0001-04,8741201.21,17043211000104,0,4252,4247
47.512.805/0001-88,1,47.512.805/0001-88,8733860.73,47512805000188,0,4252,4247
61.328.619/0001-14,1,61.328.619/0001-14,8720625.14,61328619000114,0,4252,4247
59.291.327/0001-02,1,59.291.327/0001-02,8715997.3,59291327000102,0,4252,4247
55.485.102/0001-36,1,55.485.102/0001-36,8693314.67,55485102000136,0,4252,4247
60.604.288/0001-35,1,60.604.288/0001-35,8663569.99,60604288000135,0,4252,4247
41.537.932/0001-55,1,41.537.932/0001-55,8653492.27,41537932000155,0,4252,4247
22.003.571/0001-12,1,22.003.571/0001-12,8643789.7,22003571000112,0,4252,4247
60.779.517/0001-52,1,60.779.517/0001-52,8607766.93,60779517000152,0,4252,4247
63.529.345/0001-57,1,63.529.345/0001-57,8604179.69,63529345000157,0,4252,4247
62.730.534/0001-20,1,62.730.534/0001-20,8598544.65,62730534000120,0,4252,4247
46.082.697/0001-98,1,46.082.697/0001-98,8593039.08,46082697000198,0,4252,4247
41.820.715/0001-78,1,41.820.715/0001-78,8543083.31,41820715000178,0,4252,4247
27.944.815/0001-85,1,27.944.815/0001-85,8538562.0,27944815000185,0,4252,4247
40.101.938/0001-12,1,40.101.938/0001-12,8529515.75,40101938000112,0,4252,4247
64.112.934/0001-06,1,64.112.934/0001-06,8509682.72,64112934000106,0,4252,4247
19.476.304/0001-58,1,19.476.304/0001-58,8495589.36,19476304000158,0,4252,4247
53.848.229/0001-47,1,53.848.229/0001-47,8468782.14,53848229000147,0,4252,4247
52.607.408/0001-20,1,52.607.408/0001-20,8464769.52,52607408000120,0,4252,4247
61.575.850/0001-02,1,61.575.850/0001-02,8405967.09,61575850000102,0,4252,4247
61.177.258/0001-52,1,61.177.258/0001-52,8397394.42,61177258000152,0,4252,4247
57.585.113/0001-13,1,57.585.113/0001-13,8391088.6,57585113000113,0,4252,4247
63.809.103/0001-17,1,63.809.103/0001-17,8386842.08,63809103000117,0,4252,4247
42.518.113/0001-23,1,42.518.113/0001-23,8381408.21,42518113000123,0,4252,4247
18.289.873/0001-21,1,18.289.873/0001-21,8372486.84,18289873000121,0,4252,4247
47.669.450/0001-35,1,47.669.450/0001-35,8321739.71,47669450000135,0,4252,4247
60.696.527/0001-24,1,60.696.527/0001-24,8295959.24,60696527000124,0,4252,4247
58.821.092/0001-50,1,58.821.092/0001-50,8290810.53,58821092000150,0,4252,4247
51.943.508/0001-64,1,51.943.508/0001-64,8274713.3,51943508000164,0,4252,4247
55.619.752/0001-27,1,55.619.752/0001-27,8247082.33,55619752000127,0,4252,4247
39.611.075/0001-44,1,39.611.075/0001-44,8202690.61,39611075000144,0,4252,4247
45.525.103/0001-03,1,45.525.103/0001-03,8197130.73,45525103000103,0,4252,4247
55.819.223/0001-77,1,55.819.223/0001-77,8188729.29,55819223000177,0,4252,4247
46.075.403/0001-09,1,46.075.403/0001-09,8179204.88,46075403000109,0,4252,4247
60.572.029/0001-70,1,60.572.029/0001-70,8134829.85,60572029000170,0,4252,4247
48.900.092/0001-92,1,48.900.092/0001-92,8117918.08,48900092000192,0,4252,4247
42.031.108/0001-91,1,42.031.108/0001-91,8103058.35,42031108000191,0,4252,4247
20.997.817/0001-93,1,20.997.817/0001-93,8097645.78,20997817000193,0,4252,4247
53.337.522/0001-40,1,53.337.522/0001-40,8042936.76,53337522000140,0,4252,4247
65.815.236/0001-21,1,65.815.236/0001-21,8026781.6,65815236000121,0,4252,4247
61.918.781/0001-92,1,61.918.781/0001-92,8025527.26,61918781000192,0,4252,4247
51.253.601/0001-47,1,51.253.601/0001-47,7996909.22,51253601000147,0,4252,4247
42.288.547/0001-84,1,42.288.547/0001-84,7984608.63,42288547000184,0,4252,4247
63.464.230/0001-21,1,63.464.230/0001-21,7980714.35,63464230000121,0,4252,4247
54.389.836/0001-59,1,54.389.836/0001-59,7960617.24,54389836000159,0,4252,4247
64.190.935/0001-60,1,64.190.935/0001-60,7953868.49,64190935000160,0,4252,4247
55.331.747/0001-14,1,55.331.747/0001-14,7927538.83,55331747000114,0,4252,4247
51.869.304/0001-20,1,51.869.304/0001-20,7900397.08,51869304000120,0,4252,4247
35.686.610/0001-75,1,35.686.610/0001-75,7889438.61,35686610000175,0,4252,4247
58.059.847/0001-21,1,58.059.847/0001-21,7828090.0,58059847000121,0,4252,4247
51.137.439/0001-00,1,51.137.439/0001-00,7809993.72,51137439000100,0,4252,4247
55.726.318/0001-46,1,55.726.318/0001-46,7802220.57,55726318000146,0,4252,4247
42.321.262/0001-06,1,42.321.262/0001-06,7798485.16,42321262000106,0,4252,4247
60.675.473/0001-10,1,60.675.473/0001-10,7779727.48,60675473000110,0,4252,4247
61.176.663/0001-56,1,61.176.663/0001-56,7772707.13,61176663000156,0,4252,4247
64.104.040/0001-66,1,64.104.040/0001-66,7751640.8,64104040000166,0,4252,4247
61.917.809/0001-77,1,61.917.809/0001-77,7723069.63,61917809000177,0,4252,4247
49.878.868/0001-88,1,49.878.868/0001-88,7706379.26,49878868000188,0,4252,4247
64.383.142/0001-68,1,64.383.142/0001-68,7702482.02,64383142000168,0,4252,4247
43.444.591/0001-07,1,43.444.591/0001-07,7661363.89,43444591000107,0,4252,4247
61.866.286/0001-87,1,61.866.286/0001-87,7649613.92,61866286000187,0,4252,4247
54.020.246/0001-54,1,54.020.246/0001-54,7628825.79,54020246000154,0,4252,4247
61.543.748/0001-25,1,61.543.748/0001-25,7606357.3,61543748000125,0,4252,4247
55.411.764/0001-61,1,55.411.764/0001-61,7602162.98,55411764000161,0,4252,4247
52.203.615/0001-19,1,52.203.615/0001-19,7565917.92,52203615000119,0,4252,4247
66.940.344/0001-99,1,66.940.344/0001-99,7563727.32,66940344000199,0,4252,4247
35.449.141/0001-70,1,35.449.141/0001-70,7552870.62,35449141000170,0,4252,4247
58.599.510/0001-07,1,58.599.510/0001-07,7543745.13,58599510000107,0,4252,4247
54.604.036/0001-03,1,54.604.036/0001-03,7509814.17,54604036000103,0,4252,4247
55.752.712/0001-59,1,55.752.712/0001-59,7458862.57,55752712000159,0,4252,4247
56.073.102/0001-91,1,56.073.102/0001-91,7457165.83,56073102000191,0,4252,4247
37.910.672/0001-44,1,37.910.672/0001-44,7437647.54,37910672000144,0,4252,4247
41.820.379/0001-63,1,41.820.379/0001-63,7419185.17,41820379000163,0,4252,4247
20.649.717/0001-76,1,20.649.717/0001-76,7418763.49,20649717000176,0,4252,4247
60.809.123/0001-08,1,60.809.123/0001-08,7384405.43,60809123000108,0,4252,4247
62.435.419/0001-23,1,62.435.419/0001-23,7344142.21,62435419000123,0,4252,4247
44.272.660/0001-05,1,44.272.660/0001-05,7335727.71,44272660000105,0,4252,4247
55.328.569/0001-72,1,55.328.569/0001-72,7327136.26,55328569000172,0,4252,4247
37.511.729/0001-32,1,37.511.729/0001-32,7237961.01,37511729000132,0,4252,4247
50.477.529/0001-79,1,50.477.529/0001-79,7234928.23,50477529000179,0,4252,4247
49.466.992/0001-36,1,49.466.992/0001-36,7206102.7,49466992000136,0,4252,4247
59.448.501/0001-88,1,59.448.501/0001-88,7195163.26,59448501000188,0,4252,4247
51.982.989/0001-17,1,51.982.989/0001-17,7189778.28,51982989000117,0,4252,4247
62.082.498/0001-36,1,62.082.498/0001-36,7162196.07,62082498000136,0,4252,4247
60.741.989/0001-16,1,60.741.989/0001-16,7140345.37,60741989000116,0,4252,4247
53.314.518/0001-66,1,53.314.518/0001-66,7120520.84,53314518000166,0,4252,4247
49.261.110/0001-04,1,49.261.110/0001-04,7095852.85,49261110000104,0,4252,4247
56.034.650/0001-02,1,56.034.650/0001-02,7086834.17,56034650000102,0,4252,4247
41.163.552/0001-06,1,41.163.552/0001-06,7084851.62,41163552000106,0,4252,4247
63.915.937/0001-07,1,63.915.937/0001-07,7059067.26,63915937000107,0,4252,4247
36.359.698/0001-83,1,36.359.698/0001-83,7010781.48,36359698000183,0,4252,4247
60.811.152/0001-04,1,60.811.152/0001-04,7003962.69,60811152000104,0,4252,4247
43.616.659/0001-80,1,43.616.659/0001-80,7003747.49,43616659000180,0,4252,4247
64.029.467/0001-47,1,64.029.467/0001-47,6975706.18,64029467000147,0,4252,4247
59.060.623/0001-00,1,59.060.623/0001-00,6967783.68,59060623000100,0,4252,4247
62.193.694/0001-88,1,62.193.694/0001-88,6954245.32,62193694000188,0,4252,4247
49.959.636/0001-54,1,49.959.636/0001-54,6945992.19,49959636000154,0,4252,4247
62.215.593/0001-60,1,62.215.593/0001-60,6923768.47,62215593000160,0,4252,4247
63.697.245/0001-30,1,63.697.245/0001-30,6870649.41,63697245000130,0,4252,4247
48.885.265/0001-40,1,48.885.265/0001-40,6868846.31,48885265000140,0,4252,4247
40.365.928/0001-94,1,40.365.928/0001-94,6866419.07,40365928000194,0,4252,4247
60.935.683/0001-09,1,60.935.683/0001-09,6866393.79,60935683000109,0,4252,4247
64.895.700/0001-74,1,64.895.700/0001-74,6864894.75,64895700000174,0,4252,4247
62.838.279/0001-34,1,62.838.279/0001-34,6848609.65,62838279000134,0,4252,4247
62.164.403/0001-23,1,62.164.403/0001-23,6831366.56,62164403000123,0,4252,4247
30.178.001/0001-91,1,30.178.001/0001-91,6825995.54,30178001000191,0,4252,4247
66.869.706/0001-00,1,66.869.706/0001-00,6817591.34,66869706000100,0,4252,4247
61.263.184/0001-77,1,61.263.184/0001-77,6811058.49,61263184000177,0,4252,4247
29.152.752/0001-50,1,29.152.752/0001-50,6809130.08,29152752000150,0,4252,4247
61.817.344/0001-82,1,61.817.344/0001-82,6784783.24,61817344000182,0,4252,4247
