competencia,cnpj_fundo,denominacao,pl_brl,veiculos,tabela_i_carteira_brl,tabela_ii_total_brl,tabela_ii_reportada,gap_tabela_ii_menos_i_brl,gap_positivo_brl,gap_negativo_brl,rank_gap_positivo,share_gap_positivo,share_gap_positivo_acumulado
2023-12,14051028000162,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA,287693360.48,1,267609550.45,354723061.97,True,87113511.52000004,87113511.52000004,-0.0,59,0.0016850260682329682,0.8209760023820695
2023-12,49691846000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS III,11241861.07,1,4880885.71,83617510.23,True,78736624.52000001,78736624.52000001,-0.0,60,0.001522992960861315,0.8224989953429308
2023-12,37457367000149,POSITIVO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,328962768.83,1,311753224.15,390423288.17,True,78670064.02000004,78670064.02000004,-0.0,61,0.0015217054891975327,0.8240207008321283
2023-12,13509993000173,POLO MULTISETORIAL CLASSE DE INVESTIMENTO DE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LIMITADA,37255311.91,1,0.0,78558451.79,True,78558451.79,78558451.79,-0.0,62,0.0015195465873945617,0.8255402474195229
2023-12,21093180000173,FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,122364925.57,1,106472795.02,183585417.42,True,77112622.39999999,77112622.39999999,-0.0,63,0.0014915800851854517,0.8270318275047084
2023-12,23521077000102,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,400244457.22,1,367665991.57,442729876.55,True,75063884.98000002,75063884.98000002,-0.0,64,0.0014519516062109618,0.8284837791109193
2023-12,48963423000133,PINTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,32731852.93,1,0.0,74607806.82,True,74607806.82,74607806.82,-0.0,65,0.0014431297417798015,0.8299269088526992
2023-12,13344834000166,INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II,-30154860.52,1,27474572.83,101746506.77,True,74271933.94,74271933.94,-0.0,66,0.001436632993473627,0.8313635418461728
2023-12,24814759000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAIS LOTES - RESPONSABILIDADE LIMITADA,8055501.68,1,-9163275.13,63959115.39,True,73122390.52,73122390.52,-0.0,67,0.0014143975147807382,0.8327779393609536
2023-12,32999089000138,STRUCTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,514316038.28,1,485126185.99,557647456.23,True,72521270.24000001,72521270.24000001,-0.0,68,0.0014027701182463793,0.8341807094792
2023-12,41240074000182,NACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3509517.74,1,2766995.11,73500393.38,True,70733398.27,70733398.27,-0.0,69,0.0013681875279736705,0.8355488970071736
2023-12,47669805000196,GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,280291304.52,1,232119588.38,302060859.81,True,69941271.43,69941271.43,-0.0,70,0.0013528655147582976,0.8369017625219319
2023-12,23033577000103,ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60767216.37,1,40230193.89,109822562.36,True,69592368.47,69592368.47,-0.0,71,0.0013461167271979582,0.8382478792491299
2023-12,42860938000121,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VII RESPONSABILIDADE LIMITADA,143809968.57,1,130080818.87,198658474.18,True,68577655.31,68577655.31,-0.0,72,0.0013264892538411243,0.8395743685029711
2023-12,35138000000137,CONTAÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,16524591.73,1,16931426.56,84466601.9,True,67535175.34,67535175.34,-0.0,73,0.001306324690452385,0.8408806931934234
2023-12,11989256000190,FIDC MULTISETORIAL MASTER II,1152279.45,1,0.0,67019628.95,True,67019628.95,67019628.95,-0.0,74,0.0012963525392742756,0.8421770457326977
2023-12,18593058000151,ZKR NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISSETORIAL,41928738.8,1,37932090.45,104077765.52,True,66145675.06999999,66145675.06999999,-0.0,75,0.0012794477555669254,0.8434564934882646
2023-12,29720595000131,DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,367542481.05,1,319564043.74,385069103.38,True,65505059.639999986,65505059.639999986,-0.0,76,0.0012670564091451426,0.8447235498974097
2023-12,37986018000114,RAPPICARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1668351.88,1,1141832.69,64715052.98,True,63573220.29,63573220.29,-0.0,77,0.0012296890753344643,0.8459532389727442
2023-12,10528349000154,CREDENCIAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,163501125.91,1,3579221.26,66558798.13,True,62979576.870000005,62979576.870000005,-0.0,78,0.0012182063027945777,0.8471714452755388
2023-12,09305307000175,AGRO BRASIL E PRECATÓRIOS FIDC NP,2124321.51,1,0.0,62503117.37,True,62503117.37,62503117.37,-0.0,79,0.0012089902045803191,0.8483804354801191
2023-12,47463403000130,ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,79022020.98,1,75285911.2,136723846.58,True,61437935.38000001,61437935.38000001,-0.0,80,0.0011883865187772256,0.8495688219988963
2023-12,35844801000118,NF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,18080088.71,1,22985886.17,83721731.04,True,60735844.870000005,60735844.870000005,-0.0,81,0.0011748060673527944,0.850743628066249
2023-12,22235997000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN,152191732.5,1,115599784.31,175919229.02,True,60319444.71000001,60319444.71000001,-0.0,82,0.0011667516896543902,0.8519103797559034
2023-12,28849649000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA A55 SAAS,8160638.19,1,3030646.06,63010497.63,True,59979851.57,59979851.57,-0.0,83,0.0011601829808110815,0.8530705627367146
2023-12,12144737000167,CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO,4322773.56,1,3703588.13,63039538.0,True,59335949.87,59335949.87,-0.0,84,0.001147728068468001,0.8542182908051825
2023-12,09266437000146,JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA,59000510.64,1,58886242.39,117772484.76,True,58886242.370000005,58886242.370000005,-0.0,85,0.001139029430939127,0.8553573202361217
2023-12,26758072000196,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA NOVERDE CRÉDITO PESSOAL,208545151.29,1,209056717.16,266192637.06,True,57135919.900000006,57135919.900000006,-0.0,86,0.0011051731560823065,0.8564624933922039
2023-12,32724252000150,RB CAPITAL CREDIT ALPHA STRATEGY I FIDC - RESPONSABILIDADE LIMITADA,1003697278.98,1,916004610.13,972743994.3,True,56739384.16999996,56739384.16999996,-0.0,87,0.0010975030136396791,0.8575599964058436
2023-12,15675220000192,MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,39713294.18,1,34142088.71,90879979.65,True,56737890.940000005,56737890.940000005,-0.0,88,0.0010974741302732312,0.8586574705361169
2023-12,45963809000157,PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO,93194294.73,1,85973555.97,142582804.81,True,56609248.84,56609248.84,-0.0,89,0.0010949858217641378,0.859752456357881
2023-12,47425887000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP,140033574.61,1,104470327.0,160541571.69,True,56071244.69,56071244.69,-0.0,90,0.0010845792728631741,0.8608370356307442
2023-12,31844721000101,PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMIT,143736679.79,1,143664591.9,199307986.39,True,55643394.48999998,55643394.48999998,-0.0,91,0.0010763034184323355,0.8619133390491766
2023-12,13767420000140,FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR,96323721.93,1,93205551.58,147690907.48,True,54485355.89999999,54485355.89999999,-0.0,92,0.0010539036186983787,0.862967242667875
2023-12,25248974000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VI - RESPONSABILIDADE LIMITADA,20903762.93,1,20324806.51,74487014.43,True,54162207.92,54162207.92,-0.0,93,0.0010476530065867112,0.8640148956744617
2023-12,17250006000110,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,2326713114.44,1,1966424365.79,2020320614.57,True,53896248.77999997,53896248.77999997,-0.0,94,0.001042508591258189,0.8650574042657199
2023-12,41970148000136,BERILO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,122845048.24,1,32545610.48,86056918.39,True,53511307.91,53511307.91,-0.0,95,0.00103506272678366,0.8660924669925035
2023-12,23293595000116,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIER,136601205.28,1,132013200.01,185471544.57,True,53458344.55999999,53458344.55999999,-0.0,96,0.0010340382631401474,0.8671265052556437
2023-12,20460014000103,FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,601871589.47,1,598344380.25,651647401.37,True,53303021.120000005,53303021.120000005,-0.0,97,0.001031033860713464,0.8681575391163572
2023-12,26142903000109,AUSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO IMOBILIÁRIO,39265429.67,1,39147176.16,92232616.84,True,53085440.68000001,53085440.68000001,-0.0,98,0.0010268252287005827,0.8691843643450577
2023-12,10740479000156,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAIXA HABITAÇÃO,5082657.0,1,0.0,52672329.05,True,52672329.05,52672329.05,-0.0,99,0.001018834460638381,0.8702031988056961
2023-12,17012639000190,FIDEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,17926748.46,1,0.0,52350196.96,True,52350196.96,52350196.96,-0.0,100,0.0010126034987635434,0.8712158023044596
2023-12,36771685000117,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL I DE RESPONSABILIDADE LIMITADA,311997738.66,1,298982355.62,351149381.73,True,52167026.110000014,52167026.110000014,-0.0,101,0.0010090604472689482,0.8722248627517285
2023-12,37035913000153,RECARGAPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPRÉSTIMOS I,100921875.69,1,79719253.37,131836148.03,True,52116894.66,52116894.66,-0.0,102,0.0010080907607230333,0.8732329535124516
2023-12,27635225000170,ÔNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,5315616.9,1,4532021.65,56409855.42999999,True,51877833.779999994,51877833.779999994,-0.0,103,0.001003466635169304,0.8742364201476208
2023-12,43104450000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALOHA II,30763396.97,1,28592776.72,80355264.98,True,51762488.260000005,51762488.260000005,-0.0,104,0.0010012355207914933,0.8752376556684123
2023-12,32321307000180,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA,4988736662.79,1,1235200617.02,1286962886.13,True,51762269.11000013,51762269.11000013,-0.0,105,0.0010012312817996745,0.8762388869502119
2023-12,09220444000107,DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,23000839.55,1,21549396.68,72575503.5,True,51026106.82,51026106.82,-0.0,106,0.0009869917840747376,0.8772258787342866
2023-12,10841829000170,SPREADSUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37078952.49,1,28666297.090000004,79374832.18,True,50708535.09,50708535.09,-0.0,107,0.0009808490326892539,0.8782067277669758
2023-12,40677194000189,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VIII RESPONSABILIDADE LIMITADA,292772904.8,1,245020960.69,294654200.79,True,49633240.100000024,49633240.100000024,-0.0,108,0.0009600497323559836,0.8791667774993318
2023-12,27151223000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VII - RESPONSABILIDADE LIMITAD,118105893.58,1,114267970.09,163176899.62,True,48908929.53,48908929.53,-0.0,109,0.0009460394810109151,0.8801128169803427
