competencia,cnpj_fundo,denominacao,pl_brl,veiculos,tabela_i_carteira_brl,tabela_ii_total_brl,tabela_ii_reportada,gap_tabela_ii_menos_i_brl,gap_positivo_brl,gap_negativo_brl,rank_gap_positivo,share_gap_positivo,share_gap_positivo_acumulado
2026-06,61591473000103,WH1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,17237770.44,1,14756407.65,17533656.0,True,2777248.3499999996,2777248.3499999996,-0.0,886,4.595646432847182e-05,0.9903246531265907
2026-06,16874770000101,VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,544173830.69,1,641899333.22,644667449.8299999,True,2768116.609999895,2768116.609999895,-0.0,887,4.580535703424238e-05,0.9903704584836249
2026-06,35178750000132,DIVICASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,11170610.54,1,11816053.22,14568442.68,True,2752389.459999999,2752389.459999999,-0.0,888,4.554511231829584e-05,0.9904160035959432
2026-06,47463387000186,SOLDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,19815754.72,1,19654071.07,22404878.36,True,2750807.289999999,2750807.289999999,-0.0,889,4.551893139026807e-05,0.9904615225273334
2026-06,45525150000157,CITRINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,14016776.04,1,5880166.47,8629721.33,True,2749554.8600000003,2749554.8600000003,-0.0,890,4.549820682862819e-05,0.9905070207341621
2026-06,50519168000186,STRUTTURA AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LTDA,78290.63,1,0.0,2742465.0,True,2742465.0,2742465.0,-0.0,891,4.538088750492281e-05,0.990552401621667
2026-06,54427293000117,FOCO CAPITAL FIAGRO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,14272011.06,1,11582604.28,14309320.59,True,2726716.3100000005,2726716.3100000005,-0.0,892,4.512028635623363e-05,0.9905975219080233
2026-06,58188881000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT CARTÃO CONSIGNADO I,68107152.92,1,58831617.15,61547397.45,True,2715780.3000000045,2715780.3000000045,-0.0,893,4.493932293844615e-05,0.9906424612309618
2026-06,56095121000119,HUNTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,5655435.02,1,5126312.35,7838248.61,True,2711936.2600000007,2711936.2600000007,-0.0,894,4.487571375954885e-05,0.9906873369447213
2026-06,42357817000161,CONCRETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESP LIMITADA,46452202.63,1,43389589.92,46074112.55,True,2684522.629999995,2684522.629999995,-0.0,895,4.442208723774025e-05,0.9907317590319591
2026-06,15586793000140,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA,197994246.37,1,151595464.21,154279415.72,True,2683951.5099999905,2683951.5099999905,-0.0,896,4.441263664038639e-05,0.9907761716685994
2026-06,48885265000140,WONEBANK 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6868846.31,1,4638095.39,7319908.28,True,2681812.8900000006,2681812.8900000006,-0.0,897,4.437724786655143e-05,0.990820548916466
2026-06,52997828000160,USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA,75701835.1,1,72757231.4,75421699.12,True,2664467.719999999,2664467.719999999,-0.0,898,4.40902289953812e-05,0.9908646391454614
2026-06,43721713000157,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,343317985.5,1,243988916.6,246629115.1,True,2640198.5,2640198.5,-0.0,899,4.3688634538331736e-05,0.9909083277799997
2026-06,60647052000186,NEW TRADE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,144706304.81,1,118522344.8,121154134.66999999,True,2631789.86999999,2631789.86999999,-0.0,900,4.354949289309616e-05,0.9909518772728928
2026-06,52298532000150,IOX REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,297885563.73,1,261452444.57,264083814.05,True,2631369.480000019,2631369.480000019,-0.0,901,4.3542536497555336e-05,0.9909954198093903
2026-06,55257461000136,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,210746904.77,1,194299639.44,196907197.12,True,2607557.680000007,2607557.680000007,-0.0,902,4.314851118926872e-05,0.9910385683205796
2026-06,24552987000115,NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,101456182.22,1,80961932.96,83568519.44,True,2606586.480000004,2606586.480000004,-0.0,903,4.313244027571288e-05,0.9910817007608553
2026-06,54478603000122,NOVALAR-ELETRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,28076452.27,1,21970238.69,24575433.3,True,2605194.6099999994,2605194.6099999994,-0.0,904,4.310940833332102e-05,0.9911248101691886
2026-06,52165424000100,VOLTZ SUPPLY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53400755.65,1,42454034.99,45052190.77,True,2598155.780000001,2598155.780000001,-0.0,905,4.2992933427571556e-05,0.9911678031026162
2026-06,63428663000121,INFINITO FDC CLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO RESP LIMITADA,49319441.2,1,41061469.77,43650209.36,True,2588739.589999996,2588739.589999996,-0.0,906,4.2837119202370796e-05,0.9912106402218186
2026-06,43023990000196,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CB,9715915.59,1,9471148.66,12042942.99,True,2571794.33,2571794.33,-0.0,907,4.2556717834330914e-05,0.991253196939653
2026-06,45383797000191,NICE 2TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4516734.69,1,4896962.59,7459721.85,True,2562759.26,2562759.26,-0.0,908,4.240721018509232e-05,0.9912956041498381
2026-06,26405908000179,ZONDA - VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP,119287550.34,1,112706027.56,115264946.02,True,2558918.4599999934,2558918.4599999934,-0.0,909,4.2343654620033444e-05,0.9913379478044582
2026-06,37608798000169,OG CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,110085265.28,1,83877837.65,86428954.6,True,2551116.949999988,2551116.949999988,-0.0,910,4.221455928146804e-05,0.9913801623637396
2026-06,62433229000177,REDWOOD CC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,20917774.45,1,10107049.97,12645343.02,True,2538293.049999999,2538293.049999999,-0.0,911,4.200235603975889e-05,0.9914221647197794
2026-06,22061694000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BREOF REAL ESTATE CREDIT RESPONSABILIDADE LIMITADA,1935803.45,1,309671.97,2835521.59,True,2525849.62,2525849.62,-0.0,912,4.1796448618149015e-05,0.9914639611683975
2026-06,62323195000168,FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,223298358.63,1,207752716.29,210258907.82,True,2506191.530000001,2506191.530000001,-0.0,913,4.1471156747203856e-05,0.9915054323251448
2026-06,50491214000186,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,710016994.04,1,706727219.05,709228406.01,True,2501186.960000038,2501186.960000038,-0.0,914,4.138834372017203e-05,0.9915468206688649
2026-06,62431397000123,BMJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,15919258.07,1,13406435.15,15906435.15,True,2500000.0,2500000.0,-0.0,915,4.136870252211314e-05,0.991588189371387
2026-06,12712606000139,IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56986175.36,1,50278911.13,52770565.7,True,2491654.5700000003,2491654.5700000003,-0.0,916,4.12306066776775e-05,0.9916294199780648
2026-06,29720600000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXUS,21059501.0,1,17342651.880000003,19817145.51,True,2474493.629999999,2474493.629999999,-0.0,917,4.0946636348933546e-05,0.9916703666144137
2026-06,53210273000127,MARIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,81982249.81,1,79302670.54,81764950.75,True,2462280.2099999934,2462280.2099999934,-0.0,918,4.0744535013430404e-05,0.9917111111494271
2026-06,29720582000162,SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191641668.27,1,173614744.92,176062381.67000002,True,2447636.75000003,2447636.75000003,-0.0,919,4.050222263717722e-05,0.9917516133720643
2026-06,15558603000180,PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,80162367.58,1,41161893.33,43600833.15,True,2438939.8200000003,2438939.8200000003,-0.0,920,4.0358310353166474e-05,0.9917919716824175
2026-06,50309743000116,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,20054572.62,1,18569623.76,20998273.63,True,2428649.8699999973,2428649.8699999973,-0.0,921,4.018803760095946e-05,0.9918321597200185
2026-06,23426441000155,MULTIPLIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,219922398.37,1,218038077.62,220457745.33,True,2419667.7100000083,2419667.7100000083,-0.0,922,4.003940547894123e-05,0.9918721991254974
2026-06,33490076000100,ASSET BANK - II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,121694729.51,1,114678071.18,117088786.07,True,2410714.8899999857,2410714.8899999857,-0.0,923,3.9891258860015246e-05,0.9919120903843575
2026-06,59510243000112,ADEMICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,104937430.16,1,85648918.37,88039120.6,True,2390202.2299999893,2390202.2299999893,-0.0,924,3.9551826008224406e-05,0.9919516422103657
2026-06,53167385000142,RELAUREA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTO DE RESPONSABILIDADE LIMITADA,21180337.85,1,20599006.39,22987591.14,True,2388584.75,2388584.75,-0.0,925,3.9525060788642395e-05,0.9919911672711543
2026-06,55843467000195,CONSIGNADOS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,280182298.79,1,276540885.7,278917929.92,True,2377044.2200000286,2377044.2200000286,-0.0,926,3.933409408763586e-05,0.992030501365242
2026-06,23077070000143,CHEHOHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,3269681.96,1,1862428.5,4223157.41,True,2360728.91,2360728.91,-0.0,927,3.9064116805256965e-05,0.9920695654820472
2026-06,54776530000155,FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,16999152.59,1,13213408.6,15570782.49,True,2357373.8900000006,2357373.8900000006,-0.0,928,3.900859967552268e-05,0.9921085740817227
2026-06,58482694000120,BLIPS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,77002193.99,1,71869551.81,74224434.98,True,2354883.170000002,2354883.170000002,-0.0,929,3.8967384533624345e-05,0.9921475414662563
2026-06,64509633000102,AMETISTA CONSIGNADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3269222.54,1,3282067.52,5634217.86,True,2352150.3400000003,2352150.3400000003,-0.0,930,3.892216308109892e-05,0.9921864636293374
2026-06,41649927000134,LIBER CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,25500509.07,1,6340594.010000001,8691333.2,True,2350739.1899999985,2350739.1899999985,-0.0,931,3.889881210327326e-05,0.9922253624414407
2026-06,46557432000107,ACELERA CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4300306.27,1,1931896.58,4279010.87,True,2347114.29,2347114.29,-0.0,932,3.883882913936432e-05,0.99226420127058
2026-06,26452257000178,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61376674.17,1,58507961.7,60850858.65,True,2342896.9499999955,2342896.9499999955,-0.0,933,3.8769042785806407e-05,0.9923029703133658
2026-06,45512077000189,ALEVI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4397410.12,1,0.0,2335733.65,True,2335733.65,2335733.65,-0.0,934,3.865050821509581e-05,0.9923416208215808
2026-06,55122381000173,FUTURO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,74029724.67,1,71548013.34,73882103.39,True,2334090.049999997,2334090.049999997,-0.0,935,3.862331077530963e-05,0.9923802441323561
2026-06,29242916000130,JUNTOS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6168787.26,1,4506840.35,6840431.75,True,2333591.4000000004,2333591.4000000004,-0.0,936,3.8615059373904626e-05,0.99241885919173
2026-06,43290912000158,SDL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,176865601.4,1,124491692.52,126812482.42,True,2320789.900000006,2320789.900000006,-0.0,937,3.840322679576998e-05,0.9924572624185258
2026-06,57691078000117,MENTORE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,106952.59,1,260278.03,2580825.02,True,2320546.99,2320546.99,-0.0,938,3.839920724715803e-05,0.992495661625773
2026-06,53125630000159,AGROVITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,22518960.57,1,21332547.52,23648883.13,True,2316335.6099999994,2316335.6099999994,-0.0,939,3.832951951658699e-05,0.9925339911452895
2026-06,45121179000173,EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS,204503477.54,1,197526049.36,199838184.71,True,2312135.349999994,2312135.349999994,-0.0,940,3.8260015794004684e-05,0.9925722511610835
2026-06,23773276000108,URBANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,160242652.43,1,53639177.35,55945874.449999996,True,2306697.099999994,2306697.099999994,-0.0,941,3.8170026455408335e-05,0.992610421187539
2026-06,40750266000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,1701914787.69,1,1636235860.48,1638536008.77,True,2300148.289999962,2300148.289999962,-0.0,942,3.806166014630226e-05,0.9926484828476853
2026-06,53110325000193,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIRETO RESPONSABILIDADE LIMITADA,224078725.96,1,175281867.37,177571166.53,True,2289299.1599999964,2289299.1599999964,-0.0,943,3.788213437366534e-05,0.9926863649820589
2026-06,52286780000181,THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,30024214.14,1,24101649.58,26385582.44,True,2283932.860000003,2283932.860000003,-0.0,944,3.779333562632769e-05,0.9927241583176852
2026-06,32302142000108,AVCALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,25802955.7,1,23788213.27,26071893.6,True,2283680.330000002,2283680.330000002,-0.0,945,3.77891568909485e-05,0.9927619474745761
2026-06,51292131000120,SPESI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL RESP LIMITADA,80680446.92,1,61084618.84,63327135.379999995,True,2242516.5399999917,2242516.5399999917,-0.0,946,3.7107999857671236e-05,0.9927990554744338
2026-06,60809123000108,QCX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7384405.43,1,7320613.1,9561865.14,True,2241252.040000001,2241252.040000001,-0.0,947,3.708707556793571e-05,0.9928361425500017
2026-06,37910672000144,SANTOFORTE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,7437647.54,1,5178096.87,7414217.68,True,2236120.8099999996,2236120.8099999996,-0.0,948,3.700216663695867e-05,0.9928731447166387
2026-06,63823888000182,VETBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,9343871.55,1,10397352.9,12631417.49,True,2234064.59,2234064.59,-0.0,949,3.696814137555866e-05,0.9929101128580142
2026-06,10338491000139,BELLUNO PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,98631056.6,1,90419431.16,92591963.57,True,2172532.4099999964,2172532.4099999964,-0.0,950,3.594993879557576e-05,0.9929460627968097
2026-06,32113780000172,PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,765710103.17,1,151752391.35,153922978.8,True,2170587.450000018,2170587.450000018,-0.0,951,3.591775460691315e-05,0.9929819805514166
2026-06,52531368000180,VALENTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,11053707.58,1,11039123.48,13199998.82,True,2160875.34,2160875.34,-0.0,952,3.5757043651132036e-05,0.9930177375950677
2026-06,41387466000179,3G BANK - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,27763941.86,1,27263680.6,29424025.27,True,2160344.669999998,2160344.669999998,-0.0,953,3.574826239938504e-05,0.9930534858574671
2026-06,56973948000188,TORONTO FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,54931339.38,1,22694109.39,24852484.07,True,2158374.6799999997,2158374.6799999997,-0.0,954,3.571566402727246e-05,0.9930892015214944
2026-06,36517586000103,NEXUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,9402563.58,1,6628567.55,8764534.89,True,2135967.340000001,2135967.340000001,-0.0,955,3.5344878994163737e-05,0.9931245464004885
2026-06,55728426000158,ISAAC CREDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,114276812.82,1,92913507.24,95048806.44,True,2135299.200000003,2135299.200000003,-0.0,956,3.533382296020252e-05,0.9931598802234487
2026-06,50995214000113,ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONDABILIDADE LIMITADA,262720747.07,1,222620638.95,224750813.88,True,2130174.930000007,2130174.930000007,-0.0,957,3.52490291996934e-05,0.9931951292526484
2026-06,48928851000125,SIMULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,17267586.41,1,16680550.49,18809692.9,True,2129142.4099999983,2129142.4099999983,-0.0,958,3.523194359460199e-05,0.993230361196243
2026-06,26208267000162,C&J FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,40544278.77,1,26589920.970000003,28700445.449999996,True,2110524.479999993,2110524.479999993,-0.0,959,3.4923863751502896e-05,0.9932652850599945
2026-06,31962973000135,CREDIHOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,25898147.95,1,25011620.78,27120638.77,True,2109017.9899999984,2109017.9899999984,-0.0,960,3.489893513683797e-05,0.9933001839951313
2026-06,42401957000190,ATIVOS ESPECIAIS III - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1161233853.38,1,1068573802.24,1070680947.29,True,2107145.0499999523,2107145.0499999523,-0.0,961,3.48679426977565e-05,0.9933350519378291
2026-06,35265104000102,DIANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,9281337.15,1,5347803.319999999,7447870.28,True,2100066.960000001,2100066.960000001,-0.0,962,3.475081813790341e-05,0.993369802755967
2026-06,59927305000196,VGR CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,92733682.66,1,92620780.11,94716490.9,True,2095710.7900000066,2095710.7900000066,-0.0,963,3.46787344975572e-05,0.9934044814904646
2026-06,32670379000133,ALLIANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,16227756.97,1,13571322.2,15647406.13,True,2076083.9300000016,2076083.9300000016,-0.0,964,3.435395940444385e-05,0.993438835449869
2026-06,51388032000147,ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,6136929.29,1,4181581.12,6233561.99,True,2051980.87,2051980.87,-0.0,965,3.395511447683877e-05,0.9934727905643458
2026-06,42582289000144,ABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,17851031.66,1,13417054.95,15436348.02,True,2019293.0700000003,2019293.0700000003,-0.0,966,3.341421372711784e-05,0.9935062047780729
2026-06,55512068000141,PRIMER CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,22734005.34,1,19952596.86,21967019.119999997,True,2014422.259999998,2014422.259999998,-0.0,967,3.333361409114511e-05,0.9935395383921641
2026-06,11203571000140,CRESCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,99221102.1,1,93052100.23,95055332.85,True,2003232.6199999899,2003232.6199999899,-0.0,968,3.314845373574916e-05,0.9935726868458998
2026-06,60696527000124,BVGARANTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.,8295959.24,1,5500414.62,7497827.72,True,1997413.0999999996,1997413.0999999996,-0.0,969,3.305215533906873e-05,0.9936057390012389
2026-06,27944815000185,PRIMEIRA LINHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,8538562.0,1,7456983.350000001,9406209.08,True,1949225.7299999995,1949225.7299999995,-0.0,970,3.2254775749127526e-05,0.993637993776988
2026-06,46610394000109,LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,37095502.43,1,36485679.2,38434271.71,True,1948592.509999998,1948592.509999998,-0.0,971,3.224429755320308e-05,0.9936702380745412
2026-06,64096545000126,FEX AGRO FIDC RESPONSABILIDADE LIMITADA,16070339.24,1,6462637.77,8410512.45,True,1947874.6799999997,1947874.6799999997,-0.0,972,3.223241927491053e-05,0.9937024704938161
2026-06,40996065000153,FARMTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,3224208.89,1,3093691.33,5039531.02,True,1945839.6899999995,1945839.6899999995,-0.0,973,3.219874531653233e-05,0.9937346692391327
2026-06,55913770000117,JUNTOS PELO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1686009.74,1,1219378.7,3156999.94,True,1937621.24,1937621.24,-0.0,974,3.20627506712352e-05,0.9937667319898039
2026-06,62159963000190,GUARDIAN CONSIGNADO FEDERAL FIDC RESP LIMITADA,870102.9,1,1178224.16,3104190.17,True,1925966.01,1925966.01,-0.0,975,3.1869885974156476e-05,0.9937986018757781
2026-06,52340225000190,INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,86060327.05,1,73902324.35,75814958.85,True,1912634.5,1912634.5,-0.0,976,3.1649283065612245e-05,0.9938302511588437
2026-06,63934300000168,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO EXT V-EIGHT - RESPONSABILIDADE LIMITADA,174226321.8,1,166185169.82,168092819.3,True,1907649.480000019,1907649.480000019,-0.0,977,3.156679354183385e-05,0.9938618179523856
2026-06,60572029000170,ALLU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,8134829.85,1,7930978.01,9837158.15,True,1906180.1400000006,1906180.1400000006,-0.0,978,3.1542479666088e-05,0.9938933604320517
2026-06,59111770000154,JUDICIAL ASSETS N2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,27391741.71,1,27550592.05,29448367.53,True,1897775.4800000004,1897775.4800000004,-0.0,979,3.14034037143522e-05,0.993924763835766
2026-06,55847499000169,SIZE FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,107908623.09,1,101668691.77,103560625.32000001,True,1891933.550000012,1891933.550000012,-0.0,980,3.130673448862239e-05,0.9939560705702546
2026-06,20905778000157,ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL RESPONSABILIDADE LIMITADA,122797304.2,1,111010260.7,112902192.17,True,1891931.4699999988,1891931.4699999988,-0.0,981,3.1306700069861675e-05,0.9939873772703245
2026-06,29494000000177,MULTIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,29092457.55,1,16641927.66,18528690.64,True,1886762.9800000004,1886762.9800000004,-0.0,982,3.122117457974229e-05,0.9940185984449043
2026-06,22945783000119,LEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,330500809.21,1,322240520.52,324120883.43,True,1880362.9100000262,1880362.9100000262,-0.0,983,3.1115269542962436e-05,0.9940497137144472
2026-06,49920810000155,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TMX FINANCE,5770490.27,1,5659371.78,7537714.89,True,1878343.1099999994,1878343.1099999994,-0.0,984,3.108184694082033e-05,0.994080795561388
2026-06,61289833000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GENIAL MULTI CONSIGNADOS II RESPONSABILIDADE LIMITADA,45852308.1,1,44761259.59,46639548.04,True,1878288.4499999955,1878288.4499999955,-0.0,985,3.108094245550832e-05,0.9941118765038435
2026-06,36232996000108,OXYGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,10652712.29,1,7464046.63,9342307.69,True,1878261.0599999996,1878261.0599999996,-0.0,986,3.108048922000356e-05,0.9941429569930634
2026-06,29970251000180,SOLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,105681429.08,1,64665786.92,66530744.09,True,1864957.1700000018,1864957.1700000018,-0.0,987,3.0860343352884826e-05,0.9941738173364163
2026-06,51769350000158,WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,51333059.22,1,43659137.32,45521540.86,True,1862403.539999999,1862403.539999999,-0.0,988,3.0818087208956164e-05,0.9942046354236252
2026-06,44414972000106,TECNOMOTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,13916531.52,1,12325992.11,14160625.71,True,1834633.6000000015,1834633.6000000015,-0.0,989,3.0358564654189433e-05,0.9942349939882794
2026-06,21053720000195,GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE LIMITA,54965357.22,1,50578500.15,52411670.4,True,1833170.25,1833170.25,-0.0,990,3.0334349897855113e-05,0.9942653283381773
2026-06,41075407000165,JGP ESTRUTURADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,32286349.86,1,32686349.01,34512383.69,True,1826034.679999996,1826034.679999996,-0.0,991,3.021627418879276e-05,0.994295544612366
