rank_excesso,competencia,cnpj_veiculo,cnpj_fundo,cnpj_formatado,cnpj_fundo_formatado,denominacao,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,excesso_removido_ajuste,share_excesso,share_excesso_acumulado,is_np,report_flag_source
162,2026-05,46557432000107,46557432000107,46.557.432/0001-07,46.557.432/0001-07,ACELERA CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4263739.8,96577.62,2112301.5,96577.62,2015723.88,0.00013826468394698247,0.998271405421001,False,campo_bruto_CVM_reprocessado
163,2026-05,58195014000198,58195014000198,58.195.014/0001-98,58.195.014/0001-98,CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,-124794.78,64856.59,2065050.23,64856.59,2000193.64,0.00013719941714802943,0.9984086048381491,False,campo_bruto_CVM_reprocessado
164,2026-05,42582289000144,42582289000144,42.582.289/0001-44,42.582.289/0001-44,ABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,19161848.36,15681874.28,17638022.93,15681874.28,1956148.6500000004,0.00013417823618062534,0.9985427830743298,False,campo_bruto_CVM_reprocessado
165,2026-05,34508357000105,34508357000105,34.508.357/0001-05,34.508.357/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - MEUCASHCARD,18695571.38,14167005.23,16090897.11,14167005.23,1923891.879999999,0.00013196564538212733,0.9986747487197118,False,campo_bruto_CVM_reprocessado
166,2026-05,52340225000190,52340225000190,52.340.225/0001-90,52.340.225/0001-90,INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,88002429.03,65156096.78,66790145.89,65156096.78,1634049.1099999994,0.00011208444072607699,0.9987868331604379,False,campo_bruto_CVM_reprocessado
167,2026-05,46879210000100,46879210000100,46.879.210/0001-00,46.879.210/0001-00,PORTION CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,18197057.45,18758449.42,20205253.57,18758449.42,1446804.1499999985,9.924073456575433e-05,0.9988860738950037,True,campo_bruto_CVM_reprocessado
168,2026-05,47151680000108,47151680000108,47.151.680/0001-08,47.151.680/0001-08,FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,9413409.31,5471225.17,6796871.66,5471225.17,1325646.4900000002,9.093015902816843e-05,0.9989770040540319,False,campo_bruto_CVM_reprocessado
169,2026-05,60696087000105,60696087000105,60.696.087/0001-05,60.696.087/0001-05,UNIQUE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13095504.95,11846192.24,13113473.26,11846192.24,1267281.0199999996,8.692669241102085e-05,0.999063930746443,False,campo_bruto_CVM_reprocessado
170,2026-05,56746022000150,56746022000150,56.746.022/0001-50,56.746.022/0001-50,BJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-55192.73,23234.75,1242500.0,23234.75,1219265.25,8.363314346347308e-05,0.9991475638899064,False,campo_bruto_CVM_reprocessado
171,2026-05,20997814000150,20997814000150,20.997.814/0001-50,20.997.814/0001-50,SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,18791796.78,7900000.0,9095862.52,7900000.0,1195862.5199999996,8.202787842739748e-05,0.9992295917683338,False,campo_bruto_CVM_reprocessado
172,2026-05,23077070000143,23077070000143,23.077.070/0001-43,23.077.070/0001-43,CHEHOHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,2504728.87,2717314.46,3857810.64,2717314.46,1140496.1800000002,7.823013133646105e-05,0.9993078218996703,False,campo_bruto_CVM_reprocessado
173,2026-05,48313595000161,48313595000161,48.313.595/0001-61,48.313.595/0001-61,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,299223.23,0.0,1106460.0,0.0,1106460.0,7.589548534791295e-05,0.9993837173850182,False,campo_bruto_CVM_reprocessado
174,2026-05,45144657000160,45144657000160,45.144.657/0001-60,45.144.657/0001-60,VECTIS PRO SOLUTTI CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,32305393.33,32917645.0,33786077.6,32917645.0,868432.6000000015,5.9568455858277805e-05,0.9994432858408765,False,campo_bruto_CVM_reprocessado
175,2026-05,45525150000157,45525150000157,45.525.150/0001-57,45.525.150/0001-57,CITRINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,14043167.69,7775150.1,8629721.33,7775150.1,854571.2300000004,5.861766197170524e-05,0.9995019035028482,True,campo_bruto_CVM_reprocessado
176,2026-05,57671358000163,57671358000163,57.671.358/0001-63,57.671.358/0001-63,ASTRO SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,3024959.39,1240067.56,1974922.9,1240067.56,734855.3399999999,5.040598186089472e-05,0.9995523094847091,False,campo_bruto_CVM_reprocessado
177,2026-05,43806680000148,43806680000148,43.806.680/0001-48,43.806.680/0001-48,TULIPA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,11811064.33,9658166.43,10372918.39,9658166.43,714751.9600000009,4.902702936172309e-05,0.9996013365140708,False,campo_bruto_CVM_reprocessado
178,2026-05,51732995000116,51732995000116,51.732.995/0001-16,51.732.995/0001-16,TESLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,470403.78,363262.22,1004597.46,363262.22,641335.24,4.399115133897315e-05,0.9996453276654098,False,campo_bruto_CVM_reprocessado
179,2026-05,47669281000133,47669281000133,47.669.281/0001-33,47.669.281/0001-33,AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS,1993280.46,616702.83,1214292.05,616702.83,597589.2200000001,4.099047764092758e-05,0.9996863181430508,True,campo_bruto_CVM_reprocessado
180,2026-05,32969493000169,32969493000169,32.969.493/0001-69,32.969.493/0001-69,LIBER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,10057664.33,319379.54,909479.65,319379.54,590100.1100000001,4.0476776613982274e-05,0.9997267949196648,True,campo_bruto_CVM_reprocessado
181,2026-05,20867468000195,20867468000195,20.867.468/0001-95,20.867.468/0001-95,INTERSECTOR CRÉDITO ESTUDANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1551157.03,1066586.18,1597677.24,1066586.18,531091.06,3.642916487052181e-05,0.9997632240845353,False,campo_bruto_CVM_reprocessado
182,2026-05,55665127000111,55665127000111,55.665.127/0001-11,55.665.127/0001-11,WH INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,623323.92,699782.49,1092482.17,699782.49,392699.67999999993,2.6936475615539738e-05,0.9997901605601509,False,campo_bruto_CVM_reprocessado
183,2026-05,55708679000160,55708679000160,55.708.679/0001-60,55.708.679/0001-60,AMETISTA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,14139850.7,586808.29,959421.86,586808.29,372613.56999999995,2.5558707718641915e-05,0.9998157192678695,False,campo_bruto_CVM_reprocessado
184,2026-05,63547404000110,63547404000110,63.547.404/0001-10,63.547.404/0001-10,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VEXOR - RESPONSABILIDADE LIMITADA,48825160.06,48901381.12,49265535.48,48901381.12,364154.3599999994,2.4978464557018393e-05,0.9998406977324266,False,campo_bruto_CVM_reprocessado
185,2026-05,62195865000108,62195865000108,62.195.865/0001-08,62.195.865/0001-08,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS FF90,58043459.95,2734745.65,3079101.56,2734745.65,344355.91000000015,2.3620428141886955e-05,0.9998643181605684,False,campo_bruto_CVM_reprocessado
186,2026-05,53327560000111,53327560000111,53.327.560/0001-11,53.327.560/0001-11,LEVANTE - MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3229682.06,1798833.88,2128071.78,1798833.88,329237.8999999999,2.2583437463105417e-05,0.9998869015980315,False,campo_bruto_CVM_reprocessado
187,2026-05,57409698000110,57409698000110,57.409.698/0001-10,57.409.698/0001-10,BOA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35786862.53,2769613.18,3092351.03,2769613.18,322737.8499999996,2.2137579095396038e-05,0.9999090391771269,False,campo_bruto_CVM_reprocessado
188,2026-05,35715919000146,35715919000146,35.715.919/0001-46,35.715.919/0001-46,ORYX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,1512725.67,1190171.7,1487714.62,1190171.7,297542.92000000016,2.0409381563938368e-05,0.9999294485586908,False,campo_bruto_CVM_reprocessado
189,2026-05,52842504000152,52842504000152,52.842.504/0001-52,52.842.504/0001-52,REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,-70735.42,135.99,248317.83,135.99,248181.84,1.7023553676895753e-05,0.9999464721123678,True,campo_bruto_CVM_reprocessado
190,2026-05,07738319000168,07738319000168,07.738.319/0001-68,07.738.319/0001-68,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,21023404.57,20157473.18,20371706.87,20157473.18,214233.69000000134,1.4694945936070374e-05,0.9999611670583038,False,campo_bruto_CVM_reprocessado
191,2026-05,22061694000100,22061694000100,22.061.694/0001-00,22.061.694/0001-00,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BREOF REAL ESTATE CREDIT RESPONSABILIDADE LIMITADA,1841163.96,309671.97,518819.0,309671.97,209147.03000000003,1.4346036323883838e-05,0.9999755130946277,False,campo_bruto_CVM_reprocessado
192,2026-05,26560778000149,26560778000149,26.560.778/0001-49,26.560.778/0001-49,MASSAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,6464238.23,6125665.45,6277509.02,6125665.45,151843.56999999937,1.041541623023855e-05,0.999985928510858,False,campo_bruto_CVM_reprocessado
193,2026-05,60113723000129,60113723000129,60.113.723/0001-29,60.113.723/0001-29,FAIR DRIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,4710429.39,3198391.53,3274986.63,3198391.53,76595.1000000001,5.253892856291175e-06,0.9999911824037143,False,campo_bruto_CVM_reprocessado
194,2026-05,54965252000184,54965252000184,54.965.252/0001-84,54.965.252/0001-84,KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,1688514.55,175278.95,225778.03,175278.95,50499.07999999999,3.4638867977360977e-06,0.999994646290512,False,campo_bruto_CVM_reprocessado
195,2026-05,60079965000143,60079965000143,60.079.965/0001-43,60.079.965/0001-43,AXXIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1851714.55,1815621.14,1853994.11,1815621.14,38372.970000000205,2.632119717288396e-06,0.9999972784102293,False,campo_bruto_CVM_reprocessado
196,2026-05,30177946000199,30177946000199,30.177.946/0001-99,30.177.946/0001-99,CPV PS DUPLICATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6317276.04,6284285.07,6308823.48,6284285.07,24538.41000000015,1.6831648108527122e-06,0.9999989615750402,False,campo_bruto_CVM_reprocessado
197,2026-05,64096545000126,64096545000126,64.096.545/0001-26,64.096.545/0001-26,FEX AGRO FIDC RESPONSABILIDADE LIMITADA,19073860.16,8395373.53,8410512.45,8395373.53,15138.919999999925,1.0384249598207081e-06,1.0,False,campo_bruto_CVM_reprocessado
