competencia,tipo_recebivel_tabela_ii,fundos_incluidos_coorte_anterior,pl_incluido_brl_coorte_anterior,carteira_incluida_brl_coorte_anterior,inadimplencia_sobre_carteira_coorte_anterior,fundos_incluidos_coorte_atual,pl_incluido_brl_coorte_atual,carteira_incluida_brl_coorte_atual,inadimplencia_sobre_carteira_coorte_atual,delta_inadimplencia_pp,competencia_coorte_anterior,competencia_coorte_atual
2020-05,Serviços,12,8374054003.3,7855460072.0,0.003737802206475272,12,8410681416.42,7755319090.1,0.003786066781891935,4.826457541666322e-05,2026-05,2026-06
2020-05,Setor público,14,5238944621.32,5843400557.28,0.054072634397166426,13,5126754922.29,5732697069.14,0.055116825145166866,0.0010441907480004398,2026-05,2026-06
2020-06,Agronegócio,4,841443665.19,353836010.85,0.16979232222767976,3,833456848.28,346661434.46000004,0.1711528738188675,0.001360551591187753,2026-05,2026-06
2020-06,Ações judiciais,34,7055711980.64,3150550961.98,0.02851645625930057,36,7177357457.14,3150550961.98,0.02851645625930057,0.0,2026-05,2026-06
2020-06,Cartão de crédito,11,18345965092.54,15354283950.18,0.007896038631523335,11,18345965092.54,15354283950.18,0.007896038631523335,0.0,2026-05,2026-06
2020-06,Comercial,32,6409881141.1,4648992478.03,0.293399839841857,32,6118555166.5199995,4492627181.11,0.3043559495297727,0.01095610968791566,2026-05,2026-06
2020-06,Factoring,1,28700972.18,18997677.48,0.03613525972965407,1,28700972.18,18997677.48,0.03613525972965407,0.0,2026-05,2026-06
2020-06,Financeiro,114,18381721078.88,14773815374.88,0.04249703714570074,109,17112621762.710001,13467746653.07,0.05333981414598758,0.010842777000286845,2026-05,2026-06
2020-06,Imobiliário,5,438943923.47,368183883.98,0.0349620380469973,5,438943923.47,368183883.98,0.0349620380469973,0.0,2026-05,2026-06
2020-06,Industrial,5,44701035734.78001,33359709878.65,0.00041434369814008,4,44646252701.630005,33363202123.99,0.0004143003273076398,-4.3370832440194074e-08,2026-05,2026-06
2020-06,Serviços,13,7742983293.37,7604254449.51,0.0032662576028870873,12,7781836499.21,7498255950.05,0.0033124307939680795,4.617319108099222e-05,2026-05,2026-06
2020-06,Setor público,14,5151989997.45,5827446876.38,0.054224399235757996,13,5035555108.08,5712249059.81,0.05531793215621981,0.0010935329204618122,2026-05,2026-06
2020-07,Agronegócio,4,647131944.47,339055251.78999996,0.0633735665693462,3,637380424.42,332986776.36,0.06284701872777997,-0.0005265478415662356,2026-05,2026-06
2020-07,Ações judiciais,36,7384129423.65,3205941705.17,0.027285527908674636,38,7537669955.849999,3205941705.17,0.027285527908674636,0.0,2026-05,2026-06
2020-07,Cartão de crédito,11,19119627963.72,14405580593.17,0.008703899642854217,11,19119627963.72,14405580593.17,0.008703899642854217,0.0,2026-05,2026-06
2020-07,Comercial,33,6443419745.25,4905213158.15,0.27904207109650414,33,6139306902.5,4742115386.66,0.28930978634965154,0.010267715253147403,2026-05,2026-06
2020-07,Factoring,1,29149553.64,17567493.39,0.08267832056375118,1,29149553.64,17567493.39,0.08267832056375118,0.0,2026-05,2026-06
2020-07,Financeiro,122,19156444069.64,14982624984.26,0.045922648063528415,118,17907153702.12,13677313034.73,0.05718424359038879,0.011261595526860374,2026-05,2026-06
2020-07,Imobiliário,5,440588465.58,365918799.68,0.0329555286051052,5,440588465.58,365918799.68,0.0329555286051052,0.0,2026-05,2026-06
2020-07,Industrial,5,43148443389.85999,28343005677.2,0.00029029573552316444,4,43091967912.21,28346388270.72,0.0002902610943383868,-3.4641184777628713e-08,2026-05,2026-06
2020-07,Serviços,13,7896220147.73,7530011020.88,0.0027659018137221806,12,7940590185.79,7431821751.32,0.002802444923588321,3.654310986614048e-05,2026-05,2026-06
2020-07,Setor público,16,5247672259.87,5614291337.04,0.056283644574205434,14,5102122239.72,5487445257.02,0.05758467981903883,0.0013010352448333956,2026-05,2026-06
2020-08,Agronegócio,4,644531018.34,411334100.25,0.026337666566947845,3,634519420.31,406642479.78999996,0.025624992143912877,-0.0007126744230349681,2026-05,2026-06
2020-08,Ações judiciais,36,7386767790.02,3167972807.06,0.025180787149505716,38,7540245802.91,3167972807.06,0.025180787149505716,0.0,2026-05,2026-06
2020-08,Cartão de crédito,11,17924748692.91,15149622903.69,0.00856527819767673,11,17924748692.91,15149622903.69,0.00856527819767673,0.0,2026-05,2026-06
2020-08,Comercial,32,6658811755.35,5337299068.14,0.25442164801779116,32,6352086840.55,5140567517.54,0.26449236908197465,0.010070721064183497,2026-05,2026-06
2020-08,Factoring,1,29724541.04,17488734.32,0.06115439976562009,1,29724541.04,17488734.32,0.06115439976562009,0.0,2026-05,2026-06
2020-08,Financeiro,123,19405305272.57,14900807422.210001,0.05080210732618993,119,18161099174.22,13602064270.17,0.06270307670288199,0.011900969376692057,2026-05,2026-06
2020-08,Imobiliário,5,446992733.67,400718551.84,0.0327215501248753,5,446992733.67,400718551.84,0.0327215501248753,0.0,2026-05,2026-06
2020-08,Industrial,5,40286888758.909996,23663341901.92,0.0002775926932563579,4,40226342845.21,23664949923.219997,0.0002775738309741672,-1.8862282190703662e-08,2026-05,2026-06
2020-08,Serviços,13,7789945278.82,7272276159.150001,0.00247757077229943,12,7832459771.440001,7188631848.87,0.0025230384878940533,4.546771559462348e-05,2026-05,2026-06
2020-08,Setor público,17,5457828150.67,6096678329.7,0.05235390877276384,15,5305895451.57,5962389833.66,0.05353305469697358,0.001179145924209743,2026-05,2026-06
2020-09,Agronegócio,4,745096482.43,460759515.19,0.04039957287116269,3,734843012.99,457136677.87,0.0391349643904258,-0.0012646084807368951,2026-05,2026-06
2020-09,Ações judiciais,37,7614644762.74,3166304766.08,0.02413737252924598,39,7768053259.86,3166304766.08,0.02413737252924598,0.0,2026-05,2026-06
2020-09,Cartão de crédito,11,16966308241.71,15787451307.14,0.004201623635728993,11,16966308241.71,15787451307.14,0.004201623635728993,0.0,2026-05,2026-06
2020-09,Comercial,34,6866497242.8,5191796076.559999,0.2786634954831667,34,6559023597.62,5015764079.49,0.2887178817762988,0.0100543862931321,2026-05,2026-06
2020-09,Factoring,1,30288545.58,18048421.56,0.04160143575458463,1,30288545.58,18048421.56,0.04160143575458463,0.0,2026-05,2026-06
2020-09,Financeiro,124,19370460701.85,15366140462.49,0.04863845475410227,121,18133248662.27,14055861595.81,0.06007660399357667,0.0114381492394744,2026-05,2026-06
2020-09,Imobiliário,5,454648345.66,405459672.9,0.03264340666812589,5,454648345.66,405459672.9,0.03264340666812589,0.0,2026-05,2026-06
2020-09,Industrial,5,43202193132.450005,26029252234.0,0.0005127348073628875,3,43136106852.4,26029252234.0,0.0005127348073628875,0.0,2026-05,2026-06
2020-09,Serviços,14,8063971767.55,7507319614.52,0.0025193156227716128,13,8139236658.65,7447374432.64,0.0025639683626369142,4.465273986530146e-05,2026-05,2026-06
2020-09,Setor público,17,5544044630.38,6052500229.84,0.052481427178466544,15,5385872017.54,5911267958.38,0.053734304128390344,0.0012528769499237993,2026-05,2026-06
2020-10,Agronegócio,4,766505182.5,607575149.71,0.01710894679441974,3,756181340.29,600793591.86,0.017269487059405467,0.00016054026498572502,2026-05,2026-06
2020-10,Ações judiciais,38,8246310462.63,4029921416.62,0.019372816863878234,40,8399652222.53,4029921416.62,0.019372816863878234,0.0,2026-05,2026-06
2020-10,Cartão de crédito,11,17086373369.41,15532124278.04,0.0043995257903398045,11,17086373369.41,15532124278.04,0.0043995257903398045,0.0,2026-05,2026-06
2020-10,Comercial,36,7104050427.78,5463288692.81,0.26095215034787483,36,6796185611.89,5291638784.99,0.2694639531017601,0.008511802753885245,2026-05,2026-06
2020-10,Factoring,1,30778779.18,20082643.7,0.04108989495242601,1,30778779.18,20082643.7,0.04108989495242601,0.0,2026-05,2026-06
2020-10,Financeiro,130,19597083318.85,15404048778.2,0.04912012560884764,127,18383926838.91,14190576135.82,0.062374747532324394,0.013254621923476755,2026-05,2026-06
2020-10,Imobiliário,5,480471719.94,409686302.52,0.03263040755273333,5,480471719.94,409686302.52,0.03263040755273333,0.0,2026-05,2026-06
2020-10,Industrial,5,27816592970.29,21101302170.719997,0.00021830618237352222,3,27746379681.1,21101302170.719997,0.00021830618237352222,0.0,2026-05,2026-06
2020-10,Serviços,15,7967104481.22,7474183045.64,0.004348588699464599,14,8027702688.24,7390868581.71,0.004387369909437302,3.878120997270317e-05,2026-05,2026-06
2020-10,Setor público,16,5363528318.54,5943110181.71,0.05344203138408147,14,5194792607.679999,5791696522.24,0.05483917875019464,0.001397147366113169,2026-05,2026-06
2020-11,Agronegócio,4,770137302.26,588298151.53,0.023029714498956928,3,759676296.99,584649294.43,0.02314427229950262,0.00011455780054569348,2026-05,2026-06
2020-11,Ações judiciais,41,8666740763.68,4380534069.8,0.001629881771545262,43,8797437089.119999,4380534069.8,0.001629881771545262,0.0,2026-05,2026-06
2020-11,Cartão de crédito,10,17350381641.46,17057498176.37,0.0029859369758314085,10,17350381641.46,17057498176.37,0.0029859369758314085,0.0,2026-05,2026-06
2020-11,Comercial,38,7545148637.34,5835343343.72,0.23232348310729503,38,7233457790.2,5655015874.29,0.23986044147936206,0.007536958372067026,2026-05,2026-06
2020-11,Factoring,1,31150915.58,21398072.13,0.053650378549312795,1,31150915.58,21398072.13,0.053650378549312795,0.0,2026-05,2026-06
2020-11,Financeiro,137,20217898630.96,17129614599.58,0.03420910852158739,135,19050502768.64,15971599754.33,0.04530659884735857,0.011097490325771175,2026-05,2026-06
2020-11,Imobiliário,5,477759638.56,415520297.48,0.03178840051883571,5,477759638.56,415520297.48,0.03178840051883571,0.0,2026-05,2026-06
2020-11,Industrial,5,23369325377.059998,16211184734.13,0.00024835613781660294,3,23299871684.01,16211184734.13,0.00024835613781660294,0.0,2026-05,2026-06
2020-11,Serviços,15,7871668481.26,7351950433.2,0.004707147019615736,14,7892279494.98,7227768717.61,0.004803526386422673,9.637936680693699e-05,2026-05,2026-06
2020-11,Setor público,17,5559857703.7,6163672091.04,0.06345190847490559,15,5390756202.17,6004191378.55,0.06513454353522707,0.0016826350603214857,2026-05,2026-06
2020-12,Agronegócio,4,771808827.91,642214711.11,0.00580709760378133,3,761153836.85,632585315.01,0.005499720444735589,-0.00030737715904574116,2026-05,2026-06
2020-12,Ações judiciais,45,9002620058.1,4892561322.6,0.0014421809119502932,47,9133234344.45,4892561322.6,0.0014421809119502932,0.0,2026-05,2026-06
2020-12,Cartão de crédito,11,18708709725.85,18084484028.25,0.002528142159797315,11,18708709725.85,18084484028.25,0.002528142159797315,0.0,2026-05,2026-06
2020-12,Comercial,40,7907310467.51,5912938449.21,0.2483961858061,39,7599352607.780001,5765579948.39,0.25496215769247793,0.006565971886377919,2026-05,2026-06
2020-12,Factoring,1,34844607.19,30002533.4,0.030628316207457335,1,34844607.19,30002533.4,0.030628316207457335,0.0,2026-05,2026-06
2020-12,Financeiro,145,20800180860.9,17976410329.28,0.048289603688901145,143,19716390286.84,16852986725.19,0.05762359270706965,0.009333989018168502,2026-05,2026-06
2020-12,Imobiliário,5,486048331.01,420186104.51,0.03544703325534538,5,486048331.01,420186104.51,0.03544703325534538,0.0,2026-05,2026-06
2020-12,Industrial,5,20743812168.14,10717579103.13,0.0002873389867587382,4,20676723034.39,10722671128.029999,0.000688276303719473,0.0004009373169607348,2026-05,2026-06
2020-12,Serviços,15,7760852329.56,7410688533.01,0.005920700684498839,14,7757845723.85,7267619219.18,0.005764413132630636,-0.0001562875518682028,2026-05,2026-06
2020-12,Setor público,17,4926212980.45,5466724418.51,0.07208061473261534,15,4749078328.78,5291271528.96,0.07447057202476422,0.0023899572921488726,2026-05,2026-06
2021-01,Agronegócio,4,815851284.3000001,627157971.31,0.007568500819793878,3,802455014.4300001,615031766.0,0.007710652314501751,0.00014215149470787284,2026-05,2026-06
2021-01,Ações judiciais,45,9214033629.75,5030913800.27,0.013829568522177026,47,9344583843.710001,5030913800.27,0.013829568522177026,0.0,2026-05,2026-06
2021-01,Cartão de crédito,11,19644132746.64,18546758518.8,0.002495736984610014,11,19644132746.64,18546758518.8,0.002495736984610014,0.0,2026-05,2026-06
2021-01,Comercial,40,8013744971.86,6257394777.25,0.2576149247959773,40,7723617794.93,6118708413.18,0.26360000641405823,0.005985081618080923,2026-05,2026-06
2021-01,Factoring,1,35537874.84,33811668.36,0.1821359908783868,1,35537874.84,33811668.36,0.1821359908783868,0.0,2026-05,2026-06
2021-01,Financeiro,149,21349039855.18,18289227629.26,0.04811763194264574,146,20248173249.3,17165099100.72,0.05695650685168437,0.008838874909038633,2026-05,2026-06
2021-01,Imobiliário,5,489991904.46,419590614.67,0.03674490977860841,5,489991904.46,419590614.67,0.03674490977860841,0.0,2026-05,2026-06
2021-01,Industrial,5,24092013456.559998,22764360966.32,0.00013083656002496955,4,24021829933.43,22769645294.670002,0.0002939759984564578,0.00016313943843148824,2026-05,2026-06
2021-01,Serviços,15,7797243552.65,7160961953.12,0.0023327446074087625,14,7816828512.09,7041636019.1,0.0022761064838521,-5.6638123556662645e-05,2026-05,2026-06
2021-01,Setor público,17,4801397773.75,5345642487.45,0.07376538216795372,15,4618038727.52,5163918372.14,0.0763570735949871,0.002591691427033374,2026-05,2026-06
2021-02,Agronegócio,4,818264156.4399999,634201243.8499999,0.006192642300980566,3,804587431.3199999,621241942.8599999,0.006286610337383685,9.396803640311906e-05,2026-05,2026-06
2021-02,Ações judiciais,46,9446922958.01,4963904481.32,0.015024683176451338,48,9577494900.72,4963904481.32,0.015024683176451338,0.0,2026-05,2026-06
2021-02,Cartão de crédito,11,21283666488.0,19578489872.64,0.0024448756518699534,11,21283666488.0,19578489872.64,0.0024448756518699534,0.0,2026-05,2026-06
2021-02,Comercial,38,8291540108.93,6315262219.11,0.26388415764545353,39,8004626359.86,6189868549.71,0.2694757554565756,0.005591597811122062,2026-05,2026-06
2021-02,Factoring,1,36195742.75,32767291.75,0.11580271262424366,1,36195742.75,32767291.75,0.11580271262424366,0.0,2026-05,2026-06
2021-02,Financeiro,150,21479448571.89,18501163526.89,0.04892668335179901,147,20406738819.78,17392157250.69,0.05783174163113642,0.008905058279337408,2026-05,2026-06
2021-02,Imobiliário,5,494976456.35,403518301.24,0.040903492727045264,5,494976456.35,403518301.24,0.040903492727045264,0.0,2026-05,2026-06
2021-02,Industrial,5,25847167551.53,18192399254.88,0.0001542280784788387,4,25776608118.71,18198058231.550003,0.0003577714279819321,0.00020354334950309342,2026-05,2026-06
2021-02,Serviços,15,7678021383.610001,6808179335.95,0.002685199218162055,14,7682961694.01,6667750477.26,0.0025810545548597204,-0.00010414466330233452,2026-05,2026-06
2021-02,Setor público,18,4856836614.47,5405501161.28,0.07331217175729186,15,4662536430.74,5214102849.7,0.0758752218538924,0.0025630500966005304,2026-05,2026-06
2021-03,Agronegócio,4,823500672.16,646650605.0,0.015063108585508864,3,808421823.05,632040362.0,0.015410239797312186,0.00034713121180332193,2026-05,2026-06
2021-03,Ações judiciais,46,9680971521.02,5041760808.86,0.01480558841641644,48,9811476059.95,5041760808.86,0.01480558841641644,0.0,2026-05,2026-06
2021-03,Cartão de crédito,12,23011459542.97,21827139341.27,0.0021870733939806522,12,23011459542.97,21827139341.27,0.0021870733939806522,0.0,2026-05,2026-06
2021-03,Comercial,40,8381969876.63,6271153549.64,0.29745677029341505,42,8075707139.849999,6107150741.440001,0.30569077096168173,0.008234000668266683,2026-05,2026-06
2021-03,Factoring,1,38599514.53,38296008.14,0.01707329776016702,1,38599514.53,38296008.14,0.01707329776016702,0.0,2026-05,2026-06
2021-03,Financeiro,160,23563067901.06,20505694020.89,0.04361339515692159,155,22401903109.95,19374600319.95,0.05134982930334676,0.007736434146425164,2026-05,2026-06
2021-03,Imobiliário,6,478083047.78000003,421687563.86,0.03946672865488,6,478083047.78000003,421687563.86,0.03946672865488,0.0,2026-05,2026-06
2021-03,Industrial,5,36762528275.89,21372971453.46,0.00012733972886860357,4,36690157857.6,21378984432.81,0.0003535451673934606,0.00022620543852485705,2026-05,2026-06
2021-03,Serviços,16,8178957123.7699995,6928537332.14,0.0028127458590139,15,8191216215.92,6814293073.48,0.002468776785587923,-0.00034396907342597706,2026-05,2026-06
2021-03,Setor público,20,4929552644.63,5462780976.98,0.07255726512197144,17,4723421763.9800005,5261342799.68,0.07532218164802017,0.0027649165260487246,2026-05,2026-06
2021-04,Agronegócio,4,827294170.13,620966911.0699999,0.024154481507162286,3,811916020.37,605976165.77,0.024748006517622746,0.0005935250104604599,2026-05,2026-06
2021-04,Ações judiciais,50,9870867945.99,5067431584.57,0.014887371557163622,52,10001307318.47,5067431584.57,0.014887371557163622,0.0,2026-05,2026-06
2021-04,Cartão de crédito,12,23737194833.47,21270938507.600002,0.002296776113218723,12,23737194833.47,21270938507.600002,0.002296776113218723,0.0,2026-05,2026-06
2021-04,Comercial,42,8595632660.81,6110601169.92,0.3113626104278884,43,8285029718.18,5934735186.3,0.32084350836673486,0.009480897938846489,2026-05,2026-06
2021-04,Factoring,1,39314976.04,34227489.18,0.020828846844441543,1,39314976.04,34227489.18,0.020828846844441543,0.0,2026-05,2026-06
2021-04,Financeiro,162,23929403903.74,20670274630.51,0.0463575772019802,157,22808949857.07,19554844986.39,0.053954580355115155,0.007597003153134954,2026-05,2026-06
2021-04,Imobiliário,6,487589103.93,428629296.71,0.04058023010444914,6,487589103.93,428629296.71,0.04058023010444914,0.0,2026-05,2026-06
2021-04,Industrial,5,52016930480.81,45512481382.649994,5.614252447624342e-05,4,51943404738.37,45519101736.27,0.0001357014173036308,7.95588928273874e-05,2026-05,2026-06
2021-04,Serviços,17,8071446667.67,7110240818.14,0.00402724906685941,16,8052313310.32,6963327829.92,0.0021238773430217643,-0.0019033717238376453,2026-05,2026-06
2021-04,Setor público,20,4970935106.940001,5500773283.9,0.07245986151376277,17,4761431753.96,5294775343.7,0.07527106181647682,0.002811200302714048,2026-05,2026-06
2021-05,Agronegócio,4,828784386.58,506553439.90000004,0.08394472051832176,3,814095445.97,494844651.17,0.08591266438766629,0.0019679438693445267,2026-05,2026-06
2021-05,Ações judiciais,51,10424972833.39,5275490424.28,0.014944552333399428,53,10555347458.08,5275490424.28,0.014944552333399428,0.0,2026-05,2026-06
2021-05,Cartão de crédito,12,24540154769.36,21215559816.84,0.0024642815273958267,12,24540154769.36,21215559816.84,0.0024642815273958267,0.0,2026-05,2026-06
2021-05,Comercial,44,8910613908.16,6034286087.67,0.32881251838129755,45,8595511224.52,5869273380.04,0.3383282284861754,0.00951571010487784,2026-05,2026-06
2021-05,Factoring,1,40231199.37,31134996.2,0.022897678722054896,1,40231199.37,31134996.2,0.022897678722054896,0.0,2026-05,2026-06
2021-05,Financeiro,171,25045082690.11,21925136615.5,0.05111425685018214,168,23924585835.81,20785158269.19,0.05840385131343564,0.0072895944632535015,2026-05,2026-06
2021-05,Imobiliário,7,503099241.33,427843603.35999995,0.04120714488084898,7,503099241.33,427843603.35999995,0.04120714488084898,0.0,2026-05,2026-06
2021-05,Industrial,5,53857183978.310005,39553242490.14,0.0001869861696381449,4,53783693736.78,39559999552.83,0.0002847678113584333,9.778164172028839e-05,2026-05,2026-06
2021-05,Serviços,19,7912891277.9800005,6985225497.0199995,0.004971799496639867,18,7905941103.97,6804263830.99,0.002176581475654683,-0.002795218020985184,2026-05,2026-06
2021-05,Setor público,21,5020206225.2,5538633051.95,0.07245967507789736,17,4800562748.67,5321013740.03,0.07518404547809802,0.002724370400200668,2026-05,2026-06
2021-06,Agronegócio,4,838706848.62,562461393.8,0.01460333969680534,3,821737486.14,554447636.54,0.014811795125052409,0.00020845542824706777,2026-05,2026-06
2021-06,Ações judiciais,51,10693323957.11,5475361912.06,0.01514180924139275,53,10823634223.05,5475361912.06,0.01514180924139275,0.0,2026-05,2026-06
2021-06,Cartão de crédito,13,24936171299.39,21365929207.31,0.0025309466578920786,13,24936171299.39,21365929207.31,0.0025309466578920786,0.0,2026-05,2026-06
2021-06,Comercial,43,8489009209.81,5858494524.85,0.24309945372296216,44,8174248623.84,5687579565.95,0.25065030712618824,0.007550853403226088,2026-05,2026-06
2021-06,Factoring,1,40991484.9,29885361.28,0.08560491961367382,1,40991484.9,29885361.28,0.08560491961367382,0.0,2026-05,2026-06
2021-06,Financeiro,176,26049552704.32,22495184378.57,0.04214841229677764,172,24751048486.85,21310059199.2,0.04766034251927973,0.005511930222502091,2026-05,2026-06
2021-06,Imobiliário,7,530304721.57,453668561.36,0.04290973432596422,7,530304721.57,453668561.36,0.04290973432596422,0.0,2026-05,2026-06
2021-06,Industrial,5,66346531726.02,54849124546.43,0.0001293179983938625,4,66272536138.84,54857134246.909996,0.00020381791016780646,7.449991177394395e-05,2026-05,2026-06
2021-06,Serviços,19,7956293513.04,7348570173.04,0.003298855009772803,18,7939689359.33,7165640083.08,0.002098454720814942,-0.001200400288957861,2026-05,2026-06
2021-06,Setor público,22,4907182383.62,5569832781.34,0.06786176982301886,18,4680754893.51,5348156808.059999,0.070497233845461,0.0026354640224421355,2026-05,2026-06
2021-07,Agronegócio,4,839811078.7,516643180.42,0.016543918208794615,3,826620740.95,509714508.12,0.01676623506660723,0.00022231685781261626,2026-05,2026-06
2021-07,Ações judiciais,48,7746557501.96,3147376646.54,0.02911635642678565,50,7876803286.58,3147376646.54,0.02911635642678565,0.0,2026-05,2026-06
2021-07,Cartão de crédito,14,23832613608.559998,22326162980.79,0.002618094516298819,14,23832613608.559998,22326162980.79,0.002618094516298819,0.0,2026-05,2026-06
2021-07,Comercial,42,9109032276.0,5887303056.03,0.24875494680539806,43,8784724316.32,5712881837.18,0.25609346400768257,0.007338517202284511,2026-05,2026-06
2021-07,Factoring,1,42220703.55,36136172.48,0.020226241459427526,1,42220703.55,36136172.48,0.020226241459427526,0.0,2026-05,2026-06
2021-07,Financeiro,178,26381989958.35,22789942002.08,0.046054611302398504,176,25291790927.52,21587186082.59,0.051798279151436415,0.00574366784903791,2026-05,2026-06
2021-07,Imobiliário,7,548842224.95,474902911.23,0.04359481108755131,7,548842224.95,474902911.23,0.04359481108755131,0.0,2026-05,2026-06
2021-07,Industrial,6,72772694545.38,50401659295.67,0.0001187449146245502,5,72694298555.11,50409418074.31,0.00020346805422114355,8.472313959659335e-05,2026-05,2026-06
2021-07,Serviços,18,7587670541.01,7007665842.42,0.003784366904236095,18,7565845437.9,6829926504.97,0.002095654860939513,-0.0016887120432965818,2026-05,2026-06
2021-07,Setor público,22,5177221601.66,5606501898.809999,0.06647103069903545,18,4944993277.9,5376337010.7,0.0687876096278884,0.0023165789288529387,2026-05,2026-06
2021-08,Agronegócio,4,844973813.09,719171164.56,0.004868977195633741,3,831125640.65,708854975.08,0.004929858508230984,6.088131259724284e-05,2026-05,2026-06
2021-08,Ações judiciais,44,7507830758.83,6878060761.98,0.0038386089776850933,46,7638012051.29,7007196027.54,0.0037678674445859556,-7.074153309913778e-05,2026-05,2026-06
2021-08,Cartão de crédito,14,24881199841.08,22434226807.370003,0.002967687036939831,14,24881199841.08,22434226807.370003,0.002967687036939831,0.0,2026-05,2026-06
2021-08,Comercial,44,9374432362.28,6346939433.68,0.24087099157862843,45,9048927342.59,6189662955.190001,0.24710023790028013,0.006229246321651699,2026-05,2026-06
2021-08,Factoring,1,42994109.66,24445010.62,0.1492281118918982,1,42994109.66,24445010.62,0.1492281118918982,0.0,2026-05,2026-06
2021-08,Financeiro,183,27446374233.29,24022568911.59,0.04973682392741728,181,26196741576.01,22848287089.35,0.05475122236726011,0.005014398439842832,2026-05,2026-06
2021-08,Imobiliário,7,589908425.31,492728280.15000004,0.04360603374228711,7,589908425.31,492728280.15000004,0.04360603374228711,0.0,2026-05,2026-06
2021-08,Industrial,7,65161007777.24,44694315346.51,0.00010303753697302359,6,65080486561.27,44702288933.170006,0.00012902720101475983,2.5989664041736242e-05,2026-05,2026-06
2021-08,Serviços,19,7904747660.6,7136415892.54,0.0037353605172963347,19,7875960469.7,6927371855.23,0.002104578868390478,-0.0016307816489058565,2026-05,2026-06
2021-08,Setor público,22,5207715396.74,5683159294.9,0.06557883794220798,18,4972128423.04,5449665632.03,0.06814870902853139,0.002569871086323408,2026-05,2026-06
2021-09,Agronegócio,4,850017208.94,724004891.37,0.018009801349997197,3,835901060.2,712299924.62,0.01804700776412108,3.720641412388245e-05,2026-05,2026-06
2021-09,Ações judiciais,54,9121233985.49,8754094425.63,0.0027060462017229375,56,9251346809.63,8883229691.19,0.0026667084825571603,-3.933771916577724e-05,2026-05,2026-06
2021-09,Cartão de crédito,14,24907969260.17,22808936657.4,0.003308782864084767,14,24907969260.17,22808936657.4,0.003308782864084767,0.0,2026-05,2026-06
2021-09,Comercial,45,9311974068.6,6887764706.66,0.24482600190878456,46,9063944224.3,6742853977.95,0.25045131370669627,0.005625311797911703,2026-05,2026-06
2021-09,Factoring,1,43779625.71,25030398.52,0.05407727123954716,1,43779625.71,25030398.52,0.05407727123954716,0.0,2026-05,2026-06
2021-09,Financeiro,191,28628453998.829998,25473760326.69,0.05254601251184526,189,27367308771.37,24367717175.0,0.059315626291940496,0.006769613780095239,2026-05,2026-06
2021-09,Imobiliário,8,616111284.4399999,489050804.43,0.043607309172829525,8,616111284.4399999,489050804.43,0.043607309172829525,0.0,2026-05,2026-06
2021-09,Industrial,8,67391191598.34,39651561968.14,0.0002889393529870427,7,67308331280.44,39659342105.76,0.0003150948691149633,2.6155516127920604e-05,2026-05,2026-06
2021-09,Serviços,20,7929804935.75,7141633202.2300005,0.0031220140321737483,20,7824119024.49,6952678566.82,0.0020264843908128806,-0.0010955296413608677,2026-05,2026-06
2021-09,Setor público,24,5302821264.24,5990013414.11,0.10410458799492575,20,5051464074.84,5743051452.27,0.10836960031657056,0.004265012321644807,2026-05,2026-06
2021-10,Agronegócio,4,898419367.23,840803681.02,0.009096422033644823,3,883995754.8299999,833670037.63,0.009170789334992501,7.436730134767824e-05,2026-05,2026-06
2021-10,Ações judiciais,56,9328800549.53,8858695629.27,0.0026813080913987053,58,9458846189.09,8987830894.83,0.002642783620201754,-3.85244711969511e-05,2026-05,2026-06
2021-10,Cartão de crédito,14,25463506555.739998,22412890086.78,0.0035841527776635336,14,25463506555.739998,22412890086.78,0.0035841527776635336,0.0,2026-05,2026-06
2021-10,Comercial,47,9861673411.75,7525104169.5199995,0.2394549091982787,49,9606316697.76,7362911630.44,0.24510385112582891,0.005648941927550222,2026-05,2026-06
2021-10,Factoring,1,44712441.87,28319605.15,0.03208512072068914,1,44712441.87,28319605.15,0.03208512072068914,0.0,2026-05,2026-06
2021-10,Financeiro,200,29420627481.579998,26097663560.57,0.11073003967320987,197,28147060165.69,24970531437.14,0.11817937687985358,0.007449337206643716,2026-05,2026-06
2021-10,Imobiliário,8,652124674.92,513306552.66,0.042742040728500685,8,652124674.92,513306552.66,0.042742040728500685,0.0,2026-05,2026-06
2021-10,Industrial,8,79854213873.48,56779477409.2,0.00011468178868699711,7,79770651689.62,56786649927.95,0.00014608788791953096,3.1406099232533856e-05,2026-05,2026-06
2021-10,Serviços,20,8047123782.55,7338728540.63,0.0031220404247345435,21,7939270446.92,7146484833.26,0.0021268383918288548,-0.0009952020329056887,2026-05,2026-06
2021-10,Setor público,26,5443566719.33,6120981218.08,0.1024469756838591,22,5180319504.25,5861795041.14,0.10674137232343675,0.004294396639577647,2026-05,2026-06
2021-11,Agronegócio,4,953252570.63,866652789.8199999,0.011227339615465752,3,938528728.63,854462102.61,0.011385800014164537,0.00015846039869878495,2026-05,2026-06
2021-11,Ações judiciais,57,11171610984.01,10795424090.35,0.0021828403602100637,59,11301967089.86,10924559355.91,0.0021570377936801547,-2.580256652990904e-05,2026-05,2026-06
2021-11,Cartão de crédito,14,24269367514.41,21485913692.170002,0.003963715365804335,14,24269367514.41,21485913692.170002,0.003963715365804335,0.0,2026-05,2026-06
