competencia,tipo_recebivel_tabela_ii,fundos_presentes,fundos_incluidos,pl_presente_brl,pl_incluido_brl,carteira_incluida_brl,inadimplencia_ajustada_brl,inadimplencia_sobre_pl,inadimplencia_sobre_carteira,fundos_inad_supera_carteira_excluidos,fundos_campos_ausentes_excluidos,fundos_coorte,pl_coorte_referencia_brl,cobertura_fundos_coorte,cobertura_pl_referencia_coorte,fundos_inadimplencia_positiva,pl_inadimplencia_positiva_brl,carteira_inadimplencia_positiva_brl,inadimplencia_positiva_brl,inadimplencia_sobre_pl_ex_zeros,inadimplencia_sobre_carteira_ex_zeros,variacao_inadimplencia_sobre_pl_pp,variacao_inadimplencia_sobre_carteira_pp
2013-10,Industrial,1,1,24995613715.16,24995613715.16,24279019210.05,0.0,0.0,0.0,0,0,52,65013548181.39,0.019230769230769232,0.9421877943364444,0,0.0,0.0,0.0,,,,
2013-10,Serviços,7,7,2510969836.14,2510969836.14,2296223147.95,474966.0,0.00018915639414057784,0.00020684662134167386,0,0,160,36529338314.49,0.04375,0.180906421726743,1,155073232.05,142678181.9,474966.0,0.0030628496854109384,0.003328932242302423,0.0028736932912703603,0.003122085620960749
2013-10,Setor público,4,4,1061891987.58,1061891987.58,1037844031.56,0.0,0.0,0.0,0,0,129,30600789960.969997,0.031007751937984496,0.06069414754517424,0,0.0,0.0,0.0,,,,
2013-10,Ações judiciais,7,6,999303364.1800001,992192659.92,978471234.69,7616031.3,0.00767596013118468,0.007783602654821954,1,0,160,21969975460.06,0.0375,0.029103651254977495,1,46328397.93,36698671.12,7616031.3,0.1643922872426424,0.20752880329362727,0.15671632711145772,0.19974520063880533
2013-10,Agronegócio,1,0,6570898.62,0.0,0.0,0.0,,,1,0,36,7064715402.79,0.0,0.0,0,0.0,0.0,0.0,,,,
2013-10,Imobiliário,1,1,6149817.25,6149817.25,1166543.51,0.0,0.0,0.0,0,0,15,921381939.25,0.06666666666666667,0.1106685000717524,0,0.0,0.0,0.0,,,,
2013-11,Financeiro,20,19,1280213150.55,1263167907.81,1102851513.25,140110237.69,0.11091972557544959,0.1270436101385111,1,0,1215,256239377629.81,0.015637860082304528,0.020157234905370428,8,784220614.92,646074916.33,140110237.69,0.17866176306050427,0.21686376323954812,0.06774203748505468,0.08982015310103703
2013-11,Comercial,5,5,2254689902.8199997,2254689902.8199997,1934166776.99,2219260.98,0.0009842865651832264,0.0011473989763456029,0,0,257,93385844928.04,0.019455252918287938,0.035917001375685875,2,2181613694.0899997,1889038827.51,2219260.98,0.0010172566233939524,0.0011748096162349801,3.297005821072596e-05,2.7410639889377227e-05
2013-11,Industrial,1,1,28715571951.4,28715571951.4,28082471777.57,0.0,0.0,0.0,0,0,52,65013548181.39,0.019230769230769232,0.9421877943364444,0,0.0,0.0,0.0,,,,
2013-11,Serviços,7,7,2513422147.12,2513422147.12,2399147268.89,517322.52,0.00020582396816737415,0.00021562766350702046,0,0,160,36529338314.49,0.04375,0.180906421726743,1,152753757.49,136216088.47,517322.52,0.003386643500627907,0.003797807775943693,0.003180819532460533,0.0035821801124366723
2013-11,Setor público,4,4,1066526842.88,1066526842.88,1042733137.9300001,0.0,0.0,0.0,0,0,129,30600789960.969997,0.031007751937984496,0.06069414754517424,0,0.0,0.0,0.0,,,,
2013-11,Ações judiciais,7,5,1037617210.78,1025542083.36,951020247.88,17067705.39,0.016642618247396344,0.017946731868272073,2,0,160,21969975460.06,0.03125,0.027153210045432193,1,46635781.96,43677039.9,17067705.39,0.3659787543530234,0.3907706527062518,0.3493361361056271,0.3728239208379797
2013-11,Agronegócio,1,0,6404801.41,0.0,0.0,0.0,,,1,0,36,7064715402.79,0.0,0.0,0,0.0,0.0,0.0,,,,
2013-11,Imobiliário,1,1,6947613.59,6947613.59,1448454.66,18288.17,0.0026322952137584265,0.012625987202112353,0,0,15,921381939.25,0.06666666666666667,0.1106685000717524,1,6947613.59,1448454.66,18288.17,0.0026322952137584265,0.012625987202112353,0.0,0.0
2013-12,Financeiro,20,19,1219855510.76,1207451141.1200001,967051400.1,144244461.84,0.11946194502429523,0.14915904348526263,1,0,1215,256239377629.81,0.015637860082304528,0.020751126610921836,8,804239605.3100001,693369151.61,144244461.84,0.1793550838427062,0.2080341496374118,0.059893138818410976,0.058875106152149165
