competencia,cnpj_fundo,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,dc_a_vencer_com_parcela_inad,dc_parcelas_inadimplentes,inad_ate_30d,inad_31_60d,inad_61_90d,inad_91_120d,inad_121_150d,inad_151_180d,inad_181_360d,inad_361_720d,inad_721_1080d,inad_maior_1080d,inad_acima_360d,inad_aging_total,inadimplencia_ex_360d,inadimplencia_ex_360d_ajustada,cnpj_classe_count,cnpj_classes,is_fic_fidc,is_np,reports_carteira_dc,reports_dc_inadimplentes,reports_inad_acima_360d,field_presence_exact,is_fic,denominacao,cnpj_veiculo,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,custodiante_nome,custodiante_cnpj,segmento_principal,segmento_financeiro_principal,classificacao_anbima,publico_alvo,fund_key,cnpj_classe,cnpj_fundo_formatado,aggregation_warning,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_duplicate_rows_dropped,tab4_warning,anbima_tipo,anbima_foco,classification_tier,classification_status,classification_source,classification_evidence,classification_requires_warning,classification_warning,anbima_tipo_oficial,anbima_foco_oficial,anbima_tipo_curado,anbima_foco_curado,tabela_ii_curada,taxonomia_funcional_n1_curada,taxonomia_funcional_n2_curada,taxonomy_review_status,taxonomy_review_applied,manual_override_applied,tipo_aplicado,bucket_financeiro
2026-06,26287464000114,41496046291.59,28186458808.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26287464000114,False,False,True,True,True,True,False,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26287464000114,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Cartao de credito,,,,26287464000114,26287464000114,26.287.464/0001-14,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,12817329000129,3666009327.0,3176592026.36,1379908942.75,1379908942.75,0.0,0.0,135672100.16,30646033.81,24476580.59,22053124.9,20821656.88,18132064.14,89843381.36,175576006.1,210120712.0,652567282.81,1038264000.91,1379908942.75,341644941.84000003,341644941.84000003,1,12817329000129,False,False,True,True,True,True,False,"HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL",12817329000129,BANCO FINAXIS S.A.,11758741000152.0,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,9204714000196.0,BANCO FINAXIS S.A.,11758741000152.0,Comercial,,,,12817329000129,12817329000129,12.817.329/0001-29,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Multicarteira Outros,Financeiro,Multicarteira Financeiro,Financeiro,Multissetorial / Outros,Multicarteira financeiro,aprovado,True,True,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,50473039000102,3656448188.16,3608841970.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50473039000102,False,False,True,True,True,True,False,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50473039000102,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Servicos,,,,50473039000102,50473039000102,50.473.039/0001-02,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,60356171000180,3254537202.75,3022054631.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60356171000180,False,False,True,True,True,True,False,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60356171000180,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,60356171000180,60356171000180,60.356.171/0001-80,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,62588266000154,3085111034.31,2738344752.38,6110868.9,6110868.9,0.0,0.0,3996661.33,1041014.64,336970.07,241385.48,208522.48,143545.7,142769.2,0.0,0.0,0.0,0.0,6110868.900000001,6110868.900000001,6110868.900000001,1,62588266000154,False,False,True,True,True,True,False,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62588266000154,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: consignado,,,62588266000154,62588266000154,62.588.266/0001-54,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,Financeiro,Crédito PF,Consignado/INSS,aprovado,True,True,Financeiro,Consignado INSS / publico (proxy)
2026-06,60010416000112,3072067502.44,2779246734.82,0.0,0.0,94045992.0,94045992.0,20178825.11,42336560.24,7837994.62,7261795.74,15041031.48,284250.04,1105534.77,0.0,0.0,0.0,0.0,94045992.0,94045992.0,94045992.0,1,60010416000112,False,False,True,True,True,True,False,MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60010416000112,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,60010416000112,60010416000112,60.010.416/0001-12,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,Financeiro,Crédito PF,Consignado/INSS,aprovado,True,True,Financeiro,Consignado privado / CLT
2026-06,33254370000104,3017886933.33,3007875478.58,0.0,0.0,461162547.49,461162547.49,80740260.32,63049697.72,76659586.14,55895739.48,35630973.05,35367609.06,110995620.58,2713121.93,109939.21,0.0,2823061.14,461162547.49,458339486.35,458339486.35,1,33254370000104,False,False,True,True,True,True,False,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33254370000104,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,POLÍGONO CAPITAL LTDA,43241789000185.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,33254370000104,33254370000104,33.254.370/0001-04,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,aprovado,True,True,Financeiro,Credito PJ
2026-06,65976848000104,2967229777.92,2965967821.98,233724.76,233724.76,0.0,0.0,218727.1,14997.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233724.76,233724.76,233724.76,1,65976848000104,False,False,True,True,True,True,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK II RESPONSABILIDADE LIMITADA,65976848000104,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: consignado,,,65976848000104,65976848000104,65.976.848/0001-04,,False,False,False,0,,Financeiro,Crédito Consignado,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,Financeiro,Crédito PF,Consignado/INSS,aprovado,True,True,Financeiro,Consignado INSS / publico (proxy)
2026-06,55471753000177,2879663753.83,2633221900.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55471753000177,False,False,True,True,True,True,False,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55471753000177,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Servicos,,,,55471753000177,55471753000177,55.471.753/0001-77,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,57609282000146,2700487143.69,2442991406.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,57609282000146,False,False,True,True,True,True,False,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57609282000146,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,57609282000146,57609282000146,57.609.282/0001-46,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,"Agro, Indústria e Comércio",Recebíveis Comerciais,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,54836930000109,2688587997.05,1502857015.26,277042421.39,277042421.39,0.0,0.0,277042421.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277042421.39,277042421.39,277042421.39,1,54836930000109,False,False,True,True,True,True,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS METEORO - RESP LTDA,54836930000109,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: outros,,,54836930000109,54836930000109,54.836.930/0001-09,,False,False,False,0,,Financeiro,Crédito Pessoal,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,aprovado,True,True,Financeiro,Demais credito PF
2026-06,52256912000122,2661592324.9,2393814408.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52256912000122,False,False,True,True,True,True,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ACR I BANCOS EMISSORES DE CARTÃO DE CRÉDITO RESP LIMI,52256912000122,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Cartao de credito,,,,52256912000122,52256912000122,52.256.912/0001-22,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
