grupo,fundo,nome_curto,cnpj,data_referencia,evento,categoria,tipo_documento,especie,documento_id,arquivo_local_existe,source_file
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,19/05/2025 09:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,909705,True,data/raw/41970012000126/909705_assembleia_assembleia_909705_2025-05-19.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,19/05/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,909707,True,data/raw/41970012000126/909707_regulamento_regulamento_909707_2025-05-19.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2025,Informe trimestral,outro,Informe Trimestral,,968241,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/06/2025,Assembleia / deliberação,assembleia,Instrumento Particular de Emissão de Cotas,,999523,True,data/raw/41970012000126/999523_assembleia_assembleia_999523_2025-06-12.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,23/07/2025 00:00,Assembleia / deliberação,assembleia,AGO,Edital de Convocação,952882,True,data/raw/41970012000126/952882_assembleia_assembleia_952882_2025-07-23.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,04/08/2025 10:00,Assembleia / deliberação,assembleia,AGO,Ata da Assembleia,970883,True,data/raw/41970012000126/970883_assembleia_assembleia_970883_2025-08-04.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/2025,Informe trimestral,outro,Informe Trimestral,,1035253,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/2025,Informe trimestral,outro,Informe Trimestral,,1113097,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,19/12/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1077333,True,data/raw/41970012000126/1077333_assembleia_assembleia_1077333_2025-12-19.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,19/12/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,1077334,True,data/raw/41970012000126/1077334_regulamento_regulamento_1077334_2025-12-19.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2025,Demonstrações financeiras,outro,Demonstrações Financeiras,,1151156,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,467929,True,data/raw/50473039000102/467929_regulamento_regulamento_467929_2023-05-05.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,05/05/2023,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,467930,True,data/raw/50473039000102/467930_regulamento_regulamento_467930_2023-05-05.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,22/05/2023 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,468755,True,data/raw/50473039000102/468755_assembleia_assembleia_468755_2023-05-22.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,22/05/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,468756,True,data/raw/50473039000102/468756_regulamento_regulamento_468756_2023-05-22.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,24/05/2023,Oferta / emissão de cotas,emissao,Anúncio de Início,,468767,True,data/raw/50473039000102/468767_emissao_emissao_468767_2023-05-24.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,29/05/2023 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,471084,True,data/raw/50473039000102/471084_assembleia_assembleia_471084_2023-05-29.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,29/05/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,471085,True,data/raw/50473039000102/471085_regulamento_regulamento_471085_2023-05-29.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,30/05/2023,Oferta / emissão de cotas,emissao,Aviso ao Mercado,,471622,True,data/raw/50473039000102/471622_emissao_emissao_471622_2023-05-30.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,06/2023,Informe trimestral,outro,Informe Trimestral,,507608,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,09/2023,Informe trimestral,outro,Informe Trimestral,,552582,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,09/2023,Informe trimestral,outro,Informe Trimestral,,553928,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023,Oferta / emissão de cotas,emissao,Aviso ao Mercado,,558430,True,data/raw/50473039000102/558430_emissao_emissao_558430_2023-11-23.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023 14:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,558803,True,data/raw/50473039000102/558803_assembleia_assembleia_558803_2023-11-23.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/11/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,558844,True,data/raw/50473039000102/558844_regulamento_regulamento_558844_2023-11-23.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,27/11/2023,Oferta / emissão de cotas,emissao,Anúncio de Início,,559856,True,data/raw/50473039000102/559856_emissao_emissao_559856_2023-11-27.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,12/2023,Informe trimestral,outro,Informe Trimestral,,602416,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/12/2023 09:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,594378,True,data/raw/50473039000102/594378_assembleia_assembleia_594378_2023-12-19.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,07/02/2024,Relatório de rating,outro,Relatório de Agência de Rating,,603641,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,03/2024,Informe trimestral,outro,Informe Trimestral,,661359,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,31/03/2024,Demonstrações financeiras,outro,Demonstrações Financeiras,,675897,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,06/2024,Informe trimestral,outro,Informe Trimestral,,718119,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,26/06/2024,Relatório de rating,outro,Relatório de Agência de Rating,,690671,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,12/08/2024,Relatório de rating,outro,Relatório de Agência de Rating,,716991,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,09/2024,Informe trimestral,outro,Informe Trimestral,,780777,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,27/11/2024,Relatório de rating,outro,Relatório de Agência de Rating,,798081,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,790772,True,data/raw/50473039000102/790772_regulamento_regulamento_790772_2024-11-28.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/11/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,790777,True,data/raw/50473039000102/790777_regulamento_regulamento_790777_2024-11-28.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,12/2024,Informe trimestral,outro,Informe Trimestral,,842063,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,26/02/2025,Relatório de rating,outro,Relatório de Agência de Rating,,858232,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,03/2025,Informe trimestral,outro,Informe Trimestral,,903889,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,31/03/2025,Demonstrações financeiras,outro,Demonstrações Financeiras,,936462,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,15/05/2025,Relatório de rating,outro,Relatório de Agência de Rating,,909988,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025 10:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,909546,True,data/raw/50473039000102/909546_assembleia_assembleia_909546_2025-05-19.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,19/05/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,909547,True,data/raw/50473039000102/909547_regulamento_regulamento_909547_2025-05-19.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,23/05/2025,Oferta / emissão de cotas,emissao,Aviso ao Mercado,,911027,True,data/raw/50473039000102/911027_emissao_emissao_911027_2025-05-23.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,26/05/2025,Assembleia / deliberação,assembleia,Instrumento Particular de Emissão de Cotas,,912093,True,data/raw/50473039000102/912093_assembleia_assembleia_912093_2025-05-26.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,28/05/2025,Oferta / emissão de cotas,emissao,Anúncio de Início,,912172,True,data/raw/50473039000102/912172_emissao_emissao_912172_2025-05-28.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,06/2025,Informe trimestral,outro,Informe Trimestral,,969075,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,04/06/2025,Oferta / emissão de cotas,emissao,Anúncio de Encerramento,,932137,True,data/raw/50473039000102/932137_emissao_emissao_932137_2025-06-04.pdf
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,09/2025,Informe trimestral,outro,Informe Trimestral,,1039870,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,15/09/2025,Relatório de rating,outro,Relatório de Agência de Rating,,998447,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,07/11/2025,Relatório de rating,outro,Relatório de Agência de Rating,,1037116,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,12/2025,Informe trimestral,outro,Informe Trimestral,,1115964,False,
Sellers,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Seller FIDC,50.473.039/0001-02,12/02/2026,Relatório de rating,outro,Relatório de Agência de Rating,,1119230,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,06/2024,Informe trimestral,outro,Informe Trimestral,,715331,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,10/06/2024,Assembleia / deliberação,assembleia,Instrumento Particular de Constituição/Encerramento do Fundo,,691281,True,data/raw/55471753000177/691281_assembleia_assembleia_691281_2024-06-10.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,10/06/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,691282,True,data/raw/55471753000177/691282_regulamento_regulamento_691282_2024-06-10.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,02/07/2024,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,691283,True,data/raw/55471753000177/691283_regulamento_regulamento_691283_2024-07-02.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,02/07/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,691284,True,data/raw/55471753000177/691284_regulamento_regulamento_691284_2024-07-02.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,02/07/2024,Comunicação / evento,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,691285,True,data/raw/55471753000177/691285_evento_evento_691285_2024-07-02.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,25/07/2024 19:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,704722,True,data/raw/55471753000177/704722_assembleia_assembleia_704722_2024-07-25.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,25/07/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,704724,True,data/raw/55471753000177/704724_regulamento_regulamento_704724_2024-07-25.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,26/07/2024,Comunicação / evento,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,705134,True,data/raw/55471753000177/705134_evento_evento_705134_2024-07-26.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,26/07/2024,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,705139,True,data/raw/55471753000177/705139_regulamento_regulamento_705139_2024-07-26.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,26/07/2024,Comunicação / evento,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,705145,True,data/raw/55471753000177/705145_evento_evento_705145_2024-07-26.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,26/07/2024,Relatório de rating,outro,Relatório de Agência de Rating,,708549,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,29/07/2024,Oferta / emissão de cotas,emissao,Anúncio de Início,,706203,True,data/raw/55471753000177/706203_emissao_emissao_706203_2024-07-29.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,08/08/2024,Oferta / emissão de cotas,emissao,Anúncio de Encerramento,,714216,True,data/raw/55471753000177/714216_emissao_emissao_714216_2024-08-08.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,09/2024,Informe trimestral,outro,Informe Trimestral,,783445,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,06/09/2024,Assembleia / deliberação,assembleia,Instrumento Particular de Emissão de Cotas,,733048,True,data/raw/55471753000177/733048_assembleia_assembleia_733048_2024-09-06.pdf
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,28/11/2024,Relatório de rating,outro,Relatório de Agência de Rating,,798085,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,12/2024,Informe trimestral,outro,Informe Trimestral,,842183,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,24/02/2025,Relatório de rating,outro,Relatório de Agência de Rating,,847951,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,03/2025,Informe trimestral,outro,Informe Trimestral,,903935,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,31/03/2025,Demonstrações financeiras,outro,Demonstrações Financeiras,,936464,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,19/05/2025,Relatório de rating,outro,Relatório de Agência de Rating,,909989,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,06/2025,Informe trimestral,outro,Informe Trimestral,,970701,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,13/08/2025,Relatório de rating,outro,Relatório de Agência de Rating,,979426,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,09/2025,Informe trimestral,outro,Informe Trimestral,,1038104,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,19/11/2025,Relatório de rating,outro,Relatório de Agência de Rating,,1046911,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,12/2025,Informe trimestral,outro,Informe Trimestral,,1115980,False,
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,12/03/2026,Relatório de rating,outro,Relatório de Agência de Rating,,1139772,False,
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,23/01/2025,Oferta / emissão de cotas,emissao,Aviso ao Mercado,,1091930,True,data/raw/63572282000111/1091930_emissao_emissao_1091930_2025-01-23.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,07/11/2025,Assembleia / deliberação,assembleia,Instrumento Particular de Constituição/Encerramento do Fundo,,1059049,True,data/raw/63572282000111/1059049_assembleia_assembleia_1059049_2025-11-07.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,07/11/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,1059052,True,data/raw/63572282000111/1059052_regulamento_regulamento_1059052_2025-11-07.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,05/01/2026,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,1080485,True,data/raw/63572282000111/1080485_regulamento_regulamento_1080485_2026-01-05.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,05/01/2026,Regulamento / alteração regulatória,regulamento,Regulamento,,1080487,True,data/raw/63572282000111/1080487_regulamento_regulamento_1080487_2026-01-05.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,12/01/2026,Assembleia / deliberação,assembleia,Instrumento Particular de Emissão de Cotas,,1080490,True,data/raw/63572282000111/1080490_assembleia_assembleia_1080490_2026-01-12.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,21/01/2026 11:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1089840,True,data/raw/63572282000111/1089840_assembleia_assembleia_1089840_2026-01-21.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,21/01/2026,Regulamento / alteração regulatória,regulamento,Regulamento,,1089845,True,data/raw/63572282000111/1089845_regulamento_regulamento_1089845_2026-01-21.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,04/02/2026,Oferta / emissão de cotas,emissao,Anúncio de Início,,1101975,True,data/raw/63572282000111/1101975_emissao_emissao_1101975_2026-02-04.pdf
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,06/02/2026,Oferta / emissão de cotas,emissao,Anúncio de Encerramento,,1104314,True,data/raw/63572282000111/1104314_emissao_emissao_1104314_2026-02-06.pdf
