Fundo,CNPJ,Documentos inventariados,Critérios curados,Emissões/eventos curados,Status curadoria
CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,42.102.603/0001-44,50,2,8,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.154.687/0001-60,157,6,68,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,44.124.617/0001-94,47,1,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,44.173.467/0001-09,42,2,8,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,45.598.747/0001-21,40,2,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,47.424.724/0001-26,34,3,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
INOVA CREDTECH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47.669.476/0001-83,8,3,2,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50.327.909/0001-27,18,2,5,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,41,2,23,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,45,6,12,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,56,10,27,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,28,1,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,27,1,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,28,1,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,29,2,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,55,5,26,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,18,2,5,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,26,6,4,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.871.427/0001-94,24,0,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,15,1,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,34,6,14,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
PLGN MARKETPLACE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.563.624/0001-09,36,3,6,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,35,6,16,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,30,3,8,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,28,7,17,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60.010.416/0001-12,17,1,6,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,19,2,6,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,26,2,13,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,38,3,13,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
V CDT 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.552.447/0001-20,7,1,2,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,14,3,9,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,27,2,8,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62.690.693/0001-49,7,1,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,62.696.791/0001-93,4,1,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.838.025/0001-16,11,2,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,9,5,5,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLASSE CONSIGNADO PRIVADO DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,63.953.620/0001-65,8,0,2,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
CLASSE INSS DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.953.769/0001-44,5,0,3,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA II,66.299.762/0001-49,0,0,0,triagem estruturada por evidências offline; requer revisão fina antes de alerta contratual duro
