grupo,fundo,nome_curto,cnpj,cnpj_digits,data_referencia,categoria,tipo_documento,especie,documento_id,status_cvm,downloaded_flag,source_file,arquivo_local_existe,source_registry,page_count
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/07/2024,regulamento,Regulamento,,699515,,,data/raw/37511828000114/699515_regulamento_regulamento_699515_2024-07-12.pdf,True,reports/regulatory_document_inventory.csv,123.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,26/07/2024 10:00,assembleia,AGE,Ata da Assembleia,707894,,,data/raw/37511828000114/707894_assembleia_assembleia_707894_2024-07-26.pdf,True,reports/regulatory_document_inventory.csv,1.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,08/08/2024 10:00,assembleia,AGE,Ata da Assembleia,717356,,,data/raw/37511828000114/717356_assembleia_assembleia_717356_2024-08-08.pdf,True,reports/regulatory_document_inventory.csv,1.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,26/08/2024 10:00,assembleia,AGE,Ata da Assembleia,733029,,,data/raw/37511828000114/733029_assembleia_assembleia_733029_2024-08-26.pdf,True,reports/regulatory_document_inventory.csv,1.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,09/2024,outro,Informe Trimestral,,772518,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,14/11/2024 10:00,assembleia,AGE,Ata da Assembleia,785565,,,data/raw/37511828000114/785565_assembleia_assembleia_785565_2024-11-14.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,14/11/2024,regulamento,Regulamento,,785567,,,data/raw/37511828000114/785567_regulamento_regulamento_785567_2024-11-14.pdf,True,reports/regulatory_document_inventory.csv,121.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2024,outro,Informe Trimestral,,839048,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2024,outro,Demonstrações Financeiras,,897912,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,20/01/2025 10:00,assembleia,AGE,Ata da Assembleia,825889,,,data/raw/37511828000114/825889_assembleia_assembleia_825889_2025-01-20.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2025,outro,Informe Trimestral,,901309,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,26/03/2025 10:00,assembleia,AGE,Ata da Assembleia,865079,,,data/raw/37511828000114/865079_assembleia_assembleia_865079_2025-03-26.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,22/04/2025 10:00,assembleia,AGE,Ata da Assembleia,883969,,,data/raw/37511828000114/883969_assembleia_assembleia_883969_2025-04-22.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,19/05/2025 10:00,assembleia,AGE,Ata da Assembleia,909452,,,data/raw/37511828000114/909452_assembleia_assembleia_909452_2025-05-19.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,06/2025,outro,Informe Trimestral,,970340,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,13/06/2025 10:00,assembleia,AGE,Ata da Assembleia,939684,,,data/raw/37511828000114/939684_assembleia_assembleia_939684_2025-06-13.pdf,True,reports/regulatory_document_inventory.csv,11.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,13/06/2025,regulamento,Regulamento,,939685,,,data/raw/37511828000114/939685_regulamento_regulamento_939685_2025-06-13.pdf,True,reports/regulatory_document_inventory.csv,160.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,20/06/2025 10:00,assembleia,AGE,Ata da Assembleia,939681,,,data/raw/37511828000114/939681_assembleia_assembleia_939681_2025-06-20.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,17/07/2025 10:00,assembleia,AGE,Ata da Assembleia,952862,,,data/raw/37511828000114/952862_assembleia_assembleia_952862_2025-07-17.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,09/2025,outro,Informe Trimestral,,1039991,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,04/09/2025 10:00,assembleia,AGE,Ata da Assembleia,987665,,,data/raw/37511828000114/987665_assembleia_assembleia_987665_2025-09-04.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,20/10/2025 10:00,assembleia,AGE,Ata da Assembleia,1018978,,,data/raw/37511828000114/1018978_assembleia_assembleia_1018978_2025-10-20.pdf,True,reports/regulatory_document_inventory.csv,9.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,20/10/2025,regulamento,Regulamento,,1019776,,,data/raw/37511828000114/1019776_regulamento_regulamento_1019776_2025-10-20.pdf,True,reports/regulatory_document_inventory.csv,141.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2025,outro,Informe Trimestral,,1103602,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2025,outro,Demonstrações Financeiras,,1152149,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2026,outro,Informe Trimestral,,1182575,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,24/05/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,201188,,,data/raw/41970012000126/201188_regulamento_regulamento_201188_2021-05-24.pdf,True,reports/regulatory_document_inventory.csv,50.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,25/08/2021,regulamento,Regulamento,,209157,,,data/raw/41970012000126/209157_regulamento_regulamento_209157_2021-08-25.pdf,True,reports/regulatory_document_inventory.csv,51.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,25/08/2021,regulamento,Regulamento,,211642,,,data/raw/41970012000126/211642_regulamento_regulamento_211642_2021-08-25.pdf,True,reports/regulatory_document_inventory.csv,47.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,25/08/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,211643,,,data/raw/41970012000126/211643_regulamento_regulamento_211643_2021-08-25.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,13/10/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,223720,,,data/raw/41970012000126/223720_regulamento_regulamento_223720_2021-10-13.pdf,True,reports/regulatory_document_inventory.csv,4.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,13/10/2021,regulamento,Regulamento,,223727,,,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf,True,reports/regulatory_document_inventory.csv,156.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,13/10/2021,outro,Outros Documentos,,223732,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,03/11/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,232654,,,data/raw/41970012000126/232654_regulamento_regulamento_232654_2021-11-03.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,03/11/2021,regulamento,Regulamento,,232655,,,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf,True,reports/regulatory_document_inventory.csv,154.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,11/11/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,234125,,,data/raw/41970012000126/234125_regulamento_regulamento_234125_2021-11-11.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,11/11/2021,regulamento,Regulamento,,234127,,,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf,True,reports/regulatory_document_inventory.csv,154.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,25/11/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,241163,,,data/raw/41970012000126/241163_regulamento_regulamento_241163_2021-11-25.pdf,True,reports/regulatory_document_inventory.csv,4.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,25/11/2021,regulamento,Regulamento,,241164,,,data/raw/41970012000126/241164_regulamento_regulamento_241164_2021-11-25.pdf,True,reports/regulatory_document_inventory.csv,155.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,12/2021,outro,Informe Trimestral,,269525,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/12/2021,outro,Relatório de Agência de Rating,,269351,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/12/2021,outro,Demonstrações Financeiras,,451283,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,03/2022,outro,Informe Trimestral,,304789,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,04/03/2022 17:00,assembleia,AGO/E,Ata da Assembleia,312463,,,data/raw/41970012000126/312463_assembleia_assembleia_312463_2022-03-04.pdf,True,reports/regulatory_document_inventory.csv,8.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,04/03/2022,regulamento,Regulamento,,312464,,,data/raw/41970012000126/312464_regulamento_regulamento_312464_2022-03-04.pdf,True,reports/regulatory_document_inventory.csv,156.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/03/2022,outro,Relatório de Agência de Rating,,304735,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,06/2022,outro,Informe Trimestral,,339584,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,06/2022,outro,Informe Trimestral,,345266,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/06/2022,outro,Relatório de Agência de Rating,,339472,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,07/07/2022 17:00,assembleia,AGO/E,Ata da Assembleia,327165,,,data/raw/41970012000126/327165_assembleia_assembleia_327165_2022-07-07.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,07/07/2022,regulamento,Regulamento,,327171,,,data/raw/41970012000126/327171_regulamento_regulamento_327171_2022-07-07.pdf,True,reports/regulatory_document_inventory.csv,156.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,09/2022,outro,Informe Trimestral,,377134,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/09/2022,outro,Relatório de Agência de Rating,,376803,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,18/10/2022 17:00,assembleia,AGO/E,Ata da Assembleia,366765,,,data/raw/41970012000126/366765_assembleia_assembleia_366765_2022-10-18.pdf,True,reports/regulatory_document_inventory.csv,8.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,18/10/2022,regulamento,Regulamento,,366767,,,data/raw/41970012000126/366767_regulamento_regulamento_366767_2022-10-18.pdf,True,reports/regulatory_document_inventory.csv,158.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,12/2022,outro,Informe Trimestral,,418644,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/12/2022,outro,Relatório de Agência de Rating,,417778,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/12/2022,outro,Relatório de Agência de Rating,,418418,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/12/2022,outro,Demonstrações Financeiras,,513763,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,03/2023,outro,Informe Trimestral,,461140,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/03/2023,outro,Outros Documentos,,463081,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,31/03/2023,outro,Relatório de Agência de Rating,,463190,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,26/04/2023 09:00,assembleia,AGO/E,Ata da Assembleia,451451,,,data/raw/41970012000126/451451_assembleia_assembleia_451451_2023-04-26.pdf,True,reports/regulatory_document_inventory.csv,8.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,26/04/2023,regulamento,Regulamento,,451466,,,data/raw/41970012000126/451466_regulamento_regulamento_451466_2023-04-26.pdf,True,reports/regulatory_document_inventory.csv,170.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,27/04/2023,evento,Fato Relevante,,451459,,,data/raw/41970012000126/451459_evento_evento_451459_2023-04-27.pdf,True,reports/regulatory_document_inventory.csv,1.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,06/2023,outro,Informe Trimestral,,504961,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/06/2023,outro,Relatório de Agência de Rating,,500530,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,09/08/2023 09:00,assembleia,AGO/E,Ata da Assembleia,504535,,,data/raw/41970012000126/504535_assembleia_assembleia_504535_2023-08-09.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,09/08/2023,regulamento,Regulamento,,504544,,,data/raw/41970012000126/504544_regulamento_regulamento_504544_2023-08-09.pdf,True,reports/regulatory_document_inventory.csv,174.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,28/08/2023 09:00,assembleia,AGO/E,Ata da Assembleia,517356,,,data/raw/41970012000126/517356_assembleia_assembleia_517356_2023-08-28.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,28/08/2023,regulamento,Regulamento,,517362,,,data/raw/41970012000126/517362_regulamento_regulamento_517362_2023-08-28.pdf,True,reports/regulatory_document_inventory.csv,174.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,09/2023,outro,Informe Trimestral,,551215,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,30/09/2023,outro,Relatório de Agência de Rating,,551249,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,28/11/2023 10:03,assembleia,AGE,Ata da Assembleia,559877,,,data/raw/41970012000126/559877_assembleia_assembleia_559877_2023-11-28.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,41970012000126,28/11/2023,regulamento,Regulamento,,559878,,,data/raw/41970012000126/559878_regulamento_regulamento_559878_2023-11-28.pdf,True,reports/regulatory_document_inventory.csv,174.0
