grupo,fundo,nome_curto,cnpj,criterio,descricao,trecho
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"títulos e valores mobiliários que confiram aos seus titulares o direito de voto. 3.9.1. A íntegra da política relativa ao exercício do direito de voto da Gestora está disponível no website: www.oliveiratrust.com.br. Condições de Cessão e Critérios de Elegibilidade 3.10. O Fundo somente poderá adquirir Direitos Creditórios que atendam, nas respectivas Datas de Aquisição e Pagamento, individualmente e de forma cumulat…","títulos e valores mobiliários que confiram aos seus titulares o direito de voto. 3.9.1. A íntegra da política relativa ao exercício do direito de voto da Gestora está disponível no website: www.oliveiratrust.com.br. Condições de Cessão e Critérios de Elegibilidade 3.10. O Fundo somente poderá adquirir Direitos Creditórios que atendam, nas respectivas Datas de Aquisição e Pagamento, individualmente e de forma cumulat…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"reza especia l com prazo de duração indeterminado, é disciplinado pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e o Anexo Descritivo. 2.2. Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…","reza especia l com prazo de duração indeterminado, é disciplinado pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e o Anexo Descritivo. 2.2. Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"o é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios Elegíveis e Ativos Financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2. Direitos e Obr…","o é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios Elegíveis e Ativos Financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2. Direitos e Obr…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"reditórios, em decorrência da atuação como Credenciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” sig…","reditórios, em decorrência da atuação como Credenciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” sig…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"forme especificados nos respectivos Apêndices. “Formalização Eletrônica de Cessão” significa o processo (e seus correspondentes arquivos eletrônicos) e a conclusão da oferta e cessão dos Direitos Creditórios Elegíveis ao Fundo, após a finalização das seguintes etapas: (i.1) no caso dos Direitos Creditórios Estabelecimentos Comerciais, of erta pelos Estabelecimentos Comerciais, representados pelo Agente de Formalizaç…","forme especificados nos respectivos Apêndices. “Formalização Eletrônica de Cessão” significa o processo (e seus correspondentes arquivos eletrônicos) e a conclusão da oferta e cessão dos Direitos Creditórios Elegíveis ao Fundo, após a finalização das seguintes etapas: (i.1) no caso dos Direitos Creditórios Estabelecimentos Comerciais, of erta pelos Estabelecimentos Comerciais, representados pelo Agente de Formalizaç…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"(i.2) no caso dos Direitos Creditórios Mercado Crédito, oferta, pelo Mercado Crédito de Direitos Creditórios, nos termos do Contrato de Cessão ; (ii) envio do Arquivo de Oferta, para processamento da oferta dos Direitos Creditórios pela Gestora, conforme o fluxo previsto nas Condições Gerais de Cessão e/ou no Contrato de Cessão; (iii) envio pela Gestora do Arquivo de Retorno confirmando a 48 [ CLASSIFICAÇÃO: PÚBLICA…","(i.2) no caso dos Direitos Creditórios Mercado Crédito, oferta, pelo Mercado Crédito de Direitos Creditórios, nos termos do Contrato de Cessão ; (ii) envio do Arquivo de Oferta, para processamento da oferta dos Direitos Creditórios pela Gestora, conforme o fluxo previsto nas Condições Gerais de Cessão e/ou no Contrato de Cessão; (iii) envio pela Gestora do Arquivo de Retorno confirmando a 48 [ CLASSIFICAÇÃO: PÚBLICA…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"tal ou parcial, e, consequentemente, de um Direito Creditório Adquirido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão”…","tal ou parcial, e, consequentemente, de um Direito Creditório Adquirido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão”…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"irido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão” significam as Condições de Cessão dos Direitos Creditórios Mercad…","irido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão” significam as Condições de Cessão dos Direitos Creditórios Mercad…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"enciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” significam os Direitos Creditórios Elegíveis, obse…","enciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” significam os Direitos Creditórios Elegíveis, obse…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"rdinada Mezanino e a Subclasse Subordinada Júnior. As características e os direitos, assim como as condições de emissão, subscrição, integralização e amortização das Cotas seguem descritos no Capítulo Décimo deste Anexo Descritivo e nos respectivos Apêndices. 2.4. Público-Alvo. O público-alvo d a Classe Única é comp osto exclusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMP…","rdinada Mezanino e a Subclasse Subordinada Júnior. As características e os direitos, assim como as condições de emissão, subscrição, integralização e amortização das Cotas seguem descritos no Capítulo Décimo deste Anexo Descritivo e nos respectivos Apêndices. 2.4. Público-Alvo. O público-alvo d a Classe Única é comp osto exclusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMP…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"clusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA, CONDIÇÕES DE CESSÃO, CRITÉRIOS DE ELEGIBILIDADE E PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS 3.1. Objetivo da Classe Única . O objetivo d a Classe Única é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditór…","clusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA, CONDIÇÕES DE CESSÃO, CRITÉRIOS DE ELEGIBILIDADE E PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS 3.1. Objetivo da Classe Única . O objetivo d a Classe Única é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditór…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"reza especia l com prazo de duração indeterminado, é disciplinado pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e o Anexo Descritivo. 2.2. Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…","reza especia l com prazo de duração indeterminado, é disciplinado pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e o Anexo Descritivo. 2.2. Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"o é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios Elegíveis e Ativos Financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2. Direitos e Obr…","o é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios Elegíveis e Ativos Financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2. Direitos e Obr…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"reditórios, em decorrência da atuação como Credenciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” sig…","reditórios, em decorrência da atuação como Credenciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” sig…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"forme especificados nos respectivos Apêndices. “Formalização Eletrônica de Cessão” significa o processo (e seus correspondentes arquivos eletrônicos) e a conclusão da oferta e cessão dos Direitos Creditórios Elegíveis ao Fundo, após a finalização das seguintes etapas: (i.1) no caso dos Direitos Creditórios Estabelecimentos Comerciais, of erta pelos Estabelecimentos Comerciais, representados pelo Agente de Formalizaç…","forme especificados nos respectivos Apêndices. “Formalização Eletrônica de Cessão” significa o processo (e seus correspondentes arquivos eletrônicos) e a conclusão da oferta e cessão dos Direitos Creditórios Elegíveis ao Fundo, após a finalização das seguintes etapas: (i.1) no caso dos Direitos Creditórios Estabelecimentos Comerciais, of erta pelos Estabelecimentos Comerciais, representados pelo Agente de Formalizaç…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"os e Condições do Mercado Pago ; ou (i.2) no caso dos Direitos Creditórios Mercado Crédito, oferta, pelo Mercado Crédito de Direitos Creditórios, nos termos do Contrato de Cessão ; (ii) envio do Arquivo de Oferta, para processamento da oferta dos Direitos Creditórios pela Gestora, conforme o fluxo previsto nas Condições Gerais de Cessão e/ou no Contrato de Cessão; (iii) envio pela Gestora do Arquivo de Retorno confi…","os e Condições do Mercado Pago ; ou (i.2) no caso dos Direitos Creditórios Mercado Crédito, oferta, pelo Mercado Crédito de Direitos Creditórios, nos termos do Contrato de Cessão ; (ii) envio do Arquivo de Oferta, para processamento da oferta dos Direitos Creditórios pela Gestora, conforme o fluxo previsto nas Condições Gerais de Cessão e/ou no Contrato de Cessão; (iii) envio pela Gestora do Arquivo de Retorno confi…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"tal ou parcial, e, consequentemente, de um Direito Creditório Adquirido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão”…","tal ou parcial, e, consequentemente, de um Direito Creditório Adquirido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão”…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"irido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão” significam as Condições de Cessão dos Direitos Creditórios Mercad…","irido. “Classe Única” significa a presente Classe Única – Responsabilidade Limitada do Fundo. “Comissões” significam as comissões devidas pelo Mercado Crédito e/ou Mercado Pago ao Fundo, nos termos do Contrato de Cessão, quando referidas de forma indistinta e pagas ao Fundo em até 1 (um) Dia Útil antes de cada Data de Referência. “Condições de Cessão” significam as Condições de Cessão dos Direitos Creditórios Mercad…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"enciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” significam os Direitos Creditórios Elegíveis, obse…","enciador ou Subcredenciador responsável por habilitar os Estabelecimentos Comerciais à aceitação dos Instrumentos de Pagamento. “Direitos Creditórios” significam os Direitos Creditórios Estabelecimentos Comerciais e os Direitos Creditórios Mercado Crédito quando referidos em conjunto ou indistintamente. 43 [ CLASSIFICAÇÃO: PÚBLICA ] “Direitos Creditórios Adquiridos” significam os Direitos Creditórios Elegíveis, obse…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"rdinada Mezanino e a Subclasse Subordinada Júnior. As características e os direitos, assim como as condições de emissão, subscrição, integralização e amortização das Cotas seguem descritos no Capítulo Décimo deste Anexo Descritivo e nos respectivos Apêndices. 2.4. Público-Alvo. O público-alvo d a Classe Única é comp osto exclusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMP…","rdinada Mezanino e a Subclasse Subordinada Júnior. As características e os direitos, assim como as condições de emissão, subscrição, integralização e amortização das Cotas seguem descritos no Capítulo Décimo deste Anexo Descritivo e nos respectivos Apêndices. 2.4. Público-Alvo. O público-alvo d a Classe Única é comp osto exclusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMP…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"clusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA, CONDIÇÕES DE CESSÃO, CRITÉRIOS DE ELEGIBILIDADE E PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS 3.1. Objetivo da Classe Única . O objetivo d a Classe Única é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditór…","clusivamente por Investidores Autorizados. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA, CONDIÇÕES DE CESSÃO, CRITÉRIOS DE ELEGIBILIDADE E PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS 3.1. Objetivo da Classe Única . O objetivo d a Classe Única é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditór…"
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,Critério de elegibilidade,"o do Fundo (“ Regulamento”) e o contrato de cessão referente à cessão dos Direitos Creditórios Mercado Crédito (conforme definidos no Regulamento) ao Fundo (“Contrato de Cessão ”) foram alterados com a finalidade refletir os seguintes ajustes operacionais na dinâmica das contas do Fundo : (a) ajustar a dinâmica de realização do pagamento do Preço de Aquisição e do Potencial de Aquisição , permitindo que o pagamento…","o do Fundo (“ Regulamento”) e o contrato de cessão referente à cessão dos Direitos Creditórios Mercado Crédito (conforme definidos no Regulamento) ao Fundo (“Contrato de Cessão ”) foram alterados com a finalidade refletir os seguintes ajustes operacionais na dinâmica das contas do Fundo : (a) ajustar a dinâmica de realização do pagamento do Preço de Aquisição e do Potencial de Aquisição , permitindo que o pagamento…"
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,o titular de Cotas da presente Classe Única emitidas pelo Fundo. significam os titulares de Cotas Seniores emitidas pelo Fundo. significam os titulares de Cotas Subordinadas Mezanino emitidas pelo Fundo. significam os titulares de Cotas Subordinadas Juniores emitidas pelo Fundo. significa o Cadastro de Pessoa Física no Ministério da Fazenda. significam os Critérios de Elegibilidade dos Direitos Creditórios do Mercad…,o titular de Cotas da presente Classe Única emitidas pelo Fundo. significam os titulares de Cotas Seniores emitidas pelo Fundo. significam os titulares de Cotas Subordinadas Mezanino emitidas pelo Fundo. significam os titulares de Cotas Subordinadas Juniores emitidas pelo Fundo. significa o Cadastro de Pessoa Física no Ministério da Fazenda. significam os Critérios de Elegibilidade dos Direitos Creditórios do Mercad…
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,"pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e pelo Anexo Descritivo, observada a exceção prevista no Artigo 2.3.1 deste Regulamento. 2.2 Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…","pela Resolução CMN 2.907/01, pela Resolução CVM 175/22 e demais disposições legais e regulamentares aplicáveis, composto unicamente por Cotas da Classe Única, vedada a constituição de novas classes de cotas pelo Fundo, e será regido pelo presente Regulamento e pelo Anexo Descritivo, observada a exceção prevista no Artigo 2.3.1 deste Regulamento. 2.2 Objeto. O Fundo é uma comunhão de recursos destinados, preponderant…"
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,"ivo do Fundo é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios e ativos financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2 Direitos e Obr…","ivo do Fundo é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios e ativos financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2 Direitos e Obr…"
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,"Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios e ativos financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2 Direitos e Obrigações Vinculados aos Direitos Credi…","Cotistas a valorização de suas Cotas por meio da aplicação de recursos na aquisição de Direitos Creditórios e ativos financeiros, conforme política de investimento específica da Classe Única, detalhada em seu respectivo Anexo Descritivo e observados os índices de composição e diversificação da carteira da Classe Única, conforme estabelecido no Anexo Descritivo. 3.2 Direitos e Obrigações Vinculados aos Direitos Credi…"
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,"aordinária” “Amortização Final” “Adendo” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. tem seu significado atribuído no Artigo 3.2 deste Anexo Descritivo. significa a alocação de, pelo menos, 67% (cinquenta por cento) do Patrimônio L…","aordinária” “Amortização Final” “Adendo” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. tem seu significado atribuído no Artigo 3.2 deste Anexo Descritivo. significa a alocação de, pelo menos, 67% (cinquenta por cento) do Patrimônio L…"
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,Critério de elegibilidade,"aulo, CEP 06.233-903, inscrita no CNPJ sob o nº 10.573.521/0001-91. significa qualquer dia que não seja sábado, domingo, feriado nacional, ou dias em que, por qualquer motivo, não houver expediente bancário na República Federativa do Brasil. significam os Direitos Creditórios dos Estabelecimentos Comerciais e os Direitos Creditórios do Mercado Crédito quando referidos em conjunto ou de forma indistinta, conforme apl…","aulo, CEP 06.233-903, inscrita no CNPJ sob o nº 10.573.521/0001-91. significa qualquer dia que não seja sábado, domingo, feriado nacional, ou dias em que, por qualquer motivo, não houver expediente bancário na República Federativa do Brasil. significam os Direitos Creditórios dos Estabelecimentos Comerciais e os Direitos Creditórios do Mercado Crédito quando referidos em conjunto ou de forma indistinta, conforme apl…"
