grupo,fundo,nome_curto,cnpj,date,event,series_or_class,amount,amount_display,currency,remuneration,amortization_schedule,maturity,source_excerpt,source_document,source_document_id
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,Cotas Subordinadas,1000.0,"R$ 1.000,00",R$,,,"epresentantes legais infra-assinados (“Gestora”), resolvem: 1. Constituir, nos termos da Resolução CVM nº 175, de 23 de dezembro de 2022 e suas respectivas alterações (“Resolução CVM 175/22”), expedida pela CVM, (i) um fundo de investimento em direitos creditórios, sob a forma de condomínio de natureza especial, com prazo indeterminado de duração, com a denominação de “SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CRE…","o do Fundo e também pela prestação de informações relativas a esse; 4. Determinar que a Administradora assumirá a função de administrador a do Fundo, na forma do regulamento do Fundo (“Regulamento”), neste ato aprovado; 5. Determinar que a Administradora prestará ao Fundo os serviços de custódia e escrituração de cotas (“Custodiante”); 6. Determinar que a Gestora assumirá a função de gestora do Fundo, na forma do Re…",691281_assembleia_assembleia_691281_2024-06-10.pdf,691281
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,,,,,"rme em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralização, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da Subclasse Mezanino e suas respectivas Sé…","rmativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralização, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da…","as referências a quaisquer partes incluem seus sucessores, representantes e cessionários autorizados; (f) salvo disposição em contrário, todos os prazos previstos neste Regulamento serão contados na forma prevista no artigo 224 do Código de Processo Civil, isto é, excluindo -se o dia do começo e incluindo -se o dia do vencimento ; e (g) divergência entre as disposições da Parte Geral e dos Anexos, prevalecerão as di…","PÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA ........................... 10 CAPÍTULO QUARTO - ADMINISTRAÇÃO E GESTÃO DO FUNDO ................................................................. 11 CAPÍTULO QUINTO - CONTRATAÇÃO DE PRESTADORES DE SERVIÇO .................................................... 17 CAPÍTULO SEXTO – SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA, DA GESTORA E DO CUSTODIANTE .…",691282_regulamento_regulamento_691282_2024-06-10.pdf,691282
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,1ª série,1000.0,"R$1.000,00",R$,"de 2027 1/6 15º (décimo quinto) dia de julho de 2027 1/6 Meta de Amortização de Principal: a ser definida em procedimento de bookbuilding, limitada a 1,20% (um inteiro e vinte centésimos por cento) ao ano. Amortização de Principal: conforme Cronograma de Amortização de Principal. Data de Amortização de Remuneração: nas datas de Amortização de Principal, que devem ser uma Data de Pagamento. Fator de Ponderação Sênior…","minal Unitário de Emissão: R$1.000,00 (mil reais). Forma de Integralização: à vista, no ato de subscrição, pelo respectivo valor nominal unitário, na primeira data de integralização. Data de Emissão das Cotas Seniores da 1ª Série: a data da 1ª (primeira) integralização de Cotas Seniores da 1ª Série. Data de Amortização Final: 31/07/2027 Índice Referencial das Cotas Seniores da 1ª Série: Taxa DI Período de Carência:…","a Data de Pagamento. Fator de Ponderação Sênior: 33,3% (trinta e três inteiros e três décimos por cento). Regime de Distribuição das Cotas Seniores da 1ª Série: oferta pública de distribuição com rito de registro automático, destinada a investidores profissionais, realizada nos termos da Resolução CVM 160/22. Prazo para Distribuição: nos termos do artigo 48 da Resolução CVM 160/22, a subscrição da s Cotas Seniores d…","ala 202, Barra da Tijuca, CEP 22640- 102, neste ato representada na forma do seu estatuto social, por seus representantes legais infra-assinados (“Gestora”), resolvem: 1. Retificar o “Instrumento Particular de Constituição do Seller II Fundo de Investimento em Direitos Creditórios Segmento Meios de Pagamento de Responsabilidade Limitada e da Classe Única do Seller II Fundo de Investimento em Direitos Creditórios Seg…",691283_regulamento_regulamento_691283_2024-07-02.pdf,691283
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,,,,,"me em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralizaç ão, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da Subclasse Mezanino e suas respectivas Sé…","mativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralizaç ão, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da…","as referências a quaisquer partes incluem seus sucessores, representantes e cessionários autorizados; (vi) salvo disposição em contrário, todos os prazos previstos neste Regulamento serão contados na forma prevista no artigo 224 do Código de Processo Civil, isto é, excluindo -se o dia do começo e incluindo -se o dia do vencimento ; e (vii) divergência entre as disposições da Parte Geral e dos Anexos, prevalecerão as…","CAPÍTULO TERCEIRO – POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA .......................... 11 CAPÍTULO QUARTO – ADMINISTRAÇÃO E GESTÃO DO FUNDO ................................................................ 11 CAPÍTULO QUINTO - CONTRATAÇÃO DE PRESTADORES DE SERVIÇO .................................................... 17 CAPÍTULO SEXTO – SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA, DA GESTORA E DO CUSTODIANTE .…",691284_regulamento_regulamento_691284_2024-07-02.pdf,691284
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,cotas seniores,,,,,,"sociação Brasileira das Entidades dos Mercados Financeiro e de Capitais (“ ANBIMA”), em decorrência das suas características, e será obtido de forma automática mediante o cumprimento dos requisitos e procedimentos de requerimento de registro previstos. Não obstante, o Coordenador Líder registrará a Oferta na ANBIMA, no prazo de 7 (sete) dias, contados da publicação do Anúncio de Encerramento, nos termos do artigo 15…","Presidente Juscelino Kubitschek, nº 1.909, Torre Sul, 29º e 30º andares, CEP 04543 -907, inscrita no CNPJ/MF sob o nº 02.332.886/0011-78 (“ XPI” e, em conjunto com o Coordenador Líder e o ABC, os “Coordenadores”), vêm a público, por meio deste aviso ao mercado (“ Aviso ao Mercado ”), comunicar que, na presente data , foi apresentado perante a CVM o requerimento de registro automático de distribuição, nos termos do a…",691285_evento_evento_691285_2024-07-02.pdf,691285
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,,,,,"me em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralizaç ão, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da Subclasse Mezanino e suas respectivas Sé…","mativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os modelos de apêndices elaborados na forma do Suplemento II, do Suplemento II I e do Suplemento IV ao Anexo Descritivo, os quais descrevem as características e os direitos, assim como as condições de emissão, subscrição, integralizaç ão, amortização de principal e amortização de remuneração da Subclasse Sênior e suas respectivas Séries, da…","as referências a quaisquer partes incluem seus sucessores, representantes e cessionários autorizados; (vi) salvo disposição em contrário, todos os prazos previstos neste Regulamento serão contados na forma prevista no artigo 224 do Código de Processo Civil, isto é, excluindo -se o dia do começo e incluindo -se o dia do vencimento ; e (vii) divergência entre as disposições da Parte Geral e dos Anexos, prevalecerão as…","CAPÍTULO TERCEIRO – POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA .......................... 12 CAPÍTULO QUARTO – ADMINISTRAÇÃO E GESTÃO DO FUNDO ................................................................ 12 CAPÍTULO QUINTO - CONTRATAÇÃO DE PRESTADORES DE SERVIÇO .................................................... 18 CAPÍTULO SEXTO – SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA, DA GESTORA E DO CUSTODIANTE .…",704724_regulamento_regulamento_704724_2024-07-25.pdf,704724
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,1ª Série,1000.0,"R$1.000,00",R$,"da”, em 02 de julho de 2024 (“Apêndice das Cotas Seniores da 1ª Série ”), foi ajustado para correção das informações constantes dos itens “Índice Referencial das Cotas Seniores da 1ª Série ”, “Período de Carência”, “Cronograma de Amortização de Pr incipal”, “ Meta de Amortização de Principal ”, “ Data de Amortização de Remuneração” e “Fator de Ponderação Sênior”. Diante das alterações referidas acima, c omunica-se a…","e Investimento em Direitos Creditórios Segmento Meios de Pagamento Responsabili dade Limitada”, em 02 de julho de 2024 (“Apêndice das Cotas Seniores da 1ª Série ”), foi ajustado para correção das informações constantes dos itens “Índice Referencial das Cotas Seniores da 1ª Série ”, “Período de Carência”, “Cronograma de Amortização de Pr incipal”, “ Meta de Amortização de Principal ”, “ Data de Amortização de Remuner…",,"ios, nos termos do Ato Declaratório CVM nº 6.696, de 21 de fevereiro de 2002, inscrita no CNPJ/MF sob o nº 36.113.876/0001-91, com sede na Cidade e Estado do Rio de Janeiro, na Avenid a das Américas, nº 3.434, bloco 07, 2° andar, CEP 22640-102 (“Administradora”), no âmbito da oferta pública de distribuição primária, sob o regime de melhores esforços de colocação, registrada automaticamente perante a CVM, nos termos…",705134_evento_evento_705134_2024-07-26.pdf,705134
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,1ª SÉRIE,1000000000.0,"R$1.000.000.000,00",R$,"internet ou em qualquer outra página na internet ou publicação que venha a substituí-la (“Taxa DI”), acrescido de Sobretaxa Sênior (definida abaixo). Período de Carência: Período de Carência para Amortização de Principal: Sim - vide “Cronograma de Amortização de Principal”. Período de Carência para Amortização de Remuneração: N/A – vide “Data de Amortização de Remuneração”. Cronograma de Amortização de Principal: de…","ada pela “Ata da Assembleia Especial Extraordinária de Cotistas da Classe Única do Seller II Fundo de Investimento em Direitos Creditórios Segmento Meios de Pagamento de Responsabilidade Limitada”, realizada em 25 de julho de 2024 (“Instrumento de Constituição”) para (i) definir a Sobretaxa Sênior, que compõe a Meta de Amortização de Principal, conforme resultado do procedimento de bookbuilding; e (ii) definir a Cla…","de Assinatura Fator de Ponderação Sênior: 66,70% (sessenta e seis inteiros e setenta centésimos por cento). Regime de Distribuição das Cotas Seniores da 1ª Série: oferta pública de distribuição com rito de registro automático, destinada a investidores profissionais, realizada nos termos da Resolução CVM 160/22. Prazo para Distribuição: nos termos do artigo 48 da Resolução CVM 160/22, a subscrição da s Cotas Seniores…","DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. _______________________________________________________ OLIVEIRA TRUST SERVICER S.A. Versão de Assinatura ANEXO A APÊNDICE DAS COTAS SENIORES DA 1ª SÉRIE A 1ª S érie da Subclasse Sênior da Classe Única do SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIO S DE PAGAMENTO DE RESPONSABILIDADE LIMITADA, terá as seguintes características, permanecendo…",705139_regulamento_regulamento_705139_2024-07-26.pdf,705139
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,evento de cota,1ª Série,,,,"com a finalidade de definir a Sobretaxa Sênior. Participaram do Procedimento de Bookbuilding exclusivamente os investidores considerados como Investidores Profissionais, nos termos do artigo 61, §2º, da Resolução CVM 160. Após a conclusão do Procedimento de Bookbuilding, foi definida Sobretaxa Sênior que comporá a rentabilidade das Cotas Seniores da 1ª Série, conforme disposto abaixo: • Sobretaxa Sênior: 0,85% (oite…",,,"ma de distribuição de valores mobiliários, com sede na Cidade e Estado de São Paulo, na A venida Presidente Juscelino Kubitschek, nº 1.909, Torre Sul, 29º e 30º andares, CEP 04543 -907, inscrita no CNPJ/MF sob o nº 02.332.886/0011-78 (“ XPI” e, em conjunto com o Coordenador Líder e o ABC, os “Coordenadores”), comunicam que, na presente data , foi concluído o Procedimento de Bookbuilding (conforme abaixo definido) ,…",705145_evento_evento_705145_2024-07-26.pdf,705145
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,emissão,1ª Série,1000.0,"R$1.000,00",R$,,,"objeto de análise prévia da CVM ou da ANBIMA, em decorrência das suas características, e foi obtido de forma automática mediante o cumprimento dos requisitos e procedimentos de requerimento de registro previstos nos artigos 26 e 27 da Resolução CVM 160. Não obstante, o Coordenador Líder registrará a Oferta na ANBIMA, no prazo de 7 (sete) dias, contados da publicação do Anúncio de Encerramento, nos termos do artigo 1…","1.909, Torre Sul, 29º e 30º andares, CEP 04543 - 907, inscrita no CNPJ/MF sob o nº 02.332.886/0011 -78 (“ XPI” e, em conjunto c om o Coordenador Líder e o ABC, os “Coordenadores”), vêm a público, por meio deste anúncio de início (“Anúncio de Início”), comunicar o início da oferta pública de distribuição primária, sob o regime de melhores esforços de colocação, registrada automaticamente perante a CVM , nos termos do…",706203_emissao_emissao_706203_2024-07-29.pdf,706203
Sellers,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,Seller II FIDC,55.471.753/0001-77,,emissão,1ª série,1000.0,"R$1 .000,00",R$,,,,"P 04543 - 907, inscrita no CNPJ/MF sob o nº 02.332.886/0011 -78 (“ XPI” e, em conjunto com o Coordenador Líder e o ABC, o s “Coordenadores”), vêm a público, por meio deste anúncio de encerramento (“Anúncio de Encerramento”), comunicar o encerramento, em 06 de agosto de 2024, da oferta pública de distribuição primária, realizada sob o regime de melhores esforços e registrada automaticamente perante a CVM, nos termos…",714216_emissao_emissao_714216_2024-08-08.pdf,714216
