Fundo,CNPJ,Data,Classe/Série,Tipo,Qtd cotas,Preço/VNU,Volume identificado (R$ mm),Remuneração-alvo,Amortização/vencimento,Fonte
VALOREM MULTISETORIAL,17.468.142/0001-80,27/01/2022,COTAS SUBORDINADAS MEZANINOS VIII DO VALOREM FUNDO DE INVESTIMENTO E,Mezanino,—,—,"10,0",—,—,262034_assembleia_assembleia_262034_2022-01-27.pdf · ID 262034 · 27/01/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,09/02/2022,Classe Mezanino II,Mezanino,—,—,"20,0",—,—,270472_assembleia_assembleia_270472_2022-02-09.pdf · ID 270472 · 09/02/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,14/02/2022,COTAS SUBORDINADAS MEZANINOS VIII DO VALOREM FUNDO DE INVESTIMENTO E,Mezanino,—,—,"10,0",—,—,271302_assembleia_assembleia_271302_2022-02-14.pdf · ID 271302 · 14/02/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,19/04/2022,Classe/série não identificada,—,—,—,"45,0",—,—,296516_assembleia_assembleia_296516_2022-04-19.pdf · ID 296516 · 19/04/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,07/06/2022,COTAS SUBORDINADAS MEZANINOS VI DO VALOREM FUNDO DE INVESTIMENTO EM,Mezanino,—,—,"20,0",—,—,312645_assembleia_assembleia_312645_2022-06-07.pdf · ID 312645 · 07/06/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,30/06/2022,1ª Série,—,—,—,"10,0","DI + 4,5% a.a.",—,321460_assembleia_assembleia_321460_2022-06-30.pdf · ID 321460 · 30/06/2022 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,04/07/2022,12ª Série,—,—,—,"15,0","DI + 4,50%",—,324925_assembleia_assembleia_324925_2022-07-04.pdf · ID 324925 · 04/07/2022 15:00
VALOREM MULTISETORIAL,17.468.142/0001-80,15/07/2022,Cotas Seniores,Sênior,—,—,"2,5",—,—,330448_assembleia_assembleia_330448_2022-07-15.pdf · ID 330448 · 15/07/2022 12:00
VALOREM MULTISETORIAL,17.468.142/0001-80,05/09/2022,14ª Série,—,—,—,"25,0","DI + 4,75% a.a.",—,350030_assembleia_assembleia_350030_2022-09-05.pdf · ID 350030 · 05/09/2022 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,14/09/2022,COTAS SUBORDINADAS MEZANINO IX DO VALOREM FUNDO DE,Mezanino,—,—,"20,1","DI + 4,00%",—,351618_emissao_emissao_351618_2022-09-14.pdf · ID 351618 · 14/09/2022
VALOREM MULTISETORIAL,17.468.142/0001-80,23/11/2022,COTAS SUBORDINADAS MEZANINOS VI DO VALOREM FUNDO DE INVESTIMENTO EM,Mezanino,—,—,"20,0",—,—,385087_assembleia_assembleia_385087_2022-11-23.pdf · ID 385087 · 23/11/2022 12:00
VALOREM MULTISETORIAL,17.468.142/0001-80,23/11/2022,Cotas Subordinadas Mezaninos V do Fundo,Mezanino,—,—,"45,0","DI + 4,00% a.a.",—,385086_assembleia_assembleia_385086_2022-11-23.pdf · ID 385086 · 23/11/2022 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,08/12/2022,COTAS SUBORDINADAS MEZANINOS V,Mezanino,—,—,"45,0",—,—,388084_emissao_emissao_388084_2022-12-08.pdf · ID 388084 · 08/12/2022
VALOREM MULTISETORIAL,17.468.142/0001-80,12/12/2022,13ª SÉRIE,—,—,—,"20,0","DI + 3,75%",—,391762_assembleia_assembleia_391762_2022-12-12.pdf · ID 391762 · 12/12/2022 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,12/12/2022,1ª Série,—,—,—,"10,0","DI + 4,5% a.a.",—,391755_assembleia_assembleia_391755_2022-12-12.pdf · ID 391755 · 12/12/2022 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,13/12/2022,14ª Série,—,—,—,"30,0",DI + 4%,—,392307_assembleia_assembleia_392307_2022-12-13.pdf · ID 392307 · 13/12/2022 09:30
VALOREM MULTISETORIAL,17.468.142/0001-80,05/04/2023,Cotas Subordinadas Mezanino IX: são aquelas que se subordinam às Cot,Mezanino,—,—,"20,0",DI + 4% a.a.,—,441793_assembleia_assembleia_441793_2023-04-05.pdf · ID 441793 · 05/04/2023 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,05/10/2023,Classe Mezanino II,Mezanino,—,—,"20,0",DI + 3% a.a.,—,536267_assembleia_assembleia_536267_2023-10-05.pdf · ID 536267 · 05/10/2023 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,11/12/2023,13ª SÉRIE,—,—,—,"20,0",—,—,572945_assembleia_assembleia_572945_2023-12-11.pdf · ID 572945 · 11/12/2023 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,05/02/2024,16ª SÉRIE,—,—,—,"20,0",DI + 4% a.a.,—,599342_assembleia_assembleia_599342_2024-02-05.pdf · ID 599342 · 05/02/2024 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,18/03/2024,COTAS SUBORDINADAS MEZANINO IX DO VALOREM FUNDO DE INVESTIMENTO EM D,Mezanino,—,—,"20,1","DI + 3,60% a.a.",—,636538_assembleia_assembleia_636538_2024-03-18.pdf · ID 636538 · 18/03/2024 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,02/04/2024,Classe/série não identificada,—,—,—,"20,0",—,—,632968_emissao_emissao_632968_2024-04-02.pdf · ID 632968 · 02/04/2024
VALOREM MULTISETORIAL,17.468.142/0001-80,23/04/2024,COTAS SUBORDINADAS MEZANINO II DOVALOREM FUNDO DE INVESTIMENTO EM DI,Mezanino,—,—,"20,0",—,—,646279_assembleia_assembleia_646279_2024-04-23.pdf · ID 646279 · 23/04/2024 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,29/05/2024,15ª SÉRIE,—,—,—,"200,0","DI + 3,25% a.a.",—,678113_assembleia_assembleia_678113_2024-05-29.pdf · ID 678113 · 29/05/2024 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,31/05/2024,COTAS SUBORDINADAS MEZANINO V DO VALOREM FUNDO DE INVESTIMENTO EM DI,Mezanino,—,—,"45,0",—,—,674514_assembleia_assembleia_674514_2024-05-31.pdf · ID 674514 · 31/05/2024 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,19/06/2024,13ª SÉRIE,—,—,—,"20,0","DI + 4,00%",—,686511_assembleia_assembleia_686511_2024-06-19.pdf · ID 686511 · 19/06/2024 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,24/09/2024,Cotas Subordinadas Mezanino XIII,Mezanino,—,—,—,DI + 4% a.a.,—,750877_assembleia_assembleia_750877_2024-09-24.pdf · ID 750877 · 24/09/2024 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,26/09/2024,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,—,—,"20,1","DI + 3,60% a.a.",—,753847_assembleia_assembleia_753847_2024-09-26.pdf · ID 753847 · 26/09/2024 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,02/10/2024,COTAS SUBORDINADAS MEZANINO VI DO VALOREM FUNDO DE INVESTIMENTO EM D,Mezanino,—,—,"20,0",—,—,754711_assembleia_assembleia_754711_2024-10-02.pdf · ID 754711 · 02/10/2024 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,08/10/2024,Cotas Subordinadas,Subordinada,—,—,—,—,—,760529_assembleia_assembleia_760529_2024-10-08.pdf · ID 760529 · 08/10/2024 17:00
VALOREM MULTISETORIAL,17.468.142/0001-80,23/10/2024,Classe Mezanino V,Mezanino,—,—,"45,0",—,—,773545_assembleia_assembleia_773545_2024-10-23.pdf · ID 773545 · 23/10/2024 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,28/11/2024,COTAS SENIORES ____________________________________ 135,Sênior,—,—,—,—,—,789621_regulamento_regulamento_789621_2024-11-28.pdf · ID 789621 · 28/11/2024
VALOREM MULTISETORIAL,17.468.142/0001-80,26/12/2024,13ª SÉRIE,—,—,—,"20,0","CDI + 4,50% a.a.",—,808886_regulamento_regulamento_808886_2024-12-26.pdf · ID 808886 · 26/12/2024
VALOREM MULTISETORIAL,17.468.142/0001-80,25/02/2025,15ª Série,—,—,—,"200,0","DI + 3,25% a.a.",—,850728_assembleia_assembleia_850728_2025-02-25.pdf · ID 850728 · 25/02/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,07/03/2025,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,—,—,"20,1","DI + 3,60% a.a.",—,862497_assembleia_assembleia_862497_2025-03-07.pdf · ID 862497 · 07/03/2025 16:00
VALOREM MULTISETORIAL,17.468.142/0001-80,08/04/2025,Classe Mezanino II,Mezanino,—,—,"45,0",—,—,875227_regulamento_regulamento_875227_2025-04-08.pdf · ID 875227 · 08/04/2025
VALOREM MULTISETORIAL,17.468.142/0001-80,09/04/2025,17ª Série,—,—,—,"5,0","DI + 2,75% a.a.",—,882524_assembleia_assembleia_882524_2025-04-09.pdf · ID 882524 · 09/04/2025 16:00
VALOREM MULTISETORIAL,17.468.142/0001-80,14/04/2025,Classe/série não identificada,—,—,—,"5,0",—,—,879176_emissao_emissao_879176_2025-04-14.pdf · ID 879176 · 14/04/2025
VALOREM MULTISETORIAL,17.468.142/0001-80,05/05/2025,25ª Série,—,—,—,"5,0","DI + 2,70% a.a.",—,1030659_assembleia_assembleia_1030659_2025-05-05.pdf · ID 1030659 · 05/05/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,16/05/2025,18ª Série,—,—,—,"15,0","DI + 2,75% a.a.",—,909906_assembleia_assembleia_909906_2025-05-16.pdf · ID 909906 · 16/05/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,26/05/2025,Classe/série não identificada,—,—,—,"15,0",—,—,910873_emissao_emissao_910873_2025-05-26.pdf · ID 910873 · 26/05/2025
VALOREM MULTISETORIAL,17.468.142/0001-80,11/06/2025,13ª SÉRIE,—,—,—,"20,0","DI + 3,00% a.a.",—,928226_assembleia_assembleia_928226_2025-06-11.pdf · ID 928226 · 11/06/2025 16:00
VALOREM MULTISETORIAL,17.468.142/0001-80,13/06/2025,1ª Série,—,—,—,—,"DI + 3,90% a.a.",—,929023_assembleia_assembleia_929023_2025-06-13.pdf · ID 929023 · 13/06/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,16/06/2025,COTAS SENIORES ____________________________________ 132,Sênior,—,—,—,—,—,927399_regulamento_regulamento_927399_2025-06-16.pdf · ID 927399 · 16/06/2025
VALOREM MULTISETORIAL,17.468.142/0001-80,21/07/2025,1ª Série,—,—,—,—,DI + 4% a.a.,—,954968_assembleia_assembleia_954968_2025-07-21.pdf · ID 954968 · 21/07/2025 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,12/08/2025,19ª Série,—,—,—,"5,0","DI + 0,75% a.a.",—,984917_assembleia_assembleia_984917_2025-08-12.pdf · ID 984917 · 12/08/2025 16:00
VALOREM MULTISETORIAL,17.468.142/0001-80,15/09/2025,1ª Série,—,—,—,—,"DI + 4,10% a.a.",—,999591_assembleia_assembleia_999591_2025-09-15.pdf · ID 999591 · 15/09/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,01/10/2025,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,—,—,"20,1","DI + 3,60% a.a.",—,1008920_assembleia_assembleia_1008920_2025-10-01.pdf · ID 1008920 · 01/10/2025 15:00
VALOREM MULTISETORIAL,17.468.142/0001-80,02/10/2025,Cotas Subordinadas Mezanino XIII,Mezanino,—,—,—,"DI + 4,25% a.a.",—,1008915_assembleia_assembleia_1008915_2025-10-02.pdf · ID 1008915 · 02/10/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,21/10/2025,COTAS SUBORDINADAS MEZANINO XVI DO,Mezanino,—,—,"20,0","DI + 4,50% a.a.",—,1021543_assembleia_assembleia_1021543_2025-10-21.pdf · ID 1021543 · 21/10/2025 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,24/10/2025,23ª Série,—,—,—,—,"DI + 2,80% a.a.",—,1029426_assembleia_assembleia_1029426_2025-10-24.pdf · ID 1029426 · 24/10/2025 15:00
VALOREM MULTISETORIAL,17.468.142/0001-80,27/10/2025,Classe Mezanino II,Mezanino,—,—,"45,0","DI + 3,50% a.a.",—,1026157_assembleia_assembleia_1026157_2025-10-27.pdf · ID 1026157 · 27/10/2025 16:00
VALOREM MULTISETORIAL,17.468.142/0001-80,09/12/2025,13ª SÉRIE,—,—,—,"20,0","DI + 3,00% a.a.",—,1064363_assembleia_assembleia_1064363_2025-12-09.pdf · ID 1064363 · 09/12/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,10/12/2025,Cotas Subordinadas Mezanino XI,Mezanino,—,—,—,"DI + 3,50% a.a.",—,1060661_assembleia_assembleia_1060661_2025-12-10.pdf · ID 1060661 · 10/12/2025 10:00
VALOREM MULTISETORIAL,17.468.142/0001-80,15/01/2026,16ª SÉRIE,—,—,—,"20,0","DI + 2,70% a.a.",—,1088296_assembleia_assembleia_1088296_2026-01-15.pdf · ID 1088296 · 15/01/2026 18:00
VALOREM MULTISETORIAL,17.468.142/0001-80,19/02/2026,15ª Série,—,—,—,"200,0","DI + 2,75% a.a.",—,1126079_assembleia_assembleia_1126079_2026-02-19.pdf · ID 1126079 · 19/02/2026 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,11/03/2026,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,—,—,"20,1","DI + 3,60% a.a.",—,1138857_assembleia_assembleia_1138857_2026-03-11.pdf · ID 1138857 · 11/03/2026 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,23/03/2026,28ª Série,—,—,—,"10,0","DI + 2,75% a.a.",—,1146989_assembleia_assembleia_1146989_2026-03-23.pdf · ID 1146989 · 23/03/2026 09:00
VALOREM MULTISETORIAL,17.468.142/0001-80,15/04/2026,Classe/série não identificada,—,—,—,"10,0",—,—,1162431_emissao_emissao_1162431_2026-04-15.pdf · ID 1162431 · 15/04/2026
VALOREM MULTISETORIAL,17.468.142/0001-80,23/04/2026,Classe Mezanino II,Mezanino,—,—,"45,0",—,—,1171598_assembleia_assembleia_1171598_2026-04-23.pdf · ID 1171598 · 23/04/2026 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,24/04/2026,30ª Série,—,—,—,"30,0","DI + 2,50% a.a.",—,1179144_assembleia_assembleia_1179144_2026-04-24.pdf · ID 1179144 · 24/04/2026 18:00
VALOREM MULTISETORIAL,17.468.142/0001-80,27/04/2026,17ª SÉRIE,—,—,—,"5,0","DI + 2,75% a.a.",—,1176315_assembleia_assembleia_1176315_2026-04-27.pdf · ID 1176315 · 27/04/2026 14:00
VALOREM MULTISETORIAL,17.468.142/0001-80,04/05/2026,Classe/série não identificada,—,—,—,"30,0",—,—,1179056_emissao_emissao_1179056_2026-05-04.pdf · ID 1179056 · 04/05/2026
VALOREM MULTISETORIAL,17.468.142/0001-80,11/05/2026,COTAS SUBORDINADAS MEZANINO II DO VALOREM FUNDO DE,Mezanino,—,—,"20,0",—,—,1191041_assembleia_assembleia_1191041_2026-05-11.pdf · ID 1191041 · 11/05/2026 11:00
VALOREM MULTISETORIAL,17.468.142/0001-80,18/05/2026,COTAS SUBORDINADAS MEZANINO VI DO VALOREM,Mezanino,—,—,"20,0",—,—,1200083_assembleia_assembleia_1200083_2026-05-18.pdf · ID 1200083 · 18/05/2026 15:00
