Fundo,CNPJ,Data,Classe/Série,Tipo,Qtd cotas,Preço/VNU,Volume identificado (R$ mm),Remuneração-alvo,Amortização/vencimento,Fonte
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,15/05/2024,Cotas Seniores” Cota de emissão de Subclasse que não se subordin,Sênior,—,—,—,DI + 9% a.a.,—,694012_regulamento_regulamento_694012_2024-05-15.pdf · ID 694012 · 15/05/2024
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,06/06/2024,COTAS SÊNIORES E DA PRIMEIRA EMISSÃO,Sênior,—,—,"230,0",—,—,675633_regulamento_regulamento_675633_2024-06-06.pdf · ID 675633 · 06/06/2024
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,23/07/2024,COTAS SÊNIORES E DA PRIMEIRA,Sênior,—,—,"230,0",—,—,709905_emissao_emissao_709905_2024-07-23.pdf · ID 709905 · 23/07/2024
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,26/07/2024,COTAS SENIORES DA 1ª EMISSÃO DA 11ª (DÉCIMA PRIMEIRA) SÉRIE E DA,Sênior,—,—,—,—,—,706381_emissao_emissao_706381_2024-07-26.pdf · ID 706381 · 26/07/2024
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,26/07/2024,COTAS SENIORES DA PRIMEIRA EMISSÃO DA 11ª (DÉCIMA,Sênior,—,—,"230,0",—,—,707636_emissao_emissao_707636_2024-07-26.pdf · ID 707636 · 26/07/2024
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,05/06/2025,COTAS SUBORDINADAS MEZANINO,Mezanino,—,—,"30,0",—,—,917840_emissao_emissao_917840_2025-06-05.pdf · ID 917840 · 05/06/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,23/06/2025,"COTAS SUBORDINADAS MEZANINO “L” (“COTAS SUBORDINADAS MEZANINO L"") DO",Mezanino,—,—,"30,0",—,—,931274_emissao_emissao_931274_2025-06-23.pdf · ID 931274 · 23/06/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Cotas Seniores” Cota de emissão de Subclasse que não se subordin,Sênior,—,—,—,DI + 9% a.a.,—,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,05/09/2025,12ª SÉRIE,—,—,—,"140,0",—,—,986188_emissao_emissao_986188_2025-09-05.pdf · ID 986188 · 05/09/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,05/09/2025,12ª Série,—,—,—,"140,0","DI + 2,7%",—,986547_emissao_emissao_986547_2025-09-05.pdf · ID 986547 · 05/09/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,08/09/2025,12ª SÉRIE,—,—,—,"140,0",—,—,986191_emissao_emissao_986191_2025-09-08.pdf · ID 986191 · 08/09/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,27/02/2026,Cotas Subordinadas Júnior,Subordinada,—,—,"15,0",—,—,1126100_emissao_emissao_1126100_2026-02-27.pdf · ID 1126100 · 27/02/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,11/03/2026,cotas seniores e de novas,Sênior,—,—,"402,0","DI + 2,70% a.a.",—,1139758_emissao_emissao_1139758_2026-03-11.pdf · ID 1139758 · 11/03/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,23/04/2026,COTAS SENIORES DA 13ª (DÉCIMA TERCEIRA),Sênior,—,—,"500,0","DI + 5,00% a.a.",—,1167802_emissao_emissao_1167802_2026-04-23.pdf · ID 1167802 · 23/04/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,23/04/2026,cotas seniores da 13ª (décima terceira) série e de,Sênior,—,—,"98,0",DI + 00% a.a.,—,1168436_regulamento_regulamento_1168436_2026-04-23.pdf · ID 1168436 · 23/04/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,24/04/2026,COTAS SENIORES DA 13ª (DÉCIMA TERCEIRA),Sênior,—,—,"500,0","DI + 2,7% a.a.",—,1168784_emissao_emissao_1168784_2026-04-24.pdf · ID 1168784 · 24/04/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,24/04/2026,COTAS SENIORES DA 13ª (DÉCIMA TERCEIRA),Sênior,—,—,"500,0",—,—,1169410_emissao_emissao_1169410_2026-04-24.pdf · ID 1169410 · 24/04/2026
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,24/04/2026,cotas seniores da 13ª (décima terceira) série (“Cotas,Sênior,—,—,"402,0","DI + 2,7% a.a.",—,1169059_regulamento_regulamento_1169059_2026-04-24.pdf · ID 1169059 · 24/04/2026
