rank_pl_fundo,cnpj_fundo_raw,fundo,pl_fundo_reais,pl_fundo_pct_industria_origem,pl_acumulado_pct_origem,cedentes_declarados_fundo,administrador,cnpj_fundo,pl_negativo_flag,cedente_declarado_flag,pl_com_cedente_reais,pl_sem_cedente_reais,pl_total_acumulado_reais,pl_total_acumulado_pct,fundos_com_cedente_acumulado,fundos_sem_cedente_acumulado,pl_com_cedente_acumulado_reais,pl_sem_cedente_acumulado_reais,pl_com_cedente_acumulado_pct_industria,pl_sem_cedente_acumulado_pct_industria,pl_com_cedente_pct_dentro_corte,dentro_corte_recomendado_flag,corte_recomendado_flag,marco_cobertura
873,45.121.179/0001-73,EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS,204503477.54,0.000204661836727,0.829379175477,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,45121179000173,False,True,204503477.54,0,828737434865.41,0.829379175477,315,558,309614436310.34,519122998555.07,0.309854189155,0.519524986322,0.373597744333,False,False,
874,62.627.122/0001-60,SUMUP SMART III FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,204070143.04,0.000204228166671,0.829583403644,1,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62627122000160,False,True,204070143.04,0,828941505008.45,0.829583403644,316,558,309818506453.38,519122998555.07,0.310058417322,0.519524986322,0.373751953041,False,False,
875,51.390.507/0001-30,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZONDA HY,203578064.80,0.000203735707385,0.829787139351,0,BANCO DAYCOVAL S.A.,51390507000130,False,False,0,203578064.80,829145083073.25,0.829787139351,316,559,309818506453.38,519326576619.87,0.310058417322,0.519728722029,0.373660186592,False,False,
876,50.057.356/0001-30,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL,202932945.36,0.000203090088391,0.829990229439,1,BANCO DAYCOVAL S.A.,50057356000130,False,True,202932945.36,0,829348016018.61,0.829990229439,317,559,310021439398.74,519326576619.87,0.31026150741,0.519728722029,0.373813445515,False,False,
877,30.035.329/0001-59,VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,202884356.35,0.000203041461756,0.830193270901,2,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,30035329000159,False,True,202884356.35,0,829550900374.96,0.830193270901,318,559,310224323755.09,519326576619.87,0.310464548872,0.519728722029,0.373966592785,False,False,
878,64.158.002/0001-96,POLÍGONO FOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,202656576.78,0.000202813505802,0.830396084407,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,64158002000196,False,False,0,202656576.78,829753556951.74,0.830396084407,318,560,310224323755.09,519529233196.65,0.310464548872,0.519931535535,0.373875256281,False,False,
879,55.469.182/0001-36,SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,202654477.31,0.000202811404707,0.830598895812,1,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,55469182000136,False,True,202654477.31,0,829956211429.05,0.830598895812,319,560,310426978232.40,519529233196.65,0.310667360277,0.519931535535,0.374028140229,False,False,
880,22.175.369/0001-78,CONFIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,202437121.53,0.000202593880615,0.830801489692,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22175369000178,False,False,0,202437121.53,830158648550.58,0.830801489692,319,561,310426978232.40,519731670318.18,0.310667360277,0.520134129416,0.373936932145,False,False,
881,17.093.144/0001-32,BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA,202325768.24,0.000202482441098,0.831003972133,1,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,17093144000132,False,True,202325768.24,0,830360974318.82,0.831003972133,320,561,310629304000.64,519731670318.18,0.310869842718,0.520134129416,0.374089478682,False,False,
882,12.796.029/0001-00,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS,202196864.12,0.00020235343716,0.831206325571,1,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,12796029000100,False,True,202196864.12,0,830563171182.94,0.831206325571,321,561,310831500864.76,519731670318.18,0.311072196155,0.520134129416,0.37424185378,False,False,
883,52.174.102/0001-27,BYX CONSIGNADO MULTICONVENIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,202162483.94,0.000202319030357,0.831408644601,1,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,52174102000127,False,True,202162483.94,0,830765333666.88,0.831408644601,322,561,311033663348.70,519731670318.18,0.311274515185,0.520134129416,0.374394128816,False,False,
884,51.983.505/0001-54,GEAR CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,202079142.08,0.00020223562396,0.831610880225,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,51983505000154,False,True,202079142.08,0,830967412808.96,0.831610880225,323,561,311235742490.78,519731670318.18,0.311476750809,0.520134129416,0.37454626703,False,False,
885,43.861.501/0001-75,OASIS FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS,201713003.24,0.000201869201597,0.831812749426,0,XP INVESTIMENTOS CCTVM S.A.,43861501000175,False,False,0,201713003.24,831169125812.20,0.831812749426,323,562,311235742490.78,519933383321.42,0.311476750809,0.520335998617,0.374455369942,False,False,
886,61.885.788/0001-55,ITAÚ CRÉDITO ESTRUTURADO ADVISORY ALPES III FIDC RESPONSABILIDADE LIMITADA,201609967.33,0.000201766085901,0.832014515512,0,INTRAG DTVM LTDA.,61885788000155,False,False,0,201609967.33,831370735779.53,0.832014515512,323,563,311235742490.78,520134993288.75,0.311476750809,0.520537764703,0.37436456336,False,False,
887,35.765.961/0001-71,C3E CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,201581970.94,0.000201738067831,0.83221625358,1,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,35765961000171,False,True,201581970.94,0,831572317750.47,0.83221625358,324,563,311437324461.72,520134993288.75,0.311678488877,0.520537764703,0.374516224042,False,False,
888,51.382.517/0001-23,ARAWAK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,201281100.05,0.000201436963959,0.832417690544,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,51382517000123,False,False,0,201281100.05,831773598850.52,0.832417690544,324,564,311437324461.72,520336274388.80,0.311678488877,0.520739201667,0.374425594768,False,False,
889,36.703.167/0001-66,YAALEH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,201036011.56,0.000201191685683,0.83261888223,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,36703167000166,False,False,0,201036011.56,831974634862.08,0.83261888223,324,565,311437324461.72,520537310400.36,0.311678488877,0.520940393353,0.37433511962,False,False,
890,28.152.179/0001-11,DD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,200583516.01,0.000200738839738,0.83281962107,0,BANCO DAYCOVAL S.A.,28152179000111,False,False,0,200583516.01,832175218378.09,0.83281962107,324,566,311437324461.72,520737893916.37,0.311678488877,0.521141132192,0.374244891681,False,False,
891,23.006.061/0001-61,MARTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,200573086.13,0.000200728401782,0.833020349471,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23006061000161,False,False,0,200573086.13,832375791464.22,0.833020349471,324,567,311437324461.72,520938467002.50,0.311678488877,0.521341860594,0.374154711917,False,False,
892,41.579.637/0001-61,MGW ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,200342130.57,0.000200497267379,0.833220846739,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,41579637000161,False,False,0,200342130.57,832576133594.79,0.833220846739,324,568,311437324461.72,521138809133.07,0.311678488877,0.521542357862,0.374064679367,False,False,
893,46.783.889/0001-21,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,199764886.99,0.000199919576805,0.833420766316,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,46783889000121,False,True,199764886.99,0,832775898481.78,0.833420766316,325,568,311637089348.71,521138809133.07,0.311878408454,0.521542357862,0.374214827683,False,False,
894,40.169.680/0001-96,GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS,198886567.39,0.00019904057707,0.833619806893,0,OLIVEIRA TRUST DTVM S.A.,40169680000196,False,False,0,198886567.39,832974785049.17,0.833619806893,325,569,311637089348.71,521337695700.46,0.311878408454,0.521741398439,0.374125477676,False,False,
895,56.267.236/0001-43,CHAMONIX HIGH YIELD FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,198373371.60,0.000198526983882,0.833818333877,0,BANCO DAYCOVAL S.A.,56267236000143,False,False,0,198373371.60,833173158420.77,0.833818333877,325,570,311637089348.71,521536069072.06,0.311878408454,0.521939925423,0.374036400716,False,False,
896,11.812.962/0001-61,BERLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO,198291764.01,0.000198445313099,0.83401677919,2,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,11812962000161,False,True,198291764.01,0,833371450184.78,0.83401677919,326,570,311835381112.72,521536069072.06,0.312076853767,0.521939925423,0.374185342015,False,False,
897,15.586.793/0001-40,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA,197994246.37,0.000198147565073,0.834214926755,0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,15586793000140,False,False,0,197994246.37,833569444431.15,0.834214926755,326,571,311835381112.72,521734063318.43,0.312076853767,0.522138072988,0.374096463343,False,False,
898,64.756.178/0001-40,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA ALLOCATION,197909403.35,0.000198062656354,0.834412989411,2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,64756178000140,False,True,197909403.35,0,833767353834.50,0.834412989411,327,571,312033290516.07,521734063318.43,0.312274916423,0.522138072988,0.374245032599,False,False,
899,65.804.737/0001-02,OLIVENZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,197883284.68,0.000198036517459,0.834611025929,0,PLANNER CORRETORA DE VALORES S.A.,65804737000102,False,False,0,197883284.68,833965237119.18,0.834611025929,327,572,312033290516.07,521931946603.11,0.312274916423,0.522336109505,0.374156231732,False,False,
900,56.112.240/0001-32,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO GWM - RESPONSABILIDADE LIMITADA,197555010.67,0.000197707989247,0.834808733918,0,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,56112240000132,False,False,0,197555010.67,834162792129.85,0.834808733918,327,573,312033290516.07,522129501613.78,0.312274916423,0.522533817494,0.374067620206,False,False,
901,33.019.220/0001-16,GENESIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,197463653.80,0.000197616561634,0.835006350479,2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,33019220000116,False,True,197463653.80,0,834360255783.65,0.835006350479,328,573,312230754169.87,522129501613.78,0.312472532985,0.522533817494,0.37421575633,False,False,
902,51.401.568/0001-55,BLUEFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,197281277.48,0.000197434044089,0.835203784523,0,PLANNER CORRETORA DE VALORES S.A.,51401568000155,False,False,0,197281277.48,834557537061.13,0.835203784523,328,574,312230754169.87,522326782891.26,0.312472532985,0.522731251538,0.374127295368,False,False,
903,41.341.188/0001-19,GALAPAGOS ARQUIPÉLAGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,197176707.93,0.000197329393565,0.835401113917,4,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41341188000119,False,True,197176707.93,0,834754713769.06,0.835401113917,329,574,312427930877.80,522326782891.26,0.312669862379,0.522731251538,0.374275132233,False,False,
904,54.495.443/0001-20,GV HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,196917487.73,0.000197069972635,0.83559818389,3,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,54495443000120,False,True,196917487.73,0,834951631256.79,0.83559818389,330,574,312624848365.53,522326782891.26,0.312866932351,0.522731251538,0.374422705055,False,False,
905,50.059.866/0001-46,PAGALEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA,196903368.94,0.000197055842912,0.835795239733,0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,50059866000146,False,False,0,196903368.94,835148534625.73,0.835795239733,330,575,312624848365.53,522523686260.20,0.312866932351,0.522928307381,0.374334427235,False,False,
906,53.601.640/0001-13,ECO MULTI HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,196723584.04,0.000196875918794,0.835992115651,0,BANCO DAYCOVAL S.A.,53601640000113,False,False,0,196723584.04,835345258209.77,0.835992115651,330,576,312624848365.53,522720409844.24,0.312866932351,0.5231251833,0.374246271578,False,False,
907,38.658.727/0001-33,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,196699440.04,0.000196851756098,0.836188967407,0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,38658727000133,False,False,0,196699440.04,835541957649.81,0.836188967407,330,577,312624848365.53,522917109284.28,0.312866932351,0.523322035056,0.374158168244,False,False,
908,51.155.531/0001-94,G5 SPECIAL F SEN IPCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,196557586.01,0.000196709792222,0.8363856772,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,51155531000194,False,False,0,196557586.01,835738515235.82,0.8363856772,330,578,312624848365.53,523113666870.29,0.312866932351,0.523518744848,0.374070169875,False,False,
909,61.987.722/0001-76,VINLAND CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,196321624.85,0.000196473648343,0.836582150848,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,61987722000176,False,False,0,196321624.85,835934836860.67,0.836582150848,330,579,312624848365.53,523309988495.14,0.312866932351,0.523715218497,0.373982318454,False,False,
910,19.675.590/0001-80,V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AÇÕES JUDICIAIS,196149463.45,0.000196301353628,0.836778452202,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,19675590000180,False,False,0,196149463.45,836130986324.12,0.836778452202,330,580,312624848365.53,523506137958.59,0.312866932351,0.52391151985,0.373894585273,False,False,
911,55.140.787/0001-89,SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,194958217.46,0.000195109185186,0.836973561387,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,55140787000189,False,False,0,194958217.46,836325944541.58,0.836973561387,330,581,312624848365.53,523701096176.05,0.312866932351,0.524106629036,0.373807425688,False,False,
912,35.949.242/0001-00,XP OPUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR DO ENTRETENIMENTO DE RESP LIMITADA,194935789.77,0.000195086740129,0.837168648127,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,35949242000100,False,True,194935789.77,0,836520880331.35,0.837168648127,331,581,312819784155.30,523701096176.05,0.313062019091,0.524106629036,0.373953348339,False,False,
913,22.881.521/0001-38,JC HONORÁRIOS TDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,194514946.58,0.000194665571055,0.837363313698,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22881521000138,False,False,0,194514946.58,836715395277.93,0.837363313698,331,582,312819784155.30,523895611122.63,0.313062019091,0.524301294607,0.373866413742,False,False,
914,55.891.903/0001-00,SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,194355297.24,0.000194505798089,0.837557819496,4,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,55891903000100,False,True,194355297.24,0,836909750575.17,0.837557819496,332,582,313014139452.54,523895611122.63,0.31325652489,0.524301294607,0.374011820555,False,False,
915,12.400.421/0001-99,LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,194318406.42,0.000194468878702,0.837752288375,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,12400421000199,False,False,0,194318406.42,837104068981.59,0.837752288375,332,583,313014139452.54,524089929529.05,0.31325652489,0.524495763485,0.373925000548,False,False,
916,54.091.598/0001-09,JUGIS II PRÉ-PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,194268474.85,0.000194418908467,0.837946707283,2,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,54091598000109,False,True,194268474.85,0,837298337456.44,0.837946707283,333,583,313208407927.39,524089929529.05,0.313450943798,0.524495763485,0.374070261359,False,False,
917,53.286.391/0001-19,CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,194128409.97,0.000194278735126,0.838140986018,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,53286391000119,False,True,194128409.97,0,837492465866.41,0.838140986018,334,583,313402536337.36,524089929529.05,0.313645222533,0.524495763485,0.37421535012,False,False,
918,37.970.369/0001-37,MHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,193956289.94,0.000194106481814,0.8383350925,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,37970369000137,False,False,0,193956289.94,837686422156.35,0.8383350925,334,584,313402536337.36,524283885818.99,0.313645222533,0.524689869967,0.374128705024,False,False,
919,50.988.212/0001-05,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,193612039.06,0.00019376196436,0.838528854465,0,OLIVEIRA TRUST DTVM S.A.,50988212000105,False,False,0,193612039.06,837880034195.41,0.838528854465,334,585,313402536337.36,524477497858.05,0.313645222533,0.524883631931,0.37404225372,False,False,
920,53.867.074/0001-96,SOLIS MCMS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,193446872.45,0.000193596669851,0.838722451134,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,53867074000196,False,False,0,193446872.45,838073481067.86,0.838722451134,334,586,313402536337.36,524670944730.50,0.313645222533,0.525077228601,0.373955916059,False,False,
921,43.143.480/0001-52,FIDC DE RESP LIMITADA REDE DE POSTOS MONTE CARLO,193232912.13,0.000193382543849,0.838915833678,1,BANCO DAYCOVAL S.A.,43143480000152,False,True,193232912.13,0,838266713979.99,0.838915833678,335,586,313595769249.49,524670944730.50,0.313838605077,0.525077228601,0.374100228507,False,False,
922,63.070.011/0001-68,FIONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192413380.92,0.000192562378028,0.839108396056,0,OLIVEIRA TRUST DTVM S.A.,63070011000168,False,False,0,192413380.92,838459127360.91,0.839108396056,335,587,313595769249.49,524863358111.42,0.313838605077,0.525269790979,0.3740143783,False,False,
923,57.823.707/0001-15,ICRED INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192256772.17,0.000192405648006,0.839300801704,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,57823707000115,False,True,192256772.17,0,838651384133.08,0.839300801704,336,587,313788026021.66,524863358111.42,0.314031010725,0.525269790979,0.374157882475,False,False,
924,59.900.616/0001-61,GALAPAGOS SANTA HELENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192123071.50,0.000192271843804,0.839493073548,1,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,59900616000161,False,True,192123071.50,0,838843507204.58,0.839493073548,337,587,313980149093.16,524863358111.42,0.314223282569,0.525269790979,0.374301221141,False,False,
925,29.720.582/0001-62,SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191641668.27,0.000191790067795,0.839684863616,0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,29720582000162,False,False,0,191641668.27,839035148872.85,0.839684863616,337,588,313980149093.16,525054999779.69,0.314223282569,0.525461581047,0.374215728048,False,False,
926,13.327.334/0001-16,UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191404975.74,0.00019155319198,0.839876416808,0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,13327334000116,False,False,0,191404975.74,839226553848.59,0.839876416808,337,589,313980149093.16,525246404755.43,0.314223282569,0.525653134239,0.374130379518,False,False,
927,25.167.283/0001-91,KRIPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,191330728.55,0.000191478887296,0.840067895695,1,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,25167283000191,False,True,191330728.55,0,839417884577.14,0.840067895695,338,589,314171479821.71,525246404755.43,0.314414761456,0.525653134239,0.374273035629,False,False,
928,40.753.151/0001-35,JP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,191042749.24,0.000191190684986,0.84025908638,3,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,40753151000135,False,True,191042749.24,0,839608927326.38,0.84025908638,339,589,314362522570.95,525246404755.43,0.314605952141,0.525653134239,0.374415412151,False,False,
