rank_pl_fundo,cnpj_fundo_raw,fundo,pl_fundo_reais,pl_fundo_pct_industria_origem,pl_acumulado_pct_origem,cedentes_declarados_fundo,administrador,cnpj_fundo,pl_negativo_flag,cedente_declarado_flag,pl_com_cedente_reais,pl_sem_cedente_reais,pl_total_acumulado_reais,pl_total_acumulado_pct,fundos_com_cedente_acumulado,fundos_sem_cedente_acumulado,pl_com_cedente_acumulado_reais,pl_sem_cedente_acumulado_reais,pl_com_cedente_acumulado_pct_industria,pl_sem_cedente_acumulado_pct_industria,pl_com_cedente_pct_dentro_corte,dentro_corte_recomendado_flag,corte_recomendado_flag,marco_cobertura
2251,60.447.905/0001-36,ÉXES SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,43861313.04,4.38952774595e-05,0.968639338339,0,OLIVEIRA TRUST DTVM S.A.,60447905000136,False,False,0,43861313.04,967889843753.10,0.968639338339,945,1306,372039736033.34,595850107719.76,0.372327828495,0.596311509844,0.384382312135,False,False,
2252,55.249.383/0001-28,ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,43793744.44,4.38276565371e-05,0.968683165995,1,BANCO DAYCOVAL S.A.,55249383000128,False,True,43793744.44,0,967933637497.54,0.968683165995,946,1306,372083529777.78,595850107719.76,0.372371656152,0.596311509844,0.384410165494,False,False,
2253,53.078.148/0001-05,TSALEACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43777440.26,4.38113397318e-05,0.968726977335,2,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,53078148000105,False,True,43777440.26,0,967977414937.80,0.968726977335,947,1306,372127307218.04,595850107719.76,0.372415467491,0.596311509844,0.384438005965,False,False,
2254,63.694.302/0001-27,ITAÚ MULTIEMPRESAS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43732241.39,4.37661058616e-05,0.968770743441,0,INTRAG DTVM LTDA.,63694302000127,False,False,0,43732241.39,968021147179.19,0.968770743441,947,1307,372127307218.04,595893839961.15,0.372415467491,0.596355275949,0.384420638229,False,False,
2255,47.046.831/0001-68,MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43695147.07,4.37289828173e-05,0.968814472424,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,47046831000168,False,False,0,43695147.07,968064842326.26,0.968814472424,947,1308,372127307218.04,595937535108.22,0.372415467491,0.596399004932,0.384403286792,False,False,
2256,29.786.909/0001-07,LANCIA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43530865.10,4.3564573634e-05,0.968858036997,0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,29786909000107,False,False,0,43530865.10,968108373191.36,0.968858036997,947,1309,372127307218.04,595981065973.32,0.372415467491,0.596442569506,0.384386002149,False,False,
2257,38.328.836/0001-92,ASAAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43525890.04,4.35595947215e-05,0.968901596592,0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,38328836000192,False,False,0,43525890.04,968151899081.40,0.968901596592,947,1310,372127307218.04,596024591863.36,0.372415467491,0.596486129101,0.384368721036,False,False,
2258,40.802.124/0001-05,GUARDIAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOSRESPONSABILIDADE LIMITADA,43510303.95,4.35439965623e-05,0.968945140589,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,40802124000105,False,True,43510303.95,0,968195409385.35,0.968945140589,948,1310,372170817521.99,596024591863.36,0.372459011488,0.596486129101,0.384396387252,False,False,
2259,54.316.081/0001-62,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,43509780.21,4.35434724167e-05,0.968988684061,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,54316081000162,False,False,0,43509780.21,968238919165.56,0.968988684061,948,1311,372170817521.99,596068101643.57,0.372459011488,0.596529672573,0.384379113621,False,False,
2260,42.043.830/0001-46,ALGARVE MALL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,43501803.46,4.35354894898e-05,0.96903221955,1,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,42043830000146,False,True,43501803.46,0,968282420969.02,0.96903221955,949,1311,372214319325.45,596068101643.57,0.372502546977,0.596529672573,0.38440677148,False,False,
2261,50.123.492/0001-80,MAV ALTERNATIVE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43497466.50,4.35311491715e-05,0.9690757507,0,BANCO GENIAL S.A.,50123492000180,False,False,0,43497466.50,968325918435.52,0.9690757507,949,1312,372214319325.45,596111599110.07,0.372502546977,0.596573203722,0.384389503822,False,False,
2262,58.479.412/0001-36,VARYAGI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PÚBLICO RESP LIMITADA,43480055.68,4.35137248692e-05,0.969119264424,1,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,58479412000136,False,True,43480055.68,0,968369398491.20,0.969119264424,950,1312,372257799381.13,596111599110.07,0.372546060702,0.596573203722,0.384417144905,False,False,
2263,41.801.919/0001-61,GHIA NORTE 360 FIC DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESP LIMITADA,43473120.42,4.35067842389e-05,0.969162771209,0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41801919000161,False,False,0,43473120.42,968412871611.62,0.969162771209,950,1313,372257799381.13,596155072230.49,0.372546060702,0.596616710506,0.384399887996,False,False,
2264,29.010.886/0001-36,GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43419690.19,4.34533126347e-05,0.969206224521,0,BANCO GENIAL S.A.,29010886000136,False,False,0,43419690.19,968456291301.81,0.969206224521,950,1314,372257799381.13,596198491920.68,0.372546060702,0.596660163819,0.384382653843,False,False,
2265,58.442.833/0001-92,FARM M IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43399528.79,4.34331356225e-05,0.969249657657,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,58442833000192,False,False,0,43399528.79,968499690830.60,0.969249657657,950,1315,372257799381.13,596241891449.47,0.372546060702,0.596703596955,0.384365429236,False,False,
2266,50.200.709/0001-09,MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,43333776.46,4.33673323766e-05,0.969293024989,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,50200709000109,False,True,43333776.46,0,968543024607.06,0.969293024989,951,1315,372301133157.59,596241891449.47,0.372589428035,0.596703596955,0.384392973465,False,False,
2267,53.560.257/0001-64,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,43316737.77,4.33502804925e-05,0.96933637527,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,53560257000164,False,True,43316737.77,0,968586341344.83,0.96933637527,952,1315,372344449895.36,596241891449.47,0.372632778315,0.596703596955,0.384420504401,False,False,
2268,58.731.626/0001-58,AUGME VINTAGE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,43314721.06,4.33482622208e-05,0.969379723532,2,BANCO DAYCOVAL S.A.,58731626000158,False,True,43314721.06,0,968629656065.89,0.969379723532,953,1315,372387764616.42,596241891449.47,0.372676126577,0.596703596955,0.384448031592,False,False,
2269,53.635.506/0001-33,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,43309465.34,4.3343002431e-05,0.969423066534,0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,53635506000133,False,False,0,43309465.34,968672965531.23,0.969423066534,953,1316,372387764616.42,596285200914.81,0.372676126577,0.596746939957,0.384430842882,False,False,
2270,59.197.255/0001-39,BF3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43286670.43,4.33201898696e-05,0.969466386724,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,59197255000139,False,True,43286670.43,0,968716252201.66,0.969466386724,954,1316,372431051286.85,596285200914.81,0.372719446767,0.596746939957,0.384458349326,False,False,
2271,57.223.832/0001-94,IRLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,43249222.04,4.3282712481e-05,0.969509669437,0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,57223832000194,False,False,0,43249222.04,968759501423.70,0.969509669437,954,1317,372431051286.85,596328450136.85,0.372719446767,0.59679022267,0.384441185598,False,False,
2272,12.910.431/0001-74,MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,43194173.88,4.3227621694e-05,0.969552897059,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,12910431000174,False,False,0,43194173.88,968802695597.58,0.969552897059,954,1318,372431051286.85,596371644310.73,0.372719446767,0.596833450291,0.384424045246,False,False,
2273,58.508.265/0001-85,ESTALEIRO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43048209.88,4.30815446654e-05,0.969595978603,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,58508265000185,False,False,0,43048209.88,968845743807.46,0.969595978603,954,1319,372431051286.85,596414692520.61,0.372719446767,0.596876531836,0.384406964336,False,False,
2274,58.508.715/0001-30,ESTALEIRO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43048182.41,4.30815171741e-05,0.96963906012,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,58508715000130,False,False,0,43048182.41,968888791989.87,0.96963906012,954,1320,372431051286.85,596457740703.02,0.372719446767,0.596919613353,0.384389884955,False,False,
2275,53.272.409/0001-23,EL CALAFATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43033709.95,4.30670335072e-05,0.969682127154,2,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,53272409000123,False,True,43033709.95,0,968931825699.82,0.969682127154,955,1320,372474084996.80,596457740703.02,0.372762513801,0.596919613353,0.38441722639,False,False,
2276,57.182.384/0001-28,FUTURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42997580.59,4.30308761701e-05,0.96972515803,1,BANCO DAYCOVAL S.A.,57182384000128,False,True,42997580.59,0,968974823280.41,0.96972515803,956,1320,372517082577.39,596457740703.02,0.372805544677,0.596919613353,0.384444542446,False,False,
2277,46.339.525/0001-57,HOD MULTIPLICA 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42968336.28,4.30016092145e-05,0.969768159639,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,46339525000157,False,False,0,42968336.28,969017791616.69,0.969768159639,956,1321,372517082577.39,596500709039.30,0.372805544677,0.596962614962,0.384427495346,False,False,
2278,51.503.629/0001-95,FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42959968.76,4.29932352151e-05,0.969811152874,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,51503629000195,False,True,42959968.76,0,969060751585.45,0.969811152874,957,1321,372560042546.15,596500709039.30,0.372848537912,0.596962614962,0.384454784632,False,False,
2279,62.771.666/0001-09,APOENA PRECATÓRIOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42932288.52,4.29655335406e-05,0.969854118408,0,PLANNER CORRETORA DE VALORES S.A.,62771666000109,False,False,0,42932288.52,969103683873.97,0.969854118408,957,1322,372560042546.15,596543641327.82,0.372848537912,0.597005580496,0.38443775289,False,False,
2280,44.395.545/0001-10,CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42888201.20,4.29214120812e-05,0.96989703982,1,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,44395545000110,False,True,42888201.20,0,969146572075.17,0.96989703982,958,1322,372602930747.35,596543641327.82,0.372891459324,0.597005580496,0.384464993721,False,False,
2281,09.072.384/0001-22,CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42851145.51,4.28843276967e-05,0.969939924148,0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,09072384000122,False,False,0,42851145.51,969189423220.68,0.969939924148,958,1323,372602930747.35,596586492473.33,0.372891459324,0.597048464824,0.384447995222,False,False,
2282,60.788.422/0001-03,USIQUÍMICA DO BRASIL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,42823433.56,4.28565942877e-05,0.969982780742,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,60788422000103,False,True,42823433.56,0,969232246654.24,0.969982780742,959,1323,372645754180.91,596586492473.33,0.372934315918,0.597048464824,0.384475192058,False,False,
2283,57.391.433/0001-32,MLC ISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42692472.74,4.2725532057e-05,0.970025506274,1,BANCO DAYCOVAL S.A.,57391433000132,False,True,42692472.74,0,969274939126.98,0.970025506274,960,1323,372688446653.65,596586492473.33,0.372977041451,0.597048464824,0.384502303329,False,False,
2284,31.159.172/0001-36,VALORA CAPITAL PARTNERS HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42682378.12,4.27154296201e-05,0.970068221704,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,31159172000136,False,False,0,42682378.12,969317621505.10,0.970068221704,960,1324,372688446653.65,596629174851.45,0.372977041451,0.597091180253,0.384485372375,False,False,
2285,59.385.783/0001-11,KRISPY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42664019.95,4.26970572343e-05,0.970110918761,0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,59385783000111,False,False,0,42664019.95,969360285525.05,0.970110918761,960,1325,372688446653.65,596671838871.40,0.372977041451,0.59713387731,0.384468450192,False,False,
2286,30.804.773/0001-91,PROSSEG FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS,42598384.22,4.26313706787e-05,0.970153550132,0,XP INVESTIMENTOS CCTVM S.A.,30804773000191,False,False,0,42598384.22,969402883909.27,0.970153550132,960,1326,372688446653.65,596714437255.62,0.372977041451,0.597176508681,0.384451555529,False,False,
2287,55.139.905/0001-39,PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42588658.04,4.26216369671e-05,0.970196171769,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,55139905000139,False,False,0,42588658.04,969445472567.31,0.970196171769,960,1327,372688446653.65,596757025913.66,0.372977041451,0.597219130318,0.384434666208,False,False,
2288,41.341.254/0001-50,BS PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42551342.23,4.25842922613e-05,0.970238756061,2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,41341254000150,False,True,42551342.23,0,969488023909.54,0.970238756061,961,1327,372730997995.88,596757025913.66,0.373019625743,0.597219130318,0.384461683697,False,False,
2289,32.068.046/0001-39,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01,42533144.67,4.25660806098e-05,0.970281322142,3,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,32068046000139,False,True,42533144.67,0,969530557054.21,0.970281322142,962,1327,372773531140.55,596757025913.66,0.373062191823,0.597219130318,0.38448868726,False,False,
2290,51.124.933/0001-21,WIZARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42522239.02,4.25551665149e-05,0.970323877308,1,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,51124933000121,False,True,42522239.02,0,969573079293.23,0.970323877308,963,1327,372816053379.57,596757025913.66,0.37310474699,0.597219130318,0.384515681532,False,False,
2291,28.267.746/0001-85,LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,42424474.00,4.24573257897e-05,0.970366334634,0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,28267746000185,False,False,0,42424474.00,969615503767.23,0.970366334634,963,1328,372816053379.57,596799450387.66,0.37310474699,0.597261587644,0.384498857466,False,False,
2292,50.149.859/0001-35,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO,42315515.17,4.23482825864e-05,0.970408682916,1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,50149859000135,False,True,42315515.17,0,969657819282.40,0.970408682916,964,1328,372858368894.74,596799450387.66,0.373147095273,0.597261587644,0.384525717712,False,False,
2293,47.859.927/0001-45,NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42282420.61,4.23151623993e-05,0.970450998079,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,47859927000145,False,False,0,42282420.61,969700101703.01,0.970450998079,964,1329,372858368894.74,596841732808.27,0.373147095273,0.597303902806,0.384508951004,False,False,
2294,66.396.782/0001-38,STATHEROS SEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42180761.87,4.22134249389e-05,0.970493211504,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,66396782000138,False,False,0,42180761.87,969742282464.88,0.970493211504,964,1330,372858368894.74,596883913570.14,0.373147095273,0.597346116231,0.384492226065,False,False,
2295,56.659.005/0001-85,CHIMERA ALTERNATIVE ASSETS X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP. LIMITADA,42176456.66,4.22091163951e-05,0.97053542062,0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,56659005000185,False,False,0,42176456.66,969784458921.54,0.97053542062,964,1331,372858368894.74,596926090026.80,0.373147095273,0.597388325348,0.384475504288,False,False,
2296,60.043.514/0001-56,ANZEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42144016.88,4.21766514951e-05,0.970577597272,1,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,60043514000156,False,True,42144016.88,0,969826602938.42,0.970577597272,965,1331,372900512911.62,596926090026.80,0.373189271924,0.597388325348,0.384502252033,False,False,
2297,56.322.644/0001-50,REVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42086124.21,4.21187139953e-05,0.970619715986,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,56322644000150,False,False,0,42086124.21,969868689062.63,0.970619715986,965,1332,372900512911.62,596968176151.01,0.373189271924,0.597430444062,0.384485567084,False,False,
2298,44.680.388/0001-94,ACELERA VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42030269.48,4.20628160137e-05,0.970661778802,3,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,44680388000194,False,True,42030269.48,0,969910719332.11,0.970661778802,966,1332,372942543181.10,596968176151.01,0.37323133474,0.597430444062,0.384512239887,False,False,
2299,63.819.527/0001-62,ALIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42014625.65,4.20471600697e-05,0.970703825962,1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,63819527000162,False,True,42014625.65,0,969952733957.76,0.970703825962,967,1332,372984557806.75,596968176151.01,0.3732733819,0.597430444062,0.384538900452,False,False,
2300,58.954.874/0001-68,MOBILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41958488.54,4.19909794894e-05,0.970745816941,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,58954874000168,False,False,0,41958488.54,969994692446.30,0.970745816941,967,1333,372984557806.75,597010134639.55,0.3732733819,0.597472435041,0.38452226668,False,False,
2301,59.765.224/0001-37,LIFT ALFA FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,41945659.77,4.19781407854e-05,0.970787795082,0,BANCO DAYCOVAL S.A.,59765224000137,False,False,0,41945659.77,970036638106.07,0.970787795082,967,1334,372984557806.75,597052080299.32,0.3732733819,0.597514413182,0.384505639431,False,False,
2302,19.527.871/0001-96,TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41874397.55,4.19068233828e-05,0.970829701905,0,PLANNER CORRETORA DE VALORES S.A.,19527871000196,False,False,0,41874397.55,970078512503.62,0.970829701905,967,1335,372984557806.75,597093954696.87,0.3732733819,0.597556320005,0.384489041865,False,False,
2303,53.250.913/0001-22,TABARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA,41804816.00,4.18371879517e-05,0.970871539093,0,PLANNER CORRETORA DE VALORES S.A.,53250913000122,False,False,0,41804816.00,970120317319.62,0.970871539093,967,1336,372984557806.75,597135759512.87,0.3732733819,0.597598157193,0.384472473309,False,False,
2304,42.084.488/0001-22,ALENTEJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41797931.07,4.18302976903e-05,0.970913369391,0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,42084488000122,False,False,0,41797931.07,970162115250.69,0.970913369391,967,1337,372984557806.75,597177557443.94,0.3732733819,0.597639987491,0.384455908908,False,False,
2305,28.065.338/0001-40,AG 42 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41710718.58,4.17430176664e-05,0.970955112409,0,PLANNER CORRETORA DE VALORES S.A.,28065338000140,False,False,0,41710718.58,970203825969.27,0.970955112409,967,1338,372984557806.75,597219268162.52,0.3732733819,0.597681730509,0.384439380492,False,False,
2306,62.541.630/0001-20,ST 1023 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41666896.69,4.16991618426e-05,0.970996811571,1,BANCO DAYCOVAL S.A.,62541630000120,False,True,41666896.69,0,970245492865.96,0.970996811571,968,1338,373026224703.44,597219268162.52,0.373315081062,0.597681730509,0.384465815555,False,False,
2307,54.565.154/0001-50,VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41632306.07,4.1664544437e-05,0.971038476115,0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,54565154000150,False,False,0,41632306.07,970287125172.03,0.971038476115,968,1339,373026224703.44,597260900468.59,0.373315081062,0.597723395053,0.384449319203,False,False,
2308,56.977.387/0001-95,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MP - RESPONSABILIDADE LIMITADA,41521730.62,4.15538833618e-05,0.971080029998,1,BANCO DAYCOVAL S.A.,56977387000195,False,True,41521730.62,0,970328646902.65,0.971080029998,969,1339,373067746434.06,597260900468.59,0.373356634945,0.597723395053,0.384475659484,False,False,
2309,49.743.173/0001-99,AEG 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41465661.46,4.14977707842e-05,0.971121527769,1,BANCO DAYCOVAL S.A.,49743173000199,False,True,41465661.46,0,970370112564.11,0.971121527769,970,1339,373109212095.52,597260900468.59,0.373398132716,0.597723395053,0.384501961947,False,False,
2310,50.774.127/0001-36,BOCAINA ORIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41447399.82,4.14794950031e-05,0.971163007264,3,BANCO DAYCOVAL S.A.,50774127000136,False,True,41447399.82,0,970411559963.93,0.971163007264,971,1339,373150659495.34,597260900468.59,0.373439612211,0.597723395053,0.38452825058,False,False,
2311,48.928.987/0001-35,CREDIAL BANK PAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,41410831.66,4.14428985262e-05,0.971204450163,1,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,48928987000135,False,True,41410831.66,0,970452970795.59,0.971204450163,972,1339,373192070327.00,597260900468.59,0.37348105511,0.597723395053,0.384554513776,False,False,
2312,45.145.168/0001-23,JURUENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41340002.93,4.13720149493e-05,0.971245822178,0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,45145168000123,False,False,0,41340002.93,970494310798.52,0.971245822178,972,1340,373192070327.00,597302240471.52,0.37348105511,0.597764767068,0.384538132964,False,False,
2313,65.225.163/0001-18,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VAREJO CORPORATIVO I - RESPONSABILIDADE LIMITADA,41330853.64,4.13628585745e-05,0.971287185036,0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,65225163000118,False,False,0,41330853.64,970535641652.16,0.971287185036,972,1341,373192070327.00,597343571325.16,0.37348105511,0.597806129927,0.384521757173,False,False,
2314,55.507.580/0001-08,ARUBA FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS,41323728.23,4.13557276468e-05,0.971328540764,0,XP INVESTIMENTOS CCTVM S.A.,55507580000108,False,False,0,41323728.23,970576965380.39,0.971328540764,972,1342,373192070327.00,597384895053.39,0.37348105511,0.597847485654,0.384505385599,False,False,
2315,60.095.481/0001-98,ST 1020 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41309285.35,4.13412735829e-05,0.971369882037,1,BANCO DAYCOVAL S.A.,60095481000198,False,True,41309285.35,0,970618274665.74,0.971369882037,973,1342,373233379612.35,597384895053.39,0.373522396383,0.597847485654,0.384531580905,False,False,
2316,49.938.183/0001-80,CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,41300684.62,4.13326661928e-05,0.971411214704,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,49938183000180,False,True,41300684.62,0,970659575350.36,0.971411214704,974,1342,373274680296.97,597384895053.39,0.373563729049,0.597847485654,0.384557768528,False,False,
2317,62.604.001/0001-00,K BRZ FIC DE FIDC RESP LIMITADA,41296896.72,4.13288753596e-05,0.971452543579,0,BANCO DAYCOVAL S.A.,62604001000100,False,False,0,41296896.72,970700872247.08,0.971452543579,974,1343,373274680296.97,597426191950.11,0.373563729049,0.59788881453,0.38454140814,False,False,
