role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,SVN GESTORA DE RECURSOS LTDA,605822421.83,605822421.83,4.0,4.0,0.0006320290908877,1.0,170.0,145244402.61,145244402.61,1.0,1.0,0.0001855921313763,1.0,262.0,460578019.22,0.0446436959511373,92.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SINAI ASSET BRASIL LTDA,601942087.03,601942087.03,12.0,12.0,0.0006279809005474,1.0,171.0,100079211.46,0.0,3.0,3.0,0.0001278804127908,0.0,296.0,501862875.57,0.0500100487756599,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LUME INVESTIMENTOS LTDA,600045933.41,600045933.41,1.0,1.0,0.0006260027231056,1.0,172.0,531555451.07,0.0,1.0,1.0,0.0006792172871109,0.0,156.0,68490482.33999997,-0.0053214564005324,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SCORE CAPITAL GESTAO DE RECURSOS LTDA,584260288.88,584260288.88,5.0,5.0,0.0006095342230932,1.0,173.0,502072017.35,401688221.11,6.0,6.0,0.0006415435922486,0.8000609618320526,160.0,82188271.52999997,-0.0032009369155328,-13.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOMA ASSET GESTAO DE INVESTIMENTOS LTDA,584193050.9,584193050.9,9.0,9.0,0.0006094640765324,1.0,174.0,215250119.22,10276388.56,2.0,2.0,0.000275044873931,0.0477416161126342,234.0,368942931.67999995,0.0334419202601386,60.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIFT CAPITAL GESTORA DE RECURSOS S.A,572981977.25,572981977.25,8.0,8.0,0.0005977680342078,1.0,175.0,128240958.78,0.0,2.0,2.0,0.000163865267384,0.0,274.0,444741018.47,0.0433902766823799,99.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,F3 ROCK GESTAO DE RECURSOS LTDA,571118161.39,571118161.39,8.0,8.0,0.000595823593393,1.0,176.0,398335428.24,230411372.78,6.0,6.0,0.0005089898116644,0.5784355506565072,177.0,172782733.14999998,0.0086833781728533,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VISION BRAZIL GESTAO DE INVESTIMENTOS E PARTICIPACOES LTDA,558821416.38,558821416.38,6.0,6.0,0.0005829949157318,1.0,177.0,1161749007.37,0.0,5.0,5.0,0.0014844735530437,0.0,97.0,-602927590.9900001,-0.0901478637311905,-80.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIDD ADMINISTRACAO DE RECURSOS LTDA,538181710.6899999,538181710.6899999,13.0,13.0,0.0005614623775599,1.0,178.0,285515061.75,0.0,6.0,6.0,0.0003648288532847,0.0,207.0,252666648.9399999,0.019663352427519,29.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA,534127907.72,534127907.72,6.0,6.0,0.0005572332151628,1.0,179.0,453638697.15,364853295.32,5.0,5.0,0.0005796558846053,0.8042816841072042,167.0,80489210.57000005,-0.0022422669442514,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PARAGUACU INVESTIMENTOS LTDA,532427793.84,532427793.84,14.0,14.0,0.0005554595577489,1.0,180.0,380110864.88,296117822.79,11.0,11.0,0.000485702610942,0.7790301465954772,183.0,152316928.95999998,0.006975694680685,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPITANIA CAPITAL S.A,526888718.28,526888718.28,3.0,3.0,0.0005496808728333,1.0,181.0,418802813.79,274081069.90999997,3.0,3.0,0.0005351428725719,0.6544394184692185,172.0,108085904.49,0.0014538000261405,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CRD CAPITAL ADMINISTRACAO DE RECURSOS LTDA,524156044.4,524156044.4,4.0,4.0,0.0005468299889343,1.0,182.0,542586618.62,529369174.78,3.0,3.0,0.0006933128244286,0.9756399376866004,154.0,-18430574.21999997,-0.0146482835494315,-28.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LESTE FINANCIAL SERVICES GESTAO DE RECURSOS LTDA,518915839.89,518915839.89,9.0,9.0,0.0005413631036339,1.0,183.0,361014561.66,75180780.41000001,8.0,8.0,0.0004613015080264,0.2082486093200986,187.0,157901278.22999996,0.0080061595607552,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,WIT GESTAO DE RECURSOS LTDA,518154809.19,518154809.19,11.0,11.0,0.0005405691522645,1.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518154809.19,0.0540569152264501,-184.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MOBIUS CAPITAL GESTAO DE RECURSOS LTDA,514420668.05,514420668.05,8.0,8.0,0.0005366734796302,1.0,185.0,326379815.55,195702444.36,7.0,7.0,0.0004170455075559,0.5996156472795702,196.0,188040852.5,0.0119627972074233,11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BANCO SANTANDER (BRASIL) S.A,507114261.73,507114261.73,1.0,1.0,0.0005290510127526,1.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507114261.73,0.0529051012752648,-186.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,WISE ASSET MANAGEMENT LTDA,499089763.65,499089763.65,3.0,3.0,0.0005206793908984,1.0,187.0,291546714.73,0.0,1.0,1.0,0.0003725360510298,0.0,205.0,207543048.91999996,0.0148143339868625,18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AURUM GESTAO DE PATRIMONIO LTDA,484726303.52,484726303.52,1.0,1.0,0.0005056945961453,1.0,188.0,421977184.51,0.0,1.0,1.0,0.0005391990579884,0.0,170.0,62749119.00999999,-0.0033504461843131,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRINZ GESTORA DE RECURSOS LTDA,481490149.99,481490149.99,1.0,1.0,0.0005023184530713,1.0,189.0,757907799.3,757907799.3,3.0,3.0,0.0009684485001226,1.0,127.0,-276417649.30999994,-0.0466130047051299,-62.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GHIA GESTAO DE RECURSOS LTDA,464291673.31,464291673.31,7.0,7.0,0.0004843760046095,1.0,190.0,235537048.01,139012524.3,4.0,4.0,0.0003009673486396,0.5901938802175106,224.0,228754625.3,0.0183408655969898,34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,C20 QUADRANTE INVESTIMENTOS LTDA,458601892.84,458601892.84,8.0,8.0,0.0004784400955902,1.0,191.0,470250385.97,225460174.55,5.0,5.0,0.0006008821671915,0.4794470802717925,165.0,-11648493.129999995,-0.012244207160127,-26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ID EXCLUSIVO GESTORA DE RECURSOS LTDA,449412717.34,449412717.34,3.0,3.0,0.000468853414695,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449412717.34,0.0468853414695004,-192.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HOPE ASSET GESTAO DE RECURSOS LTDA,439412172.75,439412172.75,4.0,4.0,0.0004584202665019,1.0,193.0,273379068.19,0.0,4.0,4.0,0.000349321578163,0.0,211.0,166033104.56,0.010909868833898,18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SIGULER GUFF GESTORA DE INVESTIMENTOS (ASSET MANAGEMENT) BRASIL LTDA,438087547.96,438087547.96,6.0,6.0,0.0004570383410868,1.0,194.0,315250553.57,0.0,5.0,5.0,0.0004028246259633,0.0,199.0,122836994.39,0.0054213715123535,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA DE RECURSOS LTDA,436296725.34,436296725.34,3.0,3.0,0.0004551700510538,1.0,195.0,86482657.56,0.0,1.0,1.0,0.0001105068453945,0.0,312.0,349814067.78000003,0.0344663205659277,117.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KOLI CAPITAL GESTORA DE RECURSOS S.A,430455608.77,430455608.77,8.0,8.0,0.0004490762594369,1.0,196.0,239299115.49,38527309.22,5.0,5.0,0.000305774488257,0.1610006336258689,219.0,191156493.27999997,0.0143301771179897,23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ICON CAPITAL LTDA,420326703.03,420326703.03,8.0,8.0,0.0004385091974467,1.0,197.0,69081701.69,39204287.66,4.0,4.0,8.82720437095269e-05,0.5675061079984234,327.0,351245001.34000003,0.0350237153737183,130.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SARFATY ASSET GESTAO DE RECURSOS LTDA,419371544.0499999,419371544.0499999,3.0,3.0,0.0004375127201952,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419371544.0499999,0.0437512720195242,-198.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,414453455.81,414453455.81,2.0,2.0,0.0004323818852719,1.0,199.0,158437229.0,0.0,2.0,2.0,0.0002024498190021,0.0,256.0,256016226.81,0.0229932066269762,57.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AZUMI ASSET MANAGEMENT LTDA,413700524.74,413700524.74,12.0,12.0,0.0004315963839063,1.0,200.0,307115605.7,0.0,10.0,10.0,0.0003924298548967,0.0,201.0,106584919.04000002,0.0039166529009571,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,JOURNEY CAPITAL ADMINISTRACAO DE RECURSOS LTDA,408143640.79,408143640.79,4.0,4.0,0.0004257991202453,1.0,201.0,208887896.63,127776423.36,2.0,2.0,0.0002669152769927,0.6116985494201632,237.0,199255744.16000003,0.0158883843252631,36.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BPS CAPITAL GESTORA DE RECURSOS LTDA,402948619.41,402948619.41,1.0,1.0,0.000420379372607,1.0,202.0,346205410.8,0.0,1.0,1.0,0.0004423784939715,0.0,194.0,56743208.610000014,-0.0021999121364479,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VENETO GESTAO DE RECURSOS LTDA,398952961.09,398952961.09,1.0,1.0,0.0004162108700814,1.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398952961.09,0.0416210870081404,-203.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALARIS GESTAO DE RECURSOS LTDA,388902818.51,388902818.51,24.0,24.0,0.0004057259783883,1.0,204.0,110526548.42,0.0,9.0,9.0,0.0001412299360686,0.0,287.0,278376270.09,0.0264496042319653,83.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIO BRAVO INVESTIMENTOS LTDA,382578409.14,382578409.14,2.0,2.0,0.0003991279876892,1.0,205.0,75107187.64999999,75107187.64999999,2.0,2.0,9.597136128596774e-05,1.0,322.0,307471221.49,0.0303156626403281,117.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALBION CAPITAL LTDA,371386583.29,371386583.29,2.0,2.0,0.0003874520257861,1.0,206.0,395162623.68,0.0,2.0,2.0,0.0005049356274745,0.0,179.0,-23776040.390000045,-0.0117483601688467,-27.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ANGA INVESTIMENTOS LTDA,366920479.05999994,366920479.05999994,2.0,2.0,0.0003827927267991,1.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366920479.05999994,0.038279272679918,-207.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PORTO SEGURO INVESTIMENTOS LTDA,365449474.96,365449474.96,2.0,2.0,0.0003812580899971,1.0,208.0,236995873.41,0.0,1.0,1.0,0.0003028314240217,0.0,221.0,128453601.54999998,0.0078426665975482,13.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SZ CAPITAL LTDA,358592384.09,358592384.09,7.0,7.0,0.0003741043750593,1.0,209.0,351669627.77,0.0,7.0,7.0,0.0004493606265394,0.0,191.0,6922756.319999993,-0.0075256251480021,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SH ASSET CAPITAL GESTAO DE RECURSOS LTDA,346732788.92,346732788.92,4.0,4.0,0.0003617317574679,1.0,210.0,16234444.87,16234444.87,1.0,1.0,2.0744243296079477e-05,1.0,438.0,330498344.05,0.0340987514171912,228.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CARPA GESTORA DE RECURSOS LTDA,346612801.77,346612801.77,3.0,3.0,0.0003616065799133,1.0,211.0,319912623.61,0.0,2.0,2.0,0.000408781781625,0.0,197.0,26700178.159999967,-0.0047175201711776,-14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OPTIMUM CAPITAL GESTORA DE RECURSOS LTDA,340928244.48999995,340928244.48999995,2.0,2.0,0.0003556761200288,1.0,212.0,273877238.37,14741142.94,2.0,2.0,0.0003499581360188,0.0538239067537447,210.0,67051006.119999945,0.0005717984010013,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AVENTIS GESTAO DE RECURSOS LTDA,332192940.09,332192940.09,10.0,10.0,0.0003465629437916,1.0,213.0,118400583.81,19354288.11,8.0,8.0,0.0001512913152633,0.1634644651842109,283.0,213792356.27999997,0.0195271628528341,70.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPRI INVESTIMENTOS LTDA,331251339.64,331251339.64,1.0,1.0,0.0003455806115851,1.0,214.0,349212020.19,0.0,1.0,1.0,0.0004462203153076,0.0,192.0,-17960680.550000012,-0.0100639703722527,-22.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INTRA BLACK INVESTIMENTOS GESTAO DE RECURSOS LTDA,322832899.09,322832899.09,19.0,19.0,0.0003367980060958,1.0,215.0,239690109.62,37122923.65,11.0,11.0,0.0003062740974167,0.1548788296223567,217.0,83142789.46999997,0.0030523908679109,2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FAR FATOR ADMINISTRACAO DE RECURSOS LTDA,322005744.98,322005744.98,4.0,4.0,0.0003359350709496,1.0,216.0,307515412.25,90436734.17,5.0,5.0,0.000392940724496,0.2940884605044702,200.0,14490332.73000002,-0.0057005653546364,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BANUX INVESTIMENTOS LTDA,320167593.73,320167593.73,12.0,12.0,0.0003340174049445,1.0,217.0,179197731.74,0.0,5.0,5.0,0.0002289774227013,0.0,246.0,140969861.99,0.0105039982243193,29.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UJAY CAPITAL INVESTIMENTOS LTDA,308217573.93,308217573.93,7.0,7.0,0.0003215504511341,1.0,218.0,12878091.81,0.0,1.0,1.0,1.6455522306743867e-05,0.0,444.0,295339482.12,0.0305094928827382,226.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOD CAPITAL LTDA,307479668.17,307479668.17,1.0,1.0,0.0003207806250434,1.0,219.0,59007133.9,0.0,1.0,1.0,7.539884188389491e-05,0.0,341.0,248472534.27,0.0245381783159534,122.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CONCRETA GESTORA DE RECURSOS LTDA,304829758.54,304829758.54,8.0,8.0,0.0003180160856106,1.0,220.0,217302462.16,0.0,6.0,6.0,0.0002776673412599,0.0,230.0,87527296.38000003,0.0040348744350744,10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIELD GESTORA DE RECURSOS LTDA,302311079.61,302311079.61,3.0,3.0,0.0003153884536561,1.0,221.0,142280212.07,83857309.77,2.0,2.0,0.0001818045125061,0.5893813942921543,264.0,160030867.54000002,0.0133583941150052,43.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IF ASSET GESTAO DE RECURSOS LTDA,301815713.02,301815713.02,1.0,1.0,0.0003148716584959,1.0,222.0,213359214.83,0.0,1.0,1.0,0.000272628691485,0.0,236.0,88456498.18999997,0.0042242967010954,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SIMPLIX ASSET MANAGEMENT LTDA,288960862.87,288960862.87,3.0,3.0,0.0003014607331801,1.0,223.0,7974229.74,7974229.74,1.0,1.0,1.0189406730566734e-05,1.0,462.0,280986633.13,0.0291271326449615,239.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIGTREE CAPITAL ADMINISTRACAO DE RECURSOS LTDA,287449526.71,287449526.71,8.0,8.0,0.0002998840196337,1.0,224.0,318681410.43,0.0,4.0,4.0,0.00040720854731,0.0,198.0,-31231883.72000003,-0.0107324527676291,-26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOMMA INVESTIMENTOS S.A,283010623.08,283010623.08,8.0,8.0,0.0002952530978904,1.0,225.0,591123325.26,422374346.28,3.0,3.0,0.0007553326384347,0.7145283026925433,145.0,-308112702.18,-0.0460079540544281,-80.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLP CAPITAL GESTORA DE RECURSOS LTDA,270804934.3,270804934.3,7.0,7.0,0.0002825194153701,1.0,226.0,283572485.39,28717085.72,7.0,7.0,0.0003623466448104,0.1012689425086679,208.0,-12767551.089999974,-0.0079827229440252,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAKALU GESTORA DE RECURSOS LTDA,267596356.26,267596356.26,4.0,4.0,0.0002791720406468,1.0,227.0,295775578.49,0.0,2.0,2.0,0.0003779396591855,0.0,204.0,-28179222.22999999,-0.0098767618538776,-23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEGEND LEGAL ASSETS GESTAO DE RECURSOS LTDA,262832329.29,262832329.29,2.0,2.0,0.0002742019313766,1.0,228.0,66751804.91,0.0,2.0,2.0,8.529492031257073e-05,0.0,330.0,196080524.38,0.0188907011064083,102.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LESTE CREDIT GESTAO DE RECURSOS LTDA,262568934.78,262568934.78,8.0,8.0,0.0002739271429457,1.0,229.0,158985456.69,33064547.58,5.0,5.0,0.0002031503399423,0.2079721520973542,255.0,103583478.09,0.0070776803003412,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EST GESTAO DE PATRIMONIO LTDA,261420487.41,261420487.41,1.0,1.0,0.0002727290160342,1.0,230.0,195020607.25,195020607.25,1.0,1.0,0.000249195765974,1.0,239.0,66399880.16,0.0023533250060185,9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEEN CAPITAL LTDA,259444245.49,259444245.49,3.0,3.0,0.0002706672858323,1.0,231.0,217171901.15,217171901.15,1.0,1.0,0.0002775005114497,1.0,231.0,42272344.339999974,-0.0006833225617404,0.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FACT INVESTMENTS GESTAO DE RECURSOS LTDA,257662456.91,257662456.91,1.0,1.0,0.0002688084206339,1.0,232.0,218891341.14,0.0,1.0,1.0,0.0002796975980622,0.0,229.0,38771115.77000001,-0.0010889177428359,-3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,B.SIDE WEALTH MANAGEMENT CONSULTORIA E GESTAO DE RECURSOS LTDA,256604398.75,256604398.75,5.0,5.0,0.0002677045929892,1.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256604398.75,0.0267704592989246,-233.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FRANKLIN TEMPLETON BRASIL LTDA,252685940.24,252685940.24,1.0,1.0,0.0002636166297833,1.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252685940.24,0.0263616629783336,-234.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATAGONIA CAPITAL GESTORA DE RECURSOS LTDA,252345670.55,252345670.55,12.0,12.0,0.0002632616407055,1.0,235.0,133304911.48,67778467.94,8.0,8.0,0.0001703359454817,0.5084468920724571,270.0,119040759.07000002,0.0092925695223759,35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FICTOR ASSET LTDA,239730033.49,239730033.49,5.0,5.0,0.0002501002763606,1.0,236.0,128949633.72,0.0,1.0,1.0,0.0001647708065319,0.0,273.0,110780399.77,0.0085329469828743,37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALTINVEST GESTAO E ADMINISTRACAO DE RECURSOS DE TERCEIROS LTDA,236073142.25,236073142.25,2.0,2.0,0.0002462851953029,1.0,237.0,105739572.16,0.0,1.0,1.0,0.0001351131762419,0.0,293.0,130333570.09,0.0111172019060965,56.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SIGA GESTORA DE RECURSOS LTDA,234913909.7,234913909.7,2.0,2.0,0.000245075816666,1.0,238.0,184362469.2,184362469.2,2.0,2.0,0.0002355768827561,1.0,241.0,50551440.5,0.0009498933909902,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EAGLE CAPITAL GESTAO DE INVESTIMENTOS LTDA,234372786.69,234372786.69,3.0,3.0,0.0002445112857544,1.0,239.0,163916166.22,2798413.42,4.0,4.0,0.0002094507609873,0.0170722234696735,251.0,70456620.47,0.0035060524767092,12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SPECIAL SITUATIONS NEO GESTAO DE RECURSOS LTDA,233066001.3,233066001.3,10.0,10.0,0.0002431479714361,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233066001.3,0.0243147971436119,-240.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NEXA FINANCE LTDA,226401961.61,226401961.61,4.0,4.0,0.0002361956586871,1.0,241.0,21507053.65,21507053.65,1.0,1.0,2.7481540457344514e-05,1.0,424.0,204894907.96,0.0208714118229788,183.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VESTRA GESTORA DE RECURSOS LTDA,226236717.44,226236717.44,4.0,4.0,0.000236023266384,1.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226236717.44,0.0236023266384081,-242.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CERES ASSET GESTAO DE INVESTIMENTOS LTDA,221864614.74,221864614.74,6.0,6.0,0.0002314620352457,1.0,243.0,360332991.37,0.0,6.0,6.0,0.0004604306029826,0.0,188.0,-138468376.63,-0.022896856773694,-55.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,POLO CAPITAL GESTAO DE RECURSOS LTDA,220049382.88,220049382.88,6.0,6.0,0.0002295682800777,1.0,244.0,196027657.69,42308466.49,6.0,6.0,0.0002504825669399,0.2158290671253493,238.0,24021725.19,-0.0020914286862142,-6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONT CAPITAL GESTAO E ADMINISTRACAO DE RECURSOS S.A,216436944.53,216436944.53,4.0,4.0,0.0002257995748533,1.0,245.0,181289768.03,100407390.23,4.0,4.0,0.0002316506098741,0.5538502879731442,244.0,35147176.5,-0.000585103502086,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ZERO CINCO UM CAPITAL GESTAO DE RECURSOS LTDA,214190995.25,214190995.25,2.0,2.0,0.0002234564702892,1.0,246.0,273909579.4,0.0,2.0,2.0,0.0003499994611272,0.0,209.0,-59718584.149999976,-0.012654299083805,-37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GLOBAL ASSET GESTORA DE RECURSOS LTDA,210239460.59,210239460.59,1.0,1.0,0.000219334000125,1.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210239460.59,0.0219334000125064,-247.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERRA GESTORA DE RECURSOS LTDA,207522095.82,207522095.82,6.0,6.0,0.0002164990875775,1.0,248.0,139385830.78,52204466.129999995,6.0,6.0,0.0001781060953349,0.3745320872133485,265.0,68136265.03999999,0.0038392992242613,17.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VORTX CAPITAL GESTAO DE RECURSOS LTDA,205508571.91,205508571.91,3.0,3.0,0.0002143984626411,1.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205508571.91,0.0214398462641193,-249.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI MAV GESTORA DE RECURSOS LTDA,199408976.09,199408976.09,2.0,2.0,0.0002080350104776,1.0,250.0,241891593.19,0.0,3.0,3.0,0.000309087135445,0.0,216.0,-42482617.099999994,-0.0101052124967413,-34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GFS ATIVOS FINANCEIROS E INVESTIMENTOS LTDA,197508880.32,197508880.32,8.0,8.0,0.0002060527203562,1.0,251.0,495087564.1,219827186.81,10.0,10.0,0.0006326189139692,0.4440167815760331,162.0,-297578683.78,-0.0426566193613002,-89.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EXA CAPITAL ASSET LTDA,194220954.11,194220954.11,3.0,3.0,0.0002026225650194,1.0,252.0,26432150.27,26432150.27,1.0,1.0,3.3774789371003166e-05,1.0,410.0,167788803.84,0.0168847775648454,158.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OCTANTE GESTAO DE RECURSOS LTDA,190812265.68,190812265.68,3.0,3.0,0.0001990664235299,1.0,253.0,272622012.36,272622012.36,4.0,4.0,0.0003483542183024,1.0,212.0,-81809746.68000004,-0.0149287794772454,-41.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIARIOS LTDA,188505504.52,188505504.52,1.0,1.0,0.0001966598764852,1.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188505504.52,0.0196659876485298,-254.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,URCA GESTAO DE RECURSOS LTDA,187873498.31,187873498.31,2.0,2.0,0.0001960005309478,1.0,255.0,665818.12,0.0,1.0,1.0,8.507770473717615e-07,0.0,496.0,187207680.19,0.0195149753900441,241.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,D3F CAPITAL GESTORA DE RECURSOS LTDA,184195287.36,184195287.36,3.0,3.0,0.0001921632079319,1.0,256.0,86825484.02,0.0,1.0,1.0,0.0001109449062923,0.0,311.0,97369803.34,0.0081218301639571,55.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ITAIMSA GESTAO DE INVESTIMENTOS LTDA,183452613.69,183452613.69,11.0,11.0,0.0001913884076809,1.0,257.0,57123991.36,0.0,3.0,3.0,7.299257746747837e-05,0.0,346.0,126328622.33,0.011839583021349,89.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UNAVANTI INVESTIMENTOS LTDA,182736595.75,182736595.75,1.0,1.0,0.0001906414162336,1.0,258.0,146285118.32,0.0,1.0,1.0,0.0001869219495539,0.0,261.0,36451477.43000001,0.000371946667978,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
