role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,HECTARE CAPITAL GESTORA DE RECURSOS LTDA,53118459.34,53118459.34,1.0,1.0,5.5416257893866465e-05,1.0,349.0,51510224.73,0.0,1.0,1.0,6.581935154490132e-05,0.0,356.0,1608234.6100000069,-0.0010403093651034,7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TAG CAPITAL LTDA,51447025.99,51447025.99,1.0,1.0,5.367252167246857e-05,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51447025.99,0.0053672521672468,-350.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CORCOVADO INVESTIMENTOS GESTAO DE RECURSOS LTDA,50372161.15,50372161.15,1.0,1.0,5.255116032436872e-05,1.0,351.0,37054942.71,0.0,1.0,1.0,4.7348508252289046e-05,0.0,385.0,13317218.439999998,0.0005202652072079,34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARANDU SPECIAL SITUATIONS GESTAO DE RECURSOS LTDA,50201402.36,50201402.36,4.0,4.0,5.237301484986022e-05,1.0,352.0,36943493.36,0.0,3.0,3.0,4.7206099167771334e-05,0.0,386.0,13257909.0,0.0005166915682088,34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAUD CAPITAL GESTORA DE ATIVOS LTDA,49957068.5,49957068.5,3.0,3.0,5.2118111594641607e-05,1.0,353.0,46192874.83,30389182.15,3.0,3.0,5.902488453976103e-05,0.6578759659761145,361.0,3764193.670000002,-0.0006906772945119,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LORINVEST GESTAO DE RECURSOS LTDA,48807381.21,48807381.21,1.0,1.0,5.091869112666196e-05,1.0,354.0,28626834.41,0.0,1.0,1.0,3.6579139142293306e-05,0.0,398.0,20180546.8,0.0014339551984368,44.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NEVES ASSET MANAGEMENT LTDA,48277805.75,48277805.75,1.0,1.0,5.036620728902318e-05,1.0,355.0,3918078.33,0.0,1.0,1.0,5.006489028818684e-06,0.0,471.0,44359727.42,0.0045359718260204,116.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ONZE GESTORA DE INVESTIMENTOS LTDA,48093819.25,48093819.25,2.0,2.0,5.01742619001758e-05,1.0,356.0,9850977.38,0.0,1.0,1.0,1.2587499795112833e-05,0.0,453.0,38242841.87,0.0037586762105062,97.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AGG INVESTIMENTOS LTDA,47167722.96,47167722.96,3.0,3.0,4.920810453268328e-05,1.0,357.0,44628768.4,0.0,2.0,2.0,5.702628190291693e-05,0.0,366.0,2538954.5600000024,-0.0007818177370233,9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PROPRIO CAPITAL GESTAO DE RECURSOS LTDA,46647257.95,46647257.95,1.0,1.0,4.866512524493172e-05,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46647257.95,0.0048665125244931,-358.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AXOR ASSET,46527520.38,46527520.38,1.0,1.0,4.854020806658825e-05,1.0,359.0,42052267.11,0.0,1.0,1.0,5.3734049243259465e-05,0.0,372.0,4475253.270000003,-0.0005193841176671,13.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KOMATU GESTORA DE RECURSOS LTDA,45969692.45,45969692.45,1.0,1.0,4.7958249613474696e-05,1.0,360.0,43200105.81,0.0,1.0,1.0,5.520074831724237e-05,0.0,369.0,2769586.6400000006,-0.0007242498703767,9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IBBRA GESTAO DE RECURSOS LTDA,43320850.55,43320850.55,1.0,1.0,4.5194824098609606e-05,1.0,361.0,43564105.09,43564105.09,1.0,1.0,5.566586367439704e-05,1.0,367.0,-243254.54000000656,-0.0010471039575787,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AF INVEST ADMINISTRACAO DE RECURSOS LTDA,43143014.66,43143014.66,5.0,5.0,4.5009295382877374e-05,1.0,362.0,1482519.91,1482519.91,1.0,1.0,1.894352036708838e-06,1.0,488.0,41660494.75,0.0043114943346168,126.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRIVATTO ADMINISTRACAO DE PATRIMONIO LTDA,42135795.97,42135795.97,2.0,2.0,4.3958506422239526e-05,1.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42135795.97,0.0043958506422239,-363.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,B6 GESTORA DE RECURSOS LTDA,41201369.7,41201369.7,4.0,4.0,4.298365873643457e-05,1.0,364.0,40112497.14,11669167.04,4.0,4.0,5.125542675149398e-05,0.2909110095856774,378.0,1088872.5600000024,-0.0008271768015059,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,A5 GESTAO DE INVESTIMENTOS LTDA,40844097.92,40844097.92,1.0,1.0,4.261093209216288e-05,1.0,365.0,45732486.96,0.0,1.0,1.0,5.843660461628227e-05,0.0,363.0,-4888389.039999999,-0.0015825672524119,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEGATUS CAPITAL GESTORA DE RECURSOS LTDA,40448303.62,40448303.62,7.0,7.0,4.219801652054715e-05,1.0,366.0,44909294.62,27293563.7,7.0,7.0,5.7384736054272794e-05,0.6077486616288341,365.0,-4460991.0,-0.0015186719533725,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PLURAL GESTAO DE RECURSOS LTDA,40314977.89,40314977.89,4.0,4.0,4.2058923385517086e-05,1.0,367.0,25176224.44,0.0,4.0,4.0,3.21699774302207e-05,0.0,414.0,15138753.45,0.0009888945955296,47.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AWARE GESTAO DE RECURSOS LTDA,39891540.35,39891540.35,1.0,1.0,4.161716878250069e-05,1.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39891540.35,0.00416171687825,-368.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LUCAS ESPERANCA NAPOLITANO,38424092.17,38424092.17,1.0,1.0,4.0086241722507294e-05,1.0,369.0,2343714879.02,0.0,3.0,3.0,0.0029947800529278,0.0,64.0,-2305290786.85,-0.2954693811205311,-305.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NIKOS GESTAO DE RECURSOS LTDA,38350887.01,38350887.01,1.0,1.0,4.0009869853365616e-05,1.0,370.0,39408953.55,39408953.55,1.0,1.0,5.035644440148294e-05,1.0,381.0,-1058066.539999999,-0.0010346574548117,11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HIKE CAPITAL GESTORA DE RECURSOS LTDA,37380793.57,37380793.57,1.0,1.0,3.8997812106959825e-05,1.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37380793.57,0.0038997812106959,-371.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STEN GESTAO PATRIMONIAL LTDA,36525493.84,36525493.84,1.0,1.0,3.810551381737931e-05,1.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36525493.84,0.0038105513817379,-372.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SQUALO CAPITAL GESTORA DE RECURSOS LTDA,36076534.47,36076534.47,3.0,3.0,3.763713336092558e-05,1.0,373.0,98808662.53,98808662.53,2.0,2.0,0.0001262569155703,1.0,299.0,-62732128.06,-0.0088619782209389,-74.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,DEZESSEIS DEZOITO GESTAO DE RECURSOS LTDA,35956789.489999995,35956789.489999995,2.0,2.0,3.75122084520403e-05,1.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35956789.489999995,0.003751220845204,-374.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GAMA INVESTIMENTOS LTDA,35655669.43,35655669.43,1.0,1.0,3.719806253912579e-05,1.0,375.0,33599561.01,0.0,1.0,1.0,4.293324926193832e-05,0.0,391.0,2056108.4200000016,-0.0005735186722812,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SENECA ASSET MANAGEMENT LTDA,35462328.48,35462328.48,1.0,1.0,3.6996358045438095e-05,1.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35462328.48,0.0036996358045438,-376.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GERIBA INVESTIMENTOS LTDA,35173655.370000005,35173655.370000005,4.0,3.0,3.669519751274287e-05,1.0,377.0,270829026.85,38280385.33,5.0,4.0,0.000346063155815,0.1413452087290546,213.0,-235655371.48,-0.0309367958302257,-164.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HSO CAPITAL GESTORA DE RECURSOS LTDA,33903828.91,33903828.91,2.0,2.0,3.537044089400514e-05,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33903828.91,0.0035370440894005,-378.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VECTIS CAPITAL SOLUTIONS LTDA,33402143.74,33402143.74,2.0,2.0,3.484705382465705e-05,1.0,379.0,51699817.83,0.0,2.0,2.0,6.606161208569294e-05,0.0,353.0,-18297674.09,-0.0031214558261035,-26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EKHO INVESTIMENTOS LTDA,33315546.58,33315546.58,1.0,1.0,3.475671064431894e-05,1.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33315546.58,0.0034756710644318,-380.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VIZ GESTORA DE RECURSOS LTDA,31933433.380000003,31933433.380000003,7.0,7.0,3.331480998527553e-05,1.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31933433.380000003,0.0033314809985275,-381.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CATALUNYA GESTAO DE RECURSOS LTDA,31607068.36,31607068.36,1.0,1.0,3.297432706576739e-05,1.0,382.0,27168512.79,0.0,1.0,1.0,3.471570748623984e-05,0.0,406.0,4438555.57,-0.0001741380420472,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VALORA IMOBILIARIO E INFRAESTRUTURA LTDA,31572893.49,31572893.49,1.0,1.0,3.29386738590867e-05,1.0,383.0,4517014453.940001,4517014453.940001,7.0,7.0,0.0057718047986718,1.0,38.0,-4485441560.450001,-0.5738866124812724,-345.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HEADINVEST ASSET MANAGEMENT LTDA,31523301.82,31523301.82,3.0,3.0,3.288693695240202e-05,1.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31523301.82,0.0032886936952402,-384.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EXANTE ASSET MANAGEMENT LTDA,31357233.13,31357233.13,1.0,1.0,3.271368446226049e-05,1.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31357233.13,0.003271368446226,-385.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INVESTCOOP ASSET MANAGEMENT LTDA,31204912.36,31204912.36,1.0,1.0,3.2554774599704366e-05,1.0,386.0,16013932.15,16013932.15,1.0,1.0,2.0462473913129197e-05,1.0,439.0,15190980.21,0.0012092300686575,53.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEGEND WM GESTAO DE RECURSOS LTDA,29320441.55,29320441.55,1.0,1.0,3.05887853429003e-05,1.0,387.0,51885416.94,51885416.94,1.0,1.0,6.629876913813336e-05,1.0,351.0,-22564975.389999997,-0.0035709983795233,-36.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ATF GESTORA DE RECURSOS LTDA,28011599.37,28011599.37,2.0,2.0,2.9223325261970736e-05,1.0,388.0,286166307.27000004,276711501.29,2.0,2.0,0.0003656610095808,0.9669604501305622,206.0,-258154707.90000004,-0.033643768431892,-182.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STARBOARD ASSET LTDA,27679573.9,27679573.9,1.0,1.0,2.887693703269096e-05,1.0,389.0,32443005.28,0.0,1.0,1.0,4.145541163701713e-05,0.0,393.0,-4763431.380000003,-0.0012578474604326,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HORIZONTE CAPITAL GESTAO DE INVESTIMENTOS LTDA,27530820.57,27530820.57,2.0,2.0,2.872174893047046e-05,1.0,390.0,1109661.21,0.0,1.0,1.0,1.4179161838172506e-06,0.0,492.0,26421159.36,0.0027303832746653,102.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QUARTZO INVEST LTDA,27462542.7,27462542.7,3.0,3.0,2.8650517496061846e-05,1.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27462542.7,0.0028650517496061,-391.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,W CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA,26793880.34,26793880.34,3.0,3.0,2.795293013667513e-05,1.0,392.0,51796523.64,0.0,1.0,1.0,6.618518199318584e-05,0.0,352.0,-25002643.3,-0.003823225185651,-40.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FUNDO GARANTIDOR DE CREDITO - FGG,26743602.28,26743602.28,1.0,1.0,2.790047714812873e-05,1.0,393.0,26679949.88,0.0,1.0,1.0,3.409142572288808e-05,0.0,409.0,63652.400000002235,-0.0006190948574759,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TG CORE ASSET LTDA,26056408.99,26056408.99,1.0,1.0,2.7183557247688437e-05,1.0,394.0,28583451.5,0.0,1.0,1.0,3.652370480824996e-05,0.0,399.0,-2527042.5100000016,-0.0009340147560561,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QLZ GESTAO DE RECURSOS FINANCEIROS LTDA,25755110.5,25755110.5,2.0,2.0,2.686922518624818e-05,1.0,395.0,40525789.88999999,0.0,2.0,2.0,5.1783528908799565e-05,0.0,377.0,-14770679.389999991,-0.0024914303722551,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SHORE CAPITAL GESTAO DE RECURSOS LTDA,25425750.36,25425750.36,1.0,1.0,2.652561758382558e-05,1.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25425750.36,0.0026525617583825,-396.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONTE BRAVO ASSET MANAGEMENT LTDA,24834568.66,24834568.66,1.0,1.0,2.590886254317883e-05,1.0,397.0,19482206.53,19482206.53,1.0,1.0,2.489420706645871e-05,1.0,427.0,5352362.129999999,0.000101465547672,30.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MOKA GESTORA DE RECURSOS DE TERCEIROS LTDA,24405854.1,24405854.1,3.0,3.0,2.5461602646807456e-05,1.0,398.0,183265875.21,177147543.12,2.0,2.0,0.000234175663761,0.9666149953831332,243.0,-158860021.11,-0.0208714061114289,-155.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RB INVESTIMENTOS GESTAO DE RECURSOS LTDA,22431466.65,22431466.65,1.0,1.0,2.3401807135584455e-05,1.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22431466.65,0.0023401807135584,-399.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NERO CAPITAL GESTAO DE RECURSOS LTDA,22307624.0,22307624.0,1.0,1.0,2.3272607299671824e-05,1.0,400.0,2147240.61,0.0,1.0,1.0,2.7437268096166263e-06,0.0,483.0,20160383.39,0.0020528880490055,83.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,4UM GESTAO DE RECURSOS LTDA,20291127.41,20291127.41,1.0,1.0,2.1168881091080654e-05,1.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20291127.41,0.002116888109108,-401.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CLUBE DO VALOR ADMINISTRACAO DE CARTEIRAS DE VALORES MOBILIARIOS LTDA,20180828.05,20180828.05,1.0,1.0,2.1053810400867967e-05,1.0,402.0,9038370.11,0.0,1.0,1.0,1.1549156750553712e-05,0.0,459.0,11142457.94,0.0009504653650314,57.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FLB ASSET LTDA,19119850.39,19119850.39,1.0,1.0,1.9946936964463232e-05,1.0,403.0,60714597.81,0.0,1.0,1.0,7.75806255575559e-05,0.0,340.0,-41594747.42,-0.0057633688593092,-63.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,H2 ASSET MANAGEMENT LTDA,18749749.06,18749749.06,1.0,1.0,1.9560825789459738e-05,1.0,404.0,50968867.25,0.0,1.0,1.0,6.512760930393164e-05,0.0,357.0,-32219118.19,-0.0045566783514471,-47.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PONTA SUL INVESTIMENTOS LTDA,18312916.03,18312916.03,1.0,1.0,1.910509623427646e-05,1.0,405.0,19105089.46,0.0,1.0,1.0,2.441232990257484e-05,0.0,430.0,-792173.4299999997,-0.0005307233668298,25.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TORI 21 CONSULTORIA E INVESTIMENTOS LTDA,18157014.58,18157014.58,1.0,1.0,1.8942450798648735e-05,1.0,406.0,17002790.29,17002790.29,1.0,1.0,2.1726028904120926e-05,1.0,435.0,1154224.289999999,-0.0002783578105472,29.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AMARY CAPITAL GESTAO DE RECUSRSOS LTDA,16757175.59,16757175.59,1.0,1.0,1.7482057567301498e-05,1.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16757175.59,0.0017482057567301,-407.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VBR CAPITAL LTDA,16707884.89,16707884.89,1.0,1.0,1.743063464997844e-05,1.0,408.0,15266373.85,15266373.85,1.0,1.0,1.9507249920108017e-05,1.0,440.0,1441511.040000001,-0.0002076615270129,32.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,URBANO ADMINISTRACAO DE RECURSOS LTDA,15438636.33,15438636.33,1.0,1.0,1.6106480930041523e-05,1.0,409.0,1775538.19,0.0,1.0,1.0,2.26876844202438e-06,0.0,485.0,13663098.14,0.0013837712488017,76.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SPRINGS CAPITAL LTDA,15328311.72,15328311.72,1.0,1.0,1.5991383897564223e-05,1.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15328311.72,0.0015991383897564,-410.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TUERI GESTORA DE RECURSOS LTDA,14989384.75,14989384.75,2.0,2.0,1.56377956231663e-05,1.0,411.0,9735570.82,0.0,1.0,1.0,1.2440034219432597e-05,0.0,454.0,5253813.93,0.0003197761403733,43.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ERFOLG GESTORA DE RECURSOS S/A,14028800.04,14028800.04,3.0,3.0,1.4635657935445764e-05,1.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14028800.04,0.0014635657935445,-412.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LITUS GESTAO DE RECURSOS LTDA,13428930.91,13428930.91,1.0,1.0,1.4009839663912868e-05,1.0,413.0,9461160.8,9461160.8,1.0,1.0,1.2089395299325066e-05,1.0,456.0,3967770.1099999994,0.0001920444364587,43.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CFG ASSET MANAGEMENT GESTORA DE RECURSOS LTDA,13031300.22,13031300.22,1.0,1.0,1.3595008263730242e-05,1.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13031300.22,0.001359500826373,-414.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FYTO CAPITAL ADMINISTRADORA DE RECURSOS LTDA,12899086.23,12899086.23,1.0,1.0,1.3457074960354106e-05,1.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12899086.23,0.0013457074960354,-415.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AAM GESTORA DE RECURSOS DE TERCEIROS LTDA,12360048.75,12360048.75,1.0,1.0,1.2894719794611456e-05,1.0,416.0,1789168.7,0.0,1.0,1.0,2.286185398252563e-06,0.0,484.0,10570880.05,0.0010608534396358,68.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,THERAS CAPITAL GESTAO DE INVESTIMENTOS LTDA,12359399.88,12359399.88,1.0,1.0,1.2894042855790067e-05,1.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12359399.88,0.001289404285579,-417.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,U.V. GESTORA DE ATIVOS FINANCEIROS LTDA,11968798.46,11968798.46,1.0,1.0,1.2486544797800828e-05,1.0,418.0,123609742.89,0.0,1.0,1.0,0.0001579475369074,0.0,277.0,-111640944.43,-0.014546099210963,-141.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GUSTAVO HENRIQUE FONSECA DE OLIVEIRA,11645965.13,11645965.13,2.0,2.0,1.2149746342154662e-05,1.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11645965.13,0.0012149746342154,-419.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HIGH GESTAO E INVESTIMENTOS LTDA,11190799.21,11190799.21,1.0,1.0,1.1674890852733023e-05,1.0,420.0,16267473.44,0.0,1.0,1.0,2.078644693761376e-05,0.0,436.0,-5076674.229999999,-0.000911155608488,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONGERAL AEGON GESTAO DE FUNDOS IMOBILIARIOS LTDA,10589161.66,10589161.66,1.0,1.0,1.1047227662879786e-05,1.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589161.66,0.0011047227662879,-421.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIZA DIRECT LENDING GESTORA DE RECURSOS LTDA,10510000.0,10510000.0,1.0,1.0,1.0964641627434228e-05,1.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10510000.0,0.0010964641627434,-422.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAUA CAPITAL REAL ESTATE LTDA,9574734.01,9574734.01,1.0,1.0,9.988917897017722e-06,1.0,423.0,16250347.49,0.0,1.0,1.0,2.0764563536221143e-05,0.0,437.0,-6675613.48,-0.0010775645639203,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPSICUM ASSETS GESTAO DE RECURSOS LTDA,9547915.3,9547915.3,1.0,1.0,9.960939063139504e-06,1.0,424.0,20992205.27,0.0,1.0,1.0,2.6823671331492947e-05,0.0,426.0,-11444289.97,-0.0016862732268353,2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI SOLUCOES DE INVESTIMENTOS LTDA,9509697.81,9509697.81,1.0,1.0,9.921068360784598e-06,1.0,425.0,8996172.1,0.0,1.0,1.0,1.1495236472215894e-05,0.0,460.0,513525.7100000009,-0.0001574168111431,35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALTAVISTA CAPITAL LTDA,9052641.81,9052641.81,4.0,4.0,9.444241030273792e-06,1.0,426.0,23927769.24,0.0,2.0,2.0,3.057471140046483e-05,0.0,415.0,-14875127.430000002,-0.0021130470370191,-11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FAMA RE.CAPITAL LTDA,8613875.54,8613875.54,1.0,1.0,8.98649460698587e-06,1.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8613875.54,0.0008986494606985,-427.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVUS CREDITO GESTAO DE RECURSOS LTDA,8293387.14,8293387.14,1.0,1.0,8.652142518332227e-06,1.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8293387.14,0.0008652142518332,-428.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PARAMIS BR INVESTIMENTOS LTDA,7519081.82,7519081.82,3.0,3.0,7.844342295305035e-06,1.0,429.0,22480937.71,0.0,3.0,3.0,2.872596168915062e-05,0.0,418.0,-14961855.89,-0.0020881619393845,-11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FORTIS GESTORA DE RECURSOS LTDA,7019708.49,7019708.49,3.0,3.0,7.323367071542101e-06,1.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7019708.49,0.0007323367071542,-430.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SKADE CAPITAL GESTAO DE INVESTMENTOS LTDA,6961865.62,6961865.62,2.0,2.0,7.263022034410581e-06,1.0,431.0,3536779.1,0.0,1.0,1.0,4.5192679344685846e-06,0.0,472.0,3425086.52,0.0002743754099941,41.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,V-CAPITAL GESTAO DE RECURSOS E INVESTIMENTOS LTDA,6300390.1,6300390.1,1.0,1.0,6.572932403381018e-06,1.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300390.1,0.0006572932403381,-432.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LCP GESTORA DE RECURSOS LTDA,6135746.41,6135746.41,1.0,1.0,6.401166555895921e-06,1.0,433.0,5108408.45,0.0,1.0,1.0,6.527483298081399e-06,0.0,467.0,1027337.96,-1.2631674218547813e-05,34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RX ASSET LTDA,5902232.09,5902232.09,2.0,2.0,6.157550872387453e-06,1.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5902232.09,0.0006157550872387,-434.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FEATBANK ASSET MANAGEMENT LTDA,5676141.48,5676141.48,1.0,1.0,5.92168003375967e-06,1.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5676141.48,0.0005921680033759,-435.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,DOT. INVESTIMENTOS LTDA,5662060.63,5662060.63,1.0,1.0,5.9069900742868195e-06,1.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5662060.63,0.0005906990074286,-436.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ROCHA OPCOES DE INVESTIMENTOS LTDA,5476358.2,5476358.2,1.0,1.0,5.713254527731759e-06,1.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5476358.2,0.0005713254527731,-437.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
