veiculo_id,camada,serie,isin,data_emissao,data_vencimento,prazo_meses,montante_emitido_R$,montante_subscrito_R$,saldo_atual_R$,pct_da_emissao,indexador,taxa_contratada,taxa_preliminar_ou_teto,pu_atual,rating_agencia,rating_nota,colocacao,retida_pelo_originador,data_base,conflito,fonte_id,status,nota_metodo
FIDC_VII,Mezanino A,Subordinada Mezanino 1 | Série 1,n/d,n/d,n/d,n/d,n/d,n/d,91855704.87008367,0.14824343979504634,n/d,n/d,n/d,1034.91524651,n/d,n/d,n/d,n/d,2026-07-31,não,CVM_FIDC_202607_X2,Documentado,Saldo da cota = quantidade de cotas × valor da cota no Informe Mensal. O rating do deck é veicular e não foi imputado à classe.
FIDC_VII,Mezanino B,Subordinada Mezanino 2 | Série 1,n/d,n/d,n/d,n/d,n/d,n/d,36852012.199839145,0.059474466606073854,n/d,n/d,n/d,1041.27911956,n/d,n/d,n/d,n/d,2026-07-31,não,CVM_FIDC_202607_X2,Documentado,Saldo da cota = quantidade de cotas × valor da cota no Informe Mensal. O rating do deck é veicular e não foi imputado à classe.
FIDC_VII,Júnior/Subordinada,Subordinada Subordinada 1 |,n/d,n/d,n/d,n/d,n/d,n/d,32385570.000069797,0.052266196240329736,n/d,n/d,n/d,1209.45599038,n/d,n/d,n/d,n/d,2026-07-31,não,CVM_FIDC_202607_X2,Documentado,Saldo da cota = quantidade de cotas × valor da cota no Informe Mensal. O rating do deck é veicular e não foi imputado à classe.
CRI_K1,Super Sênior,Série 1,BRKNSTCRI000,2024-01-15,2031-01-15,84.0,360000000,360000000,n/d,0.5970149253731343,Pré,"11,51% a.a.",n/d,n/d,Fitch,AA+sf(bra),pública,n/d,2026-06-01,não,ANX_CRI1_PROSP_20240216 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K1,Sênior,Série 2,BRKNSTCRI018,2024-01-15,2032-01-15,96.0,90000000,90000000,n/d,0.14925373134328357,Pré,"12,74% a.a.",n/d,n/d,Fitch,AAsf(bra),pública,n/d,2026-06-01,não,ANX_CRI1_PROSP_20240216 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K1,Mezanino,Série 3,BRKNSTCRI026,2024-01-15,2034-01-15,120.0,108000000,108000000,n/d,0.1791044776119403,Pré,"16,48% a.a. (número; extenso 17,48%)",n/d,n/d,n/d,n/d,pública,n/d,2026-06-01,sim,ANX_CRI1_PROSP_20240216 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K1,Subordinada,Série 4,BRKNSTCRI034,2024-01-15,2034-01-15,120.0,30000000,30000000,n/d,0.04975124378109453,Pré,"20,95% a.a.",n/d,n/d,n/d,n/d,pública,n/d,2026-06-01,não,ANX_CRI1_PROSP_20240216 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K1,Júnior/Subordinada,Série 5,BRKNSTCRI042,2024-01-15,2036-01-15,144.0,15000000,15000000,n/d,0.024875621890547265,Pré + residual,"9,86% a.a. + prêmio residual",n/d,n/d,n/d,n/d,privada,sim,2026-06-01,não,ANX_CRI1_PROSP_20240216 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K2,Super Sênior,Série 1,BRKNSTCRI059,2024-06-25,2029-06-07,59.4,487500000,487500000,251034895.0,0.65,Pré,"13,1926% a.a.",n/d,n/d,Fitch / Moody's,AA+ / AAA,pública,n/d,2026-05-01,sim,ANX_CRI2_RATING_202406 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K2,Sênior,Série 2,BRKNSTCRI067,2024-06-25,2032-06-07,95.4,135000000,135000000,72227698.0,0.18,Pré,"14,5663% a.a.",n/d,n/d,Fitch / Moody's,A / AA-,pública,n/d,2026-05-01,sim,ANX_CRI2_RATING_202406 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K2,Mezanino,Série 3,BRKNSTCRI075,2024-06-25,2034-06-07,119.4,75000000,75000000,40262437.0,0.1,DI+,"DI + 6,00% a.a.",n/d,n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI2_RATING_202406 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K2,Subordinada,Série 4,BRKNSTCRI083,2024-06-25,2034-06-07,119.4,30000000,30000000,16140523.0,0.04,DI+,"DI + 10,00% a.a.",n/d,n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI2_RATING_202406 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K2,Júnior/Subordinada,Série 5,BRKNSTCRI091,2024-06-25,n/d,n/d,22500000,22500000,20035464.0,0.03,Residual,n/d,n/d,n/d,n/d,n/d,privada,sim,2026-05-01,sim,ANX_CRI2_RATING_202406 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Super Sênior A,Série 1,BRKNSTCRI0A4,2025-05-28,2030-05-08,59.3,367500000,367500000,280220422.0,0.49,Pré,n/d,"maior entre DI futuro + 1,00% e 15,50%",n/d,Moody's,AAA,pública,n/d,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Super Sênior B,Série 2,BRKNSTCRI0B2,2025-05-28,2030-05-08,59.3,120000000,120000000,91488714.0,0.16,DI%,n/d,"105,50% do DI",n/d,Moody's,AAA,pública,n/d,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Sênior,Série 3,BRKNSTCRI0C0,2025-05-28,2033-05-06,95.3,135000000,135000000,106260503.0,0.18,Pré,n/d,"maior entre DI futuro + 2,00% e 16,50%",n/d,Moody's,AA-,pública,n/d,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Mezanino,Série 4,BRKNSTCRI0D8,2025-05-28,2035-05-08,119.3,75000000,75000000,59166297.0,0.1,DI+,n/d,"DI + 5,75%",n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Subordinada,Série 5,BRKNSTCRI0E6,2025-05-28,2035-05-08,119.3,30000000,30000000,25214984.0,0.04,DI+,n/d,"DI + 10,00%",n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K3,Júnior/Subordinada,Série 6,BRKNSTCRI0F3,2025-05-28,2037-05-08,143.3,22500000,22500000,25502014.0,0.03,Residual,n/d,n/d,n/d,n/d,n/d,privada,sim,2026-05-01,sim,ANX_CRI3_LAM_PREL_20250422 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: saldo agregado reconciliado. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Super Sênior A,Série 1,BRKNSTCRI0G1,2025-09-28,2030-09-20,59.7,195000000,195000000,n/d,0.43333333333333335,Pré,"14,2216% a.a.",n/d,n/d,Moody's,AAA,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Super Sênior B,Série 2,BRKNSTCRI0K3,2025-09-28,2030-09-20,59.7,97500000,97500000,n/d,0.21666666666666667,Pré,"14,2216% a.a.",n/d,n/d,Moody's,AAA,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Sênior A,Série 3,BRKNSTCRI0H9,2025-09-28,2033-09-22,95.8,54000000,54000000,n/d,0.12,Pré,"15,3565% a.a.",n/d,n/d,Moody's,AA-,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Sênior B,Série 4,BRKNSTCRI0M9,2025-09-28,2033-09-22,95.8,27000000,27000000,n/d,0.06,Pré,"15,3565% a.a.",n/d,n/d,Moody's,AA-,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Mezanino,Série 5,BRKNSTCRI0I7,2025-09-28,2035-09-24,119.9,45000000,45000000,n/d,0.1,DI+,"DI + 5,50% a.a.",n/d,n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Subordinada,Série 6,BRKNSTCRI0J5,2025-09-28,2035-09-24,119.9,18000000,18000000,n/d,0.04,DI+,"DI + 10,00% a.a.",n/d,n/d,n/d,n/d,pública,n/d,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_K4,Júnior/Subordinada,Série 7,BRKNSTCRI0N7,2025-09-28,2037-09-22,143.8,13500000,13500000,n/d,0.03,Pré + residual,"13,2480% a.a. + residual",n/d,n/d,n/d,n/d,privada,sim,2026-05-01,sim,ANX_CRI4_INICIO_20250929 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d por conflito de unidade. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Super Sênior A,Série 1,BRVERTCRIDZ7,2026-05-20,2031-05-20,60.0,103870000,103870000,n/d,0.22071643953686124,Pré,"14,81% a.a.","maior entre DI futuro + 0,65% e 14,00%",n/d,Moody's,AAA,pública,n/d,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Super Sênior B,Série 2,BRVERTCRIE08,2026-05-20,2031-05-20,60.0,225550000,225550000,n/d,0.4792778755900554,DI%,"104,00% do DI","104,00% do DI",n/d,Moody's,AAA,pública,n/d,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Sênior,Série 3,BRVERTCRIE16,2026-05-20,2034-05-22,96.1,70590000,70590000,n/d,0.1499987818129107,Pré,"15,78% a.a.","maior entre DI futuro + 1,50% e 14,95%",n/d,Moody's,AA-,pública,n/d,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Mezanino,Série 4,BRVERTCRIE24,2026-05-20,2036-05-20,120.0,37647000,37647000,n/d,0.07999722537059993,DI+,"DI + 5,50% a.a.","DI + 5,50%",n/d,n/d,n/d,pública,n/d,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Subordinada,Série 5,BRVERTCRIE32,2026-05-20,2036-05-20,120.0,18828821.89,18828821.89,n/d,0.04000992132699061,DI+,"DI + 8,00% a.a.","DI + 8,00%",n/d,n/d,n/d,pública,n/d,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V174,Júnior/Subordinada,Série 6,BRVERTCRIE40,2026-05-20,2038-05-20,144.0,14118000,14118000,n/d,0.02999975636258214,Pré + residual,"14,07% a.a. + residual",n/d,n/d,n/d,n/d,privada,sim,2026-06-01,sim,ANX_CRIV_LAM_PREL_20260417 | CVM_FUNDOSNET_TERMOS_CRI_20260822 | CVM_CRI_2026_CLASSE,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V177,Sênior A,Série 1,BRVERTCRIEC4,2026-07-21,2031-05-20,58.0,100000000,100000000,n/d,0.15454541239670572,DI+,"DI + 1,50% a.a.",n/d,n/d,n/d,n/d,pública,n/d,n/d,não,CVM_FUNDOSNET_VERT177_20260720 | CVM_FUNDOSNET_TERMOS_CRI_20260822,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V177,Sênior B,Série 2,BRVERTCRIED2,2026-07-21,2031-07-21,60.0,450000000,450000000,n/d,0.6954543557851757,DI+,"DI + 2,00% a.a.",n/d,n/d,n/d,n/d,pública,n/d,n/d,não,CVM_FUNDOSNET_VERT177_20260720 | CVM_FUNDOSNET_TERMOS_CRI_20260822,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V177,Mezanino I,Série 3,BRVERTCRIEE0,2026-07-21,2036-07-21,120.0,51765000,51765000,n/d,0.08000043272715471,DI+,"DI + 5,50% a.a.",n/d,n/d,n/d,n/d,pública,n/d,n/d,não,CVM_FUNDOSNET_VERT177_20260720 | CVM_FUNDOSNET_TERMOS_CRI_20260822,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V177,Mezanino II,Série 4,BRVERTCRIEF7,2026-07-21,2036-07-21,120.0,25882000,25882000,n/d,0.03999944363651537,DI+,"DI + 8,00% a.a.",n/d,n/d,n/d,n/d,pública,n/d,n/d,não,CVM_FUNDOSNET_VERT177_20260720 | CVM_FUNDOSNET_TERMOS_CRI_20260822,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
CRI_V177,Júnior/Subordinada,Série 5,n/d,2026-07-21,2038-07-20,144.0,19412000,19412000,n/d,0.030000355454448513,DI% + residual,100% do DI + prêmio final residual,n/d,n/d,n/d,n/d,privada,sim,n/d,não,CVM_FUNDOSNET_VERT177_20260720 | CVM_FUNDOSNET_TERMOS_CRI_20260822,Documentado,Montante e termos documentais; saldo da última competência: n/d. Reconciliação usa Valor_Atualizado_Emissao; conflito de unidade permanece n/d.
